grupo,instancia,semente,risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total,TL,TU,TW,TR,concluiu,divida_pendente,violacoes,makespan,tau_portao,tau_rede
gate=0.25;rede=0.25,j609_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,3.4375,0.24622830614903754,0.7315782380623636,0.0,183.0,737.0,87.41104868290833,True,0,0,275,0.25,0.25
gate=0.25;rede=0.25,j609_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.3,3.8875,0.24861999495102838,0.8033950492482221,0.0,85.0,708.0,88.26009820761507,True,0,0,311,0.25,0.25
gate=0.25;rede=0.25,j609_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.55,0.19728776395825043,0.8032648339104204,0.0,121.0,780.0,70.0371562051789,True,0,0,284,0.25,0.25
gate=0.25;rede=0.25,j609_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,3.9875,0.24475065809424054,0.8220440040763006,0.0,64.0,697.0,86.88648362345539,True,0,0,319,0.25,0.25
gate=0.25;rede=0.8,j6010_1.sm,0,0.1,0.5,1.0,0.1,0.55,0.11666666666666667,2.6941176470588237,0.1391811735690964,0.7450045223333691,0.0,132.0,517.0,44.955519062818134,True,0,0,229,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,1,0.1,0.5,1.0,0.1,0.55,0.08333333333333333,2.8823529411764706,0.060950529354249806,0.7560463214169515,0.0,131.0,467.0,19.687020981422688,True,0,0,245,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,2,0.1,0.5,1.0,0.1,0.55,0.3,2.376470588235294,0.2671623087511898,0.7355581783113844,0.0,110.0,546.0,86.29342572663431,True,0,0,202,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,3,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.1294117647058823,0.10319863424032882,0.7088497216933257,0.0,186.0,534.0,33.33315885962621,True,0,0,181,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,4,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.0470588235294116,0.11529178888836336,0.7462060507589868,0.0,142.0,527.0,37.239247810941364,True,0,0,174,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,5,0.1,0.5,1.0,0.1,0.55,0.31666666666666665,1.8823529411764706,0.21767347421118194,0.6960368616591605,0.0,138.0,477.0,70.30853217021176,True,0,0,160,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,6,0.1,0.5,1.0,0.1,0.55,0.25,1.9294117647058824,0.16883522913864424,0.8041800740727911,0.0,66.0,495.0,54.53377901178209,True,0,0,164,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,7,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,3.6588235294117646,0.13114763178212976,0.6923901354460263,0.0,174.0,487.0,42.36068506562791,True,0,0,311,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,8,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,2.1294117647058823,0.19868974188530308,0.667295907117049,0.0,226.0,582.0,64.1767866289529,True,0,0,181,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,9,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.011764705882353,0.1548455967035645,0.7595853615842805,0.0,119.0,534.0,50.01512773525133,True,0,0,171,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,10,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.2823529411764705,0.15332763483366726,0.684741518287424,0.0,206.0,555.0,49.52482605127453,True,0,0,194,0.25,0.8
gate=0.25;rede=0.8,j6010_1.sm,11,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.776470588235294,0.21121671565612088,0.7566299163047153,0.0,100.0,523.0,68.22299915692705,True,0,0,236,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.15,2.2125,0.09087492518672806,0.7291494130402385,0.0,168.0,533.0,29.988725311620257,True,0,0,177,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.1,2.375,0.10668743510940398,0.7627777697730095,0.0,129.0,528.0,35.206853586103314,True,0,0,190,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.2,4.125,0.10821781619238385,0.8570804228246521,0.0,53.0,532.0,35.71187934348667,True,0,0,330,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.2125,0.08781480758493573,0.7013352732107457,0.0,198.0,533.0,28.978886503028793,True,0,0,177,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.2,2.2875,0.14278608900576256,0.6975022701485698,0.0,181.0,526.0,47.11940937190165,True,0,0,183,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.125,0.14893093524782577,0.7536088553950122,0.0,114.0,499.0,49.147208631782505,True,0,0,170,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.15,1.925,0.14150474814218547,0.7709885234299321,0.0,114.0,541.0,46.696566886921204,True,0,0,154,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.2,2.0625,0.18590894954584322,0.7525389568288825,0.0,108.0,515.0,61.34995335012826,True,0,0,165,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.2,2.6625,0.1949350471676491,0.6323676530018355,0.0,256.0,551.0,64.3285655653242,True,0,0,213,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.25,3.4875,0.2355740886780714,0.6677096429765133,0.0,190.0,538.0,77.73944926376356,True,0,0,279,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.11666666666666667,1.9,0.13093243489052261,0.7215727510807606,0.0,164.0,537.0,43.20770351387246,True,0,0,152,0.25,0.8
gate=0.25;rede=0.8,j6024_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.25,2.3375,0.197037856843739,0.7036321696503136,0.0,154.0,520.0,65.02249275843387,True,0,0,187,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.2,2.4583333333333335,0.16628220148650058,0.737500005201225,0.0,157.0,599.0,56.2033841024372,True,0,0,177,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.2,2.4305555555555554,0.1434791561110946,0.7971182430315596,0.0,78.0,497.0,48.495954765549975,True,0,0,175,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.25,3.5416666666666665,0.16891494137351934,0.7636649102991445,0.0,106.0,527.0,57.093250184249534,True,0,0,255,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.31666666666666665,3.5277777777777777,0.26566114915707506,0.6860212050920487,0.0,172.0,572.0,89.79346841509137,True,0,0,254,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.15,2.263888888888889,0.13334810761399504,0.7645548028154865,0.0,132.0,575.0,45.07166037353032,True,0,0,163,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.5416666666666665,0.2205267969318032,0.7682782328137922,0.0,101.0,582.0,74.53805736294947,True,0,0,255,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.2,1.7777777777777777,0.12694487828590634,0.8178750166583335,0.0,74.0,525.0,42.907368860636346,True,0,0,128,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,3.3055555555555554,0.14009992407765062,0.6934433469235389,0.0,198.0,555.0,47.35377433824591,True,0,0,238,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.7083333333333335,0.11826983219250219,0.7116217081585466,0.0,221.0,644.0,39.97520328106574,True,0,0,195,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.2,3.9027777777777777,0.13823263030669575,0.6813988238157749,0.0,224.0,579.0,46.72262904366316,True,0,0,281,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.25,2.4583333333333335,0.2670716099707309,0.6742742641298258,0.0,216.0,634.0,90.27020417010705,True,0,0,177,0.25,0.8
gate=0.25;rede=0.8,j6039_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.15,2.1666666666666665,0.09615384615384616,0.7738693467336684,0.0,125.0,539.0,32.5,True,0,0,156,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.8375,0.06349383700506352,0.7833685592356514,0.0,142.0,595.0,22.54031213679755,True,0,0,227,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.11666666666666667,2.75,0.127606169406861,0.8414140534298176,0.0,61.0,564.0,45.30019013943566,True,0,0,220,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.25,3.45,0.21259474467458836,0.8159184866566505,0.0,52.0,565.0,75.47113435947887,True,0,0,276,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.4375,0.3514141061160378,0.6617024224087212,0.0,182.0,600.0,124.75200767119343,True,0,0,275,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.3,0.2160483181289099,0.7147222983594202,0.0,158.0,588.0,76.69715293576301,True,0,0,264,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.38333333333333336,2.7625,0.27456561427867976,0.7498707227868474,0.0,102.0,598.0,97.47079306893131,True,0,0,221,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.2,2.625,0.18535728864057882,0.7996612382835848,0.0,77.0,570.0,65.80183746740548,True,0,0,210,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,3.3375,0.15089032068280334,0.771793573111143,0.0,120.0,587.0,53.56606384239519,True,0,0,267,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.0375,0.3245317058635101,0.6716353374034616,0.0,184.0,612.0,115.20875558154609,True,0,0,243,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,3.375,0.20549855055257032,0.8070968343583175,0.0,64.0,573.0,72.95198544616247,True,0,0,270,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.0625,0.18843719025143116,0.6859477017145016,0.0,222.0,631.0,66.89520253925807,True,0,0,245,0.25,0.8
gate=0.25;rede=0.8,j609_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,2.7875,0.24159145311694308,0.7979220862552976,0.0,71.0,619.0,85.76496585651479,True,0,0,223,0.25,0.8
gate=0.8;rede=0.25,j6010_1.sm,0,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.588235294117647,0.12159346243585152,0.9171820540583682,10.0,4.0,590.0,39.27468836678004,True,0,0,220,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,1,0.1,0.5,1.0,0.1,0.55,0.25,2.5058823529411764,0.17627569589896241,0.891813744173727,10.0,5.0,593.0,56.93704977536486,True,0,0,213,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,2,0.1,0.5,1.0,0.1,0.55,0.35,2.8,0.2615834188329252,0.860164946349718,12.0,3.0,612.0,84.49144428303484,True,0,0,238,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,3,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.3294117647058825,0.09526290758716678,0.9288829711121511,13.0,5.0,637.0,30.76991915065487,True,0,0,198,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,4,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.1294117647058823,0.1697820152347873,0.896657917831098,15.0,3.0,632.0,54.8395909208363,True,0,0,181,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,5,0.1,0.5,1.0,0.1,0.55,0.11666666666666667,2.0352941176470587,0.1213983537290232,0.9145610162013781,10.0,6.0,591.0,39.211668254474496,True,0,0,173,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,6,0.1,0.5,1.0,0.1,0.55,0.15,2.1176470588235294,0.14221174019924365,0.9137796892570985,7.0,5.0,614.0,45.9343920843557,True,0,0,180,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,7,0.1,0.5,1.0,0.1,0.55,0.16666666666666666,2.5058823529411764,0.08740690412050565,0.9253391331125623,12.0,6.0,573.0,28.232430030923325,True,0,0,213,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,8,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,2.611764705882353,0.22522856721289608,0.879762877479048,15.0,3.0,664.0,72.74882720976544,True,0,0,222,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,9,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.1294117647058823,0.13848844747968264,0.9058582007186156,11.0,6.0,594.0,44.73176853593749,True,0,0,181,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,10,0.1,0.5,1.0,0.1,0.55,0.2,2.1294117647058823,0.1565992327308922,0.9019677520667254,15.0,3.0,631.0,50.58155217207818,True,0,0,181,0.8,0.25
gate=0.8;rede=0.25,j6010_1.sm,11,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,2.235294117647059,0.12854322863496978,0.9139294466075155,15.0,3.0,632.0,41.51946284909524,True,0,0,190,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.11666666666666667,2.3125,0.07281206948769953,0.9304204703778666,13.0,5.0,562.0,24.027982930940844,True,0,0,185,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,1,0.1,0.5,1.0,0.1,0.55,0.23333333333333334,3.0875,0.1826525856411252,0.8806588971390676,8.0,11.0,585.0,60.27535326157131,True,0,0,247,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,2,0.1,0.5,1.0,0.1,0.55,0.2,1.85,0.11211120015797371,0.9066503093755652,11.0,11.0,573.0,36.99669605213133,True,0,0,148,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,3,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.85,0.09748566540703796,0.9100245521986522,14.0,9.0,558.0,32.170269584322526,True,0,0,228,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,4,0.1,0.5,1.0,0.1,0.55,0.15,2.225,0.09590357490224434,0.9245064743598175,11.0,7.0,608.0,31.648179717740632,True,0,0,178,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,5,0.1,0.5,1.0,0.1,0.55,0.15,2.525,0.08832764117584313,0.9212928361727897,13.0,8.0,587.0,29.148121588028232,True,0,0,202,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,6,0.1,0.5,1.0,0.1,0.55,0.2833333333333333,3.05,0.23381861387825853,0.8669506048081239,7.0,7.0,594.0,77.16014257982532,True,0,0,244,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,7,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.9875,0.10316773107080596,0.9320335356650902,7.0,3.0,604.0,34.045351253365965,True,0,0,239,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,8,0.1,0.5,1.0,0.1,0.55,0.21666666666666667,2.1625,0.15679134168751363,0.8898960537897729,17.0,5.0,596.0,51.7411427568795,True,0,0,173,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,9,0.1,0.5,1.0,0.1,0.55,0.06666666666666667,2.025,0.06335661740404322,0.9373374097921172,11.0,7.0,582.0,20.90768374333426,True,0,0,162,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,10,0.1,0.5,1.0,0.1,0.55,0.26666666666666666,2.75,0.20631794442765375,0.875073566471884,13.0,5.0,603.0,68.08492166112573,True,0,0,220,0.8,0.25
gate=0.8;rede=0.25,j6024_9.sm,11,0.1,0.5,1.0,0.1,0.55,0.18333333333333332,1.925,0.14995083934091175,0.895344506591831,8.0,13.0,603.0,49.48377698250088,True,0,0,154,0.8,0.25
gate=0.8;rede=0.25,j6039_9.sm,0,0.1,0.5,1.0,0.1,0.55,0.13333333333333333,2.7083333333333335,0.06840477786532659,0.9261388852688941,8.0,20.0,641.0,23.120814918480388,True,0,0,195,0.8,0.25
