arquivo,cenario,P_max,semente,S_UR_maximo,fracao_heuristica,defeitos_gerados
j6010_1.sm,centralizada,0.2,36,8.5,0.3141025641025641,8
j6010_1.sm,centralizada,0.2,37,14.5,0.3899782135076253,9
j6010_1.sm,centralizada,0.2,38,21.05090213463934,0.2982456140350877,16
j6010_1.sm,centralizada,0.2,39,11.5,0.4585152838427948,19
j6010_1.sm,centralizada,0.4,0,7.5,0.4,9
j6010_1.sm,centralizada,0.4,1,21.27542810240215,0.3956692913385827,18
j6010_1.sm,centralizada,0.4,2,21.5,0.3333333333333333,14
j6010_1.sm,centralizada,0.4,3,19.837394295696157,0.342,13
j6010_1.sm,centralizada,0.4,4,11.0,0.492619926199262,6
j6010_1.sm,centralizada,0.4,5,14.707446465203606,0.4878048780487805,16
j6010_1.sm,centralizada,0.4,6,13.5,0.2912621359223301,12
j6010_1.sm,centralizada,0.4,7,14.982267148087274,0.5573440643863179,8
j6010_1.sm,centralizada,0.4,8,20.765906241359495,0.7209302325581395,15
j6010_1.sm,centralizada,0.4,9,11.0,0.28600823045267487,9
j6010_1.sm,centralizada,0.4,10,13.826790108304815,0.7649122807017544,13
j6010_1.sm,centralizada,0.4,11,10.5,0.29568788501026694,18
j6010_1.sm,centralizada,0.4,12,12.907746971397236,0.2469879518072289,10
j6010_1.sm,centralizada,0.4,13,9.0,0.3370998116760829,13
j6010_1.sm,centralizada,0.4,14,20.0,0.538899430740038,15
j6010_1.sm,centralizada,0.4,15,10.5,0.4392712550607287,13
j6010_1.sm,centralizada,0.4,16,22.5,0.317907444668008,17
j6010_1.sm,centralizada,0.4,17,21.5,0.3950381679389313,13
j6010_1.sm,centralizada,0.4,18,13.045485583888244,0.3820662768031189,10
j6010_1.sm,centralizada,0.4,19,16.5,0.4149377593360996,17
j6010_1.sm,centralizada,0.4,20,26.0,0.25201612903225806,21
j6010_1.sm,centralizada,0.4,21,16.69697138504373,0.36363636363636365,15
j6010_1.sm,centralizada,0.4,22,9.500607870596035,0.6365348399246704,14
j6010_1.sm,centralizada,0.4,23,15.630686460273024,0.5970961887477314,11
j6010_1.sm,centralizada,0.4,24,16.416324406052617,0.42418426103646834,12
j6010_1.sm,centralizada,0.4,25,14.5,0.4176954732510288,12
j6010_1.sm,centralizada,0.4,26,22.89318413518312,0.4654867256637168,13
j6010_1.sm,centralizada,0.4,27,16.80667750859299,0.43687374749499,11
j6010_1.sm,centralizada,0.4,28,9.5,0.36147186147186144,9
j6010_1.sm,centralizada,0.4,29,12.336114817328767,0.5480572597137015,11
j6010_1.sm,centralizada,0.4,30,12.5,0.18235294117647058,14
j6010_1.sm,centralizada,0.4,31,23.81602654494836,0.3835616438356164,24
j6010_1.sm,centralizada,0.4,32,15.5,0.3936842105263158,17
j6010_1.sm,centralizada,0.4,33,8.280475936648434,0.5191570881226054,9
j6010_1.sm,centralizada,0.4,34,17.0,0.28016359918200406,17
j6010_1.sm,centralizada,0.4,35,15.0,0.24203821656050956,14
j6010_1.sm,centralizada,0.4,36,7.165593017275147,0.5009746588693957,10
j6010_1.sm,centralizada,0.4,37,13.0,0.49105367793240556,9
j6010_1.sm,centralizada,0.4,38,21.048528205696552,0.460431654676259,18
j6010_1.sm,centralizada,0.4,39,13.0,0.48775510204081635,13
j6010_1.sm,centralizada,0.6,0,11.0,0.5085066162570888,9
j6010_1.sm,centralizada,0.6,1,17.0,0.44661921708185054,16
j6010_1.sm,centralizada,0.6,2,26.060126660279067,0.4973544973544973,16
j6010_1.sm,centralizada,0.6,3,15.767123378865186,0.4763636363636364,10
j6010_1.sm,centralizada,0.6,4,19.5,0.44751381215469616,15
j6010_1.sm,centralizada,0.6,5,13.5,0.44360902255639095,14
j6010_1.sm,centralizada,0.6,6,12.0,0.37158469945355194,12
j6010_1.sm,centralizada,0.6,7,19.0,0.5834829443447038,13
j6010_1.sm,centralizada,0.6,8,10.865050691627054,0.7584459459459459,14
j6010_1.sm,centralizada,0.6,9,11.5,0.4533582089552239,8
j6010_1.sm,centralizada,0.6,10,12.5,0.6377079482439926,9
j6010_1.sm,centralizada,0.6,11,12.26175643664129,0.46835443037974683,16
j6010_1.sm,centralizada,0.6,12,14.715127395177031,0.3585951940850277,14
j6010_1.sm,centralizada,0.6,13,21.254282985688732,0.49214659685863876,16
j6010_1.sm,centralizada,0.6,14,18.702972459922,0.5612788632326821,15
j6010_1.sm,centralizada,0.6,15,14.5,0.613126079447323,17
j6010_1.sm,centralizada,0.6,16,22.5,0.4232209737827715,16
j6010_1.sm,centralizada,0.6,17,13.411778810453125,0.5206463195691203,11
j6010_1.sm,centralizada,0.6,18,22.005251486126134,0.4358974358974359,13
j6010_1.sm,centralizada,0.6,19,24.694154783271042,0.5253940455341506,22
j6010_1.sm,centralizada,0.6,20,17.0,0.3690248565965583,16
j6010_1.sm,centralizada,0.6,21,19.993601399623508,0.5036764705882353,11
j6010_1.sm,centralizada,0.6,22,11.919576405850393,0.7718696397941681,13
j6010_1.sm,centralizada,0.6,23,13.298741963394097,0.6146953405017921,11
j6010_1.sm,centralizada,0.6,24,23.960410226981182,0.58603066439523,17
j6010_1.sm,centralizada,0.6,25,14.5,0.45490981963927857,11
j6010_1.sm,centralizada,0.6,26,25.0,0.48722316865417375,13
j6010_1.sm,centralizada,0.6,27,14.48876770722151,0.46577946768060835,11
j6010_1.sm,centralizada,0.6,28,20.22620496451465,0.4745098039215686,13
j6010_1.sm,centralizada,0.6,29,4.622787593592294,0.7062706270627063,7
j6010_1.sm,centralizada,0.6,30,10.122971006706763,0.6434359805510534,7
j6010_1.sm,centralizada,0.6,31,11.815061398417175,0.5018656716417911,10
j6010_1.sm,centralizada,0.6,32,20.020253636856754,0.5009074410163339,13
j6010_1.sm,centralizada,0.6,33,19.768078495833308,0.5302245250431779,12
j6010_1.sm,centralizada,0.6,34,23.0,0.30019880715705766,16
j6010_1.sm,centralizada,0.6,35,12.481413759829273,0.3088512241054614,12
j6010_1.sm,centralizada,0.6,36,6.547057739269787,0.6041666666666666,9
j6010_1.sm,centralizada,0.6,37,12.0,0.4735812133072407,9
j6010_1.sm,centralizada,0.6,38,15.215941315941878,0.5563025210084034,14
j6010_1.sm,centralizada,0.6,39,16.0,0.50920245398773,13
j6010_1.sm,centralizada,0.8,0,22.086175860892475,0.6796116504854369,9
j6010_1.sm,centralizada,0.8,1,33.08457575390376,0.575809199318569,21
j6010_1.sm,centralizada,0.8,2,19.246448887472003,0.54673721340388,14
j6010_1.sm,centralizada,0.8,3,14.314440269238165,0.5065176908752328,8
j6010_1.sm,centralizada,0.8,4,19.5,0.5026178010471204,14
j6010_1.sm,centralizada,0.8,5,23.0,0.6948051948051948,17
j6010_1.sm,centralizada,0.8,6,19.100791411302794,0.44346289752650175,12
j6010_1.sm,centralizada,0.8,7,18.099843691516387,0.7145328719723183,11
j6010_1.sm,centralizada,0.8,8,27.9702964557148,0.9270833333333334,19
j6010_1.sm,centralizada,0.8,9,18.84073481199915,0.5413793103448276,12
j6010_1.sm,centralizada,0.8,10,16.386903610209455,0.7479131886477463,10
j6010_1.sm,centralizada,0.8,11,14.285084771176221,0.6601626016260163,13
j6010_1.sm,centralizada,0.8,12,10.074917365332663,0.4221014492753623,11
j6010_1.sm,centralizada,0.8,13,21.945245703073997,0.5,19
j6010_1.sm,centralizada,0.8,14,17.845854421864917,0.5263157894736842,17
j6010_1.sm,centralizada,0.8,15,15.750474239276373,0.44283121597096187,15
j6010_1.sm,centralizada,0.8,16,26.5,0.5842105263157895,18
j6010_1.sm,centralizada,0.8,17,9.265470632008702,0.5737122557726465,12
j6010_1.sm,centralizada,0.8,18,23.565564480368227,0.4405850091407678,17
j6010_1.sm,centralizada,0.8,19,18.0,0.6394779771615008,23
j6010_1.sm,centralizada,0.8,20,17.15519941935718,0.45018450184501846,14
j6010_1.sm,centralizada,0.8,21,8.5,0.48028673835125446,12
j6010_1.sm,centralizada,0.8,22,22.640623850225257,0.843042071197411,11
j6010_1.sm,centralizada,0.8,23,28.690838924074164,0.7476489028213166,13
j6010_1.sm,centralizada,0.8,24,21.5,0.4858156028368794,18
j6010_1.sm,centralizada,0.8,25,20.81816700244168,0.5421052631578948,15
j6010_1.sm,centralizada,0.8,26,21.583062176877647,0.5338709677419354,16
j6010_1.sm,centralizada,0.8,27,31.397158593964463,0.4830188679245283,14
j6010_1.sm,centralizada,0.8,28,25.17832733234156,0.5431654676258992,13
j6010_1.sm,centralizada,0.8,29,15.738179579944571,0.6102564102564103,12
j6010_1.sm,centralizada,0.8,30,17.502551463376008,0.5285234899328859,15
j6010_1.sm,centralizada,0.8,31,15.591170665253898,0.5769230769230769,13
j6010_1.sm,centralizada,0.8,32,17.0,0.5738539898132428,13
j6010_1.sm,centralizada,0.8,33,11.713773813564961,0.5619694397283531,9
j6010_1.sm,centralizada,0.8,34,18.338801963504846,0.5113438045375218,15
j6010_1.sm,centralizada,0.8,35,16.577015925488908,0.3985637342908438,13
j6010_1.sm,centralizada,0.8,36,18.79248415904059,0.6313043478260869,12
j6010_1.sm,centralizada,0.8,37,6.695096647869114,0.522887323943662,10
j6010_1.sm,centralizada,0.8,38,15.676283616419841,0.5899513776337115,14
j6010_1.sm,centralizada,0.8,39,15.0,0.6014492753623188,16
j6010_1.sm,centralizada,1.0,0,14.380320126044548,0.7118110236220473,8
j6010_1.sm,centralizada,1.0,1,26.51433460631872,0.5724020442930153,15
j6010_1.sm,centralizada,1.0,2,21.84259398030315,0.559931506849315,16
j6010_1.sm,centralizada,1.0,3,16.894739803267832,0.5238938053097345,6
j6010_1.sm,centralizada,1.0,4,20.6339614757114,0.4843205574912892,18
j6010_1.sm,centralizada,1.0,5,18.0,0.666110183639399,17
j6010_1.sm,centralizada,1.0,6,12.192030371906231,0.4564459930313589,13
j6010_1.sm,centralizada,1.0,7,16.07230937896369,0.7476340694006309,11
j6010_1.sm,centralizada,1.0,8,27.186194045893348,0.9580318379160637,12
j6010_1.sm,centralizada,1.0,9,34.90035703143755,0.6173044925124792,17
j6010_1.sm,centralizada,1.0,10,19.5,0.7645161290322581,14
j6010_1.sm,centralizada,1.0,11,24.867221924957818,0.5166374781085814,23
j6010_1.sm,centralizada,1.0,12,25.808602992411753,0.5259515570934256,14
j6010_1.sm,centralizada,1.0,13,23.953113770971196,0.5866666666666667,15
j6010_1.sm,centralizada,1.0,14,19.41786895949788,0.6553398058252428,15
j6010_1.sm,centralizada,1.0,15,19.643472207518023,0.5695142378559463,15
j6010_1.sm,centralizada,1.0,16,26.577162034776414,0.5572649572649573,19
j6010_1.sm,centralizada,1.0,17,15.541791533440573,0.6711864406779661,11
j6010_1.sm,centralizada,1.0,18,18.988729972940632,0.5786713286713286,13
j6010_1.sm,centralizada,1.0,19,19.17683150668428,0.6205211726384365,18
j6010_1.sm,centralizada,1.0,20,16.0,0.493006993006993,14
j6010_1.sm,centralizada,1.0,21,8.5,0.512280701754386,12
j6010_1.sm,centralizada,1.0,22,9.294213664098141,0.8992592592592593,13
j6010_1.sm,centralizada,1.0,23,19.570511244920553,0.6688,9
j6010_1.sm,centralizada,1.0,24,18.5,0.5644067796610169,16
j6010_1.sm,centralizada,1.0,25,30.757831764514684,0.7067901234567902,17
j6010_1.sm,centralizada,1.0,26,27.785475813512733,0.6257861635220126,21
j6010_1.sm,centralizada,1.0,27,13.257213615898804,0.5327731092436975,14
j6010_1.sm,centralizada,1.0,28,14.0005537097695,0.596885813148789,8
j6010_1.sm,centralizada,1.0,29,27.967599940284085,0.719435736677116,13
j6010_1.sm,centralizada,1.0,30,12.218740838353089,0.7391304347826086,11
j6010_1.sm,centralizada,1.0,31,6.184425505743651,0.699523052464229,6
j6010_1.sm,centralizada,1.0,32,22.24271877654707,0.5794701986754967,16
j6010_1.sm,centralizada,1.0,33,10.532008735205137,0.6485623003194888,13
j6010_1.sm,centralizada,1.0,34,27.737482370101965,0.5874125874125874,16
j6010_1.sm,centralizada,1.0,35,16.69620464610944,0.43005181347150256,18
j6010_1.sm,centralizada,1.0,36,23.063434320861894,0.7011128775834659,14
j6010_1.sm,centralizada,1.0,37,16.27459486571788,0.6490066225165563,18
j6010_1.sm,centralizada,1.0,38,23.052140495614303,0.640502354788069,17
j6010_1.sm,centralizada,1.0,39,15.817902255326565,0.5962199312714777,13
j6010_1.sm,adaptativa,0.2,0,0.0,0.06338028169014084,8
j6010_1.sm,adaptativa,0.2,1,9.0,0.038636363636363635,12
j6010_1.sm,adaptativa,0.2,2,5.0,0.09706546275395034,16
j6010_1.sm,adaptativa,0.2,3,3.5,0.049217002237136466,10
j6010_1.sm,adaptativa,0.2,4,4.5,0.0,11
j6010_1.sm,adaptativa,0.2,5,2.0,0.04783599088838269,15
j6010_1.sm,adaptativa,0.2,6,5.0,0.05045871559633028,10
j6010_1.sm,adaptativa,0.2,7,14.5,0.06807511737089202,19
j6010_1.sm,adaptativa,0.2,8,6.0,0.0319634703196347,15
j6010_1.sm,adaptativa,0.2,9,4.5,0.023310023310023312,9
j6010_1.sm,adaptativa,0.2,10,5.5,0.07674418604651163,11
j6010_1.sm,adaptativa,0.2,11,2.5,0.0045871559633027525,14
j6010_1.sm,adaptativa,0.2,12,11.5,0.07529411764705882,20
j6010_1.sm,adaptativa,0.2,13,4.5,0.02107728337236534,9
j6010_1.sm,adaptativa,0.2,14,8.0,0.020361990950226245,17
j6010_1.sm,adaptativa,0.2,15,1.5,0.06542056074766354,8
j6010_1.sm,adaptativa,0.2,16,9.5,0.0,20
j6010_1.sm,adaptativa,0.2,17,5.0,0.08490566037735849,16
j6010_1.sm,adaptativa,0.2,18,4.0,0.12183908045977011,14
j6010_1.sm,adaptativa,0.2,19,4.5,0.1324200913242009,14
j6010_1.sm,adaptativa,0.2,20,4.5,0.025056947608200455,8
j6010_1.sm,adaptativa,0.2,21,9.0,0.17713004484304934,18
j6010_1.sm,adaptativa,0.2,22,7.5,0.02981651376146789,15
j6010_1.sm,adaptativa,0.2,23,4.0,0.022935779816513763,13
j6010_1.sm,adaptativa,0.2,24,5.0,0.020833333333333332,13
j6010_1.sm,adaptativa,0.2,25,5.5,0.0888382687927107,16
j6010_1.sm,adaptativa,0.2,26,7.0,0.07322654462242563,14
j6010_1.sm,adaptativa,0.2,27,0.5,0.1744186046511628,8
j6010_1.sm,adaptativa,0.2,28,4.0,0.020785219399538105,10
j6010_1.sm,adaptativa,0.2,29,9.5,0.023148148148148147,10
j6010_1.sm,adaptativa,0.2,30,5.0,0.04524886877828054,12
j6010_1.sm,adaptativa,0.2,31,5.0,0.08089887640449438,10
j6010_1.sm,adaptativa,0.2,32,5.0,0.20956719817767655,19
j6010_1.sm,adaptativa,0.2,33,7.0,0.06666666666666667,12
j6010_1.sm,adaptativa,0.2,34,3.0,0.14831460674157304,9
j6010_1.sm,adaptativa,0.2,35,4.5,0.0228310502283105,11
j6010_1.sm,adaptativa,0.2,36,4.0,0.13151927437641722,14
j6010_1.sm,adaptativa,0.2,37,8.0,0.07551487414187644,14
j6010_1.sm,adaptativa,0.2,38,0.0,0.0,14
j6010_1.sm,adaptativa,0.2,39,4.5,0.01834862385321101,9
j6010_1.sm,adaptativa,0.4,0,0.0,0.09930715935334873,8
j6010_1.sm,adaptativa,0.4,1,9.0,0.08783783783783784,7
j6010_1.sm,adaptativa,0.4,2,5.0,0.1456953642384106,15
j6010_1.sm,adaptativa,0.4,3,4.5,0.07048458149779736,10
j6010_1.sm,adaptativa,0.4,4,7.0,0.051685393258426963,10
j6010_1.sm,adaptativa,0.4,5,2.0,0.1456953642384106,17
j6010_1.sm,adaptativa,0.4,6,3.5,0.08577878103837472,13
j6010_1.sm,adaptativa,0.4,7,14.5,0.06621004566210045,19
j6010_1.sm,adaptativa,0.4,8,6.0,0.09395973154362416,18
j6010_1.sm,adaptativa,0.4,9,4.0,0.022675736961451247,9
j6010_1.sm,adaptativa,0.4,10,9.0,0.1036036036036036,14
j6010_1.sm,adaptativa,0.4,11,5.910638438504414,0.11283185840707964,19
j6010_1.sm,adaptativa,0.4,12,10.0,0.08045977011494253,17
j6010_1.sm,adaptativa,0.4,13,4.5,0.020930232558139535,9
j6010_1.sm,adaptativa,0.4,14,8.0,0.053691275167785234,17
j6010_1.sm,adaptativa,0.4,15,1.5,0.0963302752293578,10
j6010_1.sm,adaptativa,0.4,16,9.5,0.0,20
j6010_1.sm,adaptativa,0.4,17,5.0,0.06744186046511629,15
j6010_1.sm,adaptativa,0.4,18,4.0,0.10835214446952596,13
j6010_1.sm,adaptativa,0.4,19,4.5,0.029411764705882353,16
j6010_1.sm,adaptativa,0.4,20,4.5,0.05191873589164785,10
j6010_1.sm,adaptativa,0.4,21,4.0,0.15964523281596452,16
j6010_1.sm,adaptativa,0.4,22,5.0,0.0625,12
j6010_1.sm,adaptativa,0.4,23,4.0,0.05215419501133787,13
j6010_1.sm,adaptativa,0.4,24,5.0,0.020689655172413793,15
j6010_1.sm,adaptativa,0.4,25,9.0,0.1,16
j6010_1.sm,adaptativa,0.4,26,4.0,0.040632054176072234,8
j6010_1.sm,adaptativa,0.4,27,1.0,0.17090069284064666,6
j6010_1.sm,adaptativa,0.4,28,4.0,0.020454545454545454,10
j6010_1.sm,adaptativa,0.4,29,9.5,0.02304147465437788,10
j6010_1.sm,adaptativa,0.4,30,5.0,0.0,15
j6010_1.sm,adaptativa,0.4,31,6.5,0.14977973568281938,10
j6010_1.sm,adaptativa,0.4,32,5.0,0.18510158013544017,19
j6010_1.sm,adaptativa,0.4,33,3.0,0.09523809523809523,10
j6010_1.sm,adaptativa,0.4,34,0.0,0.20697167755991286,10
j6010_1.sm,adaptativa,0.4,35,4.5,0.02252252252252252,13
j6010_1.sm,adaptativa,0.4,36,3.5,0.11699779249448124,14
j6010_1.sm,adaptativa,0.4,37,2.0,0.10337078651685393,18
j6010_1.sm,adaptativa,0.4,38,0.0,0.0,14
j6010_1.sm,adaptativa,0.4,39,4.5,0.06487695749440715,11
j6010_1.sm,adaptativa,0.6,0,0.0,0.09862385321100918,8
j6010_1.sm,adaptativa,0.6,1,9.0,0.1111111111111111,12
j6010_1.sm,adaptativa,0.6,2,6.344616578073426,0.30982905982905984,15
j6010_1.sm,adaptativa,0.6,3,4.0,0.15531914893617021,15
j6010_1.sm,adaptativa,0.6,4,5.0,0.19438444924406048,9
j6010_1.sm,adaptativa,0.6,5,0.5,0.07592190889370933,12
j6010_1.sm,adaptativa,0.6,6,3.5,0.06756756756756757,13
j6010_1.sm,adaptativa,0.6,7,14.5,0.12641083521444696,19
j6010_1.sm,adaptativa,0.6,8,6.0,0.10199556541019955,17
j6010_1.sm,adaptativa,0.6,9,4.0,0.022172949002217297,10
j6010_1.sm,adaptativa,0.6,10,3.0,0.10044642857142858,10
j6010_1.sm,adaptativa,0.6,11,7.5,0.17965367965367965,15
j6010_1.sm,adaptativa,0.6,12,10.0,0.1610738255033557,16
j6010_1.sm,adaptativa,0.6,13,4.5,0.04318181818181818,10
j6010_1.sm,adaptativa,0.6,14,8.0,0.026726057906458798,22
j6010_1.sm,adaptativa,0.6,15,4.5,0.18818380743982493,9
j6010_1.sm,adaptativa,0.6,16,9.5,0.026905829596412557,20
j6010_1.sm,adaptativa,0.6,17,5.0,0.10208816705336426,16
j6010_1.sm,adaptativa,0.6,18,3.5,0.210412147505423,11
j6010_1.sm,adaptativa,0.6,19,4.5,0.21767241379310345,17
j6010_1.sm,adaptativa,0.6,20,4.5,0.09333333333333334,8
j6010_1.sm,adaptativa,0.6,21,5.229261054748606,0.20869565217391303,17
j6010_1.sm,adaptativa,0.6,22,8.0,0.14782608695652175,19
j6010_1.sm,adaptativa,0.6,23,9.228325179123996,0.13111111111111112,13
j6010_1.sm,adaptativa,0.6,24,5.0,0.0935412026726058,11
j6010_1.sm,adaptativa,0.6,25,3.5,0.22245762711864406,15
j6010_1.sm,adaptativa,0.6,26,4.0,0.1592920353982301,8
j6010_1.sm,adaptativa,0.6,27,4.0,0.17090069284064666,6
j6010_1.sm,adaptativa,0.6,28,3.5,0.04484304932735426,10
j6010_1.sm,adaptativa,0.6,29,9.5,0.022779043280182234,10
j6010_1.sm,adaptativa,0.6,30,5.0,0.049107142857142856,14
j6010_1.sm,adaptativa,0.6,31,4.0,0.12938596491228072,12
j6010_1.sm,adaptativa,0.6,32,4.0,0.2275711159737418,15
j6010_1.sm,adaptativa,0.6,33,9.266294443585833,0.16740088105726872,11
j6010_1.sm,adaptativa,0.6,34,0.5690426530969063,0.12307692307692308,9
j6010_1.sm,adaptativa,0.6,35,5.0,0.1076923076923077,13
j6010_1.sm,adaptativa,0.6,36,4.0,0.14130434782608695,15
j6010_1.sm,adaptativa,0.6,37,3.0,0.15011037527593818,14
j6010_1.sm,adaptativa,0.6,38,0.0,0.031180400890868598,14
j6010_1.sm,adaptativa,0.6,39,4.5,0.27741935483870966,11
j6010_1.sm,adaptativa,0.8,0,0.0,0.13439635535307518,8
j6010_1.sm,adaptativa,0.8,1,9.0,0.13606911447084233,12
j6010_1.sm,adaptativa,0.8,2,5.0,0.2875,15
j6010_1.sm,adaptativa,0.8,3,3.5,0.22338204592901878,13
j6010_1.sm,adaptativa,0.8,4,3.0,0.17634408602150536,15
j6010_1.sm,adaptativa,0.8,5,5.0,0.3008298755186722,13
j6010_1.sm,adaptativa,0.8,6,3.5,0.13449023861171366,12
j6010_1.sm,adaptativa,0.8,7,14.5,0.1210762331838565,15
j6010_1.sm,adaptativa,0.8,8,6.0,0.2266949152542373,19
j6010_1.sm,adaptativa,0.8,9,7.77776200900391,0.10344827586206896,9
j6010_1.sm,adaptativa,0.8,10,4.450854322673159,0.20127118644067796,8
j6010_1.sm,adaptativa,0.8,11,5.5,0.17484008528784648,18
j6010_1.sm,adaptativa,0.8,12,10.0,0.1504424778761062,18
j6010_1.sm,adaptativa,0.8,13,4.5,0.0515695067264574,12
j6010_1.sm,adaptativa,0.8,14,8.0,0.22061855670103092,19
j6010_1.sm,adaptativa,0.8,15,5.898807188758919,0.22365591397849463,10
j6010_1.sm,adaptativa,0.8,16,9.5,0.09070796460176991,20
j6010_1.sm,adaptativa,0.8,17,5.0,0.12080536912751678,15
j6010_1.sm,adaptativa,0.8,18,6.5,0.33541666666666664,15
j6010_1.sm,adaptativa,0.8,19,6.5,0.2055084745762712,15
j6010_1.sm,adaptativa,0.8,20,4.562058078691573,0.12472647702407003,8
j6010_1.sm,adaptativa,0.8,21,4.0,0.1822125813449024,15
j6010_1.sm,adaptativa,0.8,22,7.0,0.25625,17
j6010_1.sm,adaptativa,0.8,23,7.030425890880324,0.26458333333333334,11
j6010_1.sm,adaptativa,0.8,24,9.0,0.050997782705099776,15
j6010_1.sm,adaptativa,0.8,25,5.5,0.2021505376344086,15
j6010_1.sm,adaptativa,0.8,26,5.0,0.0787746170678337,12
j6010_1.sm,adaptativa,0.8,27,3.5,0.13968957871396895,11
j6010_1.sm,adaptativa,0.8,28,3.5,0.07017543859649122,10
j6010_1.sm,adaptativa,0.8,29,9.5,0.02262443438914027,10
j6010_1.sm,adaptativa,0.8,30,5.0,0.09803921568627451,14
j6010_1.sm,adaptativa,0.8,31,5.5,0.10176991150442478,10
j6010_1.sm,adaptativa,0.8,32,4.0,0.23965141612200436,15
j6010_1.sm,adaptativa,0.8,33,10.481564628363797,0.1936842105263158,12
j6010_1.sm,adaptativa,0.8,34,3.6634587421780274,0.2972972972972973,15
j6010_1.sm,adaptativa,0.8,35,5.0,0.1513859275053305,15
j6010_1.sm,adaptativa,0.8,36,4.0,0.12987012987012986,15
j6010_1.sm,adaptativa,0.8,37,3.0,0.1390728476821192,15
j6010_1.sm,adaptativa,0.8,38,4.0,0.16846652267818574,9
j6010_1.sm,adaptativa,0.8,39,5.533446765767109,0.19915254237288135,13
j6010_1.sm,adaptativa,1.0,0,0.0,0.13656387665198239,8
j6010_1.sm,adaptativa,1.0,1,9.0,0.1592356687898089,12
j6010_1.sm,adaptativa,1.0,2,4.0,0.3674698795180723,15
j6010_1.sm,adaptativa,1.0,3,3.5,0.3313840155945419,13
j6010_1.sm,adaptativa,1.0,4,8.487616778821245,0.24596774193548387,14
j6010_1.sm,adaptativa,1.0,5,4.0,0.256198347107438,16
j6010_1.sm,adaptativa,1.0,6,8.639389736287757,0.189873417721519,13
j6010_1.sm,adaptativa,1.0,7,14.5,0.35876288659793815,16
j6010_1.sm,adaptativa,1.0,8,2.0,0.14675052410901468,14
j6010_1.sm,adaptativa,1.0,9,4.0,0.15531914893617021,9
j6010_1.sm,adaptativa,1.0,10,7.0,0.21991701244813278,13
j6010_1.sm,adaptativa,1.0,11,3.5,0.21765913757700206,15
j6010_1.sm,adaptativa,1.0,12,10.0,0.2542372881355932,15
j6010_1.sm,adaptativa,1.0,13,4.5,0.1010989010989011,15
j6010_1.sm,adaptativa,1.0,14,7.414864693556433,0.280561122244489,19
j6010_1.sm,adaptativa,1.0,15,5.394072982818984,0.2938689217758985,10
j6010_1.sm,adaptativa,1.0,16,9.5,0.1928721174004193,18
j6010_1.sm,adaptativa,1.0,17,5.0,0.1367713004484305,14
j6010_1.sm,adaptativa,1.0,18,4.708096152329208,0.2965235173824131,16
j6010_1.sm,adaptativa,1.0,19,4.5,0.3273809523809524,17
