etapa,arquivo,cenario,P_max,semente,P_realizada_media,mu_cog_medio,defeitos_gerados,S_UR_maximo,fracao_heuristica
piloto,j6010_1.sm,centralizada,0.2,23,0.2,0.9875412647337456,11,9.5,0.4660831509846827
piloto,j6010_1.sm,centralizada,0.2,24,0.1999999999999999,0.977209963951334,16,15.5,0.3912133891213389
piloto,j6010_1.sm,centralizada,0.2,25,0.1999999999999999,0.9892009457491938,17,17.0,0.3785557986870897
piloto,j6010_1.sm,centralizada,0.2,26,0.1999999999999999,0.9785185488328472,15,20.0,0.2362869198312236
piloto,j6010_1.sm,centralizada,0.2,27,0.1999999999999999,0.9637899040454284,12,13.500607870596031,0.4259259259259259
piloto,j6010_1.sm,centralizada,0.2,28,0.1999999999999999,0.9886747904312956,10,14.5,0.3731019522776572
piloto,j6010_1.sm,centralizada,0.2,29,0.1999999999999999,0.9913497405240466,11,11.0,0.5033259423503326
piloto,j6010_1.sm,centralizada,0.2,30,0.2,0.9631112964763394,16,18.0,0.2795275590551181
piloto,j6010_1.sm,centralizada,0.2,31,0.1999999999999999,0.9664587186217984,11,7.0,0.3604166666666666
piloto,j6010_1.sm,centralizada,0.2,32,0.1999999999999999,0.9830799819446608,8,13.0,0.3602620087336244
piloto,j6010_1.sm,centralizada,0.2,33,0.1999999999999999,0.9771895372554874,13,16.0,0.4127659574468085
piloto,j6010_1.sm,centralizada,0.2,34,0.1999999999999999,0.983527786849749,13,18.0,0.2542735042735042
piloto,j6010_1.sm,centralizada,0.2,35,0.1999999999999999,0.9804411205374196,11,19.5,0.243010752688172
piloto,j6010_1.sm,centralizada,0.2,36,0.1999999999999999,0.9782112408524076,8,8.5,0.3141025641025641
piloto,j6010_1.sm,centralizada,0.2,37,0.2,0.9871738320523986,9,14.5,0.3899782135076253
piloto,j6010_1.sm,centralizada,0.2,38,0.1999999999999999,0.9578923488700958,16,21.05090213463934,0.2982456140350877
piloto,j6010_1.sm,centralizada,0.2,39,0.2,0.9894877728597028,19,11.5,0.4585152838427948
piloto,j6010_1.sm,centralizada,0.4,0,0.3215141597079148,0.957598728032308,9,7.5,0.4
piloto,j6010_1.sm,centralizada,0.4,1,0.3276817188027504,0.9483138107769784,18,21.27542810240215,0.3956692913385827
piloto,j6010_1.sm,centralizada,0.4,2,0.3368452964870054,0.946231140576988,14,21.5,0.3333333333333333
piloto,j6010_1.sm,centralizada,0.4,3,0.3211025619507716,0.9439901018268788,13,19.83739429569616,0.342
piloto,j6010_1.sm,centralizada,0.4,4,0.3372465351269822,0.9064349601019324,6,11.0,0.492619926199262
piloto,j6010_1.sm,centralizada,0.4,5,0.3135289508737423,0.9423691906613546,16,14.707446465203606,0.4878048780487805
piloto,j6010_1.sm,centralizada,0.4,6,0.2935738662805361,0.9236632875312716,12,13.5,0.2912621359223301
piloto,j6010_1.sm,centralizada,0.4,7,0.3465421783964449,0.9502854251042312,8,14.982267148087274,0.5573440643863179
piloto,j6010_1.sm,centralizada,0.4,8,0.3655799601909198,0.9374663813638472,15,20.76590624135949,0.7209302325581395
piloto,j6010_1.sm,centralizada,0.4,9,0.328422451663821,0.9558016628095304,9,11.0,0.2860082304526748
piloto,j6010_1.sm,centralizada,0.4,10,0.3594494614291114,0.8937987877937872,13,13.826790108304817,0.7649122807017544
piloto,j6010_1.sm,centralizada,0.4,11,0.3522794184813942,0.969494799632479,18,10.5,0.2956878850102669
piloto,j6010_1.sm,centralizada,0.4,12,0.3033013393091741,0.9436863696729264,10,12.907746971397236,0.2469879518072289
piloto,j6010_1.sm,centralizada,0.4,13,0.3265173727888372,0.9141751275849213,13,9.0,0.3370998116760829
piloto,j6010_1.sm,centralizada,0.4,14,0.3153753992105861,0.9126689589637296,15,20.0,0.538899430740038
piloto,j6010_1.sm,centralizada,0.4,15,0.3248221200680755,0.9372871090869058,13,10.5,0.4392712550607287
piloto,j6010_1.sm,centralizada,0.4,16,0.3325753575858123,0.957148920077316,17,22.5,0.317907444668008
piloto,j6010_1.sm,centralizada,0.4,17,0.3332197230382934,0.940423719641366,13,21.5,0.3950381679389313
piloto,j6010_1.sm,centralizada,0.4,18,0.3242965893113735,0.9500807328591508,10,13.045485583888244,0.3820662768031189
piloto,j6010_1.sm,centralizada,0.4,19,0.3421682121489612,0.947633826231523,17,16.5,0.4149377593360996
piloto,j6010_1.sm,centralizada,0.4,20,0.3097126959188586,0.953219083896987,21,26.0,0.252016129032258
piloto,j6010_1.sm,centralizada,0.4,21,0.3174498215298863,0.9325113077669068,15,16.69697138504373,0.3636363636363636
piloto,j6010_1.sm,centralizada,0.4,22,0.3512802869747326,0.9061181418174588,14,9.500607870596037,0.6365348399246704
piloto,j6010_1.sm,centralizada,0.4,23,0.3449530421657655,0.9052998764981548,11,15.630686460273024,0.5970961887477314
piloto,j6010_1.sm,centralizada,0.4,24,0.3327069218496463,0.9305848002986494,12,16.416324406052617,0.4241842610364683
piloto,j6010_1.sm,centralizada,0.4,25,0.333376067663576,0.9503101880257344,12,14.5,0.4176954732510288
piloto,j6010_1.sm,centralizada,0.4,26,0.3310476695982985,0.9015898065135074,13,22.89318413518312,0.4654867256637168
piloto,j6010_1.sm,centralizada,0.4,27,0.3110379929357318,0.9487417079893464,11,16.80667750859299,0.43687374749499
piloto,j6010_1.sm,centralizada,0.4,28,0.338061438734752,0.9690756076715246,9,9.5,0.3614718614718614
piloto,j6010_1.sm,centralizada,0.4,29,0.3589249220639321,0.9635252521009297,11,12.336114817328768,0.5480572597137015
piloto,j6010_1.sm,centralizada,0.4,30,0.3357145049231732,0.9462006412040525,14,12.5,0.1823529411764705
piloto,j6010_1.sm,centralizada,0.4,31,0.3270072640124844,0.9312549556850016,24,23.81602654494836,0.3835616438356164
piloto,j6010_1.sm,centralizada,0.4,32,0.3039571140846031,0.95354353642915,17,15.5,0.3936842105263158
piloto,j6010_1.sm,centralizada,0.4,33,0.2978489331437429,0.9155035451136928,9,8.280475936648434,0.5191570881226054
piloto,j6010_1.sm,centralizada,0.4,34,0.3198088342976353,0.956730005724309,17,17.0,0.280163599182004
piloto,j6010_1.sm,centralizada,0.4,35,0.2992125512622602,0.9621328557124108,14,15.0,0.2420382165605095
piloto,j6010_1.sm,centralizada,0.4,36,0.3290096717895605,0.9346915322530296,10,7.165593017275147,0.5009746588693957
piloto,j6010_1.sm,centralizada,0.4,37,0.316374024559818,0.9319808401808106,9,13.0,0.4910536779324055
piloto,j6010_1.sm,centralizada,0.4,38,0.3217162407302423,0.9067278257099468,18,21.048528205696552,0.460431654676259
piloto,j6010_1.sm,centralizada,0.4,39,0.3196116992508263,0.9439734106045023,13,13.0,0.4877551020408163
piloto,j6010_1.sm,centralizada,0.6,0,0.4458385330713498,0.8903406800033937,9,11.0,0.5085066162570888
piloto,j6010_1.sm,centralizada,0.6,1,0.4287580767194285,0.8755391732311012,16,17.0,0.4466192170818505
piloto,j6010_1.sm,centralizada,0.6,2,0.4793613011642719,0.886636180844891,16,26.060126660279067,0.4973544973544973
piloto,j6010_1.sm,centralizada,0.6,3,0.4298973533231187,0.8758279701038422,10,15.767123378865186,0.4763636363636364
piloto,j6010_1.sm,centralizada,0.6,4,0.4562129836231285,0.8889619981549873,15,19.5,0.4475138121546961
piloto,j6010_1.sm,centralizada,0.6,5,0.47602188899895,0.8949746119598001,14,13.5,0.4436090225563909
piloto,j6010_1.sm,centralizada,0.6,6,0.4114304701191988,0.8842474746261768,12,12.0,0.3715846994535519
piloto,j6010_1.sm,centralizada,0.6,7,0.4462274758771835,0.8587749042494379,13,19.0,0.5834829443447038
piloto,j6010_1.sm,centralizada,0.6,8,0.5333890365048386,0.8586739255368299,14,10.865050691627054,0.7584459459459459
piloto,j6010_1.sm,centralizada,0.6,9,0.4258456658614463,0.8898920672928092,8,11.5,0.4533582089552239
piloto,j6010_1.sm,centralizada,0.6,10,0.4897687239706715,0.8811922529709779,9,12.5,0.6377079482439926
piloto,j6010_1.sm,centralizada,0.6,11,0.4764322145064507,0.8888181727182847,16,12.26175643664129,0.4683544303797468
piloto,j6010_1.sm,centralizada,0.6,12,0.4174511630876739,0.8911070658810756,14,14.715127395177031,0.3585951940850277
piloto,j6010_1.sm,centralizada,0.6,13,0.4269949736414131,0.8622216766096047,16,21.25428298568873,0.4921465968586387
piloto,j6010_1.sm,centralizada,0.6,14,0.4436533663706686,0.871989134698758,15,18.702972459922,0.5612788632326821
piloto,j6010_1.sm,centralizada,0.6,15,0.4715138130881159,0.8531998409877072,17,14.5,0.613126079447323
piloto,j6010_1.sm,centralizada,0.6,16,0.4201142050873917,0.8875543274657558,16,22.5,0.4232209737827715
piloto,j6010_1.sm,centralizada,0.6,17,0.4111826987925651,0.8765627523649542,11,13.411778810453123,0.5206463195691203
piloto,j6010_1.sm,centralizada,0.6,18,0.4610808755919254,0.8954670897514325,13,22.00525148612613,0.4358974358974359
piloto,j6010_1.sm,centralizada,0.6,19,0.4818893562837535,0.8699560116925781,22,24.69415478327104,0.5253940455341506
piloto,j6010_1.sm,centralizada,0.6,20,0.4043090027845879,0.9043468535493752,16,17.0,0.3690248565965583
piloto,j6010_1.sm,centralizada,0.6,21,0.4199024844906782,0.8867483622915592,11,19.993601399623508,0.5036764705882353
piloto,j6010_1.sm,centralizada,0.6,22,0.5125463672654166,0.856002348264341,13,11.919576405850393,0.7718696397941681
piloto,j6010_1.sm,centralizada,0.6,23,0.4880798858955458,0.864847476786481,11,13.298741963394097,0.6146953405017921
piloto,j6010_1.sm,centralizada,0.6,24,0.45742396708981,0.8600867409540481,17,23.960410226981185,0.58603066439523
piloto,j6010_1.sm,centralizada,0.6,25,0.4459824511248776,0.9079025550192508,11,14.5,0.4549098196392785
piloto,j6010_1.sm,centralizada,0.6,26,0.4313584696176419,0.8493155847634014,13,25.0,0.4872231686541737
piloto,j6010_1.sm,centralizada,0.6,27,0.4237156091505738,0.903308429713478,11,14.48876770722151,0.4657794676806083
piloto,j6010_1.sm,centralizada,0.6,28,0.4697235694481806,0.9101957645956495,13,20.22620496451465,0.4745098039215686
piloto,j6010_1.sm,centralizada,0.6,29,0.4932822085181877,0.8318288077756283,7,4.622787593592294,0.7062706270627063
piloto,j6010_1.sm,centralizada,0.6,30,0.4751209958909702,0.8377306438502644,7,10.122971006706765,0.6434359805510534
piloto,j6010_1.sm,centralizada,0.6,31,0.4520127752679915,0.8906869594245385,10,11.815061398417177,0.5018656716417911
piloto,j6010_1.sm,centralizada,0.6,32,0.4497653768498454,0.8797461849619373,13,20.020253636856754,0.5009074410163339
piloto,j6010_1.sm,centralizada,0.6,33,0.4381428602105082,0.86525225960107,12,19.768078495833308,0.5302245250431779
piloto,j6010_1.sm,centralizada,0.6,34,0.438888195623823,0.9180345786295462,16,23.0,0.3001988071570576
piloto,j6010_1.sm,centralizada,0.6,35,0.4348562366944372,0.9000168865949594,12,12.481413759829271,0.3088512241054614
piloto,j6010_1.sm,centralizada,0.6,36,0.4679311068932187,0.8565191083375516,9,6.547057739269787,0.6041666666666666
piloto,j6010_1.sm,centralizada,0.6,37,0.4511419920687255,0.9108969883846408,9,12.0,0.4735812133072407
piloto,j6010_1.sm,centralizada,0.6,38,0.4982726365160298,0.881881634937132,14,15.215941315941878,0.5563025210084034
piloto,j6010_1.sm,centralizada,0.6,39,0.4762151717964512,0.9210926078145972,13,16.0,0.50920245398773
piloto,j6010_1.sm,centralizada,0.8,0,0.5884716008644084,0.7861543460946402,9,22.086175860892475,0.6796116504854369
piloto,j6010_1.sm,centralizada,0.8,1,0.5960151970105647,0.8124976873233832,21,33.08457575390376,0.575809199318569
piloto,j6010_1.sm,centralizada,0.8,2,0.6398237015347996,0.8170268177822809,14,19.246448887472003,0.54673721340388
piloto,j6010_1.sm,centralizada,0.8,3,0.5072312052459106,0.8566027217132336,8,14.314440269238164,0.5065176908752328
piloto,j6010_1.sm,centralizada,0.8,4,0.5465810651980562,0.8166067240462501,14,19.5,0.5026178010471204
piloto,j6010_1.sm,centralizada,0.8,5,0.5388586040731967,0.7913913523862958,17,23.0,0.6948051948051948
piloto,j6010_1.sm,centralizada,0.8,6,0.5284843049897762,0.8366784585319622,12,19.100791411302797,0.4434628975265017
piloto,j6010_1.sm,centralizada,0.8,7,0.6654940230843331,0.8105588486039375,11,18.099843691516387,0.7145328719723183
piloto,j6010_1.sm,centralizada,0.8,8,0.7043311369357967,0.7685353204433193,19,27.9702964557148,0.9270833333333334
piloto,j6010_1.sm,centralizada,0.8,9,0.6549533837671936,0.81814759183648,12,18.84073481199915,0.5413793103448276
piloto,j6010_1.sm,centralizada,0.8,10,0.62757081360012,0.7981294486625355,10,16.386903610209455,0.7479131886477463
piloto,j6010_1.sm,centralizada,0.8,11,0.5942347856031636,0.7902435918060409,13,14.28508477117622,0.6601626016260163
piloto,j6010_1.sm,centralizada,0.8,12,0.5233757031118343,0.8389310837851466,11,10.074917365332665,0.4221014492753623
piloto,j6010_1.sm,centralizada,0.8,13,0.5341185599128747,0.8166342847476834,19,21.945245703074,0.5
piloto,j6010_1.sm,centralizada,0.8,14,0.5699242276880653,0.8153947630105605,17,17.845854421864917,0.5263157894736842
piloto,j6010_1.sm,centralizada,0.8,15,0.5933896707708187,0.8352838786154966,15,15.750474239276372,0.4428312159709618
piloto,j6010_1.sm,centralizada,0.8,16,0.5924894156794505,0.8191551788651831,18,26.5,0.5842105263157895
piloto,j6010_1.sm,centralizada,0.8,17,0.5046059429813203,0.8384069359456489,12,9.265470632008702,0.5737122557726465
piloto,j6010_1.sm,centralizada,0.8,18,0.5376078309075095,0.8424385625001882,17,23.565564480368227,0.4405850091407678
piloto,j6010_1.sm,centralizada,0.8,19,0.606121938482284,0.7958652369419247,23,18.0,0.6394779771615008
piloto,j6010_1.sm,centralizada,0.8,20,0.4734214059785581,0.8487370884436587,14,17.15519941935718,0.4501845018450184
piloto,j6010_1.sm,centralizada,0.8,21,0.4869143426590962,0.8384024095897931,12,8.5,0.4802867383512544
piloto,j6010_1.sm,centralizada,0.8,22,0.6458006405839328,0.7880641203925314,11,22.640623850225257,0.843042071197411
piloto,j6010_1.sm,centralizada,0.8,23,0.6771221330042783,0.7862061415750433,13,28.690838924074164,0.7476489028213166
piloto,j6010_1.sm,centralizada,0.8,24,0.5821801733855636,0.8288966167381391,18,21.5,0.4858156028368794
piloto,j6010_1.sm,centralizada,0.8,25,0.5993103914303008,0.8208481835955924,15,20.81816700244168,0.5421052631578948
piloto,j6010_1.sm,centralizada,0.8,26,0.6057900166411203,0.7881564997474177,16,21.583062176877647,0.5338709677419354
piloto,j6010_1.sm,centralizada,0.8,27,0.5127574234395106,0.8612421950768903,14,31.397158593964463,0.4830188679245283
piloto,j6010_1.sm,centralizada,0.8,28,0.5948231246846309,0.8328777895536693,13,25.17832733234156,0.5431654676258992
piloto,j6010_1.sm,centralizada,0.8,29,0.6499562160734631,0.8097829401253405,12,15.738179579944571,0.6102564102564103
piloto,j6010_1.sm,centralizada,0.8,30,0.6293894367070163,0.799798908272638,15,17.502551463376008,0.5285234899328859
piloto,j6010_1.sm,centralizada,0.8,31,0.6215320014345308,0.8033445851558445,13,15.591170665253898,0.5769230769230769
piloto,j6010_1.sm,centralizada,0.8,32,0.5852779643904976,0.8034740117693251,13,17.0,0.5738539898132428
piloto,j6010_1.sm,centralizada,0.8,33,0.5280170000607699,0.8101066929797173,9,11.71377381356496,0.5619694397283531
piloto,j6010_1.sm,centralizada,0.8,34,0.6018733259653974,0.819616693414535,15,18.33880196350485,0.5113438045375218
piloto,j6010_1.sm,centralizada,0.8,35,0.5193358160011675,0.8363788409674071,13,16.577015925488908,0.3985637342908438
piloto,j6010_1.sm,centralizada,0.8,36,0.5798171094376886,0.8159497307094756,12,18.79248415904059,0.6313043478260869
piloto,j6010_1.sm,centralizada,0.8,37,0.6074644075773621,0.8261336231216746,10,6.695096647869114,0.522887323943662
piloto,j6010_1.sm,centralizada,0.8,38,0.5693818580732681,0.7965513153711996,14,15.67628361641984,0.5899513776337115
piloto,j6010_1.sm,centralizada,0.8,39,0.6386439557351975,0.8222363370848091,16,15.0,0.6014492753623188
piloto,j6010_1.sm,centralizada,1.0,0,0.7341093138571383,0.7528139268068392,8,14.380320126044548,0.7118110236220473
piloto,j6010_1.sm,centralizada,1.0,1,0.6490712271698625,0.7907263023580503,15,26.51433460631872,0.5724020442930153
piloto,j6010_1.sm,centralizada,1.0,2,0.7651760858893873,0.7768947510131902,16,21.84259398030315,0.559931506849315
piloto,j6010_1.sm,centralizada,1.0,3,0.7327107558175014,0.7960528796034829,6,16.894739803267832,0.5238938053097345
piloto,j6010_1.sm,centralizada,1.0,4,0.8035718039614936,0.7858744841403992,18,20.6339614757114,0.4843205574912892
piloto,j6010_1.sm,centralizada,1.0,5,0.7470375215231012,0.7792871490002468,17,18.0,0.666110183639399
piloto,j6010_1.sm,centralizada,1.0,6,0.6680742573675932,0.796911698181396,13,12.192030371906233,0.4564459930313589
piloto,j6010_1.sm,centralizada,1.0,7,0.7903981811345162,0.7574053741672306,11,16.07230937896369,0.7476340694006309
piloto,j6010_1.sm,centralizada,1.0,8,0.8054848262490631,0.7218211089290671,12,27.186194045893348,0.9580318379160636
piloto,j6010_1.sm,centralizada,1.0,9,0.7545327491210512,0.7763790078021152,17,34.90035703143755,0.6173044925124792
piloto,j6010_1.sm,centralizada,1.0,10,0.7663854600370646,0.7557531919802013,14,19.5,0.7645161290322581
piloto,j6010_1.sm,centralizada,1.0,11,0.7269244847424368,0.7931551602733535,23,24.867221924957818,0.5166374781085814
piloto,j6010_1.sm,centralizada,1.0,12,0.629984811047289,0.7979453436852549,14,25.808602992411757,0.5259515570934256
piloto,j6010_1.sm,centralizada,1.0,13,0.6520363336267787,0.7782751771469123,15,23.9531137709712,0.5866666666666667
piloto,j6010_1.sm,centralizada,1.0,14,0.6970887700814404,0.7735425626200302,15,19.41786895949788,0.6553398058252428
piloto,j6010_1.sm,centralizada,1.0,15,0.7313717500665159,0.7797415914269256,15,19.643472207518023,0.5695142378559463
piloto,j6010_1.sm,centralizada,1.0,16,0.7289105031864237,0.7846102625480845,19,26.57716203477641,0.5572649572649573
piloto,j6010_1.sm,centralizada,1.0,17,0.8441679320875658,0.7816374462712634,11,15.541791533440572,0.6711864406779661
piloto,j6010_1.sm,centralizada,1.0,18,0.7380823306093698,0.7928243793902481,13,18.988729972940632,0.5786713286713286
piloto,j6010_1.sm,centralizada,1.0,19,0.7891321258719428,0.7671410104921514,18,19.17683150668428,0.6205211726384365
piloto,j6010_1.sm,centralizada,1.0,20,0.5977037322902378,0.7963713976509088,14,16.0,0.493006993006993
piloto,j6010_1.sm,centralizada,1.0,21,0.600861581013156,0.8017037638034828,12,8.5,0.512280701754386
piloto,j6010_1.sm,centralizada,1.0,22,0.794607607952402,0.7291543064564321,13,9.29421366409814,0.8992592592592593
piloto,j6010_1.sm,centralizada,1.0,23,0.8175401372008643,0.7626497370398728,9,19.570511244920556,0.6688
piloto,j6010_1.sm,centralizada,1.0,24,0.7280449743838258,0.7886298299233805,16,18.5,0.5644067796610169
piloto,j6010_1.sm,centralizada,1.0,25,0.7604190887001276,0.7459803355436266,17,30.757831764514684,0.7067901234567902
piloto,j6010_1.sm,centralizada,1.0,26,0.7296489486487617,0.7537264792421322,21,27.785475813512733,0.6257861635220126
piloto,j6010_1.sm,centralizada,1.0,27,0.668845855275448,0.785029408536321,14,13.257213615898804,0.5327731092436975
piloto,j6010_1.sm,centralizada,1.0,28,0.776170300600532,0.7880717553719612,8,14.0005537097695,0.596885813148789
piloto,j6010_1.sm,centralizada,1.0,29,0.7996011333003582,0.7591555562956953,13,27.967599940284085,0.719435736677116
piloto,j6010_1.sm,centralizada,1.0,30,0.7323293119162625,0.731292511732626,11,12.218740838353089,0.7391304347826086
piloto,j6010_1.sm,centralizada,1.0,31,0.7238169848326019,0.7604996465338026,6,6.184425505743651,0.699523052464229
piloto,j6010_1.sm,centralizada,1.0,32,0.694590829595898,0.7774876555689771,16,22.24271877654707,0.5794701986754967
piloto,j6010_1.sm,centralizada,1.0,33,0.6574028219402877,0.7623006505850656,13,10.532008735205135,0.6485623003194888
piloto,j6010_1.sm,centralizada,1.0,34,0.7423749391508574,0.7935525087025842,16,27.737482370101965,0.5874125874125874
piloto,j6010_1.sm,centralizada,1.0,35,0.6843902283634216,0.7913281285011768,18,16.69620464610944,0.4300518134715025
piloto,j6010_1.sm,centralizada,1.0,36,0.7485974764879072,0.7643402285003223,14,23.06343432086189,0.7011128775834659
piloto,j6010_1.sm,centralizada,1.0,37,0.6419858817566507,0.7695491279392908,18,16.27459486571788,0.6490066225165563
piloto,j6010_1.sm,centralizada,1.0,38,0.7311931112309756,0.7552788049138064,17,23.052140495614303,0.640502354788069
piloto,j6010_1.sm,centralizada,1.0,39,0.7044128000350128,0.7883934579628533,13,15.817902255326564,0.5962199312714777
piloto,j6010_1.sm,adaptativa,0.2,0,0.1999999999999999,0.9700301894793428,8,0.0,0.0633802816901408
piloto,j6010_1.sm,adaptativa,0.2,1,0.1999999999999999,0.9530287137154072,12,9.0,0.0386363636363636
piloto,j6010_1.sm,adaptativa,0.2,2,0.2,0.9406090931718112,16,5.0,0.0970654627539503
piloto,j6010_1.sm,adaptativa,0.2,3,0.2,0.939005252750054,10,3.5,0.0492170022371364
piloto,j6010_1.sm,adaptativa,0.2,4,0.2,0.9479219710444496,11,4.5,0.0
piloto,j6010_1.sm,adaptativa,0.2,5,0.1999999999999999,0.946377916428765,15,2.0,0.0478359908883826
piloto,j6010_1.sm,adaptativa,0.2,6,0.2,0.9579512114320904,10,5.0,0.0504587155963302
piloto,j6010_1.sm,adaptativa,0.2,7,0.2,0.970943528301733,19,14.5,0.068075117370892
piloto,j6010_1.sm,adaptativa,0.2,8,0.1999999999999999,0.94933984659696,15,6.0,0.0319634703196347
piloto,j6010_1.sm,adaptativa,0.2,9,0.1999999999999999,0.958938381719905,9,4.5,0.0233100233100233
piloto,j6010_1.sm,adaptativa,0.2,10,0.2,0.9545700478114436,11,5.5,0.0767441860465116
piloto,j6010_1.sm,adaptativa,0.2,11,0.1999999999999999,0.9470379098675216,14,2.5,0.0045871559633027
piloto,j6010_1.sm,adaptativa,0.2,12,0.1999999999999999,0.9693532550036352,20,11.5,0.0752941176470588
piloto,j6010_1.sm,adaptativa,0.2,13,0.1999999999999999,0.9616126212314876,9,4.5,0.0210772833723653
piloto,j6010_1.sm,adaptativa,0.2,14,0.1999999999999999,0.9409993456543102,17,8.0,0.0203619909502262
piloto,j6010_1.sm,adaptativa,0.2,15,0.2,0.9596882899469272,8,1.5,0.0654205607476635
piloto,j6010_1.sm,adaptativa,0.2,16,0.1999999999999999,0.9474912050411238,20,9.5,0.0
piloto,j6010_1.sm,adaptativa,0.2,17,0.1999999999999999,0.9690622689579595,16,5.0,0.0849056603773584
piloto,j6010_1.sm,adaptativa,0.2,18,0.1999999999999999,0.9546859228936648,14,4.0,0.1218390804597701
piloto,j6010_1.sm,adaptativa,0.2,19,0.2,0.9444469255221892,14,4.5,0.1324200913242009
piloto,j6010_1.sm,adaptativa,0.2,20,0.2,0.9540435688095728,8,4.5,0.0250569476082004
piloto,j6010_1.sm,adaptativa,0.2,21,0.2,0.9438171893558528,18,9.0,0.1771300448430493
piloto,j6010_1.sm,adaptativa,0.2,22,0.1999999999999999,0.9476481745852724,15,7.5,0.0298165137614678
piloto,j6010_1.sm,adaptativa,0.2,23,0.2,0.9555393808354944,13,4.0,0.0229357798165137
piloto,j6010_1.sm,adaptativa,0.2,24,0.1999999999999999,0.9576168597218292,13,5.0,0.0208333333333333
piloto,j6010_1.sm,adaptativa,0.2,25,0.2,0.9442352661401076,16,5.5,0.0888382687927107
piloto,j6010_1.sm,adaptativa,0.2,26,0.1999999999999999,0.9474455712151062,14,7.0,0.0732265446224256
piloto,j6010_1.sm,adaptativa,0.2,27,0.2,0.9518333403165125,8,0.5,0.1744186046511628
piloto,j6010_1.sm,adaptativa,0.2,28,0.1999999999999999,0.9542462900513906,10,4.0,0.0207852193995381
piloto,j6010_1.sm,adaptativa,0.2,29,0.2,0.9607108386440856,10,9.5,0.0231481481481481
piloto,j6010_1.sm,adaptativa,0.2,30,0.1999999999999999,0.9397895961898516,12,5.0,0.0452488687782805
piloto,j6010_1.sm,adaptativa,0.2,31,0.2,0.936281452237128,10,5.0,0.0808988764044943
piloto,j6010_1.sm,adaptativa,0.2,32,0.2,0.9460375563414434,19,5.0,0.2095671981776765
piloto,j6010_1.sm,adaptativa,0.2,33,0.2,0.9551129429364952,12,7.0,0.0666666666666666
piloto,j6010_1.sm,adaptativa,0.2,34,0.1999999999999999,0.9324080901481514,9,3.0,0.148314606741573
piloto,j6010_1.sm,adaptativa,0.2,35,0.1999999999999999,0.9507330179071511,11,4.5,0.0228310502283105
piloto,j6010_1.sm,adaptativa,0.2,36,0.1999999999999999,0.9520100322585346,14,4.0,0.1315192743764172
piloto,j6010_1.sm,adaptativa,0.2,37,0.2,0.9448017305980266,14,8.0,0.0755148741418764
piloto,j6010_1.sm,adaptativa,0.2,38,0.1999999999999999,0.9529036529992336,14,0.0,0.0
