braco,cenario,ablacao,arquivo,semente,concluiu,makespan,atraso_relativo,E_total,TW,TL,TU,TR,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,S_UR_maximo,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_colega_capaz_sem_confianca,tarefas_acima_da_competencia_maxima_inicial,competencia_minima_inicial,competencia_maxima_inicial,competencia_maxima_final
centralizada,centralizada,nenhuma,j6013_1.sm,10,True,311,4.507246376811594,0.7477816277080737,723.0,0.0,141.0,102.8598066737364,17,2,0,0.2833333333333333,29.080958905088472,340.0,0.3025288431580482,0.0855322320737896,52,0,0,141,8,141,35,106,29,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6013_1.sm,11,True,280,4.057971014492754,0.9071512879322808,684.0,0.0,21.0,49.00874043741745,11,3,0,0.1833333333333333,12.602190315790253,340.0,0.1441433542276984,0.0370652656346772,39,0,0,21,21,21,8,13,13,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6016_1.sm,0,True,187,2.921875,0.8570078912735247,849.0,0.0,104.0,37.65598887120528,10,1,0,0.1666666666666666,19.021282467351163,365.0,0.1031670927978226,0.0521131026502771,52,0,0,104,8,104,42,62,27,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6016_1.sm,1,True,273,4.265625,0.8069087217938585,810.0,0.0,92.0,101.83101349960522,12,4,0,0.2,25.592287742913676,365.0,0.2789890780811102,0.0701158568299004,47,0,0,92,13,92,39,53,18,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6016_1.sm,2,True,182,2.84375,0.8394357995830629,819.0,0.0,99.0,57.65531563794024,10,3,0,0.1666666666666666,30.282088146959385,365.0,0.1579597688710691,0.0829646250601627,49,0,0,99,11,99,36,63,9,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6016_1.sm,3,True,220,3.4375,0.7969262223548871,818.0,0.0,141.0,67.44382510446287,12,1,0,0.2,32.07816598926507,365.0,0.1847776030259257,0.087885386271959,47,0,0,141,13,141,66,75,6,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6016_1.sm,4,True,221,3.453125,0.774116104340608,870.0,0.0,177.0,76.86242208598152,10,3,0,0.1666666666666666,36.82981568340804,365.0,0.2105819783177576,0.1009036046120768,53,0,0,177,7,177,56,121,9,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6016_1.sm,5,True,202,3.15625,0.767485499907486,838.0,0.0,140.0,113.8773059569384,20,3,0,0.3333333333333333,33.60878522885502,365.0,0.3119926190601052,0.0920788636406986,54,0,0,140,6,140,49,91,15,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6016_1.sm,6,True,187,2.921875,0.830385026408001,822.0,0.0,67.0,100.90224276529624,13,4,0,0.2166666666666666,33.26498909499557,365.0,0.276444500726839,0.0911369564246454,45,0,0,67,15,67,38,29,9,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6016_1.sm,7,True,217,3.390625,0.79623360548484,836.0,0.0,147.0,66.94312503419843,15,3,0,0.25,39.05981281704441,365.0,0.1834058220115025,0.1070131858001216,51,0,0,147,9,147,50,97,33,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6016_1.sm,8,True,240,3.75,0.7395378701742581,868.0,0.0,197.0,108.70595206364789,18,4,0,0.3,32.91095402926344,365.0,0.297824526201775,0.0901669973404477,57,0,0,197,3,197,62,135,40,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6016_1.sm,9,True,273,4.265625,0.7818989091243441,824.0,0.0,117.0,112.8446727375605,16,4,0,0.2666666666666666,34.48976266460819,365.0,0.3091634869522205,0.0944925004509813,47,0,0,117,13,117,53,64,15,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6016_1.sm,10,True,297,4.640625,0.7946012351611478,881.0,0.0,155.0,72.73223072870033,11,2,0,0.1833333333333333,23.23719607623388,365.0,0.1992663855580831,0.0636635508937914,56,0,0,155,4,155,36,119,34,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6016_1.sm,11,True,260,4.0625,0.7919496252729424,840.0,0.0,100.0,120.67352416575378,21,2,0,0.35,40.42323790598776,365.0,0.3306123949746679,0.1107485970027061,50,0,0,100,10,100,45,55,14,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6019_1.sm,0,True,196,3.161290322580645,0.8359462566385195,701.0,0.0,90.0,47.57065503090937,12,2,0,0.2,15.43098916029274,336.0,0.141579330449135,0.0459255629770617,42,0,0,90,18,90,39,51,18,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6019_1.sm,1,True,253,4.080645161290323,0.811475743967243,726.0,0.0,114.0,54.66629828100766,12,3,0,0.2,17.46712692720425,336.0,0.1626973163125228,0.0519854968071555,47,0,0,114,13,114,32,82,15,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6019_1.sm,2,True,320,5.161290322580645,0.8033852155872132,693.0,0.0,112.0,57.59989175114451,12,1,0,0.2,22.874974940946693,336.0,0.1714282492593586,0.0680802825623413,38,0,0,112,22,112,75,37,5,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6019_1.sm,3,True,175,2.8225806451612905,0.8248056486748618,688.0,0.0,73.0,73.1358974751753,15,1,0,0.25,30.54107463982116,336.0,0.2176663615332598,0.0908960554756582,37,0,0,73,23,73,41,32,1,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6019_1.sm,4,True,162,2.6129032258064515,0.8471862111050893,692.0,0.0,75.0,49.821604187040776,12,0,0,0.2,21.83375719331231,336.0,0.1482785838900023,0.0649814202181914,36,0,0,75,24,75,32,43,6,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6019_1.sm,5,True,209,3.370967741935484,0.7777174938248402,707.0,0.0,112.0,90.07046017822063,16,2,0,0.2666666666666666,34.58990467123376,336.0,0.2680668457685137,0.1029461448548623,39,0,0,112,21,112,50,62,14,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6019_1.sm,6,True,242,3.903225806451613,0.7908602274328408,697.0,0.0,115.0,69.31881693239998,15,2,0,0.25,28.063700475737143,336.0,0.2063060027749999,0.083522918082551,35,0,0,115,25,115,69,46,6,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6019_1.sm,7,True,252,4.064516129032258,0.8423000198831411,706.0,0.0,86.0,46.18115081838525,8,1,0,0.1333333333333333,26.060530936603534,336.0,0.1374439012451941,0.0775611039779867,42,0,0,86,18,86,29,57,23,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6019_1.sm,8,True,246,3.967741935483871,0.714983328733335,745.0,0.0,233.0,63.982337294273,12,3,0,0.2,16.54841639012188,336.0,0.190423622899622,0.0492512392563151,54,0,0,233,6,233,96,137,27,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6019_1.sm,9,True,198,3.193548387096774,0.7911456301245297,734.0,0.0,107.0,86.76850689861655,19,2,0,0.3166666666666666,33.43988659676384,336.0,0.2582396038649302,0.0995234720141781,44,0,0,107,16,107,42,65,14,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6019_1.sm,10,True,257,4.145161290322581,0.820261778786033,753.0,0.0,107.0,57.999618505230366,13,1,0,0.2166666666666666,16.5,336.0,0.1726179122179475,0.0491071428571428,43,0,0,107,17,107,34,73,23,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6019_1.sm,11,True,227,3.661290322580645,0.7906164491441247,730.0,0.0,101.0,92.33014420615146,17,0,0,0.2833333333333333,21.7110323403817,336.0,0.2747920958516412,0.0646161676797074,39,0,0,101,21,101,34,67,12,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6021_1.sm,0,True,257,3.381578947368421,0.818698374342374,648.0,0.0,102.0,41.500289127251655,4,3,0,0.0666666666666666,11.691719159637948,332.0,0.1250008708652158,0.0352160215651745,34,0,0,102,26,102,27,75,18,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6021_1.sm,1,True,358,4.7105263157894735,0.8444245363558305,666.0,0.0,62.0,60.70280448524939,13,3,0,0.2166666666666666,14.30367668298512,332.0,0.1828397725459319,0.0430833635029672,33,0,0,62,27,62,15,47,17,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6021_1.sm,2,True,398,5.2368421052631575,0.8792473972416113,672.0,0.0,6.0,86.29000769090577,15,3,0,0.25,33.11962760722257,332.0,0.2599096617195957,0.099757914479586,32,0,0,6,28,6,4,2,6,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6021_1.sm,3,True,287,3.776315789473684,0.845541288957873,642.0,0.0,69.0,48.27693701541536,8,1,0,0.1333333333333333,19.044187545423217,332.0,0.1454124608898052,0.0573620106789855,32,0,0,69,28,69,21,48,2,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6021_1.sm,4,True,245,3.223684210526316,0.8540937416251239,671.0,0.0,38.0,76.62804912170083,12,2,0,0.2,27.503904566434336,332.0,0.2308073768725928,0.0828430860434769,36,0,0,38,24,38,11,27,6,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6021_1.sm,5,True,256,3.3684210526315788,0.7836652083713391,677.0,0.0,92.0,94.88931493715631,13,5,0,0.2166666666666666,20.700046190490845,332.0,0.2858111895697479,0.0623495367183459,36,0,0,92,24,92,29,63,11,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6021_1.sm,6,True,261,3.4342105263157894,0.9185220910489432,671.0,0.0,0.0,59.52135222324892,14,3,0,0.2333333333333333,17.0,332.0,0.179281181395328,0.0512048192771084,31,0,0,0,29,0,0,0,6,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6021_1.sm,7,True,334,4.394736842105263,0.7905237602770586,688.0,0.0,128.0,54.309071746146245,11,2,0,0.1833333333333333,20.62049694435003,332.0,0.1635815414040549,0.0621099305552711,41,0,0,128,19,128,34,94,22,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6021_1.sm,8,True,328,4.315789473684211,0.6685463393613156,697.0,0.0,217.0,128.56049126806548,19,2,0,0.3166666666666666,27.280701369364664,332.0,0.3872303953857394,0.0821707872571224,52,0,0,217,8,217,52,165,33,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6021_1.sm,9,True,310,4.078947368421052,0.7831409164182589,648.0,0.0,84.0,95.43729310385947,16,1,0,0.2666666666666666,34.68574468326533,332.0,0.2874617262164442,0.1044751345881485,35,0,0,84,25,84,22,62,11,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6021_1.sm,10,True,295,3.881578947368421,0.731882991894907,685.0,0.0,181.0,69.94195737009414,16,0,0,0.2666666666666666,16.32845560890385,332.0,0.2106685462954642,0.0491820952075417,44,0,0,181,16,181,38,143,23,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6021_1.sm,11,True,309,4.065789473684211,0.8319786915207571,669.0,0.0,27.0,108.10713257228778,16,3,0,0.2666666666666666,28.17563758621678,332.0,0.3256238932900234,0.0848663782717372,32,0,0,27,28,27,10,17,7,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6024_1.sm,0,True,160,2.4615384615384617,0.8250636437333642,527.0,0.0,85.0,26.738603988603987,12,0,0,0.2,8.0,284.0,0.0941500140443802,0.028169014084507,20,0,0,85,40,85,27,58,11,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6024_1.sm,1,True,240,3.692307692307693,0.7852285159007537,525.0,0.0,92.0,51.59517881588954,12,0,0,0.2,34.85657482728555,284.0,0.1816731648446815,0.122734418405935,18,0,0,92,42,92,32,60,9,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6024_1.sm,2,True,148,2.276923076923077,0.7829621358120704,558.0,0.0,109.0,45.67814173574976,11,2,0,0.1833333333333333,19.455045847950508,284.0,0.1608385272385554,0.068503682563206,22,0,0,109,38,109,49,60,3,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6024_1.sm,3,True,206,3.169230769230769,0.7531855514094012,532.0,0.0,119.0,55.33325215080542,14,2,0,0.2333333333333333,20.83601457199436,284.0,0.1948353948972022,0.0733662484929378,25,0,0,119,35,119,41,78,1,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6024_1.sm,4,True,161,2.476923076923077,0.763393813700826,568.0,0.0,133.0,43.0458513102376,7,2,0,0.1166666666666666,10.404495047185122,284.0,0.1515698989797098,0.0366355459407926,25,0,0,133,35,133,48,85,3,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6024_1.sm,5,True,152,2.3384615384615386,0.8068998293174487,553.0,0.0,72.0,60.33909651186698,12,2,0,0.2,22.42089326905011,284.0,0.2124616074361513,0.0789468072853877,27,0,0,72,33,72,23,49,8,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6024_1.sm,6,True,153,2.353846153846154,0.8169107987552239,545.0,0.0,74.0,48.14750353459559,9,4,0,0.15,13.327173597154871,284.0,0.1695334631499845,0.0469266675956157,20,0,0,74,40,74,55,19,3,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6024_1.sm,7,True,222,3.4153846153846152,0.7863261962851292,550.0,0.0,106.0,43.455267544672935,10,3,0,0.1666666666666666,26.95526754467293,284.0,0.1530115054389892,0.0949129138896934,27,0,0,106,33,106,38,68,17,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6024_1.sm,8,True,210,3.230769230769231,0.6662840725347751,610.0,0.0,226.0,79.52541197532912,16,3,0,0.2666666666666666,42.35516950447464,284.0,0.2800190562511588,0.1491379207904036,40,0,0,226,20,226,79,147,26,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6024_1.sm,9,True,160,2.4615384615384617,0.7416901198516644,538.0,0.0,141.0,46.3703205694559,10,2,0,0.1666666666666666,19.50579978870908,284.0,0.1632757766530137,0.068682393622215,20,0,0,141,40,141,42,99,8,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6024_1.sm,10,True,222,3.4153846153846152,0.7071121931338483,621.0,0.0,170.0,87.21990064658908,17,0,0,0.2833333333333333,36.67125428195886,284.0,0.3071123262203841,0.1291241347956297,38,0,0,170,22,170,43,127,18,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6024_1.sm,11,True,147,2.261538461538461,0.826639379126554,531.0,0.0,49.0,62.35991341359351,14,3,0,0.2333333333333333,16.55338808119125,284.0,0.2195771599070194,0.0582865777506734,19,0,0,49,41,49,19,30,6,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j6027_1.sm,0,True,196,2.0416666666666665,0.7830665841813231,619.0,0.0,119.0,52.481949433647806,11,0,0,0.1833333333333333,23.487787302658347,346.0,0.1516819347793289,0.0678837783313825,26,0,0,119,34,119,38,81,19,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j6027_1.sm,1,True,299,3.114583333333333,0.8105340504686711,607.0,0.0,101.0,40.88895740902856,11,2,0,0.1833333333333333,12.093319330631854,346.0,0.1181761774827414,0.0349517899729244,26,0,0,101,34,101,28,73,17,0.3936211322074767,0.6586427040007742,0.6586427040007742
centralizada,centralizada,nenhuma,j6027_1.sm,2,True,217,2.2604166666666665,0.8086373914187999,619.0,0.0,92.0,54.485255281022376,11,1,0,0.1833333333333333,15.37682543319966,346.0,0.157471836072319,0.0444416920034672,23,0,0,92,37,92,35,57,9,0.2570239140832174,0.7659648859265082,0.7659648859265082
centralizada,centralizada,nenhuma,j6027_1.sm,3,True,206,2.145833333333333,0.7845463332209597,606.0,0.0,117.0,49.42091937650557,12,0,0,0.2,20.219284938164265,346.0,0.1428350270997271,0.058437239705677,25,0,0,117,35,117,39,78,6,0.2433201962422982,0.794910294566222,0.794910294566222
centralizada,centralizada,nenhuma,j6027_1.sm,4,True,216,2.25,0.7959699577390406,601.0,0.0,120.0,34.0536225100074,10,1,0,0.1666666666666666,15.175580619397495,346.0,0.0984208743063797,0.0438600595936343,23,0,0,120,37,120,37,83,9,0.3530323246498424,0.7496468789669437,0.7496468789669437
centralizada,centralizada,nenhuma,j6027_1.sm,5,True,203,2.114583333333333,0.7893917819746477,600.0,0.0,96.0,64.0788527328117,12,4,0,0.2,30.597412210940576,346.0,0.185198996337606,0.0884318271992502,25,0,0,96,35,96,32,64,15,0.3910769205246226,0.6863255838987572,0.6863255838987572
centralizada,centralizada,nenhuma,j6027_1.sm,6,True,205,2.1354166666666665,0.8165854259114448,589.0,0.0,80.0,52.296243246783774,15,1,0,0.25,20.652626091136423,346.0,0.1511452116959068,0.0596896707836312,19,0,0,80,41,80,29,51,9,0.2436049793851584,0.7631789564580391,0.7631789564580391
centralizada,centralizada,nenhuma,j6027_1.sm,7,True,246,2.5625,0.7723695385606748,669.0,0.0,132.0,65.16569737679464,12,2,0,0.2,38.6040339949265,346.0,0.1883401658288862,0.1115723525864927,38,0,0,132,22,132,38,94,24,0.4310024134004245,0.5858494645010164,0.5858494645010164
centralizada,centralizada,nenhuma,j6027_1.sm,8,True,222,2.3125,0.7206296748538031,664.0,0.0,196.0,61.41639897733623,13,2,0,0.2166666666666666,22.46371158949243,346.0,0.1775040432870989,0.0649240219349492,42,0,0,196,18,196,61,135,29,0.2724902104363956,0.5273323364698471,0.5273323364698471
centralizada,centralizada,nenhuma,j6027_1.sm,9,True,325,3.3854166666666665,0.7974059857036618,628.0,0.0,94.0,65.55365680611058,14,2,0,0.2333333333333333,21.469517122967066,346.0,0.1894614358558109,0.0620506275230261,27,0,0,94,33,94,36,58,15,0.3512385487549321,0.6872143627230507,0.6872143627230507
centralizada,centralizada,nenhuma,j6027_1.sm,10,True,275,2.864583333333333,0.6947229571451109,683.0,0.0,214.0,86.12570928520175,12,2,0,0.2,33.72821495235288,346.0,0.2489182349283287,0.0974803900357019,38,0,0,214,22,214,50,164,25,0.4175993861121362,0.5820371027673271,0.5820371027673271
centralizada,centralizada,nenhuma,j6027_1.sm,11,True,244,2.5416666666666665,0.8299094376910527,607.0,0.0,56.0,68.40510570499818,19,3,0,0.3166666666666666,19.5,346.0,0.1977026176445034,0.0563583815028901,24,0,0,56,36,56,23,33,12,0.486713896835989,0.7131697048371954,0.7131697048371954
centralizada,centralizada,nenhuma,j602_1.sm,0,True,172,2.646153846153846,0.7943267274572686,661.0,0.0,98.0,73.15127623356848,11,2,0,0.1833333333333333,31.83996520876631,324.0,0.2257755439307669,0.0982714975579207,39,0,0,98,21,98,39,59,15,0.4857196752206667,0.6268507180531939,0.6268507180531939
centralizada,centralizada,nenhuma,j602_1.sm,1,True,259,3.9846153846153847,0.8051402740512005,689.0,0.0,80.0,86.75150344073471,18,1,0,0.3,42.995721090155385,324.0,0.2677515538294281,0.1327028428708499,39,0,0,80,21,80,35,45,13,0.3936211322074767,0.6586427040007742,0.6586427040007742
