concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,configuracao,arquivo,semente,cenario,atraso_relativo,violacoes,tarefas_pendentes,dividas_pendentes
True,331,76,0.929602135351331,0.0,5.623357810416983,278.0,738.0,0.0,32.0,23.888021482526618,52,8,1,0,0.13333333333333333,332.0,0.07195187193532114,0.016937824730171636,0.03008991298031871,31,0,0,32,29,32,12,0,20,0.6586427040007742,0.39362113220747674,17,60,0.6586427040007742,nenhuma,23.888021482526618,0.0,27,0,terminal,0.25,p0_yaml_arredondado,j6021_1.sm,1,centralizada,4.355263157894737,[],0,0
True,216,76,0.9323447528353159,0.0,2.6999999999999997,323.0,558.0,6.0,9.0,25.491060632978034,59,1,6,0,0.016666666666666666,332.0,0.07678030311137962,0.008132530120481927,0.04259221617448738,27,0,6,9,33,15,9,0,0,0.6586427040007742,0.39362113220747674,17,60,0.8111384113332565,nenhuma,25.491060632978034,0.0,30,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6021_1.sm,1,adaptativa,2.8421052631578947,[],0,0
True,283,76,0.9195947588172251,0.0,4.5,285.0,732.0,0.0,39.0,25.002796864014513,53,7,3,0,0.11666666666666667,332.0,0.07530962910847745,0.01355421686746988,0.03141043845890642,25,0,0,39,35,39,16,0,23,0.7659648859265082,0.2570239140832174,6,60,0.7659648859265082,nenhuma,25.002796864014513,0.0,30,0,terminal,0.25,p0_yaml_arredondado,j6021_1.sm,2,centralizada,3.723684210526316,[],0,0
True,247,76,0.9232935538903907,0.0,2.6999999999999997,313.0,599.0,5.0,8.0,36.76441244071611,57,3,9,0,0.05,332.0,0.11073618205034973,0.008132530120481927,0.05666835562450896,28,0,5,8,32,13,8,3,0,0.7659648859265082,0.2570239140832174,6,60,0.8055318716143152,nenhuma,36.764412440716114,0.0,44,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6021_1.sm,2,adaptativa,3.25,[],0,0
True,279,76,0.8442311160759187,0.0,6.988734492539889,282.0,743.0,0.0,113.0,24.090754595196245,53,7,0,0,0.11666666666666667,332.0,0.07256251384095254,0.021050405098011715,0.027373034507420718,33,0,0,113,27,113,34,0,79,0.794910294566222,0.24332019624229823,2,60,0.794910294566222,nenhuma,24.090754595196252,0.0,27,0,terminal,0.25,p0_yaml_arredondado,j6021_1.sm,3,centralizada,3.6710526315789473,[],0,0
True,228,76,0.9663742753670614,0.0,0.0,332.0,610.0,4.0,12.0,5.225411881231526,60,0,3,0,0.0,332.0,0.01573919241334797,0.0,0.008278202656097623,27,0,4,12,33,16,12,7,0,0.794910294566222,0.24332019624229823,2,60,0.794910294566222,nenhuma,5.225411881231526,0.0,7,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6021_1.sm,3,adaptativa,3.0,[],0,0
True,220,69,0.8254027310395134,0.0,16.538222574420352,268.0,857.0,0.0,138.0,43.28103272773633,50,10,2,0,0.16666666666666666,337.0,0.12843036417725914,0.049074844434481756,0.0416852772645089,42,0,0,138,18,138,48,8,90,0.6268507180531939,0.4857196752206667,14,60,0.6268507180531939,nenhuma,43.28103272773633,0.0,48,0,terminal,0.25,p0_yaml_arredondado,j6032_1.sm,0,centralizada,3.1884057971014492,[],0,0
True,135,69,0.9429119140069304,0.0,2.6742498926000087,324.0,624.0,7.0,18.0,12.77973862722193,57,3,3,0,0.05,337.0,0.03792207307780988,0.007935459621958482,0.01931116636138162,21,0,7,18,39,25,18,11,0,0.6268507180531939,0.4857196752206667,14,60,0.8731260566613829,nenhuma,12.779738627221928,0.0,16,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6032_1.sm,0,adaptativa,1.9565217391304348,[],0,0
True,260,69,0.8297842064571354,8.881784197001252e-16,21.808810086869446,267.0,842.0,0.0,132.0,40.721651060365915,50,10,3,0,0.16666666666666666,337.0,0.12083575982304426,0.06471456999071053,0.04013085856383622,33,0,0,132,27,132,37,0,95,0.6586427040007742,0.39362113220747674,13,60,0.6586427040007742,nenhuma,40.721651060365915,0.0,45,0,terminal,0.25,p0_yaml_arredondado,j6032_1.sm,1,centralizada,3.7681159420289854,[],0,0
True,131,69,0.9557988764564187,0.0,2.1,326.0,614.0,6.0,8.0,14.39456137087894,58,2,4,0,0.03333333333333333,337.0,0.0427138319610651,0.006231454005934718,0.02240766381981931,21,0,6,8,39,14,8,2,0,0.6586427040007742,0.39362113220747674,13,60,0.8901722878367001,nenhuma,14.394561370878936,0.0,18,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6032_1.sm,1,adaptativa,1.8985507246376812,[],0,0
True,238,69,0.891530394661804,8.881784197001252e-16,9.6,279.0,851.0,0.0,78.0,25.538403957412037,52,8,0,0,0.13333333333333333,337.0,0.07578161411694967,0.028486646884272996,0.02675471605074516,41,0,0,78,19,78,68,57,10,0.7659648859265082,0.2570239140832174,2,60,0.7659648859265082,nenhuma,25.538403957412037,0.0,29,0,terminal,0.25,p0_yaml_arredondado,j6032_1.sm,2,centralizada,3.449275362318841,[],0,0
True,140,69,0.9467641973448264,0.0,1.7999999999999998,327.0,651.0,7.0,13.0,16.605215560232676,57,3,5,0,0.05,337.0,0.049273636677248295,0.005341246290801186,0.024149344979449327,23,0,7,13,37,20,13,5,0,0.7659648859265082,0.2570239140832174,2,60,0.7923787171939654,nenhuma,16.605215560232676,0.0,20,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6032_1.sm,2,adaptativa,2.028985507246377,[],0,0
True,206,69,0.815221230394434,1.1102230246251565e-16,2.9300718517374738,316.0,871.0,0.0,176.0,21.421635165927054,54,6,4,0,0.1,337.0,0.06356568298494675,0.008694575227707637,0.0200497953812029,38,0,0,176,22,176,52,2,124,0.794910294566222,0.24332019624229823,0,60,0.794910294566222,nenhuma,21.421635165927054,0.0,28,0,terminal,0.25,p0_yaml_arredondado,j6032_1.sm,3,centralizada,2.9855072463768115,[],0,0
True,136,69,0.93267733027241,0.0,1.2,333.0,603.0,9.0,21.0,13.525846000652697,59,1,7,0,0.016666666666666666,337.0,0.040136041544963495,0.0035608308605341245,0.020920812500106984,16,0,9,21,44,30,21,12,0,0.794910294566222,0.24332019624229823,0,60,0.8260135177527358,nenhuma,13.525846000652695,0.0,19,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6032_1.sm,3,adaptativa,1.9710144927536233,[],0,0
True,252,108,0.7836463628981806,0.0,9.107682094925138,292.0,633.0,0.0,157.0,17.762314698889085,54,6,0,0,0.1,334.0,0.053180582930805645,0.02726850926624293,0.021989531296109515,30,0,0,157,30,157,46,0,111,0.6268507180531939,0.4857196752206667,21,60,0.6268507180531939,nenhuma,17.762314698889085,0.0,21,0,terminal,0.25,p0_yaml_arredondado,j6043_1.sm,0,centralizada,2.3333333333333335,[],0,0
True,167,108,0.9491397239553792,0.0,0.0,334.0,502.0,6.0,11.0,9.9,60,0,5,0,0.0,334.0,0.029640718562874254,0.0,0.018718094157685765,11,0,6,11,49,17,11,3,0,0.6268507180531939,0.4857196752206667,21,60,0.8677641592765526,nenhuma,9.899999999999999,0.0,12,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6043_1.sm,0,adaptativa,1.5462962962962963,[],0,0
True,351,108,0.7654922165735727,0.0,9.197608528492452,299.0,654.0,0.0,175.0,25.35225315206457,55,5,2,0,0.08333333333333333,334.0,0.07590494955707955,0.027537750085306744,0.02967423923625115,29,0,0,175,31,175,57,7,118,0.6586427040007742,0.39362113220747674,20,60,0.6586427040007742,nenhuma,25.35225315206457,0.0,30,0,terminal,0.25,p0_yaml_arredondado,j6043_1.sm,1,centralizada,3.25,[],0,0
True,174,108,0.9412099903248153,0.0,0.0,334.0,512.0,8.0,13.0,10.980626282246263,60,0,4,0,0.0,334.0,0.032876126593551686,0.0,0.020185693665768396,12,0,8,13,48,21,13,5,0,0.6586427040007742,0.39362113220747674,20,60,0.9065276318936051,nenhuma,10.980626282246263,0.0,13,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6043_1.sm,1,adaptativa,1.6111111111111112,[],0,0
True,381,108,0.8008143856518546,0.0,8.898366234397729,280.0,628.0,0.0,131.0,25.20169673752118,50,10,1,0,0.16666666666666666,334.0,0.0754541818488658,0.026641815073047092,0.03213675364688276,22,0,0,131,38,131,39,0,92,0.7659648859265082,0.2570239140832174,6,60,0.7659648859265082,nenhuma,25.201696737521182,0.0,30,0,terminal,0.25,p0_yaml_arredondado,j6043_1.sm,2,centralizada,3.5277777777777777,[],0,0
True,178,108,0.939073077590696,0.0,3.0,307.0,541.0,8.0,10.0,17.1,56,4,6,0,0.06666666666666667,334.0,0.05119760479041917,0.008982035928143712,0.0296823468147891,13,0,8,10,47,18,10,2,0,0.7659648859265082,0.2570239140832174,6,60,0.8078918210527765,nenhuma,17.1,0.0,22,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6043_1.sm,2,adaptativa,1.6481481481481481,[],0,0
True,343,108,0.8263505047276581,0.0,13.400863119617817,301.0,674.0,0.0,122.0,19.634523297267744,55,5,0,0,0.08333333333333333,334.0,0.05878599789601121,0.04012234466951442,0.02407269768068867,27,0,0,122,33,122,42,7,80,0.794910294566222,0.24332019624229823,4,60,0.794910294566222,nenhuma,19.634523297267744,0.0,22,0,terminal,0.25,p0_yaml_arredondado,j6043_1.sm,3,centralizada,3.175925925925926,[],0,0
True,198,108,0.9501997922337697,0.0,0.0,334.0,543.0,8.0,10.0,10.458765238721728,60,0,4,0,0.0,334.0,0.03131366837940637,0.0,0.018301872112072116,15,0,8,10,45,18,10,2,0,0.794910294566222,0.24332019624229823,4,60,0.9339450389812259,nenhuma,10.458765238721728,0.0,12,0,terminal,0.7999999999999999,p0_yaml_arredondado,j6043_1.sm,3,adaptativa,1.8333333333333333,[],0,0
True,311,85,0.8357991530059976,4.440892098500626e-16,8.687321913515772,283.0,725.0,0.0,117.0,25.433279146667715,54,6,2,0,0.1,323.0,0.07874080231166475,0.026895733478377003,0.029320156095103418,39,0,0,117,21,117,29,1,88,0.6268507180531939,0.4857196752206667,17,60,0.6268507180531939,nenhuma,25.433279146667715,0.0,30,0,terminal,0.25,p0_criticidade_reduzida,j6010_1.sm,0,centralizada,3.6588235294117646,[],0,0
True,156,85,0.9457603844833504,0.0,2.1,315.0,551.0,9.0,13.0,9.6,58,2,3,0,0.03333333333333333,323.0,0.029721362229102165,0.006501547987616099,0.016477857878475798,20,0,9,13,40,22,13,2,0,0.6268507180531939,0.4857196752206667,17,60,0.8711847032918567,nenhuma,9.6,0.0,13,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6010_1.sm,0,adaptativa,1.8352941176470587,[],0,0
True,201,85,0.8546237888513549,0.0,6.287321913515772,314.0,677.0,0.0,108.0,7.161426854162773,59,1,1,0,0.016666666666666666,323.0,0.022171600167686604,0.01946539292110146,0.009040363001013926,34,0,0,108,26,108,46,18,62,0.6586427040007742,0.39362113220747674,11,60,0.6586427040007742,nenhuma,7.161426854162773,0.0,8,0,terminal,0.25,p0_criticidade_reduzida,j6010_1.sm,1,centralizada,2.364705882352941,[],0,0
True,152,85,0.9313550232391848,0.0,2.4,303.0,521.0,9.0,18.0,11.399999999999999,57,3,3,0,0.05,323.0,0.035294117647058816,0.007430340557275541,0.020378977475866998,7,0,9,18,53,27,18,7,0,0.6586427040007742,0.39362113220747674,11,60,0.98,nenhuma,11.399999999999999,0.0,14,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6010_1.sm,1,adaptativa,1.7882352941176471,[],0,0
True,222,85,0.8799140673534128,0.0,4.791812264749403,301.0,685.0,0.0,86.0,7.485110552134628,51,9,0,0,0.15,323.0,0.023173716879673772,0.01483533208900744,0.009614969446012745,36,0,0,86,24,86,34,9,52,0.7659648859265082,0.2570239140832174,3,60,0.7659648859265082,nenhuma,7.485110552134628,0.0,12,0,terminal,0.25,p0_criticidade_reduzida,j6010_1.sm,2,centralizada,2.611764705882353,[],0,0
True,175,85,0.9328583566383517,0.0,3.13053441387539,306.0,553.0,10.0,11.0,18.801678909530004,57,3,6,0,0.05,323.0,0.05820953222764707,0.009692057008902136,0.03171664247664759,16,0,10,11,44,21,11,1,0,0.7659648859265082,0.2570239140832174,3,60,0.9181757349712009,nenhuma,18.801678909530004,0.0,23,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6010_1.sm,2,adaptativa,2.0588235294117645,[],0,0
True,263,85,0.791542850680584,1.1102230246251565e-15,9.326559147192516,265.0,692.0,0.0,159.0,23.241993854160693,49,11,1,0,0.18333333333333332,323.0,0.07195663731938295,0.028874796121339058,0.026585309350900244,42,0,0,159,18,159,57,14,102,0.794910294566222,0.24332019624229823,3,60,0.794910294566222,nenhuma,23.241993854160697,0.0,28,0,terminal,0.25,p0_criticidade_reduzida,j6010_1.sm,3,centralizada,3.0941176470588236,[],0,0
True,167,85,0.9177989692176716,0.0,3.0,313.0,558.0,10.0,21.0,18.97627663020492,59,1,9,0,0.016666666666666666,323.0,0.05875008244645487,0.009287925696594427,0.031212199159124494,15,0,10,21,45,31,21,11,0,0.794910294566222,0.24332019624229823,3,60,0.9450925872473315,nenhuma,18.97627663020492,0.0,24,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6010_1.sm,3,adaptativa,1.964705882352941,[],0,0
True,311,76,0.8863010962225474,0.0,14.656321718179633,270.0,710.0,0.0,64.0,27.082163867392225,52,8,0,0,0.13333333333333333,332.0,0.08157278273310911,0.04414554734391456,0.03380697397711041,32,0,0,64,28,64,17,0,47,0.6268507180531939,0.4857196752206667,13,60,0.6268507180531939,nenhuma,27.082163867392225,0.0,31,0,terminal,0.25,p0_criticidade_reduzida,j6021_1.sm,0,centralizada,4.092105263157895,[],0,0
True,250,76,0.956158640883285,0.0,0.0,332.0,570.0,8.0,10.0,8.13538551870701,60,0,6,0,0.0,332.0,0.024504173249117498,0.0,0.013646875720400792,23,0,8,10,37,18,10,1,0,0.6268507180531939,0.4857196752206667,13,60,0.8677641592765526,nenhuma,8.135385518707011,0.0,12,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6021_1.sm,0,adaptativa,3.289473684210526,[],0,0
True,269,76,0.9308534692230072,8.881784197001252e-16,7.57186032717653,289.0,739.0,0.0,34.0,20.89509136905385,54,6,0,0,0.1,332.0,0.06293702219594534,0.02280680821438714,0.026319713519100802,30,0,0,34,30,34,20,12,14,0.6586427040007742,0.39362113220747674,8,60,0.6586427040007742,nenhuma,20.89509136905385,0.0,23,0,terminal,0.25,p0_criticidade_reduzida,j6021_1.sm,1,centralizada,3.539473684210526,[],0,0
True,257,76,0.9572219346326484,0.0,0.8999999999999999,329.0,563.0,6.0,8.0,11.160362430538868,59,1,6,0,0.016666666666666666,332.0,0.0336155494895749,0.0027108433734939754,0.018975033245047852,20,0,6,8,40,14,8,1,0,0.6586427040007742,0.39362113220747674,8,60,0.8901632441625974,nenhuma,11.160362430538868,0.0,15,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6021_1.sm,1,adaptativa,3.3815789473684212,[],0,0
True,370,76,0.9393558003312001,2.6645352591003757e-15,17.609180686712765,254.0,786.0,0.0,12.0,38.74364891649192,45,15,0,0,0.25,332.0,0.11669773770027687,0.053039700863592665,0.04630288974007927,35,0,0,12,25,12,7,2,5,0.7659648859265082,0.2570239140832174,4,60,0.7659648859265082,nenhuma,38.74364891649192,0.0,49,0,terminal,0.25,p0_criticidade_reduzida,j6021_1.sm,2,centralizada,4.868421052631579,[],0,0
True,265,76,0.9508777146920468,0.0,2.6999999999999997,304.0,573.0,1.0,3.0,25.601145390785476,56,4,6,0,0.06666666666666667,332.0,0.07711188370718516,0.008132530120481927,0.04248439550207491,23,0,1,3,37,4,3,1,0,0.7659648859265082,0.2570239140832174,4,60,0.7659648859265082,nenhuma,25.601145390785472,0.0,31,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6021_1.sm,2,adaptativa,3.486842105263158,[],0,0
True,346,76,0.9641164189016845,4.440892098500626e-16,8.936675990440747,279.0,800.0,0.0,11.0,18.77530961598512,51,9,0,0,0.15,332.0,0.05655213739754554,0.026917698766387794,0.022626980338417417,34,0,0,11,26,11,4,0,7,0.794910294566222,0.24332019624229823,1,60,0.794910294566222,nenhuma,18.77530961598512,0.0,23,0,terminal,0.25,p0_criticidade_reduzida,j6021_1.sm,3,centralizada,4.552631578947368,[],0,0
True,234,76,0.9706858264236334,0.0,2.547898580875825,325.0,607.0,2.0,4.0,12.331063333244648,59,1,4,0,0.016666666666666666,332.0,0.03714175702784533,0.00767439331589104,0.019719256016989695,30,0,2,4,30,6,4,0,0,0.794910294566222,0.24332019624229823,1,60,0.794910294566222,nenhuma,12.33106333324465,0.0,15,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6021_1.sm,3,adaptativa,3.0789473684210527,[],0,0
True,207,69,0.8967565850204997,0.0,8.455151517904541,312.0,838.0,0.0,82.0,14.478780527542408,55,5,1,0,0.08333333333333333,337.0,0.0429637404378113,0.025089470379538698,0.015493963939308162,30,0,0,82,30,82,31,3,51,0.6268507180531939,0.4857196752206667,15,60,0.6268507180531939,nenhuma,14.478780527542408,0.0,18,0,terminal,0.25,p0_criticidade_reduzida,j6032_1.sm,0,centralizada,3.0,[],0,0
True,133,69,0.941682802976145,0.0,4.137994957108476,315.0,595.0,8.0,12.0,16.847579800257616,57,3,4,0,0.05,337.0,0.04999281839839055,0.012278916786672036,0.026663993562472055,15,0,8,12,45,20,12,4,0,0.6268507180531939,0.4857196752206667,15,60,0.8635848545572478,nenhuma,16.847579800257616,0.0,21,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6032_1.sm,0,adaptativa,1.9275362318840579,[],0,0
True,206,69,0.8617669019494495,0.0,14.532619758696171,262.0,803.0,0.0,98.0,30.806499162929434,46,14,0,0,0.23333333333333334,337.0,0.09141394410364817,0.04312350076764442,0.033061047750368625,32,0,0,98,28,98,40,13,58,0.6586427040007742,0.39362113220747674,13,60,0.6586427040007742,nenhuma,30.806499162929427,0.0,37,0,terminal,0.25,p0_criticidade_reduzida,j6032_1.sm,1,centralizada,2.9855072463768115,[],0,0
True,124,69,0.9296652825808522,0.0,3.0,323.0,567.0,6.0,25.0,11.896928092169023,58,2,3,0,0.03333333333333333,337.0,0.03530245724679235,0.008902077151335312,0.019506456819489232,15,0,6,25,45,31,25,19,0,0.6586427040007742,0.39362113220747674,13,60,0.798895633023558,nenhuma,11.896928092169023,0.0,13,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6032_1.sm,1,adaptativa,1.7971014492753623,[],0,0
True,232,69,0.8704808274993986,8.881784197001252e-16,10.206451691271916,258.0,806.0,0.0,83.0,36.92504571912227,49,11,1,0,0.18333333333333332,337.0,0.1095698686027367,0.030286206799026456,0.039879087286643515,35,0,0,83,25,83,57,41,26,0.7659648859265082,0.2570239140832174,1,60,0.7659648859265082,nenhuma,36.92504571912225,0.0,41,0,terminal,0.25,p0_criticidade_reduzida,j6032_1.sm,2,centralizada,3.36231884057971,[],0,0
True,147,69,0.9299214419008276,0.0,9.83975146317153,311.0,628.0,7.0,10.0,30.325862705479775,57,3,7,0,0.05,337.0,0.08998772316166105,0.02919807555837249,0.04490552543625204,23,0,7,10,37,17,10,3,0,0.7659648859265082,0.2570239140832174,1,60,0.7923787171939654,nenhuma,30.32586270547978,0.0,33,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6032_1.sm,2,adaptativa,2.130434782608696,[],0,0
True,286,69,0.8297033905274455,1.3322676295501878e-15,12.399641419520252,299.0,823.0,0.0,151.0,17.92073865916817,53,7,1,0,0.11666666666666667,337.0,0.053177266050944125,0.0367941881884874,0.018066704284651396,37,0,0,151,23,151,68,30,83,0.794910294566222,0.24332019624229823,0,60,0.794910294566222,nenhuma,17.920738659168165,0.0,22,0,terminal,0.25,p0_criticidade_reduzida,j6032_1.sm,3,centralizada,4.144927536231884,[],0,0
True,160,69,0.9306134575396988,0.0,2.1,330.0,641.0,6.0,10.0,31.792962111936507,59,1,9,0,0.016666666666666666,337.0,0.09434113386331308,0.006231454005934718,0.04615750139846783,22,0,6,10,38,16,10,4,0,0.794910294566222,0.24332019624229823,0,60,0.794910294566222,nenhuma,31.792962111936507,0.0,37,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6032_1.sm,3,adaptativa,2.318840579710145,[],0,0
True,257,108,0.7224606580829758,0.0,2.4,318.0,606.0,0.0,228.0,4.800000000000001,56,4,0,0,0.06666666666666667,334.0,0.014371257485029942,0.00718562874251497,0.0057224606580829765,25,0,0,228,35,228,60,3,168,0.6268507180531939,0.4857196752206667,18,60,0.6268507180531939,nenhuma,4.8,0.0,7,0,terminal,0.25,p0_criticidade_reduzida,j6043_1.sm,0,centralizada,2.3796296296296298,[],0,0
True,199,108,0.950014712453833,0.0,0.0,334.0,528.0,4.0,8.0,15.78086642069642,60,0,7,0,0.0,334.0,0.047248103055977306,0.0,0.028394044081307305,13,0,4,8,47,12,8,1,0,0.6268507180531939,0.4857196752206667,18,60,0.7794250865845747,nenhuma,15.780866420696423,0.0,20,0,terminal,0.7999999999999999,p0_criticidade_reduzida,j6043_1.sm,0,adaptativa,1.8425925925925926,[],0,0
True,257,108,0.8047174704371631,2.220446049250313e-16,6.754113554412711,293.0,609.0,0.0,134.0,13.78734757574042,52,8,0,0,0.13333333333333333,334.0,0.041279483759701856,0.020221896869499132,0.018218258563526737,27,0,0,134,33,134,34,0,100,0.6586427040007742,0.39362113220747674,17,60,0.6586427040007742,nenhuma,13.78734757574042,0.0,17,0,terminal,0.25,p0_criticidade_reduzida,j6043_1.sm,1,centralizada,2.3796296296296298,[],0,0
