concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,celula,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1
True,235,76,0.7625184746067589,0.0,11.691719159637948,275.0,482.0,50.0,40.0,60.1158320112492,51,9,6,9,0.15,0.25,332.0,0.1533114123520638,0.18107178316641326,0.03521602156517454,0.09510255710567202,24,9,50,31,36,81,4,0,7,0.6586427040007742,0.39362113220747674,17,60,70,20,7,50,0.6586427040007742,nenhuma,60.1158320112492,0.0,66,0,terminal,0.6840303554032623,1,j6021_1.sm,1,adaptativa,0,3.0921052631578947,0.4
True,225,76,0.7231437569452032,0.0,11.285413478534231,261.0,498.0,91.0,52.0,47.6597515599327,50,10,0,11,0.16666666666666666,0.16666666666666666,332.0,0.12553279973478879,0.14355346855401416,0.03399220927269347,0.06920652971510992,27,11,91,41,33,132,0,0,10,0.794910294566222,0.24332019624229823,2,60,122,31,10,91,0.794910294566222,nenhuma,47.6597515599327,0.0,51,0,terminal,0.7346412602161158,1,j6021_1.sm,3,adaptativa,0,2.960526315789474,0.45
True,160,69,0.7078060600511655,0.0,24.62482437802668,205.0,485.0,64.0,57.0,79.2159473810391,41,19,0,3,0.31666666666666665,0.31666666666666665,337.0,0.19032415235286063,0.2350621584007095,0.07307069548375869,0.11560727342060562,31,3,64,54,29,118,10,11,14,0.6586427040007742,0.39362113220747674,13,60,94,30,14,64,0.6586427040007742,nenhuma,79.21594738103911,0.0,86,0,terminal,0.7637653588035097,1,j6032_1.sm,1,adaptativa,0,2.318840579710145,0.5166666666666667
True,150,69,0.6664837513989759,0.0,11.90613085294301,242.0,507.0,98.0,77.0,78.70871785814265,45,15,3,14,0.25,0.3,337.0,0.18933622143811132,0.23355702628528976,0.03532976514226412,0.10346761646133822,30,14,98,63,30,161,0,11,16,0.794910294566222,0.24332019624229823,0,60,145,47,16,98,0.794910294566222,nenhuma,78.70871785814263,0.0,87,0,terminal,0.7126517934566272,1,j6032_1.sm,3,adaptativa,0,2.1739130434782608,0.5
True,165,108,0.5353466026080989,0.0,12.0,228.0,390.0,184.0,83.0,71.5,46,14,5,1,0.23333333333333334,0.31666666666666665,334.0,0.17632552404438964,0.21407185628742514,0.03592814371257485,0.09814687714481812,17,1,184,82,43,266,35,0,7,0.6586427040007742,0.39362113220747674,20,60,224,40,7,184,0.6586427040007742,nenhuma,71.5,0.0,76,0,terminal,0.8821143442114913,1,j6043_1.sm,1,adaptativa,0,1.5277777777777777,0.2833333333333333
True,184,108,0.557228154938938,0.0,10.960495402386814,282.0,412.0,192.0,94.0,41.373982359429874,51,9,2,6,0.15,0.18333333333333332,334.0,0.11022069803392304,0.12387419868092776,0.03281585449816411,0.05595812585587689,24,6,192,88,36,280,9,3,19,0.794910294566222,0.24332019624229823,4,60,252,60,19,192,0.794910294566222,nenhuma,41.373982359429874,0.0,44,0,terminal,0.7673818621871847,1,j6043_1.sm,3,adaptativa,0,1.7037037037037037,0.4
True,153,85,0.7555482963898644,0.0,9.452089646784474,256.0,445.0,36.0,49.0,58.97624695374744,48,12,6,6,0.2,0.3,323.0,0.15439768159429226,0.1825889998568032,0.02926343543896122,0.10013348969297037,23,6,36,43,37,79,11,5,5,0.6586427040007742,0.39362113220747674,14,60,63,27,5,36,0.6586427040007742,nenhuma,58.97624695374744,0.0,64,0,terminal,0.5914790169957566,2,j6010_1.sm,1,adaptativa,0,1.8,0.38333333333333336
True,142,85,0.6374685232886396,1.7763568394002505e-15,8.53805284166388,240.0,418.0,107.0,83.0,47.71865077130047,46,14,2,12,0.23333333333333334,0.26666666666666666,323.0,0.12871931496302977,0.14773576090185903,0.02643360012899034,0.07277305703470624,26,12,107,71,34,178,3,5,6,0.794910294566222,0.24332019624229823,3,60,169,62,6,107,0.794910294566222,nenhuma,47.718650771300474,0.0,53,0,terminal,0.7066666666666667,2,j6010_1.sm,3,adaptativa,0,1.6705882352941177,0.43333333333333335
True,226,76,0.7697715534176632,0.0,6.0,279.0,472.0,49.0,42.0,50.16893032016459,50,10,5,8,0.16666666666666666,0.25,332.0,0.13127422545348005,0.1511112359041102,0.018072289156626505,0.08181910047850763,25,8,49,34,35,83,5,0,9,0.6586427040007742,0.39362113220747674,17,60,69,20,9,49,0.6586427040007742,nenhuma,50.16893032016459,0.0,57,0,terminal,0.6894873355504303,2,j6021_1.sm,1,adaptativa,0,2.973684210526316,0.4166666666666667
True,225,76,0.7368014348021107,1.7763568394002505e-15,19.638101026779466,232.0,505.0,56.0,49.0,75.39497366157045,45,15,1,17,0.25,0.26666666666666666,332.0,0.18506603796295792,0.22709329416135676,0.05915090670716707,0.11000222726873753,30,17,56,32,30,88,0,0,7,0.794910294566222,0.24332019624229823,2,60,81,25,7,56,0.794910294566222,nenhuma,75.39497366157045,0.0,81,0,terminal,0.6262143730496362,2,j6021_1.sm,3,adaptativa,0,2.960526315789474,0.5
True,163,69,0.7078739720057026,0.0,7.0292828730483246,250.0,484.0,68.0,82.0,49.73752834650206,47,13,2,15,0.21666666666666667,0.25,337.0,0.12860796974928984,0.1475891048857628,0.020858406151478708,0.07274359865368726,23,15,68,67,37,135,13,13,9,0.6586427040007742,0.39362113220747674,13,60,113,45,9,68,0.6586427040007742,nenhuma,49.73752834650206,0.0,54,0,terminal,0.73602162523822,2,j6032_1.sm,1,adaptativa,0,2.36231884057971,0.38333333333333336
True,152,69,0.6947836393735404,1.7763568394002505e-15,16.94589963991602,246.0,512.0,81.0,80.0,63.92005825245206,45,15,1,7,0.25,0.26666666666666666,337.0,0.15943342553393217,0.18967376336039188,0.050284568664439235,0.08673947402657685,28,7,81,73,32,154,0,18,11,0.794910294566222,0.24332019624229823,0,60,143,62,11,81,0.794910294566222,nenhuma,63.92005825245206,0.0,71,0,terminal,0.64204600814748,2,j6032_1.sm,3,adaptativa,0,2.2028985507246377,0.4666666666666667
True,152,108,0.6623637584194818,0.0,10.259856280614311,235.0,410.0,94.0,57.0,57.995219452122804,45,15,2,4,0.25,0.2833333333333333,334.0,0.1479487926745142,0.17363838159318204,0.030718132576689556,0.09369251591870903,21,4,94,53,39,147,16,3,7,0.6586427040007742,0.39362113220747674,20,60,124,30,7,94,0.6586427040007742,nenhuma,57.995219452122804,0.0,61,0,terminal,0.875,2,j6043_1.sm,1,adaptativa,0,1.4074074074074074,0.35
True,194,108,0.538855141910425,0.0,9.818609505639404,285.0,410.0,198.0,103.0,49.872390576826234,50,10,4,12,0.16666666666666666,0.23333333333333334,334.0,0.12991919137994123,0.14931853466115638,0.02939703444802217,0.06554632707728743,24,12,198,91,36,289,11,3,20,0.794910294566222,0.24332019624229823,4,60,258,60,20,198,0.794910294566222,nenhuma,49.872390576826234,0.0,55,0,terminal,0.7687525486193243,2,j6043_1.sm,3,adaptativa,0,1.7962962962962963,0.4
True,346,85,0.751559243773596,1.7763568394002505e-15,22.66666278989618,262.0,432.0,48.0,47.0,47.804985207710665,50,10,5,4,0.16666666666666666,0.25,323.0,0.12892217503745845,0.1480030501786708,0.07017542659410582,0.08316731141508095,23,4,48,43,37,91,12,4,4,0.6586427040007742,0.39362113220747674,14,60,75,27,4,48,0.6586427040007742,nenhuma,47.80498520771066,0.0,55,0,terminal,0.7175893842331066,3,j6010_1.sm,1,adaptativa,0,4.070588235294117,0.38333333333333336
True,162,85,0.6331890896238205,1.7763568394002505e-15,28.88947998513764,240.0,436.0,97.0,80.0,75.57787846443934,46,14,5,18,0.23333333333333334,0.31666666666666665,323.0,0.18961884878210147,0.23398723982798555,0.0894411145050701,0.10975937628577542,30,18,97,62,30,159,4,6,7,0.794910294566222,0.24332019624229823,3,60,148,51,7,97,0.794910294566222,nenhuma,75.57787846443934,0.0,82,0,terminal,0.7584125669519889,3,j6010_1.sm,3,adaptativa,0,1.9058823529411764,0.5
True,263,76,0.6984324769276313,0.0,17.664543313018008,268.0,442.0,68.0,50.0,72.84571465567488,50,10,8,7,0.16666666666666666,0.3,332.0,0.17993450842781145,0.21941480317974363,0.053206455762102436,0.11510817402834041,29,7,68,43,31,111,12,0,6,0.6586427040007742,0.39362113220747674,17,60,93,25,6,68,0.6586427040007742,nenhuma,72.84571465567488,0.0,77,0,terminal,0.875,3,j6021_1.sm,1,adaptativa,0,3.460526315789474,0.48333333333333334
True,307,76,0.7569615704856465,0.0,14.516252423772078,279.0,508.0,58.0,41.0,64.10408217167574,48,12,8,13,0.2,0.3333333333333333,332.0,0.16183645929680762,0.19308458485444502,0.04372365187883156,0.09552032817955236,30,13,58,28,30,86,0,0,5,0.794910294566222,0.24332019624229823,2,60,81,23,5,58,0.794910294566222,nenhuma,64.10408217167574,0.0,70,0,terminal,0.6306923794636524,3,j6021_1.sm,3,adaptativa,0,4.0394736842105265,0.5
True,245,69,0.6618103352646635,0.0,19.96951740811048,284.0,469.0,87.0,81.0,71.66224809324413,51,9,10,7,0.15,0.31666666666666665,337.0,0.175358131140347,0.21264762045473035,0.059256728213977684,0.10112327598381533,21,7,87,74,39,161,12,23,12,0.6586427040007742,0.39362113220747674,13,60,137,50,12,87,0.6586427040007742,nenhuma,71.66224809324413,0.0,76,0,terminal,0.720857273362839,3,j6032_1.sm,1,adaptativa,0,3.550724637681159,0.35
True,160,69,0.6642024733555048,1.7763568394002505e-15,18.35867665775745,258.0,502.0,87.0,79.0,87.79363242044377,48,12,10,25,0.2,0.36666666666666664,337.0,0.2066736074177994,0.2605152297342545,0.05447678533459184,0.11616085218829239,35,25,87,54,25,141,0,13,14,0.794910294566222,0.24332019624229823,0,60,127,40,14,87,0.794910294566222,nenhuma,87.79363242044376,0.0,96,0,terminal,0.7226517934566271,3,j6032_1.sm,3,adaptativa,0,2.318840579710145,0.5833333333333334
True,188,108,0.5378438057034819,8.881784197001252e-16,22.494961769214914,253.0,366.0,171.0,86.0,57.49496176921491,48,12,5,3,0.2,0.2833333333333333,334.0,0.1468600298440316,0.17214060409944584,0.0673501849377692,0.08448991542822608,17,3,171,83,43,254,29,1,8,0.6586427040007742,0.39362113220747674,20,60,217,46,8,171,0.6586427040007742,nenhuma,57.49496176921491,0.0,61,0,terminal,0.875,3,j6043_1.sm,1,adaptativa,0,1.7407407407407407,0.2833333333333333
True,213,108,0.5711746516745024,0.0,10.832789856802641,292.0,415.0,176.0,90.0,45.57285960319141,54,6,7,5,0.1,0.21666666666666667,334.0,0.12006353576183937,0.1364456874347048,0.03243350256527737,0.06272304146906953,21,5,176,85,39,261,9,3,20,0.794910294566222,0.24332019624229823,4,60,232,56,20,176,0.794910294566222,nenhuma,45.572859603191404,0.0,50,0,terminal,0.7676835520892884,3,j6043_1.sm,3,adaptativa,0,1.9722222222222223,0.35
True,143,85,0.7300489484647604,0.0,12.578487213645213,283.0,440.0,59.0,51.0,52.69931341629599,53,7,11,2,0.11666666666666667,0.3,323.0,0.14026992207436426,0.16315576909069968,0.0389426848719666,0.0874388144190494,24,2,59,49,36,108,11,4,4,0.6586427040007742,0.39362113220747674,14,60,93,34,4,59,0.6586427040007742,nenhuma,52.69931341629599,0.0,59,0,terminal,0.7082502541608533,4,j6010_1.sm,1,adaptativa,0,1.6823529411764706,0.4
True,145,85,0.6226483459154163,0.0,12.5,235.0,417.0,103.0,78.0,71.71991933412659,45,15,6,13,0.25,0.35,323.0,0.1816982519025506,0.2220430939137046,0.03869969040247678,0.107089422404271,32,13,103,65,28,168,4,6,7,0.794910294566222,0.24332019624229823,3,60,157,54,7,103,0.794910294566222,nenhuma,71.71991933412657,0.0,80,0,terminal,0.7629128311856426,4,j6010_1.sm,3,adaptativa,0,1.7058823529411764,0.5333333333333333
True,219,76,0.6891374925517593,0.0,9.061051072069258,237.0,438.0,68.0,59.0,70.57708691506586,48,12,6,13,0.2,0.3,332.0,0.17531322375025268,0.2125815870935719,0.027292322506232706,0.11104410207364399,28,13,68,46,32,114,13,0,7,0.6586427040007742,0.39362113220747674,17,60,94,26,7,68,0.6586427040007742,nenhuma,70.57708691506586,0.0,76,0,terminal,0.8733333333333334,4,j6021_1.sm,1,adaptativa,0,2.8815789473684212,0.4666666666666667
True,236,76,0.7274942119993828,0.0,11.418099299698289,272.0,506.0,74.0,50.0,65.5381797600189,51,9,7,25,0.15,0.26666666666666666,332.0,0.1648600891606995,0.1974041559036714,0.03439186536053702,0.09422657399286334,31,25,74,25,29,99,0,0,5,0.794910294566222,0.24332019624229823,2,60,94,20,5,74,0.794910294566222,nenhuma,65.53817976001892,0.0,69,0,terminal,0.7265201621945336,4,j6021_1.sm,3,adaptativa,0,3.1052631578947367,0.5166666666666667
True,178,69,0.6892418118947932,0.0,10.088347123736842,257.0,494.0,70.0,71.0,81.72958818610503,49,11,6,17,0.18333333333333332,0.2833333333333333,337.0,0.19518465017041065,0.24252103319319002,0.02993574814165235,0.11403127418381845,28,17,70,54,32,124,10,11,14,0.6586427040007742,0.39362113220747674,13,60,100,30,14,70,0.6586427040007742,nenhuma,81.72958818610503,0.0,88,0,terminal,0.762098692136843,4,j6032_1.sm,1,adaptativa,0,2.579710144927536,0.4666666666666667
True,150,69,0.6664837513989759,0.0,11.90613085294301,242.0,507.0,98.0,77.0,78.70871785814265,45,15,3,14,0.25,0.3,337.0,0.18933622143811132,0.23355702628528976,0.03532976514226412,0.10346761646133822,30,14,98,63,30,161,0,11,16,0.794910294566222,0.24332019624229823,0,60,145,47,16,98,0.794910294566222,nenhuma,78.70871785814263,0.0,87,0,terminal,0.7126517934566272,4,j6032_1.sm,3,adaptativa,0,2.1739130434782608,0.5
True,171,108,0.583914446931414,8.881784197001252e-16,10.325313714511253,253.0,401.0,129.0,79.0,77.74444022978764,50,10,10,4,0.16666666666666666,0.3333333333333333,334.0,0.18881721921102268,0.2327677851191247,0.030914112917698362,0.11320723645578262,23,4,129,75,37,204,26,2,9,0.6586427040007742,0.39362113220747674,20,60,169,40,9,129,0.6586427040007742,nenhuma,77.74444022978764,0.0,81,0,terminal,0.8468366341404879,4,j6043_1.sm,1,adaptativa,0,1.5833333333333333,0.38333333333333336
True,196,108,0.5645837090532607,0.0,11.51729520531529,274.0,416.0,172.0,88.0,60.82607792134522,51,9,5,6,0.15,0.23333333333333334,334.0,0.1540579037777302,0.1821140057525306,0.03448291977639309,0.08255147278845128,23,6,172,82,37,254,9,3,19,0.794910294566222,0.24332019624229823,4,60,226,54,19,172,0.794910294566222,nenhuma,60.82607792134522,0.0,68,0,terminal,0.76381070697252,4,j6043_1.sm,3,adaptativa,0,1.8148148148148149,0.38333333333333336
True,148,85,0.7550037051155616,0.0,9.205849529512761,268.0,477.0,33.0,58.0,63.78497902469225,51,9,7,7,0.15,0.26666666666666666,323.0,0.1649106932371855,0.19747671524672522,0.02850108213471443,0.10095994862549482,18,7,33,51,42,84,13,4,2,0.6586427040007742,0.39362113220747674,14,60,69,36,2,33,0.6586427040007742,nenhuma,63.78497902469225,0.0,68,0,terminal,0.5339009121681358,5,j6010_1.sm,1,adaptativa,0,1.7411764705882353,0.3
True,151,85,0.6493251931733712,8.881784197001252e-16,15.46662568768722,259.0,450.0,100.0,72.0,71.02716840658456,49,11,7,10,0.18333333333333332,0.3,323.0,0.18025957117072142,0.2198983541999522,0.04788429005475919,0.1024882885470291,25,10,100,62,35,162,3,4,7,0.794910294566222,0.24332019624229823,3,60,152,52,7,100,0.794910294566222,nenhuma,71.02716840658456,0.0,78,0,terminal,0.701103734090684,5,j6010_1.sm,3,adaptativa,0,1.776470588235294,0.4166666666666667
True,250,76,0.80547836963022,0.0,6.707180173947807,283.0,532.0,24.0,32.0,72.47707804274272,50,10,9,14,0.16666666666666666,0.31666666666666665,332.0,0.17918710843506383,0.21830445193597203,0.02020234992152954,0.10973443356659891,24,14,24,18,36,42,1,0,2,0.6586427040007742,0.39362113220747674,17,60,39,15,2,24,0.6586427040007742,nenhuma,72.47707804274272,0.0,80,0,terminal,0.4621148867718306,5,j6021_1.sm,1,adaptativa,0,3.289473684210526,0.4
True,245,76,0.6908881612400875,0.0,10.234049649849146,236.0,504.0,74.0,59.0,92.49578278394793,45,15,5,16,0.25,0.3333333333333333,332.0,0.21789564592924293,0.27860175537333715,0.03082545075255767,0.12679412954377842,36,16,74,43,24,117,0,0,8,0.794910294566222,0.24332019624229823,2,60,109,35,8,74,0.794910294566222,nenhuma,92.49578278394793,0.0,102,0,terminal,0.6018712207330035,5,j6021_1.sm,3,adaptativa,0,3.223684210526316,0.6
True,148,69,0.699985793974122,0.0,10.70511121945076,273.0,492.0,67.0,82.0,61.8714071562843,51,9,8,15,0.15,0.2833333333333333,337.0,0.15511617540447584,0.1835946799889742,0.03176590866305864,0.08802663833859317,23,15,67,67,37,134,13,13,9,0.6586427040007742,0.39362113220747674,13,60,112,45,9,67,0.6586427040007742,nenhuma,61.871407156284306,0.0,70,0,terminal,0.7360216252382202,5,j6032_1.sm,1,adaptativa,0,2.1449275362318843,0.38333333333333336
True,165,69,0.6765095557423483,0.0,11.765477731397283,251.0,508.0,85.0,85.0,72.91326602557864,47,13,3,11,0.21666666666666667,0.26666666666666666,337.0,0.1778748629741318,0.21635983983851229,0.03491239682907206,0.09709945119426744,30,11,85,74,30,159,0,19,11,0.794910294566222,0.24332019624229823,0,60,148,63,11,85,0.794910294566222,nenhuma,72.91326602557865,0.0,80,0,terminal,0.6403793414808133,5,j6032_1.sm,3,adaptativa,0,2.391304347826087,0.5
True,160,108,0.5364806866952789,0.0,14.0,269.0,375.0,183.0,85.0,56.0,51,9,9,3,0.15,0.3,334.0,0.14358974358974358,0.16766467065868262,0.041916167664670656,0.08011444921316166,18,3,183,82,42,265,35,4,8,0.6586427040007742,0.39362113220747674,20,60,222,39,8,183,0.6586427040007742,nenhuma,56.0,0.0,58,0,terminal,0.8666666666666666,5,j6043_1.sm,1,adaptativa,0,1.4814814814814814,0.3
True,180,108,0.5672823062472075,0.0,5.0,293.0,408.0,175.0,90.0,46.21862449593784,54,6,7,6,0.1,0.21666666666666667,334.0,0.12155802351136964,0.13837911525729893,0.014970059880239521,0.06426227425399338,23,6,175,84,37,259,9,3,19,0.794910294566222,0.24332019624229823,4,60,231,56,19,175,0.794910294566222,nenhuma,46.21862449593784,0.0,51,0,terminal,0.7604773736391867,5,j6043_1.sm,3,adaptativa,0,1.6666666666666667,0.38333333333333336
True,132,85,0.7557749984040251,0.0,8.0,298.0,421.0,47.0,47.0,42.04409498730234,55,5,9,5,0.08333333333333333,0.23333333333333334,323.0,0.11517538720566017,0.13016747674087412,0.02476780185758514,0.07547713971954181,20,5,47,42,40,89,11,4,5,0.6586427040007742,0.39362113220747674,14,60,73,26,5,47,0.6586427040007742,nenhuma,42.04409498730234,0.0,47,0,terminal,0.701384288723632,6,j6010_1.sm,1,adaptativa,0,1.5529411764705883,0.3333333333333333
True,161,85,0.631838656950335,0.0,7.775637921252702,298.0,428.0,95.0,73.0,81.38812003970575,56,4,17,8,0.06666666666666667,0.35,323.0,0.20126239126835496,0.2519756038380983,0.024073182418739018,0.12014990761121572,27,8,95,65,33,160,3,4,14,0.794910294566222,0.24332019624229823,3,60,143,48,14,95,0.794910294566222,nenhuma,81.38812003970575,0.0,89,0,terminal,0.7213323972355691,6,j6010_1.sm,3,adaptativa,0,1.8941176470588235,0.45
True,243,76,0.7795629245226933,0.0,6.5,305.0,521.0,30.0,43.0,74.32321498485211,55,5,13,17,0.08333333333333333,0.3,332.0,0.18291648678656697,0.22386510537606058,0.01957831325301205,0.11120848912383911,29,17,30,26,31,56,1,0,4,0.6586427040007742,0.39362113220747674,17,60,51,21,4,30,0.6586427040007742,nenhuma,74.32321498485211,0.0,81,0,terminal,0.5086474834374128,6,j6021_1.sm,1,adaptativa,0,3.1973684210526314,0.48333333333333334
True,270,76,0.703418597172097,1.7763568394002505e-15,20.26966311716241,302.0,469.0,69.0,50.0,78.74381639252478,56,4,14,11,0.06666666666666667,0.3,332.0,0.1917102905750716,0.23718016985700235,0.06105320216012774,0.11810205727677389,30,11,69,39,30,108,0,1,11,0.794910294566222,0.24332019624229823,2,60,97,28,11,69,0.794910294566222,nenhuma,78.74381639252476,0.0,88,0,terminal,0.7220907922576784,6,j6021_1.sm,3,adaptativa,0,3.5526315789473686,0.5
True,140,69,0.6853103290550239,0.0,7.124021939502886,299.0,473.0,86.0,84.0,47.19826485356045,53,7,6,11,0.11666666666666667,0.21666666666666667,337.0,0.12284871945361431,0.14005419837851765,0.02113953097775337,0.06838363301822342,19,11,86,73,41,159,12,23,12,0.6586427040007742,0.39362113220747674,13,60,135,49,12,86,0.6586427040007742,nenhuma,47.19826485356045,0.0,50,0,terminal,0.7258572733628389,6,j6032_1.sm,1,adaptativa,0,2.028985507246377,0.31666666666666665
True,177,69,0.5942450555979374,0.0,20.36838751505449,297.0,509.0,144.0,97.0,106.54898632322202,54,6,14,20,0.1,0.3333333333333333,337.0,0.2402192082693159,0.3161690988819645,0.06044031903577,0.12439333654527887,36,20,144,77,24,221,0,17,25,0.794910294566222,0.24332019624229823,0,60,196,52,25,144,0.794910294566222,nenhuma,106.54898632322202,0.0,116,0,terminal,0.7105845800370568,6,j6032_1.sm,3,adaptativa,0,2.5652173913043477,0.6
