concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,celula,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1
True,225,76,0.6828180002678026,0.0,29.502149501617403,230.0,462.0,71.0,58.0,85.6078220240279,44,16,2,18,0.26666666666666666,0.3,332.0,0.20499573405764004,0.25785488561454184,0.08886189608920904,0.12652502563144735,29,18,71,40,31,111,8,0,6,0.6268507180531939,0.4857196752206667,18,60,97,26,6,71,0.6268507180531939,nenhuma,85.60782202402788,0.0,93,0,terminal,0.7940103840841789,1,j6021_1.sm,0,centralizada,0,2.960526315789474,0.48333333333333334
True,230,76,0.7505771977493929,0.0,14.71187309947764,213.0,511.0,31.0,39.0,99.80938447402136,40,20,4,10,0.3333333333333333,0.4,332.0,0.231142230953589,0.30063067612657035,0.044312870781559155,0.14660400803836146,28,10,31,29,32,60,4,4,6,0.7659648859265082,0.2570239140832174,6,60,50,19,6,31,0.7659648859265082,nenhuma,99.80938447402136,0.0,110,0,terminal,0.5788301483121453,1,j6021_1.sm,2,centralizada,0,3.026315789473684,0.4666666666666667
True,153,69,0.6968335124589353,0.0,22.206238095200195,265.0,475.0,76.0,83.0,47.6549312099738,47,13,1,15,0.21666666666666667,0.23333333333333334,337.0,0.12389008262566671,0.1414092914242546,0.06589388158813114,0.06991063810744208,23,15,76,68,37,144,6,12,17,0.6268507180531939,0.4857196752206667,14,60,121,45,17,76,0.6268507180531939,nenhuma,47.65493120997379,0.0,54,0,terminal,0.7443239482034963,1,j6032_1.sm,0,centralizada,0,2.217391304347826,0.38333333333333336
True,154,69,0.743268536942137,0.0,21.169784162149067,262.0,539.0,33.0,84.0,69.17532117999612,47,13,4,13,0.21666666666666667,0.2833333333333333,337.0,0.17030902069340928,0.20526801537090836,0.06281835062952246,0.09539116839695387,28,13,33,71,32,104,0,25,11,0.7659648859265082,0.2570239140832174,2,60,93,60,11,33,0.7659648859265082,nenhuma,69.17532117999612,0.0,77,0,terminal,0.5260102968592922,1,j6032_1.sm,2,centralizada,0,2.2318840579710146,0.4666666666666667
True,204,108,0.598518254323206,0.0,16.04767692343906,244.0,430.0,145.0,83.0,60.440911190313656,47,13,0,8,0.21666666666666667,0.21666666666666667,334.0,0.153231851655346,0.18096081194704688,0.04804693689652413,0.08412788059379177,18,8,145,75,42,220,28,0,6,0.6268507180531939,0.4857196752206667,21,60,186,41,6,145,0.6268507180531939,nenhuma,60.440911190313656,0.0,65,0,terminal,0.8946841943697956,1,j6043_1.sm,0,centralizada,0,1.8888888888888888,0.3
True,167,108,0.6789470974640958,0.0,11.213932490763726,239.0,434.0,81.0,53.0,71.2250613059745,46,14,4,2,0.23333333333333334,0.3,334.0,0.17576667414504846,0.21324868654483384,0.0335746481759393,0.11142407520828033,16,2,81,51,44,132,0,3,13,0.7659648859265082,0.2570239140832174,6,60,119,38,13,81,0.7659648859265082,nenhuma,71.22506130597449,0.0,77,0,terminal,0.715,1,j6043_1.sm,2,centralizada,0,1.5462962962962963,0.26666666666666666
True,130,85,0.718811012069633,0.0,13.675281865017052,256.0,431.0,62.0,59.0,47.60127594462605,48,12,2,13,0.2,0.23333333333333334,323.0,0.128443367668649,0.1473723713455915,0.04233833394742121,0.0793882165604699,26,13,62,46,34,108,13,0,6,0.6268507180531939,0.4857196752206667,16,60,89,27,6,62,0.6268507180531939,nenhuma,47.601275944626046,0.0,53,0,terminal,0.8117895943162515,2,j6010_1.sm,0,centralizada,0,1.5294117647058822,0.43333333333333335
True,171,85,0.6768894025805087,0.0,12.861115603258291,233.0,444.0,72.0,67.0,72.94172150921067,44,16,2,12,0.26666666666666666,0.3,323.0,0.18422337820621373,0.22582576318641073,0.03981769536612474,0.11120152769271047,31,12,72,55,29,127,8,8,5,0.7659648859265082,0.2570239140832174,4,60,114,42,5,72,0.7659648859265082,nenhuma,72.94172150921067,0.0,81,0,terminal,0.7098769204070865,2,j6010_1.sm,2,centralizada,0,2.011764705882353,0.5166666666666667
True,202,76,0.6683074958778544,0.0,15.299485105795402,234.0,423.0,81.0,54.0,74.94217498543678,45,15,3,9,0.25,0.3,332.0,0.18415927272251575,0.2257294427272192,0.04608278646323916,0.11840287777814949,29,9,81,45,31,126,11,0,6,0.6268507180531939,0.4857196752206667,18,60,109,28,6,81,0.6268507180531939,nenhuma,74.94217498543678,0.0,83,0,terminal,0.875,2,j6021_1.sm,0,centralizada,0,2.6578947368421053,0.48333333333333334
True,219,76,0.7643634939688289,0.0,17.404648567635363,239.0,514.0,35.0,29.0,94.45493022062249,43,17,4,14,0.2833333333333333,0.35,332.0,0.2214886580670016,0.28450280186934485,0.052423640263961936,0.1404628414124843,35,14,35,15,25,50,4,0,3,0.7659648859265082,0.2570239140832174,6,60,43,8,3,35,0.7659648859265082,nenhuma,94.45493022062246,0.0,105,0,terminal,0.6639758625670638,2,j6021_1.sm,2,centralizada,0,2.8815789473684212,0.5833333333333334
True,139,69,0.705662324198316,8.881784197001252e-16,9.180048818570736,269.0,479.0,69.0,81.0,49.79491872288783,44,16,2,23,0.26666666666666666,0.3,337.0,0.1287372618215869,0.14775940273853955,0.027240500945313755,0.07335782480012372,31,23,69,58,29,127,9,10,11,0.6268507180531939,0.4857196752206667,14,60,107,38,11,69,0.6268507180531939,nenhuma,49.79491872288783,0.0,56,0,terminal,0.8646857519086084,2,j6032_1.sm,0,centralizada,0,2.0144927536231885,0.5166666666666667
True,168,69,0.7457725353977261,2.6645352591003757e-15,16.308447074752465,182.0,595.0,14.0,73.0,115.83039969778721,36,24,2,9,0.4,0.43333333333333335,337.0,0.2557920134670526,0.34371038485990274,0.04839301802597171,0.1451817325357156,42,9,14,64,18,78,0,41,3,0.7659648859265082,0.2570239140832174,2,60,75,61,3,14,0.7659648859265082,nenhuma,115.83039969778721,0.0,128,0,terminal,0.3115240878693551,2,j6032_1.sm,2,centralizada,0,2.4347826086956523,0.7
True,152,108,0.6708930269360673,0.0,9.589161163833817,264.0,425.0,104.0,60.0,44.48400257035362,49,11,1,4,0.18333333333333332,0.2,334.0,0.11753205490391846,0.13318563643818448,0.028710063364771905,0.07022119325801492,20,4,104,56,40,160,17,0,6,0.6268507180531939,0.4857196752206667,21,60,137,33,6,104,0.6268507180531939,nenhuma,44.48400257035362,0.0,49,0,terminal,0.7927884641237796,2,j6043_1.sm,0,centralizada,0,1.4074074074074074,0.3333333333333333
True,206,108,0.6244164117410971,8.881784197001252e-16,10.744324483081742,218.0,477.0,127.0,78.0,81.91329732982634,42,18,4,5,0.3,0.36666666666666664,334.0,0.19694801261635955,0.24524939320307285,0.032168636176891446,0.1072285266091651,24,5,127,73,36,200,1,2,15,0.7659648859265082,0.2570239140832174,6,60,184,57,15,127,0.7659648859265082,nenhuma,81.91329732982634,0.0,90,0,terminal,0.582047838961595,2,j6043_1.sm,2,centralizada,0,1.9074074074074074,0.4
True,203,85,0.7409554390394799,8.881784197001252e-16,15.48087981576313,272.0,431.0,64.0,52.0,34.68140388943852,52,8,2,7,0.13333333333333333,0.16666666666666666,323.0,0.09696171931867822,0.10737276745956198,0.04792842048223879,0.05962267945569477,21,7,64,45,39,109,13,0,6,0.6268507180531939,0.4857196752206667,16,60,90,26,6,64,0.6268507180531939,nenhuma,34.68140388943853,0.0,39,0,terminal,0.8316005092946049,3,j6010_1.sm,0,centralizada,0,2.388235294117647,0.35
True,242,85,0.6561115271510208,1.7763568394002505e-15,19.294707824322817,263.0,404.0,89.0,70.0,52.74897449867401,50,10,5,11,0.16666666666666666,0.25,323.0,0.14038354880156875,0.16330951857174617,0.05973593753660315,0.08566636191578035,25,11,89,59,35,148,8,11,10,0.7659648859265082,0.2570239140832174,4,60,130,41,10,89,0.7659648859265082,nenhuma,52.74897449867401,0.0,59,0,terminal,0.800040257256633,3,j6010_1.sm,2,centralizada,0,2.847058823529412,0.4166666666666667
True,247,76,0.6901493569361046,2.4424906541753444e-15,20.48492940677484,284.0,441.0,73.0,55.0,69.99211897813694,50,10,8,14,0.16666666666666666,0.3,332.0,0.17411316210889097,0.2108196354763161,0.06170159459871939,0.1095351834543232,31,14,73,41,29,114,10,0,11,0.6268507180531939,0.4857196752206667,18,60,93,20,11,73,0.6268507180531939,nenhuma,69.99211897813692,0.0,76,0,terminal,0.7932043049287035,3,j6021_1.sm,0,centralizada,0,3.25,0.5166666666666667
True,216,76,0.786122344651261,0.0,15.295683956117948,280.0,484.0,43.0,27.0,61.68024785596412,53,7,10,9,0.11666666666666667,0.2833333333333333,332.0,0.156676003411101,0.18578387908422928,0.04607133721722274,0.10018227492396989,30,9,43,18,30,61,5,0,4,0.7659648859265082,0.2570239140832174,6,60,52,9,4,43,0.7659648859265082,nenhuma,61.68024785596412,0.0,69,0,terminal,0.7657649490391586,3,j6021_1.sm,2,centralizada,0,2.8421052631578947,0.5
True,164,69,0.7079321204472654,4.440892098500626e-15,26.68823940253878,280.0,487.0,83.0,75.0,42.919061635905976,50,10,3,10,0.16666666666666666,0.21666666666666667,337.0,0.1129689609442058,0.12735626598191685,0.07919358873156908,0.06238969673822135,28,10,83,65,32,148,9,12,10,0.6268507180531939,0.4857196752206667,14,60,129,46,10,83,0.6268507180531939,nenhuma,42.91906163590598,0.0,47,0,terminal,0.7989561996697567,3,j6032_1.sm,0,centralizada,0,2.3768115942028984,0.4666666666666667
True,137,69,0.805705828420538,0.0,15.215543038675825,287.0,573.0,17.0,56.0,65.17767774285329,51,9,10,14,0.15,0.31666666666666665,337.0,0.1620618978871497,0.1934055719372501,0.045149979343251705,0.09164753026236032,40,14,17,42,20,59,1,17,6,0.7659648859265082,0.2570239140832174,2,60,52,35,6,17,0.7659648859265082,nenhuma,65.17767774285328,0.0,73,0,terminal,0.33679059336654776,3,j6032_1.sm,2,centralizada,0,1.9855072463768115,0.6666666666666666
True,167,108,0.5812029001081972,0.0,15.74923004696224,274.0,416.0,175.0,81.0,43.7569239977246,52,8,3,5,0.13333333333333333,0.18333333333333332,334.0,0.1158335459073893,0.13100875448420538,0.04715338337413844,0.06113377674829689,20,5,175,76,40,251,35,1,7,0.6268507180531939,0.4857196752206667,21,60,209,34,7,175,0.6268507180531939,nenhuma,43.7569239977246,0.0,47,0,terminal,0.9079099322703433,3,j6043_1.sm,0,centralizada,0,1.5462962962962963,0.3333333333333333
True,320,108,0.6648235482327199,0.0,13.633957602143948,278.0,434.0,93.0,58.0,67.80479482667083,50,10,8,5,0.16666666666666666,0.3,334.0,0.16875058660243272,0.20300836774452344,0.04082023234174835,0.10386687623008957,19,5,93,53,41,146,0,1,12,0.7659648859265082,0.2570239140832174,6,60,134,41,12,93,0.7659648859265082,nenhuma,67.80479482667083,0.0,72,0,terminal,0.7240532236268892,3,j6043_1.sm,2,centralizada,0,2.962962962962963,0.31666666666666665
True,138,85,0.681109957946311,0.0,8.5,294.0,422.0,89.0,69.0,39.576905427162295,54,6,5,9,0.1,0.18333333333333332,323.0,0.10915451269720448,0.1225291189695427,0.02631578947368421,0.06387730898374322,22,9,89,60,38,149,18,0,8,0.6268507180531939,0.4857196752206667,16,60,123,34,8,89,0.6268507180531939,nenhuma,39.576905427162295,0.0,43,0,terminal,0.8205334126477571,4,j6010_1.sm,0,centralizada,0,1.6235294117647059,0.36666666666666664
True,145,85,0.6978588851209511,0.0,13.482877992990229,256.0,443.0,61.0,57.0,73.7988245835981,49,11,7,11,0.18333333333333332,0.3,323.0,0.18598549192035238,0.22847933307615512,0.041742656325047145,0.11625545247662847,32,11,61,46,28,107,8,7,5,0.7659648859265082,0.2570239140832174,4,60,94,33,5,61,0.7659648859265082,nenhuma,73.7988245835981,0.0,81,0,terminal,0.7110963152492311,4,j6010_1.sm,2,centralizada,0,1.7058823529411764,0.5333333333333333
True,247,76,0.6657386347567276,3.552713678800501e-15,20.167910297605808,267.0,453.0,87.0,62.0,78.44721509295317,49,11,8,14,0.18333333333333332,0.31666666666666665,332.0,0.19112619652002605,0.23628679244865414,0.060746717763872915,0.11528773041158939,28,14,87,48,32,135,17,0,6,0.6268507180531939,0.4857196752206667,18,60,112,25,6,87,0.6268507180531939,nenhuma,78.4472150929532,0.0,85,0,terminal,0.8385107425896594,4,j6021_1.sm,0,centralizada,0,3.25,0.4666666666666667
True,281,76,0.7637200656210839,4.440892098500626e-16,9.0,273.0,474.0,38.0,34.0,74.64625683826522,52,8,10,10,0.13333333333333333,0.3,332.0,0.1835655820826949,0.22483812300682293,0.02710843373493976,0.12027182314533374,27,10,38,24,33,62,5,0,5,0.7659648859265082,0.2570239140832174,6,60,52,14,5,38,0.7659648859265082,nenhuma,74.64625683826522,0.0,81,0,terminal,0.6911504637925936,4,j6021_1.sm,2,centralizada,0,3.6973684210526314,0.45
True,137,69,0.7100899309978232,0.0,17.721674053471578,294.0,493.0,72.0,75.0,54.27825755426915,52,8,6,15,0.13333333333333333,0.23333333333333334,337.0,0.13872035183744122,0.1610630787960509,0.05258656989160705,0.07817939992168979,20,15,72,60,40,132,6,5,18,0.6268507180531939,0.4857196752206667,14,60,108,36,18,72,0.6268507180531939,nenhuma,54.27825755426916,0.0,61,0,terminal,0.7165169645564983,4,j6032_1.sm,0,centralizada,0,1.9855072463768115,0.3333333333333333
True,144,69,0.7262959578633046,0.0,16.12635627654868,263.0,545.0,26.0,79.0,100.38280758623449,49,11,11,14,0.18333333333333332,0.36666666666666664,337.0,0.2295078952467582,0.29787183260010236,0.04785268924791893,0.13377546309881097,34,14,26,65,26,91,0,27,6,0.7659648859265082,0.2570239140832174,2,60,85,59,6,26,0.7659648859265082,nenhuma,100.3828075862345,0.0,110,0,terminal,0.4497698174623255,4,j6032_1.sm,2,centralizada,0,2.0869565217391304,0.5666666666666667
True,179,108,0.597280815692437,0.0,12.0,279.0,406.0,151.0,84.0,38.7472634866362,51,9,3,8,0.15,0.2,334.0,0.10395049751458571,0.11600977091807245,0.03592814371257485,0.057002456012679434,21,8,151,76,39,227,23,0,6,0.6268507180531939,0.4857196752206667,21,60,198,47,6,151,0.6268507180531939,nenhuma,38.7472634866362,0.0,42,0,terminal,0.9640362862516727,4,j6043_1.sm,0,centralizada,0,1.6574074074074074,0.35
True,174,108,0.7072589086619926,1.7763568394002505e-15,12.26006629302272,262.0,462.0,77.0,59.0,55.22613026398136,47,13,4,8,0.21666666666666667,0.2833333333333333,334.0,0.14188700595853068,0.1653476954011418,0.03670678530845126,0.08454366367993181,28,8,77,51,32,128,1,5,9,0.7659648859265082,0.2570239140832174,6,60,118,41,9,77,0.7659648859265082,nenhuma,55.226130263981354,0.0,63,0,terminal,0.6325276247201198,4,j6043_1.sm,2,centralizada,0,1.6111111111111112,0.4666666666666667
True,143,85,0.7112004702070779,0.0,13.298154073482205,250.0,432.0,60.0,59.0,56.423670395234716,48,12,4,13,0.2,0.26666666666666666,323.0,0.14870888349285064,0.17468628605335826,0.04117075564545575,0.09289014100902802,27,13,60,46,33,106,13,0,6,0.6268507180531939,0.4857196752206667,16,60,87,27,6,60,0.6268507180531939,nenhuma,56.42367039523471,0.0,62,0,terminal,0.7956960518245553,5,j6010_1.sm,0,centralizada,0,1.6823529411764706,0.45
True,176,85,0.6728978569811435,0.0,13.482877992990229,259.0,456.0,64.0,70.0,87.66600126470371,51,9,11,18,0.15,0.3333333333333333,323.0,0.21347275156629458,0.27141176862137373,0.041742656325047145,0.1293646148708889,34,18,64,52,26,116,8,9,5,0.7659648859265082,0.2570239140832174,4,60,103,39,5,64,0.7659648859265082,nenhuma,87.66600126470371,0.0,96,0,terminal,0.7521032455344662,5,j6010_1.sm,2,centralizada,0,2.070588235294118,0.5666666666666667
True,203,76,0.6767133268420955,0.0,13.735170253136284,269.0,424.0,78.0,51.0,73.55778035081653,50,10,5,9,0.16666666666666666,0.25,332.0,0.18137435382743097,0.22155957936992932,0.0413709947383623,0.11739983551019145,31,9,78,42,29,120,11,0,6,0.6268507180531939,0.4857196752206667,18,60,103,25,6,78,0.6268507180531939,nenhuma,73.55778035081653,0.0,80,0,terminal,0.875,5,j6021_1.sm,0,centralizada,0,2.6710526315789473,0.5166666666666667
True,201,76,0.802049816714347,0.0,12.855244876958603,281.0,477.0,36.0,28.0,53.72615049531932,54,6,8,7,0.1,0.23333333333333334,332.0,0.13928573529777125,0.16182575450397385,0.0387206170992729,0.09033762926108654,25,7,36,21,35,57,5,0,5,0.7659648859265082,0.2570239140832174,6,60,47,11,5,36,0.7659648859265082,nenhuma,53.72615049531932,0.0,59,0,terminal,0.6894693056409857,5,j6021_1.sm,2,centralizada,0,2.6447368421052633,0.4166666666666667
True,141,69,0.6949203968379952,0.0,13.15293329460292,259.0,484.0,70.0,79.0,63.482650678094146,45,15,5,19,0.25,0.3333333333333333,337.0,0.15851535783286944,0.18837581803588768,0.039029475651640715,0.09114749752386159,29,19,70,60,31,130,9,10,11,0.6268507180531939,0.4857196752206667,14,60,110,40,11,70,0.6268507180531939,nenhuma,63.48265067809415,0.0,71,0,terminal,0.8865119129733339,5,j6032_1.sm,0,centralizada,0,2.0434782608695654,0.48333333333333334
True,135,69,0.7522605184868756,0.0,9.872081835974594,278.0,546.0,24.0,75.0,80.81238358520324,51,9,10,6,0.15,0.31666666666666665,337.0,0.19341787548698494,0.23979935781959416,0.02929401138271393,0.11134059629297667,30,6,24,69,30,93,0,36,7,0.7659648859265082,0.2570239140832174,2,60,86,62,7,24,0.7659648859265082,nenhuma,80.81238358520324,0.0,89,0,terminal,0.373645782494556,5,j6032_1.sm,2,centralizada,0,1.9565217391304348,0.5
True,185,108,0.5084967320261438,0.0,4.5,286.0,389.0,246.0,98.0,32.0,52,8,3,4,0.13333333333333333,0.18333333333333332,334.0,0.08743169398907104,0.09580838323353294,0.01347305389221557,0.04183006535947712,20,4,246,94,40,340,37,4,8,0.6268507180531939,0.4857196752206667,21,60,295,49,8,246,0.6268507180531939,nenhuma,32.0,0.0,35,0,terminal,0.916686263688819,5,j6043_1.sm,0,centralizada,0,1.712962962962963,0.3333333333333333
True,177,108,0.6603723569179442,0.0,4.96220153975726,294.0,440.0,98.0,68.0,60.29076064532031,54,6,11,5,0.1,0.2833333333333333,334.0,0.15290939241549759,0.18051125941712667,0.014856890837596585,0.0904871629721041,23,5,98,63,37,161,0,6,16,0.7659648859265082,0.2570239140832174,6,60,145,47,16,98,0.7659648859265082,nenhuma,60.29076064532031,0.0,68,0,terminal,0.7185847087150229,5,j6043_1.sm,2,centralizada,0,1.6388888888888888,0.38333333333333336
True,146,85,0.7196042173454245,0.0,8.850020677561997,302.0,428.0,70.0,58.0,38.77138916565214,56,4,7,10,0.06666666666666667,0.18333333333333332,323.0,0.10717096577225194,0.12003526057477443,0.027399444822173363,0.06518704475687845,20,10,70,48,40,118,16,0,6,0.6268507180531939,0.4857196752206667,16,60,96,26,6,70,0.6268507180531939,nenhuma,38.77138916565213,0.0,43,0,terminal,0.7577450709347242,6,j6010_1.sm,0,centralizada,0,1.7176470588235293,0.3333333333333333
True,151,85,0.6814025857582564,0.0,7.275637921252702,312.0,441.0,75.0,65.0,66.19449150498983,58,2,15,10,0.03333333333333333,0.2833333333333333,323.0,0.17008075126916627,0.20493650620739884,0.022525194802639946,0.10227913304864628,28,10,75,55,32,130,9,15,5,0.7659648859265082,0.2570239140832174,4,60,116,41,5,75,0.7659648859265082,nenhuma,66.19449150498983,0.0,74,0,terminal,0.8199707649154752,6,j6010_1.sm,2,centralizada,0,1.776470588235294,0.4666666666666667
True,235,76,0.6330674371183916,0.0,12.090510037577625,312.0,441.0,111.0,64.0,80.60825078502246,57,3,13,12,0.05,0.26666666666666666,332.0,0.1953626730237662,0.24279593609946526,0.03641719890836634,0.11571532592986564,24,12,111,52,36,163,18,0,7,0.6268507180531939,0.4857196752206667,18,60,138,27,7,111,0.6268507180531939,nenhuma,80.60825078502246,0.0,86,0,terminal,0.87,6,j6021_1.sm,0,centralizada,0,3.0921052631578947,0.4
True,336,76,0.7869612192825032,0.0,15.995287890830438,312.0,499.0,35.0,24.0,76.08461277793793,57,3,11,6,0.05,0.23333333333333334,332.0,0.186443228672628,0.2291705204154757,0.04817857798442903,0.11999126180433499,27,6,35,18,33,53,5,0,4,0.7659648859265082,0.2570239140832174,6,60,44,9,4,35,0.7659648859265082,nenhuma,76.08461277793793,0.0,81,0,terminal,0.6602966263882664,6,j6021_1.sm,2,centralizada,0,4.421052631578948,0.45
True,137,69,0.6889938914039296,0.0,4.649969034453542,321.0,467.0,95.0,81.0,34.7999135063688,57,3,8,11,0.05,0.18333333333333332,337.0,0.09359849812276165,0.10326383829783027,0.013798127698675198,0.051342457874246704,25,11,95,70,35,165,10,14,9,0.6268507180531939,0.4857196752206667,14,60,146,51,9,95,0.6268507180531939,nenhuma,34.79991350636881,0.0,38,0,terminal,0.8822039895622865,6,j6032_1.sm,0,centralizada,0,1.9855072463768115,0.4166666666666667
True,157,69,0.749330534553176,0.0,9.466240581708105,313.0,570.0,22.0,67.0,101.67899774014909,56,4,21,10,0.06666666666666667,0.4166666666666667,337.0,0.23178451273926384,0.30171809418441864,0.02808973466382227,0.13366873285869663,30,10,22,57,30,79,0,25,7,0.7659648859265082,0.2570239140832174,2,60,72,50,7,22,0.7659648859265082,nenhuma,101.6789977401491,0.0,110,0,terminal,0.4085512342654503,6,j6032_1.sm,2,centralizada,0,2.2753623188405796,0.5
