modelo,arquivo,celula,semente,atraso_relativo,E_total,TW,TL,TU,TR,taxa_omissao,retrabalho_sobre_plano,divida_latente_sobre_plano,S_UR_maximo,n_com_erro,concluiu,divida_pendente,reparo_pendente,violacoes,p2_ajuda
legado,j6013_1.sm,00000,4,4.217391304347826,0.8025105545418701,662.0,0.0,93.0,69.91126908345332,0.21666666666666667,0.20562137965721564,0.04298691053524874,14.61554958198457,13,True,0,0.0,0,0
legado,j6013_1.sm,00000,5,5.2898550724637685,0.7888548105513925,718.0,0.0,80.0,112.18016293534865,0.2833333333333333,0.3299416556922019,0.07083644740411092,24.084392117397712,17,True,0,0.0,0,0
legado,j6013_1.sm,00000,6,4.130434782608695,0.8800759560597662,720.0,0.0,15.0,83.11120397329051,0.23333333333333334,0.2444447175685015,0.07854168852939832,26.704174099995427,14,True,0,0.0,0,0
legado,j6013_1.sm,00000,7,4.217391304347826,0.7793112109722334,697.0,0.0,82.0,115.37953693807935,0.25,0.33935157922964515,0.11047454605582605,37.561345658980855,15,True,0,0.0,0,0
legado,j6013_1.sm,00000,8,4.449275362318841,0.69962321860581,681.0,0.0,214.0,78.3810741116886,0.18333333333333332,0.23053257091673118,0.07204955081335912,24.496847276542102,11,True,0,0.0,0,0
legado,j6013_1.sm,00000,9,5.0,0.7817526329655623,676.0,0.0,97.0,91.72366256779733,0.26666666666666666,0.2697754781405804,0.13439620015567583,45.69470805292978,16,True,0,0.0,0,0
legado,j6013_1.sm,00000,10,4.507246376811594,0.7477816277080737,723.0,0.0,141.0,102.85980667373639,0.2833333333333333,0.3025288431580482,0.08553223207378963,29.080958905088472,17,True,0,0.0,0,0
legado,j6013_1.sm,00000,11,4.057971014492754,0.9071512879322807,684.0,0.0,21.0,49.00874043741745,0.18333333333333332,0.1441433542276984,0.037065265634677214,12.602190315790253,11,True,0,0.0,0,0
legado,j6016_1.sm,00000,0,2.921875,0.8570078912735247,849.0,0.0,104.0,37.655988871205274,0.16666666666666666,0.10316709279782267,0.05211310265027716,19.021282467351163,10,True,0,0.0,0,0
legado,j6016_1.sm,00000,1,4.265625,0.8069087217938585,810.0,0.0,92.0,101.83101349960522,0.2,0.2789890780811102,0.07011585682990047,25.592287742913673,12,True,0,0.0,0,0
legado,j6016_1.sm,00000,2,2.84375,0.8394357995830629,819.0,0.0,99.0,57.655315637940234,0.16666666666666666,0.15795976887106913,0.0829646250601627,30.282088146959385,10,True,0,0.0,0,0
legado,j6016_1.sm,00000,3,3.4375,0.7969262223548871,818.0,0.0,141.0,67.44382510446287,0.2,0.1847776030259257,0.08788538627195909,32.07816598926507,12,True,0,0.0,0,0
legado,j6016_1.sm,00000,4,3.453125,0.774116104340608,870.0,0.0,177.0,76.86242208598152,0.16666666666666666,0.2105819783177576,0.10090360461207683,36.82981568340804,10,True,0,0.0,0,0
legado,j6016_1.sm,00000,5,3.15625,0.767485499907486,838.0,0.0,140.0,113.87730595693841,0.3333333333333333,0.3119926190601052,0.09207886364069869,33.60878522885502,20,True,0,0.0,0,0
legado,j6016_1.sm,00000,6,2.921875,0.830385026408001,822.0,0.0,67.0,100.90224276529624,0.21666666666666667,0.276444500726839,0.0911369564246454,33.26498909499557,13,True,0,0.0,0,0
legado,j6016_1.sm,00000,7,3.390625,0.79623360548484,836.0,0.0,147.0,66.94312503419843,0.25,0.18340582201150255,0.10701318580012167,39.05981281704441,15,True,0,0.0,0,0
legado,j6016_1.sm,00000,8,3.75,0.7395378701742581,868.0,0.0,197.0,108.70595206364789,0.3,0.297824526201775,0.09016699734044777,32.910954029263436,18,True,0,0.0,0,0
legado,j6016_1.sm,00000,9,4.265625,0.7818989091243441,824.0,0.0,117.0,112.8446727375605,0.26666666666666666,0.30916348695222057,0.09449250045098136,34.48976266460819,16,True,0,0.0,0,0
legado,j6016_1.sm,00000,10,4.640625,0.7946012351611478,881.0,0.0,155.0,72.73223072870033,0.18333333333333332,0.1992663855580831,0.06366355089379144,23.23719607623388,11,True,0,0.0,0,0
legado,j6016_1.sm,00000,11,4.0625,0.7919496252729424,840.0,0.0,100.0,120.67352416575378,0.35,0.3306123949746679,0.11074859700270617,40.423237905987754,21,True,0,0.0,0,0
legado,j6019_1.sm,00000,0,3.161290322580645,0.8359462566385195,701.0,0.0,90.0,47.57065503090937,0.2,0.14157933044913504,0.045925562977061726,15.43098916029274,12,True,0,0.0,0,0
legado,j6019_1.sm,00000,1,4.080645161290323,0.811475743967243,726.0,0.0,114.0,54.66629828100766,0.2,0.1626973163125228,0.05198549680715551,17.46712692720425,12,True,0,0.0,0,0
legado,j6019_1.sm,00000,2,5.161290322580645,0.8033852155872132,693.0,0.0,112.0,57.59989175114451,0.2,0.17142824925935868,0.06808028256234135,22.874974940946693,12,True,0,0.0,0,0
legado,j6019_1.sm,00000,3,2.8225806451612905,0.8248056486748618,688.0,0.0,73.0,73.1358974751753,0.25,0.21766636153325983,0.09089605547565822,30.54107463982116,15,True,0,0.0,0,0
legado,j6019_1.sm,00000,4,2.6129032258064515,0.8471862111050893,692.0,0.0,75.0,49.821604187040776,0.2,0.1482785838900023,0.0649814202181914,21.83375719331231,12,True,0,0.0,0,0
legado,j6019_1.sm,00000,5,3.370967741935484,0.7777174938248402,707.0,0.0,112.0,90.07046017822063,0.26666666666666666,0.26806684576851375,0.10294614485486238,34.58990467123376,16,True,0,0.0,0,0
legado,j6019_1.sm,00000,6,3.903225806451613,0.7908602274328408,697.0,0.0,115.0,69.31881693239998,0.25,0.20630600277499994,0.08352291808255102,28.063700475737143,15,True,0,0.0,0,0
legado,j6019_1.sm,00000,7,4.064516129032258,0.8423000198831411,706.0,0.0,86.0,46.18115081838525,0.13333333333333333,0.13744390124519418,0.07756110397798673,26.060530936603538,8,True,0,0.0,0,0
legado,j6019_1.sm,00000,8,3.967741935483871,0.714983328733335,745.0,0.0,233.0,63.982337294272995,0.2,0.190423622899622,0.04925123925631512,16.54841639012188,12,True,0,0.0,0,0
legado,j6019_1.sm,00000,9,3.193548387096774,0.7911456301245297,734.0,0.0,107.0,86.76850689861655,0.31666666666666665,0.2582396038649302,0.0995234720141781,33.43988659676384,19,True,0,0.0,0,0
legado,j6019_1.sm,00000,10,4.145161290322581,0.820261778786033,753.0,0.0,107.0,57.999618505230366,0.21666666666666667,0.1726179122179475,0.049107142857142856,16.5,13,True,0,0.0,0,0
legado,j6019_1.sm,00000,11,3.661290322580645,0.7906164491441247,730.0,0.0,101.0,92.33014420615146,0.2833333333333333,0.27479209585164127,0.06461616767970743,21.7110323403817,17,True,0,0.0,0,0
legado,j6021_1.sm,00000,0,3.3815789473684212,0.818698374342374,648.0,0.0,102.0,41.500289127251655,0.06666666666666667,0.12500087086521583,0.03521602156517454,11.691719159637948,4,True,0,0.0,0,0
legado,j6021_1.sm,00000,1,4.7105263157894735,0.8444245363558305,666.0,0.0,62.0,60.70280448524939,0.21666666666666667,0.1828397725459319,0.04308336350296722,14.303676682985119,13,True,0,0.0,0,0
legado,j6021_1.sm,00000,2,5.2368421052631575,0.8792473972416113,672.0,0.0,6.0,86.29000769090577,0.25,0.2599096617195957,0.09975791447958605,33.11962760722257,15,True,0,0.0,0,0
legado,j6021_1.sm,00000,3,3.776315789473684,0.845541288957873,642.0,0.0,69.0,48.276937015415356,0.13333333333333333,0.14541246088980528,0.057362010678985595,19.044187545423217,8,True,0,0.0,0,0
legado,j6021_1.sm,00000,4,3.223684210526316,0.8540937416251239,671.0,0.0,38.0,76.62804912170083,0.2,0.23080737687259284,0.08284308604347691,27.503904566434336,12,True,0,0.0,0,0
legado,j6021_1.sm,00000,5,3.3684210526315788,0.7836652083713391,677.0,0.0,92.0,94.88931493715631,0.21666666666666667,0.28581118956974794,0.06234953671834592,20.700046190490845,13,True,0,0.0,0,0
legado,j6021_1.sm,00000,6,3.4342105263157894,0.9185220910489431,671.0,0.0,0.0,59.52135222324892,0.23333333333333334,0.17928118139532806,0.05120481927710843,17.0,14,True,0,0.0,0,0
legado,j6021_1.sm,00000,7,4.394736842105263,0.7905237602770586,688.0,0.0,128.0,54.309071746146245,0.18333333333333332,0.16358154140405495,0.06210993055527118,20.62049694435003,11,True,0,0.0,0,0
legado,j6021_1.sm,00000,8,4.315789473684211,0.6685463393613156,697.0,0.0,217.0,128.56049126806548,0.31666666666666665,0.3872303953857394,0.08217078725712249,27.280701369364664,19,True,0,0.0,0,0
legado,j6021_1.sm,00000,9,4.078947368421052,0.7831409164182589,648.0,0.0,84.0,95.43729310385947,0.26666666666666666,0.2874617262164442,0.10447513458814857,34.68574468326533,16,True,0,0.0,0,0
legado,j6021_1.sm,00000,10,3.8815789473684212,0.731882991894907,685.0,0.0,181.0,69.94195737009414,0.26666666666666666,0.21066854629546428,0.04918209520754172,16.32845560890385,16,True,0,0.0,0,0
legado,j6021_1.sm,00000,11,4.065789473684211,0.8319786915207571,669.0,0.0,27.0,108.10713257228778,0.26666666666666666,0.32562389329002345,0.08486637827173729,28.17563758621678,16,True,0,0.0,0,0
legado,j6024_1.sm,00000,0,2.4615384615384617,0.8250636437333642,527.0,0.0,85.0,26.738603988603987,0.2,0.09415001404438024,0.028169014084507043,8.0,12,True,0,0.0,0,0
legado,j6024_1.sm,00000,1,3.6923076923076925,0.7852285159007537,525.0,0.0,92.0,51.59517881588954,0.2,0.1816731648446815,0.12273441840593503,34.85657482728555,12,True,0,0.0,0,0
legado,j6024_1.sm,00000,2,2.276923076923077,0.7829621358120704,558.0,0.0,109.0,45.678141735749755,0.18333333333333332,0.16083852723855546,0.06850368256320602,19.455045847950508,11,True,0,0.0,0,0
legado,j6024_1.sm,00000,3,3.169230769230769,0.7531855514094012,532.0,0.0,119.0,55.33325215080542,0.23333333333333334,0.1948353948972022,0.07336624849293788,20.836014571994358,14,True,0,0.0,0,0
legado,j6024_1.sm,00000,4,2.476923076923077,0.763393813700826,568.0,0.0,133.0,43.045851310237595,0.11666666666666667,0.15156989897970985,0.036635545940792685,10.404495047185122,7,True,0,0.0,0,0
legado,j6024_1.sm,00000,5,2.3384615384615386,0.8068998293174487,553.0,0.0,72.0,60.33909651186698,0.2,0.21246160743615133,0.07894680728538772,22.42089326905011,12,True,0,0.0,0,0
legado,j6024_1.sm,00000,6,2.353846153846154,0.8169107987552239,545.0,0.0,74.0,48.14750353459559,0.15,0.1695334631499845,0.04692666759561574,13.327173597154871,9,True,0,0.0,0,0
legado,j6024_1.sm,00000,7,3.4153846153846152,0.7863261962851292,550.0,0.0,106.0,43.455267544672935,0.16666666666666666,0.1530115054389892,0.09491291388969343,26.955267544672935,10,True,0,0.0,0,0
legado,j6024_1.sm,00000,8,3.230769230769231,0.6662840725347751,610.0,0.0,226.0,79.52541197532912,0.26666666666666666,0.28001905625115886,0.14913792079040367,42.35516950447464,16,True,0,0.0,0,0
legado,j6024_1.sm,00000,9,2.4615384615384617,0.7416901198516644,538.0,0.0,141.0,46.3703205694559,0.16666666666666666,0.16327577665301374,0.06868239362221505,19.505799788709076,10,True,0,0.0,0,0
legado,j6024_1.sm,00000,10,3.4153846153846152,0.7071121931338483,621.0,0.0,170.0,87.21990064658908,0.2833333333333333,0.3071123262203841,0.12912413479562979,36.67125428195886,17,True,0,0.0,0,0
legado,j6024_1.sm,00000,11,2.2615384615384615,0.826639379126554,531.0,0.0,49.0,62.35991341359351,0.23333333333333334,0.2195771599070194,0.05828657775067342,16.55338808119125,14,True,0,0.0,0,0
legado,j6027_1.sm,00000,0,2.0416666666666665,0.7830665841813231,619.0,0.0,119.0,52.481949433647806,0.18333333333333332,0.15168193477932893,0.06788377833138251,23.487787302658347,11,True,0,0.0,0,0
legado,j6027_1.sm,00000,1,3.1145833333333335,0.8105340504686711,607.0,0.0,101.0,40.888957409028556,0.18333333333333332,0.11817617748274149,0.03495178997292443,12.093319330631854,11,True,0,0.0,0,0
legado,j6027_1.sm,00000,2,2.2604166666666665,0.8086373914187999,619.0,0.0,92.0,54.485255281022376,0.18333333333333332,0.15747183607231902,0.04444169200346723,15.376825433199661,11,True,0,0.0,0,0
legado,j6027_1.sm,00000,3,2.1458333333333335,0.7845463332209597,606.0,0.0,117.0,49.42091937650557,0.2,0.1428350270997271,0.05843723970567707,20.219284938164265,12,True,0,0.0,0,0
legado,j6027_1.sm,00000,4,2.25,0.7959699577390406,601.0,0.0,120.0,34.0536225100074,0.16666666666666666,0.09842087430637977,0.043860059593634385,15.175580619397497,10,True,0,0.0,0,0
legado,j6027_1.sm,00000,5,2.1145833333333335,0.7893917819746477,600.0,0.0,96.0,64.0788527328117,0.2,0.18519899633760606,0.08843182719925022,30.597412210940576,12,True,0,0.0,0,0
legado,j6027_1.sm,00000,6,2.1354166666666665,0.8165854259114448,589.0,0.0,80.0,52.296243246783774,0.25,0.15114521169590686,0.05968967078363129,20.652626091136426,15,True,0,0.0,0,0
legado,j6027_1.sm,00000,7,2.5625,0.7723695385606748,669.0,0.0,132.0,65.16569737679464,0.2,0.18834016582888624,0.11157235258649278,38.6040339949265,12,True,0,0.0,0,0
legado,j6027_1.sm,00000,8,2.3125,0.7206296748538031,664.0,0.0,196.0,61.41639897733623,0.21666666666666667,0.17750404328709893,0.06492402193494921,22.46371158949243,13,True,0,0.0,0,0
legado,j6027_1.sm,00000,9,3.3854166666666665,0.7974059857036618,628.0,0.0,94.0,65.55365680611058,0.23333333333333334,0.18946143585581093,0.06205062752302619,21.469517122967062,14,True,0,0.0,0,0
legado,j6027_1.sm,00000,10,2.8645833333333335,0.6947229571451109,683.0,0.0,214.0,86.12570928520175,0.2,0.24891823492832876,0.09748039003570196,33.72821495235288,12,True,0,0.0,0,0
legado,j6027_1.sm,00000,11,2.5416666666666665,0.8299094376910527,607.0,0.0,56.0,68.40510570499818,0.31666666666666665,0.1977026176445034,0.05635838150289017,19.5,19,True,0,0.0,0,0
legado,j602_1.sm,00000,0,2.646153846153846,0.7943267274572686,661.0,0.0,98.0,73.15127623356848,0.18333333333333332,0.22577554393076693,0.09827149755792071,31.83996520876631,11,True,0,0.0,0,0
legado,j602_1.sm,00000,1,3.9846153846153847,0.8051402740512005,689.0,0.0,80.0,86.75150344073471,0.3,0.2677515538294281,0.13270284287084996,42.995721090155385,18,True,0,0.0,0,0
legado,j602_1.sm,00000,2,5.123076923076923,0.8706081361737347,680.0,0.0,57.0,44.06322666424324,0.23333333333333334,0.13599761316124456,0.0802631082226361,26.005247064134096,14,True,0,0.0,0,0
legado,j602_1.sm,00000,3,3.9384615384615387,0.7929854673133355,695.0,0.0,137.0,44.43472503309057,0.18333333333333332,0.13714421306509436,0.07940133718143333,25.7260332467844,11,True,0,0.0,0,0
legado,j602_1.sm,00000,4,2.7384615384615385,0.7927855640443673,727.0,0.0,121.0,69.01972509594577,0.21666666666666667,0.21302384288872153,0.08462762493551652,27.419350479107354,13,True,0,0.0,0,0
legado,j602_1.sm,00000,5,2.476923076923077,0.8163074912851692,650.0,0.0,65.0,81.268571511772,0.25,0.25082892441904936,0.09684506058680187,31.377799630123803,15,True,0,0.0,0,0
legado,j602_1.sm,00000,6,2.4923076923076923,0.8506615359008403,676.0,0.0,70.0,48.67563945291616,0.21666666666666667,0.15023345510159308,0.08634150901671592,27.974648921415955,13,True,0,0.0,0,0
legado,j602_1.sm,00000,7,3.6,0.7721677828077773,665.0,0.0,119.0,77.21179205626663,0.21666666666666667,0.23830800017366244,0.11660579301464584,37.78027693674525,13,True,0,0.0,0,0
legado,j602_1.sm,00000,8,2.8461538461538463,0.744192302013285,718.0,0.0,174.0,72.80439001797492,0.23333333333333334,0.22470490746288557,0.10573913402143656,34.25947942294545,14,True,0,0.0,0,0
legado,j602_1.sm,00000,9,4.476923076923077,0.7900466271128774,678.0,0.0,108.0,72.17719705691647,0.21666666666666667,0.222769126718878,0.14710355106822925,47.66155054610628,13,True,0,0.0,0,0
legado,j602_1.sm,00000,10,3.3384615384615386,0.7463883893011245,762.0,0.0,211.0,47.91620250616879,0.16666666666666666,0.14788951390792834,0.04546313882733636,14.73005698005698,10,True,0,0.0,0,0
legado,j602_1.sm,00000,11,2.5538461538461537,0.7807692569911322,663.0,0.0,114.0,72.16253305748464,0.21666666666666667,0.22272386746137235,0.08022391769409092,25.992549332885456,13,True,0,0.0,0,0
legado,j6032_1.sm,00000,0,2.971014492753623,0.7792386924206031,717.0,0.0,152.0,51.128847520049696,0.18333333333333332,0.15171764842744717,0.05968984910483242,20.115479148328525,11,True,0,0.0,0,0
legado,j6032_1.sm,00000,1,2.971014492753623,0.7689882978631827,714.0,0.0,152.0,62.49267275460392,0.21666666666666667,0.1854381980848781,0.08111705170242152,27.33644642371605,13,True,0,0.0,0,0
legado,j6032_1.sm,00000,2,4.913043478260869,0.8031072874325407,705.0,0.0,106.0,66.8403720551702,0.2,0.19833938295302733,0.07122837848773918,24.003963550368102,12,True,0,0.0,0,0
legado,j6032_1.sm,00000,3,2.5217391304347827,0.7489788877460174,737.0,0.0,188.0,59.00637462283248,0.18333333333333332,0.17509309977101625,0.08368499148739383,28.20184213125172,11,True,0,0.0,0,0
legado,j6032_1.sm,00000,4,3.1594202898550723,0.7637419479638451,710.0,0.0,142.0,77.63336882683673,0.21666666666666667,0.23036607960485678,0.08529021250557686,28.742801614379403,13,True,0,0.0,0,0
legado,j6032_1.sm,00000,5,2.869565217391304,0.7746143492112745,678.0,0.0,133.0,64.27425833300302,0.25,0.19072480217508314,0.05755418804245214,19.39576137030637,15,True,0,0.0,0,0
legado,j6032_1.sm,00000,6,2.5217391304347827,0.7966566319163744,685.0,0.0,103.0,71.84346650352735,0.21666666666666667,0.21318536054459156,0.09849482068345278,33.19275457032359,13,True,0,0.0,0,0
legado,j6032_1.sm,00000,7,2.6956521739130435,0.7871956394932375,736.0,0.0,129.0,69.9645286066434,0.18333333333333332,0.20760987717104865,0.147718251646098,49.78105080473503,11,True,0,0.0,0,0
legado,j6032_1.sm,00000,8,2.6956521739130435,0.7615044434643929,749.0,0.0,183.0,51.579290217263605,0.16666666666666666,0.15305427364173177,0.04751778721857926,16.01349429266121,10,True,0,0.0,0,0
legado,j6032_1.sm,00000,9,2.652173913043478,0.747067427866667,693.0,0.0,165.0,69.62711122199177,0.2,0.20660863864092513,0.07558315877646521,25.471524507668775,12,True,0,0.0,0,0
legado,j6032_1.sm,00000,10,2.5072463768115942,0.7350353555134623,716.0,0.0,201.0,57.10280285066675,0.2,0.16944451884470846,0.05611540605160603,18.910891839391233,12,True,0,0.0,0,0
legado,j6032_1.sm,00000,11,2.8550724637681157,0.8503485400475139,661.0,0.0,64.0,52.3283175897099,0.18333333333333332,0.15527690679439138,0.04747774480712166,16.0,11,True,0,0.0,0,0
legado,j6035_1.sm,00000,0,2.5128205128205128,0.8393539351996586,676.0,0.0,93.0,36.381343496291166,0.13333333333333333,0.10306329602348772,0.04508054797716014,15.913433435937531,8,True,0,0.0,0,0
legado,j6035_1.sm,00000,1,4.589743589743589,0.7665137625034664,761.0,0.0,131.0,100.80670123200628,0.3,0.2855713915920858,0.10378994203871807,36.63784953966748,18,True,0,0.0,0,0
legado,j6035_1.sm,00000,2,4.256410256410256,0.8399970113399519,763.0,0.0,87.0,58.336565130002924,0.23333333333333334,0.16525939130312442,0.040260513148638356,14.21196114146934,14,True,0,0.0,0,0
legado,j6035_1.sm,00000,3,2.91025641025641,0.7822155684258383,737.0,0.0,148.0,57.19551457300713,0.16666666666666666,0.16202695346460944,0.041854794441842966,14.774742437970566,10,True,0,0.0,0,0
legado,j6035_1.sm,00000,4,2.6923076923076925,0.782440705314857,761.0,0.0,126.0,85.59766117839028,0.31666666666666665,0.24248629229005747,0.09343983546291265,32.984261918408166,19,True,0,0.0,0,0
legado,j6035_1.sm,00000,5,2.5384615384615383,0.7655641532386669,768.0,0.0,145.0,90.18176700284157,0.31666666666666665,0.25547242777008944,0.08921605298195533,31.49326670263023,19,True,0,0.0,0,0
legado,j6035_1.sm,00000,6,2.551282051282051,0.8561910685762102,737.0,0.0,80.0,43.789170839615,0.18333333333333332,0.12404864260514163,0.07503102957821364,26.485953441109416,11,True,0,0.0,0,0
legado,j6035_1.sm,00000,7,3.230769230769231,0.8124331113932098,746.0,0.0,103.0,69.22943887739106,0.21666666666666667,0.1961173905875101,0.07779324803115732,27.461016554998533,13,True,0,0.0,0,0
legado,j6035_1.sm,00000,8,3.5,0.7390632968109387,791.0,0.0,199.0,80.27368753551748,0.2833333333333333,0.22740421398163593,0.08111119550600039,28.63225201361814,17,True,0,0.0,0,0
legado,j6035_1.sm,00000,9,2.6666666666666665,0.8013087022244376,731.0,0.0,111.0,70.25765796719755,0.2,0.1990301925416361,0.1276847939263144,45.07273225598898,12,True,0,0.0,0,0
legado,j6035_1.sm,00000,10,2.8076923076923075,0.7843693705999046,762.0,0.0,136.0,73.48107583191832,0.2,0.20816168790911704,0.09388982629590067,33.14310868245294,12,True,0,0.0,0,0
legado,j6035_1.sm,00000,11,3.41025641025641,0.8423321588313935,754.0,0.0,57.0,84.1338163867081,0.23333333333333334,0.23833942319180768,0.08680192125383233,30.641078202602813,14,True,0,0.0,0,0
legado,j6038_1.sm,00000,0,2.73972602739726,0.8024696666592255,668.0,0.0,93.0,71.43021855388217,0.26666666666666666,0.20947278168293892,0.058930800634988234,20.095403016530987,16,True,0,0.0,0,0
legado,j6038_1.sm,00000,1,2.6575342465753424,0.8566800832385698,692.0,0.0,69.0,46.76945039270938,0.15,0.13715381346835595,0.08033289256084598,27.39351636324848,9,True,0,0.0,0,0
legado,j6038_1.sm,00000,2,3.6027397260273974,0.7909405257215719,724.0,0.0,84.0,107.36591748096055,0.25,0.3148560629940192,0.11686937090470362,39.852455478503934,15,True,0,0.0,0,0
legado,j6038_1.sm,00000,3,2.5616438356164384,0.8169797870855678,680.0,0.0,98.0,54.333933775498615,0.15,0.1593370491950106,0.059185495370410464,20.182253921309968,9,True,0,0.0,0,0
legado,j6038_1.sm,00000,4,2.4383561643835616,0.8497885134969616,652.0,0.0,89.0,26.249721129975203,0.08333333333333333,0.07697865434010323,0.016129032258064516,5.5,5,True,0,0.0,0,0
legado,j6038_1.sm,00000,5,2.506849315068493,0.8210141446441065,702.0,0.0,112.0,41.040080100329114,0.1,0.12035214105668361,0.021673358854858993,7.390615369506916,6,True,0,0.0,0,0
legado,j6038_1.sm,00000,6,2.3424657534246576,0.8407366817773012,688.0,0.0,81.0,49.3299419570717,0.16666666666666666,0.1446625863843745,0.058195616582496314,19.844705254631243,10,True,0,0.0,0,0
legado,j6038_1.sm,00000,7,3.0136986301369864,0.7261059198266523,726.0,0.0,202.0,71.85412620423533,0.21666666666666667,0.210715912622391,0.08646275370177599,29.483799012305614,13,True,0,0.0,0,0
legado,j6038_1.sm,00000,8,3.164383561643836,0.7119437896841468,779.0,0.0,241.0,74.18750649626782,0.21666666666666667,0.21755867007703172,0.09713499509760665,33.12303332828387,13,True,0,0.0,0,0
legado,j6038_1.sm,00000,9,3.3013698630136985,0.7869865291938378,692.0,0.0,116.0,71.30348783588614,0.23333333333333334,0.20910113734863972,0.08833451459896112,30.12206947824574,14,True,0,0.0,0,0
legado,j6038_1.sm,00000,10,3.7260273972602738,0.7457028224623055,763.0,0.0,174.0,86.19580537536304,0.21666666666666667,0.2527736228016511,0.05214154703036528,17.78026753735456,13,True,0,0.0,0,0
legado,j6038_1.sm,00000,11,3.7945205479452055,0.8445580734247123,670.0,0.0,43.0,80.31430375548564,0.2833333333333333,0.23552581746476728,0.0717319684328042,24.460601235586232,17,True,0,0.0,0,0
legado,j6040_1.sm,00000,0,2.1744186046511627,0.8465585895175316,750.0,0.0,103.0,32.93986203298461,0.1,0.08783963208795895,0.053228047893093676,19.960517959910128,6,True,0,0.0,0,0
legado,j6040_1.sm,00000,1,2.127906976744186,0.8151589643602576,699.0,0.0,114.0,44.50145745938039,0.13333333333333333,0.11867055322501438,0.07373565254833997,27.65086970562749,8,True,0,0.0,0,0
legado,j6040_1.sm,00000,2,3.383720930232558,0.8224070504358558,777.0,0.0,103.0,64.78762017933676,0.2,0.17276698714489802,0.05620712396250223,21.077671485938335,12,True,0,0.0,0,0
legado,j6040_1.sm,00000,3,2.5813953488372094,0.7674280044152593,796.0,0.0,200.0,41.23084826245198,0.15,0.10994892869987194,0.037756271506858646,14.158601815071993,9,True,0,0.0,0,0
