grupo,instancia,semente,risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total,TL,TU,TW,TR,concluiu,divida_pendente,violacoes,makespan,tau_portao,tau_rede
obs=0,j6032_1.sm,1005,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.6376811594202898,0.21140859439445098,0.8563076975807438,7.0,7.0,508.0,71.24469631092998,True,0,0,113,,
obs=0,j6032_1.sm,1006,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.7246376811594204,0.245537196056381,0.8468895713694115,5.0,5.0,513.0,82.74603507100039,True,0,0,119,,
obs=0,j6032_1.sm,1007,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.608695652173913,0.15978806999269343,0.876802801148118,8.0,7.0,490.0,53.848579587537685,True,0,0,111,,
obs=0,j6032_1.sm,1008,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.681159420289855,0.2344008608860647,0.8176090393303843,5.0,30.0,511.0,78.9930901186038,True,0,0,116,,
obs=0,j6032_1.sm,1009,0.18,0.42,0.85,0.135,0.62,0.15,1.565217391304348,0.16338125734751713,0.8786427681093679,4.0,10.0,500.0,55.05948372611327,True,0,0,108,,
obs=0,j6032_1.sm,1010,0.18,0.42,0.85,0.135,0.62,0.1,1.565217391304348,0.15638918803311486,0.8741394433824256,11.0,8.0,498.0,52.70315636715971,True,0,0,108,,
obs=0,j6032_1.sm,1011,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.608695652173913,0.1893670818373048,0.8681974869422575,7.0,6.0,506.0,63.816706579171715,True,0,0,111,,
obs=0,j6032_1.sm,1012,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.565217391304348,0.20298119988031407,0.8582146323897014,9.0,9.0,523.0,68.40466435966584,True,0,0,108,,
obs=0,j6032_1.sm,1013,0.18,0.42,0.85,0.135,0.62,0.18333333333333332,1.6666666666666667,0.19978163717297384,0.8545351161944852,3.0,17.0,513.0,67.32641172729218,True,0,0,115,,
sim=1,j6010_1.sm,1014,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.576470588235294,0.236860910886385,0.8305733360867101,17.0,4.0,478.0,76.50607421630235,True,0,0,134,,
sim=1,j6010_1.sm,1015,0.18,0.42,0.85,0.135,0.62,0.1,1.588235294117647,0.2527213126221289,0.8281159384174102,15.0,3.0,480.0,81.62898397694762,True,0,0,135,,
sim=1,j6010_1.sm,1016,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.5529411764705883,0.21643732785673858,0.8482404556427104,10.0,4.0,469.0,69.90925689772656,True,0,0,132,,
sim=1,j6010_1.sm,1017,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6705882352941177,0.2214018385862512,0.8551168740150269,9.0,2.0,487.0,71.51279386335914,True,0,0,142,,
sim=1,j6032_1.sm,1014,0.18,0.42,0.85,0.135,0.62,0.05,1.6521739130434783,0.2096454600172455,0.8415465292372782,9.0,16.0,508.0,70.65052002581173,True,0,0,114,,
sim=1,j6032_1.sm,1015,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6231884057971016,0.18668166076027548,0.8619045891061431,9.0,9.0,505.0,62.91171967621284,True,0,0,112,,
sim=1,j6032_1.sm,1016,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6666666666666667,0.19890447515358867,0.8614930923275371,7.0,7.0,504.0,67.03080812675938,True,0,0,115,,
sim=1,j6032_1.sm,1017,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.5942028985507246,0.14595231112735846,0.8868012868398395,7.0,7.0,495.0,49.185928849919804,True,0,0,110,,
obs=1,j6010_1.sm,1018,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.611764705882353,0.19112833854056366,0.8547247649266063,13.0,6.0,475.0,61.73445334860206,True,0,0,137,,
obs=1,j6010_1.sm,1019,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.576470588235294,0.16142527317581923,0.8666888759409697,13.0,5.0,456.0,52.140363235789614,True,0,0,134,,
obs=1,j6010_1.sm,1020,0.18,0.42,0.85,0.135,0.62,0.05,1.5411764705882354,0.15143139876318235,0.8786486369299056,11.0,5.0,470.0,48.912341800507896,True,0,0,131,,
obs=1,j6010_1.sm,1021,0.18,0.42,0.85,0.135,0.62,0.05,1.5294117647058822,0.19830432963139544,0.8491830680588084,12.0,6.0,462.0,64.05229847094073,True,0,0,130,,
obs=1,j6010_1.sm,1022,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.6352941176470588,0.22251210529849483,0.8423906436227812,13.0,4.0,475.0,71.87141001141383,True,0,0,139,,
obs=1,j6010_1.sm,1023,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.576470588235294,0.17983677042273524,0.867888946820765,8.0,5.0,467.0,58.08727684654348,True,0,0,134,,
obs=1,j6010_1.sm,1024,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.5294117647058822,0.22388233587295467,0.848232451628738,12.0,3.0,488.0,72.31399448696436,True,0,0,130,,
obs=1,j6010_1.sm,1025,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.5529411764705883,0.19771931988635794,0.8581245881812853,9.0,6.0,477.0,63.86334032329361,True,0,0,132,,
obs=1,j6010_1.sm,1026,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.611764705882353,0.2726808714452158,0.8225296492133717,13.0,4.0,487.0,88.07592147680471,True,0,0,137,,
obs=1,j6010_1.sm,1027,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.7058823529411764,0.227983141999565,0.8516206669140263,9.0,5.0,503.0,73.63855486585949,True,0,0,145,,
obs=1,j6032_1.sm,1018,0.18,0.42,0.85,0.135,0.62,0.18333333333333332,1.6231884057971016,0.24770531885214903,0.8487649756817903,4.0,5.0,519.0,83.47669245317422,True,0,0,112,,
obs=1,j6032_1.sm,1019,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6231884057971016,0.24148030507988708,0.8361386969035572,8.0,9.0,502.0,81.37886281192195,True,0,0,112,,
obs=1,j6032_1.sm,1020,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.6666666666666667,0.21917493946286493,0.8537734767087651,7.0,7.0,513.0,73.86195459898548,True,0,0,115,,
obs=1,j6032_1.sm,1021,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.6521739130434783,0.14533956422772953,0.8776915804178956,8.0,12.0,495.0,48.97943314474485,True,0,0,114,,
obs=1,j6032_1.sm,1022,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.565217391304348,0.2247843855757357,0.8418355661573664,6.0,12.0,499.0,75.75233793902294,True,0,0,108,,
obs=1,j6032_1.sm,1023,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.608695652173913,0.19955135640787344,0.857020464722487,8.0,7.0,493.0,67.24880710945335,True,0,0,111,,
obs=1,j6032_1.sm,1024,0.18,0.42,0.85,0.135,0.62,0.05,1.6666666666666667,0.18361789487908678,0.8589978834976615,3.0,19.0,511.0,61.87923057425224,True,0,0,115,,
obs=1,j6032_1.sm,1025,0.18,0.42,0.85,0.135,0.62,0.15,1.7391304347826086,0.1590153903359193,0.8655941055012801,8.0,19.0,519.0,53.588186543204806,True,0,0,120,,
obs=1,j6032_1.sm,1026,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.608695652173913,0.2521221205631667,0.8367494222952782,7.0,5.0,497.0,84.96515462978718,True,0,0,111,,
obs=1,j6032_1.sm,1027,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.7246376811594204,0.2276171768200803,0.8528686889483382,4.0,9.0,520.0,76.70698858836707,True,0,0,119,,
sim=2,j6010_1.sm,1028,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.7294117647058824,0.2701106068874632,0.8141341802903623,14.0,4.0,461.0,87.24572602465061,True,0,0,147,,
sim=2,j6010_1.sm,1029,0.18,0.42,0.85,0.135,0.62,0.2,1.7647058823529411,0.22094158125698574,0.8408897408853016,9.0,8.0,467.0,71.3641307460064,True,0,0,150,,
sim=2,j6010_1.sm,1030,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.423529411764706,0.1954860251262176,0.8413750695075884,12.0,8.0,441.0,63.14198611576828,True,0,0,121,,
sim=2,j6010_1.sm,1031,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.4941176470588236,0.16194552583697436,0.8653890992503533,11.0,7.0,452.0,52.30840484534272,True,0,0,127,,
sim=2,j6032_1.sm,1028,0.18,0.42,0.85,0.135,0.62,0.15,1.855072463768116,0.23226328114494266,0.8539559807172495,6.0,5.0,522.0,78.27272574584568,True,0,0,128,,
sim=2,j6032_1.sm,1029,0.18,0.42,0.85,0.135,0.62,0.18333333333333332,1.5942028985507246,0.2204793183025597,0.8543278702643594,7.0,6.0,512.0,74.30153026796262,True,0,0,110,,
sim=2,j6032_1.sm,1030,0.18,0.42,0.85,0.135,0.62,0.03333333333333333,1.6231884057971016,0.1968193994705334,0.8673142399460178,6.0,6.0,512.0,66.32813762156975,True,0,0,112,,
sim=2,j6032_1.sm,1031,0.18,0.42,0.85,0.135,0.62,0.016666666666666666,1.608695652173913,0.187685204498159,0.8594618948928172,12.0,7.0,503.0,63.24991391587959,True,0,0,111,,
obs=2,j6010_1.sm,1032,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.6470588235294117,0.15113101460864373,0.8900268639097969,6.0,4.0,476.0,48.81531771859192,True,0,0,140,,
obs=2,j6010_1.sm,1033,0.18,0.42,0.85,0.135,0.62,0.1,1.6588235294117648,0.2297621238043019,0.8341675492313173,8.0,15.0,489.0,74.21316598878951,True,0,0,141,,
obs=2,j6010_1.sm,1034,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.588235294117647,0.21724087160742464,0.8474138982761777,10.0,5.0,473.0,70.16880152919816,True,0,0,135,,
obs=2,j6010_1.sm,1035,0.18,0.42,0.85,0.135,0.62,0.1,1.6470588235294117,0.09514322510612548,0.9142637886740168,10.0,4.0,477.0,30.73126170927853,True,0,0,140,,
obs=2,j6010_1.sm,1036,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.6235294117647059,0.24192137455163876,0.8334190952479215,12.0,6.0,481.0,78.14060398017932,True,0,0,138,,
obs=2,j6010_1.sm,1037,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.7647058823529411,0.17822161339696244,0.8696189926436865,12.0,3.0,484.0,57.56558112721887,True,0,0,150,,
obs=2,j6010_1.sm,1038,0.18,0.42,0.85,0.135,0.62,0.1,1.6352941176470588,0.16283633209803763,0.8738444910204776,15.0,3.0,489.0,52.596135267666156,True,0,0,139,,
obs=2,j6010_1.sm,1039,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6588235294117648,0.1759568167773322,0.8630744144929337,14.0,5.0,478.0,56.8340518190783,True,0,0,141,,
obs=2,j6010_1.sm,1040,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.7176470588235293,0.25956644216045394,0.8352418710874845,10.0,4.0,496.0,83.83996081782662,True,0,0,146,,
obs=2,j6010_1.sm,1041,0.18,0.42,0.85,0.135,0.62,0.1,1.6235294117647059,0.24773184783445143,0.8344577438067873,13.0,3.0,484.0,80.01738685052781,True,0,0,138,,
obs=2,j6032_1.sm,1032,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6231884057971016,0.1658322203751612,0.8841318600613592,5.0,7.0,518.0,55.88545826642933,True,0,0,112,,
obs=2,j6032_1.sm,1033,0.18,0.42,0.85,0.135,0.62,0.1,1.6231884057971016,0.2728057189065899,0.832390256109186,6.0,11.0,541.0,91.9355272715208,True,0,0,112,,
obs=2,j6032_1.sm,1034,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.5942028985507246,0.22131427320216654,0.8511969875937387,7.0,6.0,501.0,74.58291006913012,True,0,0,110,,
obs=2,j6032_1.sm,1035,0.18,0.42,0.85,0.135,0.62,0.1,1.710144927536232,0.18928208250035228,0.8644876365897407,8.0,8.0,509.0,63.788061802618714,True,0,0,118,,
obs=2,j6032_1.sm,1036,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.5942028985507246,0.18433401871673055,0.8778250268616782,5.0,4.0,511.0,62.120564307538196,True,0,0,110,,
obs=2,j6032_1.sm,1037,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6956521739130435,0.10506590568719702,0.9140813086187223,4.0,9.0,515.0,35.4072102165854,True,0,0,117,,
obs=2,j6032_1.sm,1038,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.608695652173913,0.17452316807696727,0.8586338596349958,8.0,16.0,503.0,58.81430764193797,True,0,0,111,,
obs=2,j6032_1.sm,1039,0.18,0.42,0.85,0.135,0.62,0.1,1.681159420289855,0.263432138595652,0.8288223292595018,10.0,8.0,517.0,88.77663070673472,True,0,0,116,,
obs=2,j6032_1.sm,1040,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.5942028985507246,0.22157884667652297,0.8376656055946133,11.0,12.0,504.0,74.67207132998824,True,0,0,110,,
obs=2,j6032_1.sm,1041,0.18,0.42,0.85,0.135,0.62,0.1,1.6956521739130435,0.17278850311621083,0.8834966973655395,5.0,6.0,525.0,58.22972555016305,True,0,0,117,,
sim=3,j6010_1.sm,1042,0.18,0.42,0.85,0.135,0.62,0.1,1.6235294117647059,0.2917943709125712,0.8280418083020904,6.0,4.0,502.0,94.24958180476051,True,0,0,138,,
sim=3,j6010_1.sm,1043,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.776470588235294,0.2626831364746231,0.8303031139548694,12.0,8.0,513.0,84.84665308130326,True,0,0,151,,
sim=3,j6010_1.sm,1044,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6941176470588235,0.1870115280685841,0.8653075899028904,10.0,4.0,478.0,60.40472356615266,True,0,0,144,,
sim=3,j6010_1.sm,1045,0.18,0.42,0.85,0.135,0.62,0.016666666666666666,1.6705882352941177,0.1639043317119428,0.8748646966490401,10.0,5.0,475.0,52.94109914295752,True,0,0,142,,
sim=3,j6032_1.sm,1042,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.6521739130434783,0.19806745984975319,0.865394218162814,8.0,8.0,532.0,66.74873396936682,True,0,0,114,,
sim=3,j6032_1.sm,1043,0.18,0.42,0.85,0.135,0.62,0.15,1.5942028985507246,0.23849201779519086,0.8319498679010748,11.0,7.0,487.0,80.37180999697932,True,0,0,110,,
sim=3,j6032_1.sm,1044,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.608695652173913,0.22035747554249863,0.8488178836652716,10.0,8.0,518.0,74.26046925782204,True,0,0,111,,
sim=3,j6032_1.sm,1045,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.608695652173913,0.2068191547516928,0.8563704689010949,9.0,6.0,505.0,69.69805515132047,True,0,0,111,,
obs=3,j6010_1.sm,1046,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.6588235294117648,0.21937596224530015,0.8478082522132574,15.0,3.0,495.0,70.85843580523195,True,0,0,141,,
obs=3,j6010_1.sm,1047,0.18,0.42,0.85,0.135,0.62,0.05,1.4470588235294117,0.20174153981422388,0.8397400526924855,10.0,9.0,441.0,65.16251735999431,True,0,0,123,,
obs=3,j6010_1.sm,1048,0.18,0.42,0.85,0.135,0.62,0.05,1.6470588235294117,0.16180568458714875,0.8886618707868331,5.0,3.0,481.0,52.26323612164905,True,0,0,140,,
obs=3,j6010_1.sm,1049,0.18,0.42,0.85,0.135,0.62,0.1,1.6470588235294117,0.20731587249737626,0.8499664122314623,12.0,4.0,470.0,66.96302681665253,True,0,0,140,,
obs=3,j6010_1.sm,1050,0.18,0.42,0.85,0.135,0.62,0.1,1.611764705882353,0.2670262716686431,0.827230375534806,10.0,4.0,480.0,86.24948574897174,True,0,0,137,,
obs=3,j6010_1.sm,1051,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.5647058823529412,0.16186865927449445,0.8812386340845605,8.0,4.0,477.0,52.28357694566171,True,0,0,133,,
obs=3,j6010_1.sm,1052,0.18,0.42,0.85,0.135,0.62,0.05,1.5647058823529412,0.12730495800952457,0.894322514012433,8.0,5.0,458.0,41.11950143707644,True,0,0,133,,
obs=3,j6010_1.sm,1053,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.576470588235294,0.24465913976347542,0.8373761320617309,9.0,5.0,479.0,79.02490214360256,True,0,0,134,,
obs=3,j6010_1.sm,1054,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.576470588235294,0.2084887609400017,0.8566199063178253,10.0,3.0,480.0,67.34186978362055,True,0,0,134,,
obs=3,j6010_1.sm,1055,0.18,0.42,0.85,0.135,0.62,0.15,1.5411764705882354,0.20284009876145392,0.8529410042977725,9.0,6.0,467.0,65.51735189994962,True,0,0,131,,
obs=3,j6032_1.sm,1046,0.18,0.42,0.85,0.135,0.62,0.05,1.6231884057971016,0.16726980781390008,0.8748776755345227,7.0,12.0,527.0,56.36992523328433,True,0,0,112,,
obs=3,j6032_1.sm,1047,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.6376811594202898,0.30249413979105194,0.8191249482008426,5.0,7.0,516.0,101.94052510958451,True,0,0,113,,
obs=3,j6032_1.sm,1048,0.18,0.42,0.85,0.135,0.62,0.1,1.6666666666666667,0.22082558310049452,0.8581955405083395,6.0,6.0,523.0,74.41822150486665,True,0,0,115,,
obs=3,j6032_1.sm,1049,0.18,0.42,0.85,0.135,0.62,0.03333333333333333,1.6666666666666667,0.1827045059670283,0.858768256363519,7.0,13.0,496.0,61.57141851088854,True,0,0,115,,
obs=3,j6032_1.sm,1050,0.18,0.42,0.85,0.135,0.62,0.1,1.5797101449275361,0.2175408361748769,0.8503988192212228,8.0,7.0,502.0,73.31126179093351,True,0,0,109,,
obs=3,j6032_1.sm,1051,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.6376811594202898,0.19059076576305048,0.8704707811000023,6.0,7.0,519.0,64.22908806214801,True,0,0,113,,
obs=3,j6032_1.sm,1052,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.608695652173913,0.21422547215681487,0.8458733572714967,10.0,8.0,495.0,72.19398411684661,True,0,0,111,,
obs=3,j6032_1.sm,1053,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.6521739130434783,0.1838950854183221,0.8421431543558727,4.0,30.0,512.0,61.97264378597455,True,0,0,114,,
obs=3,j6032_1.sm,1054,0.18,0.42,0.85,0.135,0.62,0.05,1.681159420289855,0.20028422311664817,0.8515752178636642,7.0,13.0,502.0,67.49578319031043,True,0,0,116,,
obs=3,j6032_1.sm,1055,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.5942028985507246,0.15662076129911262,0.8793459144358758,7.0,8.0,494.0,52.78119655780095,True,0,0,110,,
sim=4,j6010_1.sm,1056,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.6235294117647059,0.25533718173956504,0.8357817971,10.0,4.0,491.0,82.4739097018795,True,0,0,138,,
sim=4,j6010_1.sm,1057,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.588235294117647,0.19635854934743668,0.8441195892815723,9.0,14.0,468.0,63.42381143922205,True,0,0,135,,
sim=4,j6010_1.sm,1058,0.18,0.42,0.85,0.135,0.62,0.03333333333333333,1.6235294117647059,0.1849520221998228,0.8617234967860977,9.0,7.0,472.0,59.73950317054276,True,0,0,138,,
sim=4,j6010_1.sm,1059,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6,0.170438142959487,0.8790979715945307,6.0,4.0,473.0,55.0515201759143,True,0,0,136,,
sim=4,j6032_1.sm,1056,0.18,0.42,0.85,0.135,0.62,0.1,1.7246376811594204,0.2253151791789431,0.8438937953482211,8.0,13.0,524.0,75.93121538330382,True,0,0,119,,
sim=4,j6032_1.sm,1057,0.18,0.42,0.85,0.135,0.62,0.15,1.608695652173913,0.2057833681201383,0.8462978165253504,13.0,13.0,525.0,69.34899505648661,True,0,0,111,,
sim=4,j6032_1.sm,1058,0.18,0.42,0.85,0.135,0.62,0.03333333333333333,1.5797101449275361,0.17671391487089616,0.8722435806523395,6.0,9.0,509.0,59.55258931149201,True,0,0,109,,
sim=4,j6032_1.sm,1059,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.5942028985507246,0.26155473094896314,0.8344781406152744,7.0,8.0,520.0,88.14394432980058,True,0,0,110,,
obs=4,j6010_1.sm,1060,0.18,0.42,0.85,0.135,0.62,0.13333333333333333,1.576470588235294,0.2329259101730685,0.8238123397313083,19.0,5.0,464.0,75.23506898590112,True,0,0,134,,
obs=4,j6010_1.sm,1061,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6,0.2286810531957796,0.8362409826055137,10.0,7.0,464.0,73.86398018223682,True,0,0,136,,
obs=4,j6010_1.sm,1062,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.6470588235294117,0.25398396169167725,0.8274111532226222,10.0,6.0,470.0,82.03681962641176,True,0,0,140,,
obs=4,j6010_1.sm,1063,0.18,0.42,0.85,0.135,0.62,0.11666666666666667,1.6705882352941177,0.2268255277426929,0.8424590125827397,8.0,7.0,472.0,73.26464546088981,True,0,0,142,,
obs=4,j6010_1.sm,1064,0.18,0.42,0.85,0.135,0.62,0.15,1.5529411764705883,0.23697907828538142,0.8342713990146171,15.0,5.0,486.0,76.5442422861782,True,0,0,132,,
obs=4,j6010_1.sm,1065,0.18,0.42,0.85,0.135,0.62,0.1,1.6352941176470588,0.18580383590958272,0.8703148480674736,6.0,7.0,490.0,60.01463899879522,True,0,0,139,,
obs=4,j6010_1.sm,1066,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.6588235294117648,0.18818759534367252,0.861971408791777,15.0,3.0,492.0,60.78459329600622,True,0,0,141,,
obs=4,j6010_1.sm,1067,0.18,0.42,0.85,0.135,0.62,0.016666666666666666,1.4823529411764707,0.23122643848307176,0.8319800834740019,13.0,4.0,454.0,74.68613963003217,True,0,0,126,,
obs=4,j6010_1.sm,1068,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.611764705882353,0.265447715330163,0.8234939249891372,15.0,3.0,484.0,85.73961205164264,True,0,0,137,,
obs=4,j6010_1.sm,1069,0.18,0.42,0.85,0.135,0.62,0.08333333333333333,1.588235294117647,0.1699735339903999,0.8726520921186044,12.0,3.0,479.0,54.90145147889917,True,0,0,135,,
obs=4,j6032_1.sm,1060,0.18,0.42,0.85,0.135,0.62,0.05,1.6376811594202898,0.18816757049001043,0.8594633039117651,10.0,9.0,504.0,63.41247125513352,True,0,0,113,,
obs=4,j6032_1.sm,1061,0.18,0.42,0.85,0.135,0.62,0.06666666666666667,1.6231884057971016,0.20416002572594316,0.8562410543124737,7.0,11.0,517.0,68.80192866964285,True,0,0,112,,
obs=4,j6032_1.sm,1062,0.18,0.42,0.85,0.135,0.62,0.15,1.7246376811594204,0.24471493282593657,0.842936305967953,6.0,6.0,507.0,82.46893236234062,True,0,0,119,,
obs=4,j6032_1.sm,1063,0.18,0.42,0.85,0.135,0.62,0.16666666666666666,1.6231884057971016,0.2058311570856013,0.8506737354188062,10.0,7.0,492.0,69.36509993784763,True,0,0,112,,
obs=4,j6032_1.sm,1064,0.18,0.42,0.85,0.135,0.62,0.05,1.6666666666666667,0.1594910843621086,0.8801054132877949,8.0,8.0,512.0,53.748495430030594,True,0,0,115,,
