arquivo,semente,cenario,t,P,bateria_media,mu_cog,mu_rede,S_PV,S_UR,concluidas,confianca_media,retrabalho_pendente
j6010_1.sm,0,centralizada,144,0.9128748710921006,0.51,0.6671005705127175,0.7408500573847171,237.0,12.314819037520856,57,0.25,20.04621159254438
j6010_1.sm,0,centralizada,145,0.9225645923741892,0.52,0.6679753762417683,0.7408500573847171,237.0,12.314819037520856,57,0.25,20.04621159254438
j6010_1.sm,0,centralizada,146,0.9322543136562778,0.53,0.6690607437658941,0.7408500573847171,237.0,12.314819037520856,57,0.25,20.04621159254438
j6010_1.sm,0,centralizada,147,0.9419440349383663,0.54,0.6701811101452285,0.7408500573847171,237.0,12.314819037520856,57,0.25,20.04621159254438
j6010_1.sm,0,centralizada,148,0.9516337562204549,0.5221324850817971,0.6655239408101076,0.7179104477611941,237.0,3.030804325184862,58,0.25,19.04621159254438
j6010_1.sm,0,centralizada,149,0.9475963723529179,0.5042649701635943,0.6639251078489014,0.7179104477611941,246.0,3.030804325184862,59,0.25,17.04621159254438
j6010_1.sm,0,centralizada,150,0.9435589884853812,0.5,0.6637397196663858,0.7179104477611941,246.0,13.546722812430115,59,0.25,25.562130079789632
j6010_1.sm,0,centralizada,151,0.9532487097674696,0.5,0.6633778016821154,0.7179104477611941,246.0,13.546722812430115,59,0.25,23.562130079789632
j6010_1.sm,0,centralizada,152,0.9629384310495581,0.5,0.6630517016261898,0.7179104477611941,246.0,13.546722812430115,59,0.25,21.562130079789632
j6010_1.sm,0,centralizada,153,0.9726281523316469,0.5,0.6628036682080135,0.7179104477611941,246.0,13.546722812430115,59,0.25,19.562130079789632
j6010_1.sm,0,centralizada,154,0.9823178736137355,0.5,0.6626448620048054,0.7179104477611941,246.0,13.546722812430115,59,0.25,17.562130079789632
j6010_1.sm,0,centralizada,155,0.9920075948958238,0.5,0.6625374302008075,0.7179104477611941,246.0,13.546722812430115,59,0.25,15.562130079789634
j6010_1.sm,0,centralizada,156,1.0,0.5,0.6625000000000001,0.7179104477611941,246.0,13.546722812430115,59,0.25,13.830737524766109
j6010_1.sm,0,centralizada,157,1.0,0.5,0.6625000000000001,0.7179104477611941,246.0,12.046722812430115,59,0.25,12.546722812430115
j6010_1.sm,0,centralizada,158,1.0,0.51,0.6625000000000001,0.7408500573847171,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,159,1.0,0.53,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,160,1.0,0.55,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,161,1.0,0.57,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,162,1.0,0.59,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,163,1.0,0.61,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,164,1.0,0.63,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,165,1.0,0.65,0.6625000000000001,0.809149942615283,246.0,12.046722812430115,59,0.25,12.046722812430115
j6010_1.sm,0,centralizada,166,1.0,0.6699999999999999,0.6671504382381124,0.809149942615283,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,167,1.0,0.7000000000000001,0.6791562488795616,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,168,1.0,0.7300000000000001,0.6936176083065675,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,169,1.0,0.7600000000000001,0.706945104446754,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,170,1.0,0.79,0.7181302288480863,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,171,1.0,0.82,0.7266808593668483,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,172,1.0,0.8500000000000001,0.7325429716051225,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,173,1.0,0.8800000000000002,0.7359459647456342,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,174,1.0,0.9066666666666667,0.7372869304409093,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,175,1.0,0.9233333333333333,0.7421504382381122,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,176,1.0,0.9333333333333332,0.7495058106414492,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,177,1.0,0.9433333333333334,0.7566117976651183,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,178,1.0,0.9533333333333335,0.7628333067816354,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,179,1.0,0.9633333333333334,0.7677969220664508,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,180,1.0,0.9733333333333333,0.7713839373003976,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,181,1.0,0.9833333333333334,0.7736590343047248,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
j6010_1.sm,0,centralizada,182,1.0,0.9933333333333335,0.7747869304409094,0.832089552238806,246.0,12.046722812430115,60,0.25,12.046722812430115
