arquivo,semente,cenario,t,tarefa,agente,E,E_menos_tau_sat,p_heu,q,Di,P,B,mu_cog,mu_rede,porta,p0,p_fail,excesso,duracao_nominal,duracao_efetiva,duracao_analitica,sorteio_porta,sorteio_falha,falhou,executada,selecionou_p1,competencia
j6010_1.sm,0,centralizada,3,19,0,0.12350154761385129,-0.8764984523861488,0.02914216903468532,0.0,0.4094675882659786,0.30161495354701473,1.0,1.0,0.7179104477611941,P3_analitica,0.1,0.1,0.0,4,6,6,0.6706244146936303,0.6471895115742501,False,True,False,0.5650876265312073
j6010_1.sm,0,centralizada,9,8,0,0.2413935874196904,-0.7586064125803096,0.04589464528227206,0.0,0.7049029392877314,0.33229907094029515,0.9703596285726754,0.979267286469921,0.7408500573847171,P2,,,,9,,13,0.6153851114812539,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,9,8,3,0.23423859182839643,-0.7657614081716035,0.04465758600489765,0.0,0.7049029392877314,0.33229907094029515,1.0,1.0,0.7408500573847171,P2,,,,9,,13,0.38367755426188344,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,9,8,1,0.23423859182839643,-0.7657614081716035,0.04465758600489765,0.0,0.7049029392877314,0.33229907094029515,1.0,1.0,0.7408500573847171,P2,,,,9,,13,0.997209935789211,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,9,8,4,0.311225009876191,-0.6887749901238089,0.05979926893180328,0.0,0.7049029392877314,0.33229907094029515,0.7526342176728641,0.8335922937509201,0.7408500573847171,P2,,,,9,,15,0.9808353387762301,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,10,8,0,0.24106890484101953,-0.7589310951589805,0.04583780958223932,0.0,0.7049029392877314,0.3419887922223837,1.0,1.0,0.7408500573847171,P2,,,,9,,13,0.6855419844806947,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,10,8,3,0.24106890484101953,-0.7589310951589805,0.04583780958223932,0.0,0.7049029392877314,0.3419887922223837,1.0,1.0,0.7408500573847171,P2,,,,9,,13,0.6504592762678163,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,10,8,1,0.24106890484101953,-0.7589310951589805,0.04583780958223932,0.0,0.7049029392877314,0.3419887922223837,1.0,1.0,0.7408500573847171,P2,,,,9,,13,0.6884467305709401,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,10,8,4,0.2966511864727616,-0.7033488135272383,0.05660459929283179,0.0,0.7049029392877314,0.3419887922223837,0.812634217672864,0.8677024592956208,0.7408500573847171,P2,,,,9,,15,0.3889214239791038,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,11,8,2,0.2560286840446055,-0.7439713159553945,0.04852726328294427,0.0,0.7049029392877314,0.3379514083548468,0.9304541089788851,0.9501318054737014,0.8091499426152828,P2,,,,9,,12,0.13509650502241122,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,11,8,0,0.23822294108575992,-0.7617770589142401,0.045342483518413065,0.0,0.7049029392877314,0.3379514083548468,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.7214883401940817,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,11,8,3,0.23822294108575992,-0.7617770589142401,0.045342483518413065,0.0,0.7049029392877314,0.3379514083548468,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.5253543224757259,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,11,8,1,0.23822294108575992,-0.7617770589142401,0.045342483518413065,0.0,0.7049029392877314,0.3379514083548468,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.31024187555895566,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,11,8,4,0.27299289468736565,-0.7270071053126343,0.05175811352595807,0.0,0.7049029392877314,0.3379514083548468,0.8726342176728641,0.9083321730897751,0.8091499426152828,P2,,,,9,,13,0.4858353588317891,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,12,8,2,0.24741505121425786,-0.7525849487857421,0.04696093559940056,0.0,0.7049029392877314,0.3476411296369354,0.9904541089788852,0.993241031035675,0.8091499426152828,P2,,,,9,,12,0.8894878343490003,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,12,8,0,0.24505325409838302,-0.754946745901617,0.04653992598293353,0.0,0.7049029392877314,0.3476411296369354,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9340435159562497,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,12,8,3,0.24505325409838302,-0.754946745901617,0.04653992598293353,0.0,0.7049029392877314,0.3476411296369354,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.35779519670907023,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,12,8,1,0.24505325409838302,-0.754946745901617,0.04653992598293353,0.0,0.7049029392877314,0.3476411296369354,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.5715298307297609,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,12,8,4,0.262753874407318,-0.737246125592682,0.04978452876207817,0.0,0.7049029392877314,0.3476411296369354,0.9326342176728641,0.9523444687262668,0.8091499426152828,P2,,,,9,,12,0.32186939107594215,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,13,8,2,0.2518835671110061,-0.7481164328889939,0.0477674092184743,0.0,0.7049029392877314,0.3573308509190239,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.5943000301996968,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,13,8,0,0.2518835671110061,-0.7481164328889939,0.0477674092184743,0.0,0.7049029392877314,0.3573308509190239,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.33791122550713326,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,13,8,3,0.2518835671110061,-0.7481164328889939,0.0477674092184743,0.0,0.7049029392877314,0.3573308509190239,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.39161900052816123,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,13,8,1,0.2518835671110061,-0.7481164328889939,0.0477674092184743,0.0,0.7049029392877314,0.3573308509190239,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.8902743520047923,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,13,8,4,0.2537526539247488,-0.7462473460752512,0.048108628073856,0.0,0.7049029392877314,0.3573308509190239,0.9926342176728642,0.9952813254336585,0.8091499426152828,P2,,,,9,,12,0.22715759353337972,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,14,8,2,0.2587138801236292,-0.7412861198763707,0.04902560247021186,0.0,0.7049029392877314,0.36702057220111245,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.6231871446860424,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,14,8,0,0.2587138801236292,-0.7412861198763707,0.04902560247021186,0.0,0.7049029392877314,0.36702057220111245,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.08401534358238483,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,14,8,3,0.2587138801236292,-0.7412861198763707,0.04902560247021186,0.0,0.7049029392877314,0.36702057220111245,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.8326441476533978,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,14,8,1,0.2587138801236292,-0.7412861198763707,0.04902560247021186,0.0,0.7049029392877314,0.36702057220111245,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.7870983074886834,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,14,8,4,0.2587138801236292,-0.7412861198763707,0.04902560247021186,0.0,0.7049029392877314,0.36702057220111245,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.23936944299295215,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,15,8,2,0.2655441931362523,-0.7344558068637477,0.050315185391435806,0.0,0.7049029392877314,0.376710293483201,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.8764842308107038,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,15,8,0,0.2655441931362523,-0.7344558068637477,0.050315185391435806,0.0,0.7049029392877314,0.376710293483201,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.05856803480519435,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,15,8,3,0.2655441931362523,-0.7344558068637477,0.050315185391435806,0.0,0.7049029392877314,0.376710293483201,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.3361170605456604,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,15,8,1,0.2655441931362523,-0.7344558068637477,0.050315185391435806,0.0,0.7049029392877314,0.376710293483201,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.15027946689483906,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,15,8,4,0.2655441931362523,-0.7344558068637477,0.050315185391435806,0.0,0.7049029392877314,0.376710293483201,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.450339366649287,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,16,8,5,0.2891026653334992,-0.7108973346665008,0.05501364001952544,0.0,0.7049029392877314,0.3726729096156641,0.9086676149386336,0.9345985806763059,0.8091499426152828,P2,,,,9,,12,0.7963242702872942,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,16,8,0,0.2626982293809927,-0.7373017706190073,0.04977400043613658,0.0,0.7049029392877314,0.3726729096156641,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.23064220899374743,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,16,8,3,0.2626982293809927,-0.7373017706190073,0.04977400043613658,0.0,0.7049029392877314,0.3726729096156641,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.05202130106440961,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,16,8,1,0.2626982293809927,-0.7373017706190073,0.04977400043613658,0.0,0.7049029392877314,0.3726729096156641,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.4045518398215282,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,16,8,4,0.2626982293809927,-0.7373017706190073,0.04977400043613658,0.0,0.7049029392877314,0.3726729096156641,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.19851304450925533,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,17,8,5,0.27824667433595457,-0.7217533256640454,0.052799288369568,0.0,0.7049029392877314,0.38236263089775263,0.9686676149386335,0.9785521928472989,0.8091499426152828,P2,,,,9,,12,0.0907530456191219,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,17,8,0,0.2695285423936158,-0.7304714576063842,0.051082211973236875,0.0,0.7049029392877314,0.38236263089775263,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.5803323859868507,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,17,8,3,0.2695285423936158,-0.7304714576063842,0.051082211973236875,0.0,0.7049029392877314,0.38236263089775263,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.2986961328189226,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,17,8,1,0.2695285423936158,-0.7304714576063842,0.051082211973236875,0.0,0.7049029392877314,0.38236263089775263,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.6719948779563594,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,17,8,4,0.2695285423936158,-0.7304714576063842,0.051082211973236875,0.0,0.7049029392877314,0.38236263089775263,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.1995154439682133,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,18,8,5,0.2763588554062389,-0.7236411445937612,0.052422910359251125,0.0,0.7049029392877314,0.3920523521798412,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9421131105064978,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,18,8,0,0.2763588554062389,-0.7236411445937612,0.052422910359251125,0.0,0.7049029392877314,0.3920523521798412,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.36511016824482856,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,18,8,3,0.2763588554062389,-0.7236411445937612,0.052422910359251125,0.0,0.7049029392877314,0.3920523521798412,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.10549527957022953,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,18,8,1,0.2763588554062389,-0.7236411445937612,0.052422910359251125,0.0,0.7049029392877314,0.3920523521798412,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.6291081515397092,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,18,8,4,0.2763588554062389,-0.7236411445937612,0.052422910359251125,0.0,0.7049029392877314,0.3920523521798412,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9271545530678674,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,19,8,5,0.283189168418862,-0.716810831581138,0.0537968016783013,0.0,0.7049029392877314,0.40174207346192975,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.440377154715784,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,19,8,0,0.283189168418862,-0.716810831581138,0.0537968016783013,0.0,0.7049029392877314,0.40174207346192975,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9545904936907372,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,19,8,3,0.283189168418862,-0.716810831581138,0.0537968016783013,0.0,0.7049029392877314,0.40174207346192975,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.499895813687647,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,19,8,1,0.283189168418862,-0.716810831581138,0.0537968016783013,0.0,0.7049029392877314,0.40174207346192975,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.42522862484907553,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,19,8,4,0.283189168418862,-0.716810831581138,0.0537968016783013,0.0,0.7049029392877314,0.40174207346192975,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.6202134520153778,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,20,8,5,0.2900194814314851,-0.7099805185685149,0.05520460201835251,0.0,0.7049029392877314,0.4114317947440183,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9950965052353241,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,20,8,0,0.2900194814314851,-0.7099805185685149,0.05520460201835251,0.0,0.7049029392877314,0.4114317947440183,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.9489436749377653,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,20,8,3,0.2900194814314851,-0.7099805185685149,0.05520460201835251,0.0,0.7049029392877314,0.4114317947440183,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.4600451393090961,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,20,8,1,0.2900194814314851,-0.7099805185685149,0.05520460201835251,0.0,0.7049029392877314,0.4114317947440183,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.7577288453082914,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,20,8,4,0.2900194814314851,-0.7099805185685149,0.05520460201835251,0.0,0.7049029392877314,0.4114317947440183,1.0,1.0,0.8091499426152828,P2,,,,9,,12,0.49742269548761897,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,21,8,2,0.3089189573680123,-0.6910810426319878,0.059282754225274445,0.0,0.7049029392877314,0.4211215160261068,0.9609309735254409,0.9728161432525353,0.8320895522388061,P2,,,,9,,12,0.5293121601967704,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,21,8,5,0.2968497944441082,-0.7031502055558918,0.05664703731398151,0.0,0.7049029392877314,0.4211215160261068,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.7857857007138075,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,21,8,0,0.2968497944441082,-0.7031502055558918,0.05664703731398151,0.0,0.7049029392877314,0.4211215160261068,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.4146558493556708,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,21,8,3,0.2968497944441082,-0.7031502055558918,0.05664703731398151,0.0,0.7049029392877314,0.4211215160261068,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.7344835717887294,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,21,8,1,0.2968497944441082,-0.7031502055558918,0.05664703731398151,0.0,0.7049029392877314,0.4211215160261068,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.7111428779897498,,,False,False,0.5341474164050438
j6010_1.sm,0,centralizada,21,8,4,0.2968497944441082,-0.7031502055558918,0.05664703731398151,0.0,0.7049029392877314,0.4211215160261068,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.9320596866133782,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,22,8,2,0.3036801074567313,-0.6963198925432688,0.058124843167953744,0.0,0.7049029392877314,0.43081123730819537,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.1149326332809052,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,22,8,5,0.3036801074567313,-0.6963198925432688,0.058124843167953744,0.0,0.7049029392877314,0.43081123730819537,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.7290151170763094,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,22,8,0,0.3036801074567313,-0.6963198925432688,0.058124843167953744,0.0,0.7049029392877314,0.43081123730819537,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.9274239286245599,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,22,8,3,0.3036801074567313,-0.6963198925432688,0.058124843167953744,0.0,0.7049029392877314,0.43081123730819537,1.0,1.0,0.8320895522388061,P2,,,,9,,11,0.9679261899246464,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,22,8,1,0.3036801074567313,-0.6963198925432688,0.058124843167953744,0.0,0.7049029392877314,0.43081123730819537,1.0,1.0,0.8320895522388061,P1_omissao,0.2985,0.2985,0.0,9,9,11,0.014706304965369288,0.8636400902455758,False,True,True,0.5341474164050438
j6010_1.sm,0,centralizada,22,7,4,0.29242213285178137,-0.7075778671482187,0.05570801097150865,0.0,0.6787709036535352,0.43081123730819537,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.9811950400663443,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,23,7,2,0.29899923372257553,-0.7010007662774245,0.05710824074552792,0.0,0.6787709036535352,0.44050095859028393,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.9572101796109636,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,23,7,5,0.29899923372257553,-0.7010007662774245,0.05710824074552792,0.0,0.6787709036535352,0.44050095859028393,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.1487640122324979,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,23,7,0,0.29899923372257553,-0.7010007662774245,0.05710824074552792,0.0,0.6787709036535352,0.44050095859028393,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.972628813822955,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,23,7,3,0.29899923372257553,-0.7010007662774245,0.05710824074552792,0.0,0.6787709036535352,0.44050095859028393,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.8899355557205206,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,23,7,4,0.29899923372257553,-0.7010007662774245,0.05710824074552792,0.0,0.6787709036535352,0.44050095859028393,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.8223738275430704,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,24,7,2,0.30557633459336964,-0.6944236654066304,0.0585414836012908,0.0,0.6787709036535352,0.4501906798723725,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.4799879238078322,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,24,7,5,0.30557633459336964,-0.6944236654066304,0.0585414836012908,0.0,0.6787709036535352,0.4501906798723725,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.23237291963930384,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,24,7,0,0.30557633459336964,-0.6944236654066304,0.0585414836012908,0.0,0.6787709036535352,0.4501906798723725,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.8018805787183079,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,24,7,3,0.30557633459336964,-0.6944236654066304,0.0585414836012908,0.0,0.6787709036535352,0.4501906798723725,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.9235301597834695,,,False,False,0.5625880140583648
j6010_1.sm,0,centralizada,24,7,4,0.30557633459336964,-0.6944236654066304,0.0585414836012908,0.0,0.6787709036535352,0.4501906798723725,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.2661302722922926,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,25,7,2,0.3121534354641638,-0.6878465645358363,0.06000840724764794,0.0,0.6787709036535352,0.45988040115446105,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.5389344076221869,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,25,7,5,0.3121534354641638,-0.6878465645358363,0.06000840724764794,0.0,0.6787709036535352,0.45988040115446105,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.4427528289745315,,,False,False,0.5933914065891382
j6010_1.sm,0,centralizada,25,7,0,0.3121534354641638,-0.6878465645358363,0.06000840724764794,0.0,0.6787709036535352,0.45988040115446105,1.0,1.0,0.8091499426152828,P2,,,,10,,13,0.931017315981155,,,False,False,0.5650876265312073
j6010_1.sm,0,centralizada,25,7,3,0.3121534354641638,-0.6878465645358363,0.06000840724764794,0.0,0.6787709036535352,0.45988040115446105,1.0,1.0,0.8091499426152828,P1_omissao,0.2985,0.2985,0.0,10,10,13,0.040510711188434634,0.7320061956565608,False,True,True,0.5625880140583648
j6010_1.sm,0,centralizada,25,12,4,0.27048400675976525,-0.7295159932402348,0.051267786344656785,0.0,0.5881616308952405,0.45988040115446105,1.0,1.0,0.7408500573847171,P2,,,,6,,9,0.6143732469489966,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,26,12,2,0.2761831290319588,-0.7238168709680413,0.05238800468814611,0.0,0.5881616308952405,0.4695701224365496,1.0,1.0,0.7408500573847171,P1_omissao,0.23670000000000002,0.23670000000000002,0.0,6,7,9,0.028365365113521057,0.7192197728267403,False,True,True,0.6268507180531939
j6010_1.sm,0,centralizada,26,9,5,0.26362978718973284,-0.7363702128102672,0.04995053427256177,0.0,0.5614279414154074,0.4695701224365496,1.0,1.0,0.7179104477611941,P1_omissao,0.23670000000000002,0.23670000000000002,0.0,4,5,6,0.015991729523571974,0.7579510023564281,False,True,True,0.5933914065891382
j6010_1.sm,0,centralizada,26,11,0,0.12881345540014721,-0.8711865445998528,0.029749378251444313,0.0,0.2743220857659083,0.4695701224365496,1.0,1.0,0.7179104477611941,P3_analitica,0.1,0.1,0.0,1,2,2,0.512758723262078,0.9291042207970062,False,True,False,0.5650876265312073
j6010_1.sm,0,centralizada,31,15,5,0.48848698754433856,-0.5115130124556615,0.11445190791785176,0.0,0.8893956626356876,0.47683741339811603,0.8681851064051335,0.9047634039850143,0.7408500573847171,P1_omissao,0.3127854894022478,0.3127854894022478,0.0,9,11,14,0.06608249672407474,0.8413172796123832,False,True,True,0.5933914065891382
j6010_1.sm,0,centralizada,31,27,0,0.20698879555282929,-0.7930112044471707,0.04023138496781598,0.0,0.4340867342555027,0.47683741339811603,1.0,1.0,0.7179104477611941,P3_analitica,0.1935,0.1935,0.0,8,12,12,0.0666900087671014,0.34430997880412517,False,True,False,0.5650876265312073
j6010_1.sm,0,centralizada,31,14,1,0.2750068347273117,-0.7249931652726883,0.052154914554819534,0.0,0.4191033138401559,0.47683741339811603,0.7266879032889423,0.8212716585647315,0.7179104477611941,P3_analitica,0.22030925121529027,0.22030925121529027,0.0,9,16,16,0.4302987319478333,0.9660620807840702,False,True,False,0.5341474164050438
j6010_1.sm,0,centralizada,33,17,2,0.3766683071688217,-0.6233316928311783,0.07632732427546245,0.0,0.6297495531880324,0.48248975081266765,0.8066718096776292,0.863960500658176,0.7179104477611941,P2,,,,7,,12,0.562231842228457,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,33,17,4,0.3038477049920825,-0.6961522950079175,0.05816155545229813,0.0,0.6297495531880324,0.48248975081266765,1.0,1.0,0.7179104477611941,P2,,,,7,,10,0.25886459317093224,,,False,False,0.4857196752206667
j6010_1.sm,0,centralizada,34,17,2,0.35763226538461496,-0.6423677346153851,0.07112925118679721,0.0,0.6297495531880324,0.4921794720947562,0.8666718096776291,0.9040527568442801,0.7179104477611941,P2,,,,7,,11,0.24167571409434496,,,False,False,0.6268507180531939
j6010_1.sm,0,centralizada,34,17,4,0.3099498026399944,-0.6900501973600056,0.059513126533609094,0.0,0.6297495531880324,0.4921794720947562,1.0,1.0,0.7179104477611941,P2,,,,7,,10,0.8881183206591798,,,False,False,0.4857196752206667
