modelo,arquivo,celula,semente,atraso_relativo,E_total,TW,TL,TU,TR,taxa_omissao,retrabalho_sobre_plano,divida_latente_sobre_plano,S_UR_maximo,n_com_erro,concluiu,divida_pendente,reparo_pendente,violacoes,p2_ajuda
mvp,j6027_1.sm,00000,0,2.0833333333333335,0.6837901409012694,518.0,0.0,173.0,66.54236426581141,0.23333333333333334,0.19231897186650698,0.06392148112553976,22.11683246943676,14,True,0,0.0,0,0
mvp,j6027_1.sm,00000,1,2.4375,0.6843584238015135,504.0,0.0,173.0,59.45619381778315,0.18333333333333332,0.17183871045602067,0.045922328749537715,15.88912574734005,11,True,0,0.0,0,0
mvp,j6027_1.sm,00000,2,2.9375,0.7217731888425716,536.0,0.0,119.0,87.61555885654934,0.26666666666666666,0.2532241585449403,0.1022338370297344,35.3729076122881,16,True,0,0.0,0,0
mvp,j6027_1.sm,00000,3,2.375,0.685778213434827,534.0,0.0,168.0,76.67740552062422,0.25,0.22161099861452085,0.07230838167538793,25.018700059684225,15,True,0,0.0,0,0
mvp,j6027_1.sm,00000,4,2.6875,0.6803836430739805,531.0,0.0,176.0,73.44204237617538,0.25,0.21226023808143174,0.07462465938651323,25.82013214773358,15,True,0,0.0,0,0
mvp,j6027_1.sm,00000,5,2.1979166666666665,0.6532280518394485,525.0,0.0,162.0,116.70094107507087,0.38333333333333336,0.3372859568643667,0.0805847962818181,27.882339513509063,23,True,0,0.0,0,0
mvp,j6027_1.sm,00000,6,2.1875,0.7831350339128084,558.0,0.0,80.0,74.52079888706126,0.26666666666666666,0.21537803146549497,0.05420419637392919,18.7546519453795,16,True,0,0.0,0,0
mvp,j6027_1.sm,00000,7,2.3958333333333335,0.6403413676576416,525.0,0.0,211.0,83.8751892610679,0.31666666666666665,0.24241384179499395,0.12577417040958513,43.51786296171646,19,True,0,0.0,0,0
mvp,j6027_1.sm,00000,8,3.3541666666666665,0.5622484342976048,565.0,0.0,307.0,132.89386103108058,0.38333333333333336,0.38408630355803636,0.11560687184650918,39.99997765889218,23,True,0,0.0,0,0
mvp,j6027_1.sm,00000,9,2.3958333333333335,0.7226182040510553,508.0,0.0,131.0,63.99917321776772,0.2833333333333333,0.18496870872187202,0.08219224481082042,28.43851670454387,17,True,0,0.0,0,0
mvp,j6027_1.sm,00000,10,2.1770833333333335,0.6811419087637116,562.0,0.0,190.0,73.08504141235866,0.2833333333333333,0.21122844338831984,0.06939402723520811,24.010333423382008,17,True,0,0.0,0,0
mvp,j6027_1.sm,00000,11,2.6875,0.8129913633961593,559.0,0.0,33.0,95.5841800641702,0.38333333333333336,0.2762548556767925,0.0660574569765487,22.855880113885853,23,True,0,0.0,0,0
mvp,j602_1.sm,00000,0,2.923076923076923,0.7561393389412877,560.0,0.0,101.0,79.60423940392627,0.3333333333333333,0.24569209692569838,0.11217242197827866,36.34386472096229,20,True,0,0.0,0,0
mvp,j602_1.sm,00000,1,4.0,0.7384653336930137,576.0,0.0,95.0,108.9959913073564,0.35,0.33640738057826053,0.15918734036732884,51.57669827901454,21,True,0,0.0,0,0
mvp,j602_1.sm,00000,2,3.0923076923076924,0.7780350631950305,553.0,0.0,85.0,72.76488214950692,0.23333333333333334,0.22458296959724358,0.08819600416889481,28.57550535072192,14,True,0,0.0,0,0
mvp,j602_1.sm,00000,3,3.2153846153846155,0.6429998227560322,557.0,0.0,208.0,101.25218279622707,0.35,0.3125067370253922,0.11825977411958541,38.31616681474567,21,True,0,0.0,0,0
mvp,j602_1.sm,00000,4,3.0615384615384613,0.6661843789191944,581.0,0.0,175.0,116.13092709049113,0.36666666666666664,0.35842878731633065,0.11047518422299782,35.79395968825129,22,True,0,0.0,0,0
mvp,j602_1.sm,00000,5,2.5846153846153848,0.7329513346893581,544.0,0.0,86.0,112.20480167426098,0.3,0.34631111627858324,0.08611719090450869,27.901969853060812,18,True,0,0.0,0,0
mvp,j602_1.sm,00000,6,2.9846153846153847,0.7117841959279569,552.0,0.0,109.0,114.51595435517444,0.35,0.3534443035653532,0.1266380031556722,41.030713022437794,21,True,0,0.0,0,0
mvp,j602_1.sm,00000,7,3.0923076923076924,0.6991238445393146,515.0,0.0,137.0,84.63629702024761,0.3333333333333333,0.2612231389513815,0.18003703727252915,58.332000076299444,20,True,0,0.0,0,0
mvp,j602_1.sm,00000,8,3.169230769230769,0.6409494415580714,566.0,0.0,178.0,139.06497096576246,0.4166666666666667,0.4292128733511187,0.1769094538415493,57.318663044661974,25,True,0,0.0,0,0
mvp,j602_1.sm,00000,9,3.6769230769230767,0.7534660899442852,557.0,0.0,101.0,81.25025616107975,0.31666666666666665,0.2507723955588881,0.10169248590761569,32.94836543406748,19,True,0,0.0,0,0
mvp,j602_1.sm,00000,10,2.830769230769231,0.6888239196876721,587.0,0.0,175.0,90.17714313138069,0.31666666666666665,0.2783245158375947,0.06826073660096744,22.11647865871345,19,True,0,0.0,0,0
mvp,j602_1.sm,00000,11,3.6615384615384614,0.7262934469473445,533.0,0.0,96.0,104.8631544043683,0.31666666666666665,0.3236517111245935,0.07845213017380012,25.41849017631124,19,True,0,0.0,0,0
mvp,j6032_1.sm,00000,0,2.463768115942029,0.7291491093084065,600.0,0.0,123.0,99.87695663387204,0.31666666666666665,0.29637079119843335,0.11761381668178554,39.63585622176173,19,True,0,0.0,0,0
mvp,j6032_1.sm,00000,1,4.884057971014493,0.724883894206402,585.0,0.0,128.0,94.0257936140988,0.3333333333333333,0.27900828965607954,0.15935100909713734,53.701290065735286,20,True,0,0.0,0,0
mvp,j6032_1.sm,00000,2,3.9565217391304346,0.7436848259338013,560.0,0.0,106.0,87.00716173258073,0.2833333333333333,0.25818148882071434,0.08192236705737872,27.607837698336628,17,True,0,0.0,0,0
mvp,j6032_1.sm,00000,3,3.1884057971014492,0.6968481428132387,557.0,0.0,165.0,77.3133163150021,0.3,0.2294163688872466,0.09124377311585785,30.749151540044096,18,True,0,0.0,0,0
mvp,j6032_1.sm,00000,4,2.5072463768115942,0.777385541813058,595.0,0.0,123.0,47.38598674257672,0.16666666666666666,0.14061123662485672,0.08248196791853855,27.796423188547493,10,True,0,0.0,0,0
mvp,j6032_1.sm,00000,5,2.463768115942029,0.7477965585140676,561.0,0.0,117.0,72.20404094230182,0.18333333333333332,0.21425531436884812,0.06736820487742279,22.70308504369148,11,True,0,0.0,0,0
mvp,j6032_1.sm,00000,6,2.753623188405797,0.7236433545442106,587.0,0.0,100.0,124.17306793997184,0.4,0.3684660769732102,0.1542568823573794,51.98456935443685,24,True,0,0.0,0,0
mvp,j6032_1.sm,00000,7,2.579710144927536,0.656438690536228,547.0,0.0,206.0,80.28421661613152,0.25,0.23823209678377305,0.08526597611569303,28.734633950988552,15,True,0,0.0,0,0
mvp,j6032_1.sm,00000,8,3.971014492753623,0.6278340276523279,559.0,0.0,219.0,112.36269998024753,0.2833333333333333,0.3334204747188354,0.15470538038336207,52.13571318919302,17,True,0,0.0,0,0
mvp,j6032_1.sm,00000,9,3.1159420289855073,0.7207660986692634,564.0,0.0,132.0,86.50073226432589,0.2833333333333333,0.25667873075467623,0.10966730029313876,36.95788019878776,17,True,0,0.0,0,0
mvp,j6032_1.sm,00000,10,3.0,0.6705228526053658,605.0,0.0,209.0,88.28095530111777,0.26666666666666666,0.2619612916947115,0.12580588055778863,42.396581747974764,16,True,0,0.0,0,0
mvp,j6032_1.sm,00000,11,2.9855072463768115,0.7557610934885736,570.0,0.0,85.0,99.20659373836627,0.4,0.2943815837933717,0.07761529038105189,26.156352858414486,24,True,0,0.0,0,0
mvp,j6035_1.sm,00000,0,2.7435897435897436,0.7411538364640915,553.0,0.0,145.0,48.133896625646834,0.16666666666666666,0.13635664766472191,0.05183968081839714,18.29940732889419,10,True,0,0.0,0,0
mvp,j6035_1.sm,00000,1,2.782051282051282,0.7017383937198689,603.0,0.0,128.0,128.29458242057524,0.4166666666666667,0.363440743401063,0.17671604204738747,62.380762842727776,25,True,0,0.0,0,0
mvp,j6035_1.sm,00000,2,2.5384615384615383,0.7341848585612866,610.0,0.0,122.0,98.85341911757746,0.3333333333333333,0.2800380144973866,0.11093349630092865,39.159524194227814,20,True,0,0.0,0,0
mvp,j6035_1.sm,00000,3,3.282051282051282,0.650254038158112,590.0,0.0,208.0,109.33769477420608,0.4,0.30973851210823256,0.08381470288966616,29.586590120052158,24,True,0,0.0,0,0
mvp,j6035_1.sm,00000,4,2.6153846153846154,0.7206562901634337,608.0,0.0,135.0,100.67542238771695,0.3333333333333333,0.2851994968490565,0.13127078878360188,46.33858844061147,20,True,0,0.0,0,0
mvp,j6035_1.sm,00000,5,2.5,0.7149044446551027,594.0,0.0,150.0,86.88027279865115,0.3,0.24611975297068314,0.06586261944556894,23.249504664285837,18,True,0,0.0,0,0
mvp,j6035_1.sm,00000,6,2.6538461538461537,0.7436853073321477,599.0,0.0,104.0,102.44821054595907,0.3,0.2902215596202807,0.10132543500230944,35.76787855581523,18,True,0,0.0,0,0
mvp,j6035_1.sm,00000,7,2.4358974358974357,0.7114541730425175,560.0,0.0,155.0,72.12026890667158,0.23333333333333334,0.2043067107837722,0.12073167370250792,42.6182808169853,14,True,0,0.0,0,0
mvp,j6035_1.sm,00000,8,2.5384615384615383,0.6026044997349556,594.0,0.0,256.0,135.72114921355538,0.3333333333333333,0.3844791762423665,0.12695143168721298,44.81385538558618,20,True,0,0.0,0,0
mvp,j6035_1.sm,00000,9,2.8076923076923075,0.7165839349739067,583.0,0.0,136.0,94.58229168398685,0.35,0.2679385033540704,0.09348453502018979,33.000040862126994,21,True,0,0.0,0,0
mvp,j6035_1.sm,00000,10,2.3461538461538463,0.6892182469195332,643.0,0.0,179.0,110.94105731224332,0.35,0.31428061561542014,0.14762501591771404,52.11163061895306,21,True,0,0.0,0,0
mvp,j6035_1.sm,00000,11,2.9871794871794872,0.7668172330149514,604.0,0.0,82.0,101.6713954708725,0.31666666666666665,0.288020950342415,0.07932011331444759,28.0,19,True,0,0.0,0,0
mvp,j6038_1.sm,00000,0,2.547945205479452,0.776633114493638,576.0,0.0,82.0,83.66294129184783,0.3,0.24534586889104934,0.08026534239544776,27.370481756847685,18,True,0,0.0,0,0
mvp,j6038_1.sm,00000,1,3.3698630136986303,0.8267221594305907,574.0,0.0,75.0,45.30823094828568,0.2,0.13286871245831577,0.05074887783674463,17.30536734232992,12,True,0,0.0,0,0
mvp,j6038_1.sm,00000,2,3.0684931506849313,0.7348966164147076,569.0,0.0,94.0,111.25856547815306,0.31666666666666665,0.3262714530151116,0.13811087846181228,47.095809555477985,19,True,0,0.0,0,0
mvp,j6038_1.sm,00000,3,2.506849315068493,0.7002936829872224,565.0,0.0,160.0,81.80436469153331,0.25,0.23989549762912993,0.10835777011952867,36.94999961075928,15,True,0,0.0,0,0
mvp,j6038_1.sm,00000,4,2.4246575342465753,0.800121772166592,574.0,0.0,83.0,60.39080220965222,0.16666666666666666,0.17709912671452263,0.08563712673102335,29.20226021527896,10,True,0,0.0,0,0
mvp,j6038_1.sm,00000,5,2.219178082191781,0.7515176203767288,574.0,0.0,113.0,76.78781340118036,0.23333333333333334,0.22518420352252305,0.050651280246169404,17.272086563943766,14,True,0,0.0,0,0
mvp,j6038_1.sm,00000,6,3.0547945205479454,0.7874121520466714,588.0,0.0,59.0,99.74996883353688,0.3333333333333333,0.29252190273764483,0.09467850777938107,32.285371152768946,20,True,0,0.0,0,0
mvp,j6038_1.sm,00000,7,2.4383561643835616,0.7371295387734839,561.0,0.0,134.0,66.06026212631868,0.2833333333333333,0.19372510887483482,0.08511210008408976,29.023226128674608,17,True,0,0.0,0,0
mvp,j6038_1.sm,00000,8,3.2054794520547945,0.6100832366897891,591.0,0.0,242.0,135.7202736575232,0.36666666666666664,0.3980066676173701,0.11843367557941081,40.38588337257909,22,True,0,0.0,0,0
mvp,j6038_1.sm,00000,9,3.2739726027397262,0.7308995987472412,589.0,0.0,128.0,88.85623662886597,0.3,0.2605754739849442,0.13616498675965322,46.432260485041745,18,True,0,0.0,0,0
mvp,j6038_1.sm,00000,10,3.4246575342465753,0.6290436402843645,603.0,0.0,214.0,141.59803896500514,0.38333333333333336,0.4152435160264081,0.09936647658939667,33.88396851698426,23,True,0,0.0,0,0
mvp,j6038_1.sm,00000,11,3.0273972602739727,0.7881219744723358,570.0,0.0,57.0,96.23830379380932,0.35,0.2822237647912297,0.08096909060656052,27.61045989683714,21,True,0,0.0,0,0
mvp,j6040_1.sm,00000,0,2.7790697674418605,0.6733254002079077,615.0,0.0,186.0,112.37709792338437,0.3333333333333333,0.299672261129025,0.1288391435751499,48.31467884068121,20,True,0,0.0,0,0
mvp,j6040_1.sm,00000,1,3.4767441860465116,0.73698750930849,627.0,0.0,121.0,102.7606873667499,0.3,0.2740284996446664,0.11984269387922934,44.941010204711006,18,True,0,0.0,0,0
mvp,j6040_1.sm,00000,2,2.441860465116279,0.7338312263518085,603.0,0.0,130.0,88.71482807807591,0.3333333333333333,0.23657287487486908,0.0912859426863025,34.23222850736344,20,True,0,0.0,0,0
