concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,232,63,0.7050180530199998,4.440892098500626e-15,32.50700591508962,240.0,513.0,40.0,92.0,82.64094167876203,46,14,5,26,0.23333333333333334,0.31666666666666665,324.0,0.20322828620647518,0.25506463481099395,0.1003302651700297,0.11357379298655002,40,26,40,66,20,106,2,10,33,0.6863255838987572,0.3910769205246226,10,60,71,31,33,40,0.6863255838987572,nenhuma,82.64094167876203,0.0,92,0,terminal,0.5444907910358143,j603_9.sm,5,centralizada,0,3.6825396825396823,0.6666666666666666,0.3023255813953488
True,151,63,0.6434700644543891,0.0,4.304551792713065,317.0,433.0,98.0,67.0,74.91397676308249,59,1,16,7,0.016666666666666666,0.2833333333333333,324.0,0.18779481574187704,0.23121597766383484,0.013285653681213164,0.11132771698908846,33,7,98,60,27,158,4,17,2,0.6863255838987572,0.3910769205246226,10,60,152,54,2,98,0.6863255838987572,nenhuma,74.9139767630825,0.0,82,0,terminal,0.9604290678017849,j603_9.sm,5,adaptativa,0,2.3968253968253967,0.55,0.1044776119402985
True,248,63,0.6957037991469683,1.509903313490213e-14,45.68844541416367,193.0,550.0,26.0,110.0,104.56633106557427,39,21,3,10,0.35,0.4,324.0,0.24399100789271927,0.3227355897085626,0.1410137204140854,0.13226762506396306,27,10,26,100,33,126,0,44,34,0.7631789564580391,0.24360497938515846,2,60,92,66,34,26,0.7631789564580391,nenhuma,104.56633106557429,0.0,116,0,terminal,0.4439259993759792,j603_9.sm,6,centralizada,0,3.9365079365079363,0.45,0.14285714285714285
True,139,63,0.708742308455279,0.0,5.0,310.0,434.0,46.0,60.0,72.35232442368725,57,3,12,5,0.05,0.25,324.0,0.18254547776120786,0.22330964328298533,0.015432098765432098,0.1181547314150907,20,5,46,55,40,101,0,30,1,0.7631789564580391,0.24360497938515846,2,60,100,54,1,46,0.7631789564580391,nenhuma,72.35232442368726,0.0,77,0,terminal,0.8741419497839695,j603_9.sm,6,adaptativa,0,2.2063492063492065,0.3333333333333333,0.07692307692307693
True,212,63,0.6746343320939052,0.0,39.60113224041912,259.0,458.0,53.0,103.0,64.88629174633984,48,12,5,13,0.2,0.2833333333333333,324.0,0.16685157878659151,0.20026633255043158,0.12222571679141703,0.09557755479114027,35,13,53,90,25,143,14,11,38,0.5858494645010164,0.43100241340042456,17,60,91,38,38,53,0.5858494645010164,nenhuma,64.88629174633985,0.0,72,0,terminal,0.7019079373841338,j603_9.sm,7,centralizada,0,3.365079365079365,0.5833333333333334,0.1780821917808219
True,138,63,0.6939569482707608,4.440892098500626e-16,5.563317519243116,306.0,419.0,92.0,54.0,38.78385293797647,56,4,9,12,0.06666666666666667,0.21666666666666667,324.0,0.1069062270106249,0.11970324980856935,0.017170733084083692,0.06423466402630103,32,12,92,42,28,134,15,5,0,0.5858494645010164,0.43100241340042456,17,60,119,27,0,92,0.5858494645010164,nenhuma,38.78385293797647,0.0,43,0,terminal,0.9983333333333334,j603_9.sm,7,adaptativa,0,2.1904761904761907,0.5333333333333333,0.16666666666666666
True,205,63,0.5600290628627105,0.0,41.19452162877945,182.0,464.0,99.0,141.0,124.52842962856778,39,21,3,18,0.35,0.4,324.0,0.27763776251973904,0.38434700502644376,0.12714358527401065,0.1503007322083013,45,18,99,123,15,222,10,21,28,0.5273323364698471,0.27249021043639565,25,60,184,85,28,99,0.5273323364698471,nenhuma,124.52842962856779,0.0,136,0,terminal,0.7954454552001703,j603_9.sm,8,centralizada,0,3.253968253968254,0.75,0.23076923076923078
True,180,63,0.5321604830389299,0.0,5.5,305.0,441.0,159.0,110.0,118.6973836945703,56,4,20,24,0.06666666666666667,0.4,324.0,0.26812307473780567,0.3663499496745997,0.016975308641975308,0.14323368943845746,48,24,159,86,12,245,12,16,1,0.5273323364698471,0.27249021043639565,25,60,232,73,1,159,0.5273323364698471,nenhuma,118.6973836945703,0.0,129,0,terminal,0.945,j603_9.sm,8,adaptativa,0,2.857142857142857,0.8,0.2857142857142857
True,254,63,0.6930268766732045,0.0,25.687986145155257,229.0,513.0,37.0,112.0,78.2310318217343,44,16,2,17,0.26666666666666666,0.3,324.0,0.19449278059780753,0.24145380191893304,0.07928390785541746,0.10568461528720975,30,17,37,95,30,132,12,9,45,0.6872143627230507,0.3512385487549321,10,60,75,38,45,37,0.6872143627230507,nenhuma,78.2310318217343,0.0,85,0,terminal,0.5169687519063443,j603_9.sm,9,centralizada,0,4.031746031746032,0.5,0.22077922077922077
True,138,63,0.6855736221698266,2.220446049250313e-16,10.364281939138472,295.0,429.0,70.0,57.0,69.75336350051464,55,5,11,3,0.08333333333333333,0.26666666666666666,324.0,0.17714988611246102,0.21528815895220568,0.031988524503513804,0.11147101648852308,21,3,70,54,39,124,5,19,2,0.6872143627230507,0.3512385487549321,10,60,117,47,2,70,0.6872143627230507,nenhuma,69.75336350051465,0.0,75,0,terminal,0.9266666666666666,j603_9.sm,9,adaptativa,0,2.1904761904761907,0.35,0.047619047619047616
True,156,63,0.684253986880175,0.0,31.65206900291963,221.0,482.0,60.0,89.0,73.41679440942255,44,16,1,19,0.26666666666666666,0.2833333333333333,324.0,0.18473500728252534,0.22659504447352638,0.09769157099666553,0.10422351510084965,38,19,60,70,22,130,14,10,24,0.5820371027673271,0.4175993861121362,17,60,92,32,24,60,0.5820371027673271,nenhuma,73.41679440942255,0.0,81,0,terminal,0.7363206188659603,j603_9.sm,10,centralizada,0,2.4761904761904763,0.6333333333333333,0.24050632911392406
True,157,63,0.654101907343802,0.0,8.355630003894536,305.0,438.0,99.0,57.0,75.62042929769831,57,3,16,13,0.05,0.31666666666666665,324.0,0.18923063926084888,0.23339638672129107,0.025788981493501655,0.11293029004059724,33,13,99,44,27,143,14,9,3,0.5820371027673271,0.4175993861121362,17,60,126,27,3,99,0.5820371027673271,nenhuma,75.6204292976983,0.0,84,0,terminal,0.9760809224241912,j603_9.sm,10,adaptativa,0,2.492063492063492,0.55,0.1780821917808219
True,318,63,0.7555341383656462,0.0,28.579294408591608,208.0,528.0,15.0,77.0,78.84333902126151,43,17,3,17,0.2833333333333333,0.3333333333333333,324.0,0.19571712222626642,0.24334363895451083,0.08820769879194941,0.11281976176761241,28,17,15,60,32,75,6,8,19,0.7131697048371954,0.48671389683598903,9,60,50,35,19,15,0.7131697048371954,nenhuma,78.84333902126151,0.0,87,0,terminal,0.3153518637917776,j603_9.sm,11,centralizada,0,5.0476190476190474,0.4666666666666667,0.22077922077922077
True,132,63,0.723344079590789,0.0,9.5,300.0,416.0,45.0,45.0,69.10666325677272,55,5,16,6,0.08333333333333333,0.35,324.0,0.17579621440207704,0.21329217054559482,0.029320987654320986,0.12016321088235782,17,6,45,39,43,84,3,14,0,0.7131697048371954,0.48671389683598903,9,60,81,36,0,45,0.7131697048371954,nenhuma,69.10666325677273,0.0,77,0,terminal,0.9616666666666666,j603_9.sm,11,adaptativa,0,2.0952380952380953,0.2833333333333333,0.09090909090909091
True,189,80,0.6694830643673139,0.0,29.266000378100216,255.0,472.0,65.0,100.0,68.02156831414001,44,16,1,11,0.26666666666666666,0.2833333333333333,351.0,0.16233428887160364,0.1937936419206268,0.08337891845612597,0.09648154236868864,26,11,65,89,34,154,16,3,30,0.6268507180531939,0.4857196752206667,21,60,108,43,30,65,0.6268507180531939,nenhuma,68.02156831414,0.0,75,0,terminal,0.7638557517353469,j6040_8.sm,0,centralizada,0,2.3625,0.43333333333333335,0.15492957746478872
True,133,80,0.6572267032963272,0.0,7.441138758932353,330.0,421.0,108.0,63.0,48.57044226667954,56,4,9,5,0.06666666666666667,0.21666666666666667,351.0,0.1215566446585728,0.13837732839509842,0.0211998255240238,0.07582373313200566,19,5,108,58,41,166,14,8,1,0.6268507180531939,0.4857196752206667,21,60,151,43,1,108,0.6268507180531939,nenhuma,48.57044226667954,0.0,54,0,terminal,0.9852978002754712,j6040_8.sm,0,adaptativa,0,1.6625,0.31666666666666665,0.07692307692307693
True,208,80,0.7760356723773139,0.0,33.81143649316119,254.0,557.0,15.0,69.0,76.75051048063517,44,16,1,10,0.26666666666666666,0.2833333333333333,351.0,0.1794282148124047,0.21866242302175262,0.09632887889789513,0.10693201796434793,28,10,15,59,32,74,4,16,29,0.6586427040007742,0.39362113220747674,17,60,41,26,29,15,0.6586427040007742,nenhuma,76.75051048063516,0.0,83,0,terminal,0.32879297626032356,j6040_8.sm,1,centralizada,0,2.6,0.4666666666666667,0.14285714285714285
True,119,80,0.6831171074718728,0.0,5.0,318.0,404.0,85.0,59.0,43.40664987171996,55,5,6,5,0.08333333333333333,0.18333333333333332,351.0,0.11005557306358271,0.1236656691501993,0.014245014245014245,0.0733956066965685,20,5,85,54,40,139,12,12,1,0.6586427040007742,0.39362113220747674,17,60,126,41,1,85,0.6586427040007742,nenhuma,43.40664987171996,0.0,46,0,terminal,0.9566666666666667,j6040_8.sm,1,adaptativa,0,1.4875,0.3333333333333333,0.07692307692307693
True,199,80,0.7265865908078718,6.217248937900877e-15,54.27658788906724,201.0,555.0,17.0,80.0,111.84564072798351,39,21,2,4,0.35,0.38333333333333336,351.0,0.2416478214034119,0.3186485490825741,0.1546341535301061,0.14642440142931096,29,4,17,76,31,93,5,8,41,0.7659648859265082,0.2570239140832174,4,60,47,30,41,17,0.7659648859265082,nenhuma,111.84564072798351,0.0,120,0,terminal,0.36421055269861874,j6040_8.sm,2,centralizada,0,2.4875,0.48333333333333334,0.0625
True,133,80,0.7106822535183512,0.0,3.593428896203724,336.0,438.0,64.0,60.0,54.309184352933826,57,3,11,5,0.05,0.23333333333333334,351.0,0.13399445768700532,0.15472702094852941,0.010237689162973573,0.08812003087371369,25,5,64,55,35,119,3,25,2,0.7659648859265082,0.2570239140832174,4,60,114,50,2,64,0.7659648859265082,nenhuma,54.309184352933826,0.0,59,0,terminal,0.9012120163536904,j6040_8.sm,2,adaptativa,0,1.6625,0.4166666666666667,0.07692307692307693
True,167,80,0.707152072204347,0.0,19.01798880327329,312.0,521.0,52.0,126.0,37.75807577842431,52,8,3,19,0.13333333333333333,0.18333333333333332,351.0,0.09712486538786354,0.10757286546559633,0.054182304282829885,0.051248947272862784,32,19,52,107,28,159,1,21,34,0.794910294566222,0.24332019624229823,3,60,124,72,34,52,0.794910294566222,nenhuma,37.75807577842431,0.0,42,0,terminal,0.5468097382277582,j6040_8.sm,3,centralizada,0,2.0875,0.5333333333333333,0.24050632911392406
True,149,80,0.6118414275504883,0.0,0.0,351.0,430.0,138.0,72.0,62.79647738386754,60,0,14,3,0.0,0.23333333333333334,351.0,0.15175691630069868,0.1789073429739816,0.0,0.08935229387834295,26,3,138,69,34,207,11,17,3,0.794910294566222,0.24332019624229823,3,60,193,55,3,138,0.794910294566222,nenhuma,62.79647738386754,0.0,68,0,terminal,0.8966666666666666,j6040_8.sm,3,adaptativa,0,1.8625,0.43333333333333335,0.047619047619047616
True,177,80,0.67465151582485,0.0,29.4524264999461,251.0,539.0,64.0,115.0,80.93098489670159,45,15,3,20,0.25,0.3,351.0,0.18737017654812754,0.23057260654330936,0.08391004700839344,0.10129909394760252,35,20,64,95,25,159,3,18,38,0.7496468789669437,0.35303232464984247,4,60,118,54,38,64,0.7496468789669437,nenhuma,80.93098489670157,0.0,88,0,terminal,0.6151888847537758,j6040_8.sm,4,centralizada,0,2.2125,0.5833333333333334,0.25
True,138,80,0.6602037638475098,0.0,8.354369322004437,304.0,443.0,87.0,64.0,77.00495976924127,53,7,10,7,0.11666666666666667,0.2833333333333333,351.0,0.1799160453905919,0.21938734976991814,0.023801622000012644,0.11476064170333895,27,7,87,57,33,144,6,10,0,0.7496468789669437,0.35303232464984247,4,60,138,51,0,87,0.7496468789669437,nenhuma,77.00495976924127,0.0,85,0,terminal,0.9868581915813376,j6040_8.sm,4,adaptativa,0,1.725,0.45,0.1044776119402985
True,172,80,0.7113742210359533,0.0,24.216347638949493,246.0,520.0,33.0,104.0,73.97953879006094,45,15,3,12,0.25,0.3,351.0,0.17407788384514836,0.2107679167808004,0.06899244341581053,0.10120603226803596,30,12,33,92,30,125,9,28,30,0.6863255838987572,0.3910769205246226,11,60,86,53,30,33,0.6863255838987572,nenhuma,73.97953879006094,0.0,81,0,terminal,0.4254036943733593,j6040_8.sm,5,centralizada,0,2.15,0.5,0.16666666666666666
True,133,80,0.6215903916875595,0.0,4.0,322.0,401.0,102.0,70.0,72.11936696981866,54,6,17,6,0.1,0.38333333333333336,351.0,0.17044685873469595,0.20546828196529532,0.011396011396011397,0.11179228319957212,26,6,102,64,34,166,6,13,1,0.6863255838987572,0.3910769205246226,11,60,159,57,1,102,0.6863255838987572,nenhuma,72.11936696981866,0.0,78,0,terminal,0.9883333333333333,j6040_8.sm,5,adaptativa,0,1.6625,0.43333333333333335,0.09090909090909091
True,242,80,0.7689253799965641,8.881784197001252e-16,27.912450482248502,228.0,559.0,9.0,77.0,81.98861884686119,42,18,2,16,0.3,0.3333333333333333,351.0,0.18935513608929017,0.2335858086805162,0.07952265094657693,0.11277840769627226,24,16,9,61,36,70,2,22,25,0.7631789564580391,0.24360497938515846,4,60,43,34,25,9,0.7631789564580391,nenhuma,81.98861884686117,0.0,90,0,terminal,0.2775990023372793,j6040_8.sm,6,centralizada,0,3.025,0.4,0.21052631578947367
True,140,80,0.695819480316435,0.0,9.215718626028055,296.0,448.0,60.0,63.0,72.84515333814002,53,7,11,1,0.11666666666666667,0.3,351.0,0.17186737364913263,0.20753604939641032,0.026255608621162548,0.11314079629311521,15,1,60,62,45,122,4,23,1,0.7631789564580391,0.24360497938515846,4,60,117,57,1,60,0.7631789564580391,nenhuma,72.84515333814002,0.0,78,0,terminal,0.907968742655461,j6040_8.sm,6,adaptativa,0,1.75,0.25,0.01639344262295082
True,182,80,0.6133611687271222,0.0,31.6741443932867,262.0,490.0,79.0,151.0,78.87678741853263,44,16,3,16,0.26666666666666666,0.31666666666666665,351.0,0.18348696586340063,0.22472019207559155,0.09023972761620143,0.09873460921728969,32,16,79,135,28,214,19,11,54,0.5858494645010164,0.43100241340042456,24,60,141,62,54,79,0.5858494645010164,nenhuma,78.87678741853263,0.0,85,0,terminal,0.6708322338193075,j6040_8.sm,7,centralizada,0,2.275,0.5333333333333333,0.21052631578947367
True,152,80,0.6107395349830013,0.0,7.756533122665399,326.0,455.0,106.0,79.0,104.99843867593081,55,5,18,25,0.08333333333333333,0.38333333333333336,351.0,0.23026052234040906,0.29914085092857784,0.022098384964858685,0.14093779694698716,38,25,106,54,22,160,8,14,2,0.5858494645010164,0.43100241340042456,24,60,150,44,2,106,0.5858494645010164,nenhuma,104.99843867593083,0.0,113,0,terminal,0.9977208053429957,j6040_8.sm,7,adaptativa,0,1.9,0.6333333333333333,0.29411764705882354
True,177,80,0.57288569008688,0.0,41.748675083253026,211.0,518.0,107.0,146.0,133.19434271685793,36,24,8,18,0.4,0.5333333333333333,351.0,0.27508446705406037,0.3794710618713901,0.11894209425428212,0.14730720645369796,51,18,107,128,9,235,17,18,24,0.5273323364698471,0.27249021043639565,36,60,194,87,24,107,0.5273323364698471,nenhuma,133.19434271685796,0.0,146,0,terminal,0.734712591833968,j6040_8.sm,8,centralizada,0,2.2125,0.85,0.23076923076923078
True,156,80,0.6013465471712013,0.0,7.515189507892999,321.0,460.0,136.0,96.0,72.94993138962774,55,5,13,18,0.08333333333333333,0.3,351.0,0.17207204433436668,0.20783456236361178,0.021410796318783475,0.09536562903810582,47,18,136,78,13,214,26,13,4,0.5273323364698471,0.27249021043639565,36,60,184,48,4,136,0.5273323364698471,nenhuma,72.94993138962774,0.0,79,0,terminal,0.9466666666666667,j6040_8.sm,8,adaptativa,0,1.95,0.7833333333333333,0.23076923076923078
True,299,80,0.7207722406759552,3.552713678800501e-15,22.743765665936564,278.0,501.0,48.0,92.0,54.08781238599266,49,11,3,8,0.18333333333333332,0.23333333333333334,351.0,0.13352120387777666,0.1540963315840247,0.06479705317930645,0.07781435873595333,25,8,48,84,35,132,7,16,23,0.6872143627230507,0.3512385487549321,11,60,102,54,23,48,0.6872143627230507,nenhuma,54.08781238599267,0.0,60,0,terminal,0.6165540365667271,j6040_8.sm,9,centralizada,0,3.7375,0.4166666666666667,0.11764705882352941
True,142,80,0.6103390255779102,0.0,5.921135165435598,312.0,422.0,133.0,72.0,64.41900208727742,54,6,11,4,0.1,0.2833333333333333,351.0,0.15506994567798638,0.18352992047657385,0.016869330955656976,0.09316926768400537,29,4,133,68,31,201,3,13,0,0.6872143627230507,0.3512385487549321,11,60,198,65,0,133,0.6872143627230507,nenhuma,64.41900208727742,0.0,68,0,terminal,0.9583333333333334,j6040_8.sm,9,adaptativa,0,1.775,0.48333333333333334,0.0625
True,156,80,0.6267017716338845,1.7763568394002505e-15,36.78161629608464,224.0,484.0,76.0,119.0,93.29716255333966,41,19,2,22,0.31666666666666665,0.35,351.0,0.20998820252906514,0.2658038819183466,0.10479092961847476,0.12080474599295965,33,22,76,97,27,173,13,8,19,0.5820371027673271,0.4175993861121362,25,60,141,65,19,76,0.5820371027673271,nenhuma,93.29716255333966,0.0,101,0,terminal,0.7205491527456988,j6040_8.sm,10,centralizada,0,1.95,0.55,0.2682926829268293
True,140,80,0.6087966730153065,0.0,5.224319411308638,309.0,433.0,131.0,73.0,74.23910361631276,54,6,10,11,0.1,0.26666666666666666,351.0,0.17458202452448413,0.21150741771029277,0.014884100886919197,0.10437995216916816,29,11,131,62,31,193,17,8,2,0.5820371027673271,0.4175993861121362,25,60,174,43,2,131,0.5820371027673271,nenhuma,74.23910361631276,0.0,80,0,terminal,0.9666666666666667,j6040_8.sm,10,adaptativa,0,1.75,0.48333333333333334,0.15492957746478872
True,191,80,0.7247960493337346,3.552713678800501e-15,63.22118621569888,174.0,598.0,11.0,83.0,133.05968478954694,35,25,3,19,0.4166666666666667,0.4666666666666667,351.0,0.27488280675015697,0.37908742105284027,0.18011733964586576,0.16127279909875525,27,19,11,64,33,75,0,18,25,0.7131697048371954,0.48671389683598903,7,60,50,39,25,11,0.7131697048371954,nenhuma,133.05968478954696,0.0,143,0,terminal,0.2745436654147533,j6040_8.sm,11,centralizada,0,2.3875,0.45,0.24050632911392406
True,138,80,0.6983915556264856,0.0,9.160698607523285,306.0,468.0,62.0,58.0,82.1111951163055,53,7,17,8,0.11666666666666667,0.4,351.0,0.18958455944380695,0.23393502882138317,0.02609885643169027,0.12253368652056941,27,8,62,50,33,112,0,13,0,0.7131697048371954,0.48671389683598903,7,60,112,50,0,62,0.7131697048371954,nenhuma,82.1111951163055,0.0,91,0,terminal,0.9065679952733131,j6040_8.sm,11,adaptativa,0,1.725,0.45,0.11764705882352941
True,288,82,0.6965192253705131,0.0,28.135092516270436,262.0,453.0,50.0,71.0,76.37687905746874,46,14,3,14,0.23333333333333334,0.2833333333333333,339.0,0.18387368895152625,0.22530052819312313,0.08299437320433757,0.11743480052389733,36,14,50,57,24,107,21,0,17,0.6268507180531939,0.4857196752206667,26,60,69,19,17,50,0.6268507180531939,nenhuma,76.37687905746873,0.0,84,0,terminal,0.6915730516097812,j6041_6.sm,0,centralizada,0,3.5121951219512195,0.6,0.1891891891891892
True,238,82,0.6745553678601833,0.0,10.74887331293437,322.0,428.0,109.0,46.0,51.49202303095826,57,3,10,20,0.05,0.21666666666666667,339.0,0.13186446839882301,0.15189387324766448,0.03170759089361171,0.08115472088203991,38,20,109,26,22,135,16,0,1,0.6268507180531939,0.4857196752206667,26,60,118,9,1,109,0.6268507180531939,nenhuma,51.49202303095826,0.0,57,0,terminal,0.9666666666666667,j6041_6.sm,0,adaptativa,0,2.902439024390244,0.6333333333333333,0.25
True,293,82,0.7330897827742071,0.0,24.334864343190127,233.0,488.0,24.0,73.0,80.67562591484767,42,18,1,15,0.3,0.31666666666666665,339.0,0.19223328907649448,0.2379811973889312,0.07178426059938091,0.12119360056780507,34,15,24,58,26,82,17,0,27,0.6586427040007742,0.39362113220747674,22,60,38,14,27,24,0.6586427040007742,nenhuma,80.67562591484767,0.0,90,0,terminal,0.47207404569701855,j6041_6.sm,1,centralizada,0,3.573170731707317,0.5666666666666667,0.2
True,257,82,0.7090581260395988,0.0,3.0,329.0,413.0,70.0,33.0,66.46282615331751,57,3,14,11,0.05,0.2833333333333333,339.0,0.16391842079299754,0.19605553437556786,0.008849557522123894,0.11410655439120328,34,11,70,22,26,92,8,0,0,0.6586427040007742,0.39362113220747674,22,60,84,14,0,70,0.6586427040007742,nenhuma,66.46282615331751,0.0,73,0,terminal,0.9633333333333333,j6041_6.sm,1,adaptativa,0,3.1341463414634148,0.5666666666666667,0.15492957746478872
True,379,82,0.7162584115020865,4.440892098500626e-15,32.40357400950371,231.0,471.0,32.0,54.0,100.58390049793924,43,17,4,15,0.2833333333333333,0.35,339.0,0.2288161608830594,0.2967076710853665,0.09558576403983395,0.15295979786271313,38,15,32,39,22,71,13,0,16,0.7659648859265082,0.2570239140832174,9,60,42,10,16,32,0.7659648859265082,nenhuma,100.58390049793923,0.0,109,0,terminal,0.601632418318481,j6041_6.sm,2,centralizada,0,4.621951219512195,0.6333333333333333,0.2
