concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,E_plano,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,competencia_maxima_final,ablacoes,configuracao,arquivo,semente,cenario,atraso_relativo,violacoes,motivo_termino,tarefas_pendentes,dividas_pendentes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,confianca_media_final
True,207,85,0.7799547378210466,0.0,19.533007124238733,205.0,583.0,0.0,94.0,70.47927248794271,41,19,1,0,0.31666666666666665,323.0,0.21820208200601457,0.06047370626699298,0.09428926671552566,27,0,0,94,33,94,45,14,49,0.6863255838987572,0.3910769205246226,9,60,0.6863255838987572,nenhuma,legado,j6010_1.sm,5,centralizada,2.4352941176470586,[],terminal_legado,0,0,,,,,
True,140,85,0.8540787597548867,0.0,8.75076737254357,280.0,491.0,12.0,19.0,52.8884331708622,55,5,7,0,0.08333333333333333,323.0,0.16374127916675604,0.02709215904812251,0.09199773402840976,13,0,12,19,47,31,19,9,0,0.6863255838987572,0.3910769205246226,9,60,0.98,nenhuma,legado,j6010_1.sm,5,adaptativa,1.6470588235294117,[],terminal_legado,0,0,,,,,
True,191,85,0.8262657232208831,0.0,22.329163572337063,264.0,610.0,0.0,79.0,49.26129156386479,52,8,1,0,0.13333333333333333,323.0,0.1525117385878167,0.06913053737565654,0.06672609295215004,29,0,0,79,31,79,35,13,44,0.7631789564580391,0.24360497938515846,4,60,0.7631789564580391,nenhuma,legado,j6010_1.sm,6,centralizada,2.2470588235294118,[],terminal_legado,0,0,,,,,
True,148,85,0.8740383573114672,0.0,7.2898505867679315,287.0,508.0,8.0,7.0,58.21019032002517,54,6,7,0,0.1,323.0,0.180217307492338,0.02256919686305861,0.10015342347658006,16,0,8,7,44,15,7,0,0,0.7631789564580391,0.24360497938515846,4,60,0.9732807252491673,nenhuma,legado,j6010_1.sm,6,adaptativa,1.7411764705882353,[],terminal_legado,0,0,,,,,
True,230,85,0.7525106970268436,0.0,15.401290633750925,272.0,636.0,0.0,167.0,42.17070988203179,50,10,2,0,0.16666666666666666,323.0,0.13055947331898385,0.047682014345978095,0.049896085357617206,41,0,0,167,19,167,55,3,112,0.5858494645010164,0.43100241340042456,20,60,0.5858494645010164,nenhuma,legado,j6010_1.sm,7,centralizada,2.7058823529411766,[],terminal_legado,0,0,,,,,
True,142,85,0.8705313049159608,0.0,9.0,272.0,504.0,12.0,5.0,57.95677864066607,53,7,9,0,0.11666666666666667,323.0,0.17943275120949248,0.02786377708978328,0.10010553598965181,15,0,12,5,45,17,5,0,0,0.5858494645010164,0.43100241340042456,20,60,0.9767877414191346,nenhuma,legado,j6010_1.sm,7,adaptativa,1.6705882352941177,[],terminal_legado,0,0,,,,,
True,192,85,0.6872947945865095,0.0,22.64493484730145,254.0,649.0,0.0,220.0,75.28184981446209,51,9,5,0,0.15,323.0,0.23307074245963497,0.07010815742198591,0.07972391911297871,42,0,0,220,18,220,65,4,155,0.5273323364698471,0.27249021043639565,27,60,0.5273323364698471,nenhuma,legado,j6010_1.sm,8,centralizada,2.2588235294117647,[],terminal_legado,0,0,,,,,
True,148,85,0.8758339757760647,0.0,4.0,309.0,516.0,17.0,4.0,52.15275528421847,57,3,13,0,0.05,323.0,0.1614636386508312,0.01238390092879257,0.0885216182330489,17,0,17,4,43,21,4,0,0,0.5273323364698471,0.27249021043639565,27,60,0.8945599444830287,nenhuma,legado,j6010_1.sm,8,adaptativa,1.7411764705882353,[],terminal_legado,0,0,,,,,
True,227,85,0.8484306750700897,0.0,21.921646589316737,252.0,608.0,0.0,59.0,49.617182599830564,50,10,1,0,0.16666666666666666,323.0,0.15361356842052806,0.0678688748895255,0.06923805876356934,29,0,0,59,31,59,22,5,37,0.6872143627230507,0.3512385487549321,9,60,0.6872143627230507,nenhuma,legado,j6010_1.sm,9,centralizada,2.6705882352941175,[],terminal_legado,0,0,,,,,
True,144,85,0.8925187787812621,0.0,8.012008897800447,307.0,490.0,11.0,6.0,42.00805635607683,58,2,9,0,0.03333333333333333,323.0,0.1300559020311976,0.024804981107741323,0.07651628399571454,12,0,11,6,48,17,6,0,0,0.6872143627230507,0.3512385487549321,9,60,0.9587016499814339,nenhuma,legado,j6010_1.sm,9,adaptativa,1.6941176470588235,[],terminal_legado,0,0,,,,,
True,213,85,0.7097652382341401,1.7763568394002505e-15,25.060154096069226,225.0,661.0,0.0,188.0,82.29384815257293,45,15,4,0,0.25,323.0,0.2547797156426407,0.07758561639649915,0.0883650722227157,39,0,0,188,21,188,58,14,130,0.5820371027673271,0.4175993861121362,20,60,0.5820371027673271,nenhuma,legado,j6010_1.sm,10,centralizada,2.5058823529411764,[],terminal_legado,0,0,,,,,
True,140,85,0.8919594422616074,0.0,4.0,315.0,489.0,17.0,5.0,37.231205176903835,59,1,9,0,0.016666666666666666,323.0,0.11526688909258154,0.01238390092879257,0.06791150307631619,11,0,17,5,49,22,5,0,0,0.5820371027673271,0.4175993861121362,20,60,0.98,nenhuma,legado,j6010_1.sm,10,adaptativa,1.6470588235294117,[],terminal_legado,0,0,,,,,
True,210,85,0.7826528377443965,8.881784197001252e-16,20.01346466576012,248.0,588.0,0.0,107.0,56.29095768005445,48,12,3,0,0.2,323.0,0.17427541077416236,0.061961190915666015,0.07492564246198019,24,0,0,107,36,107,32,5,75,0.7131697048371954,0.48671389683598903,7,60,0.7131697048371954,nenhuma,legado,j6010_1.sm,11,centralizada,2.4705882352941178,[],terminal_legado,0,0,,,,,
True,158,85,0.8492444385569894,0.0,4.5,300.0,524.0,15.0,3.0,75.01905389026165,55,5,14,0,0.08333333333333333,323.0,0.23225713278718776,0.01393188854489164,0.12158304256128202,22,0,15,3,38,18,3,0,0,0.7131697048371954,0.48671389683598903,7,60,0.98,nenhuma,legado,j6010_1.sm,11,adaptativa,1.8588235294117648,[],terminal_legado,0,0,,,,,
True,327,69,0.8367978581320425,2.220446049250313e-16,13.98693738782737,298.0,700.0,0.0,95.0,41.52221763878311,51,9,1,0,0.15,340.0,0.12212416952583267,0.041138051140668735,0.04963671826432318,49,0,0,95,11,95,25,0,70,0.6268507180531939,0.4857196752206667,24,60,0.6268507180531939,nenhuma,legado,j6013_1.sm,0,centralizada,4.739130434782608,[],terminal_legado,0,0,,,,,
True,248,69,0.8985398693641754,0.0,5.670513446096221,329.0,593.0,8.0,2.0,56.95958578846207,58,2,8,0,0.03333333333333333,340.0,0.16752819349547668,0.016677980723812415,0.08630768764486045,37,0,8,2,23,10,2,0,0,0.6268507180531939,0.4857196752206667,24,60,0.8681365034369233,nenhuma,legado,j6013_1.sm,0,adaptativa,3.5942028985507246,[],terminal_legado,0,0,,,,,
True,367,69,0.8546299955535999,2.220446049250313e-16,17.804946045020635,274.0,714.0,0.0,62.0,59.44926309015797,46,14,3,0,0.23333333333333334,340.0,0.17485077379458228,0.05236748836770775,0.07115843620505112,46,0,0,62,14,62,15,0,47,0.6586427040007742,0.39362113220747674,21,60,0.6586427040007742,nenhuma,legado,j6013_1.sm,1,centralizada,5.318840579710145,[],terminal_legado,0,0,,,,,
True,249,69,0.9222975639116013,0.0,0.0,340.0,594.0,4.0,1.0,45.04376986615636,60,0,11,0,0.0,340.0,0.13248167607693048,0.0,0.06993898858072527,29,0,4,1,31,5,1,0,0,0.6586427040007742,0.39362113220747674,21,60,0.798895633023558,nenhuma,legado,j6013_1.sm,1,adaptativa,3.608695652173913,[],terminal_legado,0,0,,,,,
True,342,69,0.8589681365010834,0.0,25.758534672274287,234.0,686.0,0.0,21.0,91.63265102515804,42,18,1,0,0.3,340.0,0.26950779713281775,0.07576039609492437,0.11473692054480188,37,0,0,21,23,21,7,0,14,0.7659648859265082,0.2570239140832174,5,60,0.7659648859265082,nenhuma,legado,j6013_1.sm,2,centralizada,4.956521739130435,[],terminal_legado,0,0,,,,,
True,237,69,0.848626634924577,0.0,8.321379912836093,320.0,592.0,6.0,2.0,97.59771333669602,56,4,13,0,0.06666666666666667,340.0,0.2870520980491059,0.0244746468024591,0.1399054375764423,30,0,6,2,30,8,2,0,0,0.7659648859265082,0.2570239140832174,5,60,0.7925411787165589,nenhuma,legado,j6013_1.sm,2,adaptativa,3.4347826086956523,[],terminal_legado,0,0,,,,,
True,295,69,0.7902832456521172,4.440892098500626e-16,10.78699510543891,279.0,694.0,0.0,114.0,70.16615601831822,50,10,4,0,0.16666666666666666,340.0,0.20637104711270066,0.03172645619246738,0.07990077451453798,38,0,0,114,22,114,29,0,85,0.794910294566222,0.24332019624229823,1,60,0.794910294566222,nenhuma,legado,j6013_1.sm,3,centralizada,4.27536231884058,[],terminal_legado,0,0,,,,,
True,242,69,0.9109468856171928,0.0,5.0,322.0,610.0,7.0,2.0,50.63289477268185,58,2,12,0,0.03333333333333333,340.0,0.14892027874318192,0.014705882352941176,0.075612914431078,39,0,7,2,21,9,2,0,0,0.794910294566222,0.24332019624229823,1,60,0.8018630838088096,nenhuma,legado,j6013_1.sm,3,adaptativa,3.5072463768115942,[],terminal_legado,0,0,,,,,
True,291,69,0.8025105545418701,0.0,14.61554958198457,261.0,662.0,0.0,93.0,69.91126908345332,47,13,3,0,0.21666666666666667,340.0,0.20562137965721564,0.04298691053524874,0.08475004731251967,32,0,0,93,28,93,24,0,69,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,legado,j6013_1.sm,4,centralizada,4.217391304347826,[],terminal_legado,0,0,,,,,
True,253,69,0.8915414587820081,0.0,10.78699510543891,310.0,589.0,8.0,2.0,61.65351666838986,55,5,6,0,0.08333333333333333,340.0,0.18133387255408784,0.03172645619246738,0.09332201390420568,32,0,8,2,28,10,2,0,0,0.7496468789669437,0.35303232464984247,9,60,0.853203660160298,nenhuma,legado,j6013_1.sm,4,adaptativa,3.6666666666666665,[],terminal_legado,0,0,,,,,
True,365,69,0.7888548105513925,0.0,24.084392117397712,222.0,718.0,0.0,80.0,112.18016293534865,43,17,4,0,0.2833333333333333,340.0,0.3299416556922019,0.07083644740411092,0.1232505030361961,46,0,0,80,14,80,19,0,61,0.6863255838987572,0.3910769205246226,14,60,0.6863255838987572,nenhuma,legado,j6013_1.sm,5,centralizada,5.2898550724637685,[],terminal_legado,0,0,,,,,
True,249,69,0.8843408357279461,0.0,9.691802753762408,315.0,598.0,8.0,2.0,68.20986823225874,57,3,10,0,0.05,340.0,0.20061725950664336,0.028505302216948258,0.10087085598228893,32,0,8,2,28,10,2,0,0,0.6863255838987572,0.3910769205246226,14,60,0.8371643192139373,nenhuma,legado,j6013_1.sm,5,adaptativa,3.608695652173913,[],terminal_legado,0,0,,,,,
True,285,69,0.8800759560597662,3.552713678800501e-15,26.704174099995427,247.0,720.0,0.0,15.0,83.11120397329051,46,14,2,0,0.23333333333333334,340.0,0.2444447175685015,0.07854168852939832,0.10158912818898874,42,0,0,15,18,15,3,0,12,0.7631789564580391,0.24360497938515846,6,60,0.7631789564580391,nenhuma,legado,j6013_1.sm,6,centralizada,4.130434782608695,[],terminal_legado,0,0,,,,,
True,239,69,0.8924351984857446,8.881784197001252e-16,17.787424332525198,310.0,586.0,4.0,1.0,65.63030883845238,54,6,6,0,0.1,340.0,0.19303032011309523,0.05231595391919176,0.09995016671488902,35,0,4,1,25,5,1,0,0,0.7631789564580391,0.24360497938515846,6,60,0.8637846771682051,nenhuma,legado,j6013_1.sm,6,adaptativa,3.463768115942029,[],terminal_legado,0,0,,,,,
True,291,69,0.7793112109722334,5.329070518200751e-15,37.561345658980855,233.0,697.0,0.0,82.0,115.37953693807935,45,15,4,0,0.25,340.0,0.33935157922964515,0.11047454605582605,0.1290051171486803,43,0,0,82,17,82,20,0,62,0.5858494645010164,0.43100241340042456,29,60,0.5858494645010164,nenhuma,legado,j6013_1.sm,7,centralizada,4.217391304347826,[],terminal_legado,0,0,,,,,
True,250,69,0.8954577595249947,0.0,5.2107267944544455,327.0,598.0,11.0,3.0,55.814861883843136,58,2,9,0,0.03333333333333333,340.0,0.1641613584818916,0.015325667042513076,0.08357834643930301,39,0,11,3,21,14,3,0,0,0.5858494645010164,0.43100241340042456,29,60,0.8568896157558327,nenhuma,legado,j6013_1.sm,7,adaptativa,3.6231884057971016,[],terminal_legado,0,0,,,,,
True,307,69,0.69962321860581,1.7763568394002505e-15,24.496847276542102,271.0,681.0,0.0,214.0,78.3810741116886,49,11,4,0,0.18333333333333332,340.0,0.23053257091673118,0.07204955081335912,0.08052455117151264,39,0,0,214,21,214,53,0,161,0.5273323364698471,0.27249021043639565,31,60,0.5273323364698471,nenhuma,legado,j6013_1.sm,8,centralizada,4.449275362318841,[],terminal_legado,0,0,,,,,
True,236,69,0.8861261620667603,0.0,12.11554958198457,323.0,596.0,14.0,3.0,59.59045665677751,57,3,11,0,0.05,340.0,0.1752660489905221,0.03563396935877815,0.08859842727026156,31,0,14,3,29,17,3,0,0,0.5273323364698471,0.27249021043639565,31,60,0.846423099774064,nenhuma,legado,j6013_1.sm,8,adaptativa,3.420289855072464,[],terminal_legado,0,0,,,,,
True,345,69,0.7817526329655623,0.0,45.69470805292978,239.0,676.0,0.0,97.0,91.72366256779733,44,16,2,0,0.26666666666666666,340.0,0.2697754781405804,0.13439620015567583,0.10607280283671651,40,0,0,97,20,97,24,0,73,0.6872143627230507,0.3512385487549321,14,60,0.6872143627230507,nenhuma,legado,j6013_1.sm,9,centralizada,5.0,[],terminal_legado,0,0,,,,,
True,243,69,0.8800956801583024,0.0,3.5,326.0,601.0,11.0,3.0,67.88029761934338,57,3,12,0,0.05,340.0,0.19964793417453935,0.010294117647058823,0.09940292296612979,35,0,11,3,25,14,3,0,0,0.6872143627230507,0.3512385487549321,14,60,0.8856019731423234,nenhuma,legado,j6013_1.sm,9,adaptativa,3.5217391304347827,[],terminal_legado,0,0,,,,,
True,311,69,0.7477816277080737,0.0,29.080958905088472,222.0,723.0,0.0,141.0,102.85980667373639,43,17,2,0,0.2833333333333333,340.0,0.3025288431580482,0.08553223207378963,0.1063854407471983,52,0,0,141,8,141,35,0,106,0.5820371027673271,0.4175993861121362,29,60,0.5820371027673271,nenhuma,legado,j6013_1.sm,10,centralizada,4.507246376811594,[],terminal_legado,0,0,,,,,
True,238,69,0.899800955997446,0.0,11.553786131807831,323.0,588.0,9.0,2.0,54.477856497930794,57,3,8,0,0.05,340.0,0.16022898969979646,0.03398172391708185,0.08336603292096906,32,0,9,2,28,11,2,0,0,0.5820371027673271,0.4175993861121362,29,60,0.8272251560510027,nenhuma,legado,j6013_1.sm,10,adaptativa,3.449275362318841,[],terminal_legado,0,0,,,,,
True,280,69,0.9071512879322807,0.0,12.602190315790253,284.0,684.0,0.0,21.0,49.00874043741745,49,11,3,0,0.18333333333333332,340.0,0.1441433542276984,0.037065265634677214,0.06499757603471065,39,0,0,21,21,21,8,0,13,0.7131697048371954,0.48671389683598903,13,60,0.7131697048371954,nenhuma,legado,j6013_1.sm,11,centralizada,4.057971014492754,[],terminal_legado,0,0,,,,,
True,236,69,0.8111069152247364,0.0,14.242963851148264,273.0,568.0,8.0,3.0,121.27759514616159,50,10,15,0,0.16666666666666666,340.0,0.35669880925341646,0.04189107015043607,0.17318502831844645,33,0,8,3,27,11,3,0,0,0.7131697048371954,0.48671389683598903,13,60,0.8474526246925184,nenhuma,legado,j6013_1.sm,11,adaptativa,3.420289855072464,[],terminal_legado,0,0,,,,,
True,187,64,0.8570078912735247,0.0,19.021282467351163,313.0,849.0,0.0,104.0,37.655988871205274,50,10,1,0,0.16666666666666666,365.0,0.10316709279782267,0.05211310265027716,0.038011165625831504,52,0,0,104,8,104,42,10,62,0.6268507180531939,0.4857196752206667,27,60,0.6268507180531939,nenhuma,legado,j6016_1.sm,0,centralizada,2.921875,[],terminal_legado,0,0,,,,,
True,149,64,0.900891409048102,0.0,8.294345181428133,351.0,677.0,10.0,5.0,59.47791753873017,57,3,10,0,0.05,365.0,0.16295319873624703,0.022724233373775705,0.07914792457712473,32,0,10,5,28,15,5,0,0,0.6268507180531939,0.4857196752206667,27,60,0.8961015722456948,nenhuma,legado,j6016_1.sm,0,adaptativa,2.328125,[],terminal_legado,0,0,,,,,
True,273,64,0.8069087217938585,1.7763568394002505e-15,25.592287742913673,280.0,810.0,0.0,92.0,101.83101349960522,48,12,4,0,0.2,365.0,0.2789890780811102,0.07011585682990047,0.10144238634807358,47,0,0,92,13,92,39,5,53,0.6586427040007742,0.39362113220747674,18,60,0.6586427040007742,nenhuma,legado,j6016_1.sm,1,centralizada,4.265625,[],terminal_legado,0,0,,,,,
True,141,64,0.8806575439569421,0.0,14.434048977297536,320.0,655.0,10.0,6.0,72.76243580106649,54,6,12,0,0.1,365.0,0.19934913918100408,0.039545339663828866,0.09783021069449144,32,0,10,6,28,16,6,2,0,0.6586427040007742,0.39362113220747674,18,60,0.9517340264028635,nenhuma,legado,j6016_1.sm,1,adaptativa,2.203125,[],terminal_legado,0,0,,,,,
True,182,64,0.8394357995830629,0.0,30.282088146959385,315.0,819.0,0.0,99.0,57.655315637940234,50,10,3,0,0.16666666666666666,365.0,0.15795976887106913,0.0829646250601627,0.05909393892887452,49,0,0,99,11,99,36,3,63,0.7659648859265082,0.2570239140832174,9,60,0.7659648859265082,nenhuma,legado,j6016_1.sm,2,centralizada,2.84375,[],terminal_legado,0,0,,,,,
True,136,64,0.8897213623045646,0.0,6.407955775369402,333.0,633.0,14.0,7.0,57.45869574312286,55,5,10,0,0.08333333333333333,365.0,0.15742108422773388,0.01755604322019014,0.0807618152493124,30,0,14,7,30,21,7,1,0,0.7659648859265082,0.2570239140832174,9,60,0.98,nenhuma,legado,j6016_1.sm,2,adaptativa,2.125,[],terminal_legado,0,0,,,,,
True,220,64,0.7969262223548871,2.6645352591003757e-15,32.07816598926507,296.0,818.0,0.0,141.0,67.44382510446287,48,12,1,0,0.2,365.0,0.1847776030259257,0.08788538627195909,0.06570629921963729,47,0,0,141,13,141,66,28,75,0.794910294566222,0.24332019624229823,6,60,0.794910294566222,nenhuma,legado,j6016_1.sm,3,centralizada,3.4375,[],terminal_legado,0,0,,,,,
True,137,64,0.8704009677996895,0.0,3.0,359.0,643.0,13.0,7.0,75.73998741689981,59,1,16,0,0.016666666666666666,365.0,0.2075068148408214,0.00821917808219178,0.1025259072298692,29,0,13,7,31,20,7,0,0,0.794910294566222,0.24332019624229823,6,60,0.9506998278350038,nenhuma,legado,j6016_1.sm,3,adaptativa,2.140625,[],terminal_legado,0,0,,,,,
True,221,64,0.774116104340608,3.552713678800501e-15,36.82981568340804,290.0,870.0,0.0,177.0,76.86242208598152,50,10,3,0,0.16666666666666666,365.0,0.2105819783177576,0.10090360461207683,0.06839130891423392,53,0,0,177,7,177,56,4,121,0.7496468789669437,0.35303232464984247,9,60,0.7496468789669437,nenhuma,legado,j6016_1.sm,4,centralizada,3.453125,[],terminal_legado,0,0,,,,,
True,141,64,0.9210832252474298,0.0,4.862018578580091,343.0,667.0,12.0,4.0,41.14737530457613,56,4,5,0,0.06666666666666667,365.0,0.1127325350810305,0.013320598845424908,0.05682182482159734,31,0,12,4,29,16,4,0,0,0.7496468789669437,0.35303232464984247,9,60,0.9326632132273003,nenhuma,legado,j6016_1.sm,4,adaptativa,2.203125,[],terminal_legado,0,0,,,,,
True,202,64,0.767485499907486,2.6645352591003757e-15,33.60878522885502,243.0,838.0,0.0,140.0,113.87730595693841,40,20,3,0,0.3333333333333333,365.0,0.3119926190601052,0.09207886364069869,0.10429496550176445,54,0,0,140,6,140,49,4,91,0.6863255838987572,0.3910769205246226,15,60,0.6863255838987572,nenhuma,legado,j6016_1.sm,5,centralizada,3.15625,[],terminal_legado,0,0,,,,,
True,145,64,0.9012755593493895,0.0,7.846635321150619,344.0,676.0,12.0,4.0,58.048076847872295,56,4,10,0,0.06666666666666667,365.0,0.15903582698047203,0.02149763101685101,0.07739247474884978,31,0,12,4,29,16,4,0,0,0.6863255838987572,0.3910769205246226,15,60,0.9055351400601444,nenhuma,legado,j6016_1.sm,5,adaptativa,2.265625,[],terminal_legado,0,0,,,,,
True,187,64,0.830385026408001,0.0,33.26498909499557,274.0,822.0,0.0,67.0,100.90224276529624,47,13,4,0,0.21666666666666667,365.0,0.276444500726839,0.0911369564246454,0.10193152253441247,45,0,0,67,15,67,38,22,29,0.7631789564580391,0.24360497938515846,9,60,0.7631789564580391,nenhuma,legado,j6016_1.sm,6,centralizada,2.921875,[],terminal_legado,0,0,,,,,
True,145,64,0.8937965030926203,0.0,5.502800916511432,331.0,622.0,12.0,7.0,54.907846862033274,54,6,8,0,0.1,365.0,0.15043245715625556,0.015076166894551869,0.07890103137882708,24,0,12,7,36,19,7,1,0,0.7631789564580391,0.24360497938515846,9,60,0.98,nenhuma,legado,j6016_1.sm,6,adaptativa,2.265625,[],terminal_legado,0,0,,,,,
True,217,64,0.79623360548484,0.0,39.05981281704441,295.0,836.0,0.0,147.0,66.94312503419843,45,15,3,0,0.25,365.0,0.18340582201150255,0.10701318580012167,0.0637588107756008,51,0,0,147,9,147,50,10,97,0.5858494645010164,0.43100241340042456,33,60,0.5858494645010164,nenhuma,legado,j6016_1.sm,7,centralizada,3.390625,[],terminal_legado,0,0,,,,,
True,145,64,0.8923019568749454,0.0,12.5,321.0,673.0,12.0,6.0,63.22898584354425,54,6,10,0,0.1,365.0,0.1732300982014911,0.03424657534246575,0.08383261188620023,35,0,12,6,25,18,6,0,0,0.5858494645010164,0.43100241340042456,33,60,0.9600638254104743,nenhuma,legado,j6016_1.sm,7,adaptativa,2.265625,[],terminal_legado,0,0,,,,,
True,240,64,0.7395378701742581,0.0,32.910954029263436,255.0,868.0,0.0,197.0,108.70595206364789,42,18,4,0,0.3,365.0,0.297824526201775,0.09016699734044777,0.09261770537375018,57,0,0,197,3,197,62,9,135,0.5273323364698471,0.27249021043639565,40,60,0.5273323364698471,nenhuma,legado,j6016_1.sm,8,centralizada,3.75,[],terminal_legado,0,0,,,,,
True,143,64,0.8572886569852892,0.0,7.09322973835833,342.0,651.0,16.0,5.0,87.37083116121407,54,6,15,0,0.1,365.0,0.23937214016770977,0.019433506132488575,0.11505687020873374,29,0,16,5,31,21,5,0,0,0.5273323364698471,0.27249021043639565,40,60,0.98,nenhuma,legado,j6016_1.sm,8,adaptativa,2.234375,[],terminal_legado,0,0,,,,,
