arquivo,combinacao,instancia,tarefa,duracao,n_sucessores,sucessores,R1,R2,R3,R4,ES,LS,folga_total,makespan_instancia,intensidade_recursos,duracao_norm,intensidade_norm,folga_norm,criticidade_folga,criticidade_sucessores,Di,nivel_dificuldade
j6010_10.sm,10,10,14,5,3,24;28;40,0,10,0,3,19,19,0,73,0.10231854838709678,0.4444444444444444,0.3399348053385817,0.0,1.0,1.0,0.5947930832610087,alta
j6010_10.sm,10,10,15,2,2,19;54,0,2,5,0,20,44,24,73,0.046875,0.1111111111111111,0.08961190725136847,0.4444444444444444,0.5555555555555556,0.5,0.25209285797267833,baixa
j6010_10.sm,10,10,16,7,1,55,0,6,9,0,20,45,25,73,0.103125,0.6666666666666666,0.3435758656743957,0.46296296296296297,0.537037037037037,0.0,0.5157598564593664,media
j6010_10.sm,10,10,17,5,2,35;46,6,0,6,3,12,53,41,73,0.10223408892763733,0.4444444444444444,0.33955347807368236,0.7592592592592593,0.2407407407407407,0.5,0.34157955441962246,baixa
j6010_10.sm,10,10,18,8,1,52,6,8,0,1,18,41,23,73,0.1111050566695728,0.7777777777777778,0.3796051417676364,0.42592592592592593,0.5740740740740741,0.0,0.577152331206496,alta
j6010_10.sm,10,10,19,4,1,44,10,10,10,5,22,50,28,73,0.24851514821272885,0.3333333333333333,1.0,0.5185185185185185,0.4814814814814815,0.0,0.6049382716049383,alta
j6010_10.sm,10,10,20,4,2,27;33,8,2,5,0,9,40,31,73,0.10092905405405406,0.3333333333333333,0.3336613567870103,0.5740740740740741,0.42592592592592593,0.5,0.36430687201542317,baixa
j6010_10.sm,10,10,21,6,1,36,5,4,6,7,12,44,32,73,0.1589853966870096,0.5555555555555556,0.5957807983270804,0.5925925925925926,0.40740740740740744,0.0,0.5195812537633477,media
j6010_10.sm,10,10,22,5,1,29,8,4,0,2,18,31,13,73,0.10143308631211857,0.4444444444444444,0.33593701949689403,0.24074074074074073,0.7592592592592593,0.0,0.5132135744001992,media
j6010_10.sm,10,10,23,5,1,42,10,2,6,4,19,32,13,73,0.1529506320836966,0.4444444444444444,0.5685343502060398,0.24074074074074073,0.7592592592592593,0.0,0.5907460179699144,alta
j6010_10.sm,10,10,24,1,1,34,0,6,2,9,24,56,32,73,0.13195564516129032,0.0,0.4737437726797466,0.5925925925925926,0.40740740740740744,0.0,0.2937170600290513,baixa
j6010_10.sm,10,10,25,3,1,51,2,8,0,8,5,59,54,73,0.14052964254577158,0.2222222222222222,0.5124546405067962,1.0,0.0,0.0,0.24489228757633946,baixa
j6010_10.sm,10,10,26,5,2,36;48,5,4,9,1,20,45,25,73,0.12934829991281604,0.4444444444444444,0.4619718309859155,0.46296296296296297,0.537037037037037,0.5,0.4811511041557989,media
j6010_10.sm,10,10,27,3,1,53,4,2,4,0,13,48,35,73,0.06765202702702702,0.2222222222222222,0.18341841441663076,0.6481481481481481,0.35185185185185186,0.0,0.25249749616356826,baixa
j6010_10.sm,10,10,28,8,2,31;43,1,1,3,9,24,24,0,73,0.10589990191804709,0.7777777777777778,0.3561043114582693,0.0,1.0,0.5,0.7112940297453489,muito alta
j6010_10.sm,10,10,29,1,1,42,2,1,1,3,23,36,13,73,0.051769561900610286,0.0,0.11171043729626667,0.24074074074074073,0.7592592592592593,0.0,0.2903232321851753,baixa
j6010_10.sm,10,10,30,7,1,38,3,0,6,7,20,42,22,73,0.11422188317349607,0.6666666666666666,0.393677347930377,0.4074074074074074,0.5925925925925926,0.0,0.550978869063212,alta
j6010_10.sm,10,10,31,9,1,47,9,10,0,0,32,32,0,73,0.1389358108108108,0.8888888888888888,0.5052586259917584,0.0,1.0,0.0,0.7980491716268824,muito alta
j6010_10.sm,10,10,32,5,1,34,6,0,10,6,12,52,40,73,0.15142763731473408,0.4444444444444444,0.5616581585583369,0.7407407407407407,0.2592592592592593,0.0,0.42178728742068017,media
j6010_10.sm,10,10,33,8,2,37;48,10,1,10,7,13,44,31,73,0.19433168047079338,0.7777777777777778,0.7553662586874962,0.5740740740740741,0.42592592592592593,0.5,0.6530233207970666,alta
j6010_10.sm,10,10,34,2,1,58,9,0,6,0,25,57,32,73,0.0983108108108108,0.1111111111111111,0.3218402115751276,0.5925925925925926,0.40740740740740744,0.0,0.280119576697882,baixa
j6010_10.sm,10,10,35,1,1,58,0,0,1,8,17,58,41,73,0.07076612903225807,0.0,0.19747831969985855,0.7592592592592593,0.2407407407407407,0.0,0.1460730201468664,baixa
j6010_10.sm,10,10,36,5,1,56,9,9,0,0,25,50,25,73,0.1311233108108108,0.4444444444444444,0.46998585398856013,0.46296296296296297,0.537037037037037,0.0,0.4838224451566805,media
j6010_10.sm,10,10,37,10,2,40;60,4,0,0,0,21,52,31,73,0.02702702702702703,1.0,0.0,0.5740740740740741,0.42592592592592593,0.5,0.47530864197530864,media
j6010_10.sm,10,10,38,5,2,44;56,0,10,0,2,27,49,22,73,0.09425403225806452,0.4444444444444444,0.3035242019804416,0.4074074074074074,0.5925925925925926,0.5,0.44685374633915953,media
j6010_10.sm,10,10,39,9,1,46,8,7,5,10,20,52,32,73,0.22063671534437662,0.8888888888888888,0.8741312503844024,0.5925925925925926,0.40740740740740744,0.0,0.7234758488935662,muito alta
j6010_10.sm,10,10,40,2,1,59,4,0,0,4,31,62,31,73,0.05928509154315606,0.1111111111111111,0.14564241343256043,0.5740740740740741,0.42592592592592593,0.0,0.22755981682319915,baixa
j6010_10.sm,10,10,41,1,1,42,5,3,4,2,11,36,25,73,0.09835031604184831,0.0,0.3220185743280645,0.46296296296296297,0.537037037037037,0.0,0.2863518704550338,baixa
j6010_10.sm,10,10,42,9,2,50;54,3,3,2,10,24,37,13,73,0.13685293156059286,0.8888888888888888,0.49585460360415773,0.24074074074074073,0.7592592592592593,0.5,0.7146675839174352,muito alta
j6010_10.sm,10,10,43,10,1,45,1,6,0,7,32,45,13,73,0.11008336965998256,1.0,0.3749923119503044,0.24074074074074073,0.7592592592592593,0.0,0.7114171904031878,muito alta
j6010_10.sm,10,10,44,1,1,45,7,0,0,8,32,54,22,73,0.11181342632955536,0.0,0.38280337044098656,0.4074074074074074,0.5925925925925926,0.0,0.32513198767785967,baixa
j6010_10.sm,10,10,45,7,1,51,0,0,0,4,42,55,13,73,0.03225806451612903,0.6666666666666666,0.023617688664739518,0.24074074074074073,0.7592592592592593,0.0,0.48318120486355515,media
j6010_10.sm,10,10,46,3,1,50,1,2,8,0,29,61,32,73,0.07238175675675676,0.2222222222222222,0.20477274125099945,0.5925925925925926,0.40740740740740744,0.0,0.27813412362687634,baixa
j6010_10.sm,10,10,47,8,3,52;55;58,9,10,9,2,41,41,0,73,0.21131484306887532,0.7777777777777778,0.8320437911310659,0.0,1.0,1.0,0.8699405229696144,muito alta
j6010_10.sm,10,10,48,5,1,50,5,5,0,0,25,59,34,73,0.07284628378378379,0.4444444444444444,0.2068700412079464,0.6296296296296297,0.37037037037037035,0.0,0.3405616186742537,baixa
j6010_10.sm,10,10,49,10,1,59,6,10,0,0,26,54,28,73,0.11866554054054054,1.0,0.4137400824158928,0.5185185185185185,0.4814814814814815,0.0,0.6317405212991247,alta
j6010_10.sm,10,10,50,2,1,61,4,3,7,3,33,64,31,73,0.11840807541412379,0.1111111111111111,0.41257764930192503,0.5740740740740741,0.42592592592592593,0.0,0.316538228779654,baixa
j6010_10.sm,10,10,51,4,1,61,7,0,0,0,49,62,13,73,0.0472972972972973,0.3333333333333333,0.09151854357586568,0.24074074074074073,0.7592592592592593,0.0,0.39470371205615273,baixa
j6010_10.sm,10,10,52,6,2,56;60,10,4,8,0,49,49,0,73,0.1488175675675676,0.5555555555555556,0.549873915984993,0.0,1.0,0.5,0.7018098238468495,muito alta
j6010_10.sm,10,10,53,6,1,57,3,3,10,4,16,51,35,73,0.1384658347863993,0.5555555555555556,0.5031367242757857,0.6481481481481481,0.35185185185185186,0.0,0.470181377227731,media
j6010_10.sm,10,10,54,6,1,55,10,4,4,0,33,46,13,73,0.12381756756756757,0.5555555555555556,0.4370010455747586,0.24074074074074073,0.7592592592592593,0.0,0.5839386201298578,alta
j6010_10.sm,10,10,55,5,1,57,6,7,1,4,49,52,3,73,0.13373610505666958,0.4444444444444444,0.4817823974414171,0.05555555555555555,0.9444444444444444,0.0,0.6235570954434353,alta
j6010_10.sm,10,10,56,2,1,57,10,1,6,10,55,55,0,73,0.19352522885789014,0.1111111111111111,0.7517251983516822,0.0,1.0,0.0,0.6209454364875977,alta
j6010_10.sm,10,10,57,9,1,61,4,4,9,8,57,57,0,73,0.17904315605928509,0.8888888888888888,0.686339873300941,0.0,1.0,0.0,0.85840958739661,muito alta
j6010_10.sm,10,10,58,5,1,59,0,4,8,10,49,59,10,73,0.16189516129032258,0.4444444444444444,0.6089181376468418,0.18518518518518517,0.8148148148148149,0.0,0.6227257989687003,alta
j6010_10.sm,10,10,59,9,1,62,10,4,2,3,54,64,10,73,0.13551111595466434,0.8888888888888888,0.48979642044406174,0.18518518518518517,0.8148148148148149,0.0,0.7311667080492551,muito alta
j6010_10.sm,10,10,60,1,1,62,0,9,7,10,55,72,17,73,0.19470766129032258,0.0,0.7570637800602743,0.3148148148148148,0.6851851851851851,0.0,0.48074965508181977,media
j6010_10.sm,10,10,61,7,1,62,7,0,10,7,66,66,0,73,0.1662489102005231,0.6666666666666666,0.6285749431084322,0.0,1.0,0.0,0.7650805365916995,muito alta
j6010_2.sm,10,2,2,7,3,7;9;10,0,6,6,8,0,1,1,62,0.13956303334745507,0.6666666666666666,0.5789200877500693,0.025,0.975,1.0,0.7401955848055786,muito alta
j6010_2.sm,10,2,3,7,3,5;6;37,9,0,1,2,0,0,0,62,0.07336295687003791,0.6666666666666666,0.27653889851673064,0.0,1.0,1.0,0.6477351883944658,alta
j6010_2.sm,10,2,4,9,3,12;14;17,1,0,7,1,0,0,0,62,0.05642926114011874,0.8888888888888888,0.19919108677099642,0.0,1.0,1.0,0.696026658553295,muito alta
j6010_2.sm,10,2,5,3,2,13;31,0,8,8,1,7,7,0,62,0.10812705521596158,0.2222222222222222,0.4353303978596522,0.0,1.0,0.5,0.5525175400272915,alta
j6010_2.sm,10,2,6,7,1,60,6,10,10,9,7,47,40,62,0.2317497281108611,0.6666666666666666,1.0,1.0,0.0,0.0,0.5555555555555556,alta
j6010_2.sm,10,2,7,2,3,8;15;41,0,2,5,3,7,8,1,62,0.06750186608565836,0.1111111111111111,0.2497672738315261,0.025,0.975,1.0,0.44529279498087904,media
j6010_2.sm,10,2,8,9,3,19;22;36,1,3,9,6,9,10,1,62,0.12817773296726875,0.8888888888888888,0.5269156060042828,0.025,0.975,1.0,0.7969348316310572,muito alta
j6010_2.sm,10,2,9,9,1,16,9,4,6,0,7,38,31,62,0.11336275513104782,0.8888888888888888,0.4592454331743431,0.775,0.22499999999999998,0.0,0.5243781073544106,media
j6010_2.sm,10,2,10,3,1,11,6,3,7,3,7,12,5,62,0.12019815353804339,0.2222222222222222,0.49046738954014985,0.125,0.875,0.0,0.5292298705874573,media
j6010_2.sm,10,2,11,5,2,18;38,7,9,8,4,10,15,5,62,0.17850358728604207,0.4444444444444444,0.7567883265182176,0.125,0.875,0.5,0.6920775903208873,muito alta
j6010_2.sm,10,2,12,4,3,20;27;30,0,4,8,4,9,17,8,62,0.10667957796203273,0.3333333333333333,0.42871877568757627,0.2,0.8,1.0,0.5206840363403031,media
j6010_2.sm,10,2,13,7,2,18;21,5,0,2,6,10,13,3,62,0.08899130963450397,0.6666666666666666,0.3479243129473238,0.075,0.925,0.5,0.6465303265379968,alta
j6010_2.sm,10,2,14,10,1,57,2,0,1,0,9,40,31,62,0.017461197339246122,1.0,0.021197191578925335,0.775,0.22499999999999998,0.0,0.41539906385964176,media
j6010_2.sm,10,2,15,3,3,24;25;46,0,0,4,7,9,18,9,62,0.08084185680566483,0.2222222222222222,0.310700168065467,0.225,0.775,1.0,0.43597413009589636,media
j6010_2.sm,10,2,16,10,1,59,6,4,3,0,16,47,31,62,0.07802461765876399,1.0,0.2978319031188971,0.775,0.22499999999999998,0.0,0.5076106343729656,media
j6010_2.sm,10,2,17,7,2,34;39,6,10,8,2,9,9,0,62,0.16310299325641575,0.6666666666666666,0.6864432425640192,0.0,1.0,0.5,0.784369969743562,muito alta
j6010_2.sm,10,2,18,5,1,45,4,6,1,3,17,20,3,62,0.09147992055151771,0.4444444444444444,0.3592915071964481,0.075,0.925,0.0,0.5762453172136308,alta
j6010_2.sm,10,2,19,9,2,32;37,2,0,0,3,18,31,13,62,0.035557184750733134,0.8888888888888888,0.10385398723540158,0.325,0.675,0.5,0.5559142920414302,alta
j6010_2.sm,10,2,20,3,1,51,10,6,4,0,13,26,13,62,0.1196699641821593,0.2222222222222222,0.4880547862008304,0.325,0.675,0.0,0.4617590028076842,media
j6010_2.sm,10,2,21,1,1,23,0,1,0,10,17,32,15,62,0.087055417700579,0.0,0.3390817656821835,0.375,0.625,0.0,0.3213605885607278,baixa
j6010_2.sm,10,2,22,9,1,26,4,0,0,0,18,19,1,62,0.022727272727272728,0.8888888888888888,0.045250972528364325,0.025,0.975,0.0,0.6363799538057511,alta
j6010_2.sm,10,2,23,2,1,48,6,0,10,7,18,33,15,62,0.15151813175023246,0.1111111111111111,0.6335272281763588,0.375,0.625,0.0,0.45654611309582327,media
j6010_2.sm,10,2,24,8,3,33;35;52,10,1,8,0,12,21,9,62,0.11200892603331628,0.7777777777777778,0.4530615664120379,0.225,0.775,1.0,0.6686131147299386,muito alta
j6010_2.sm,10,2,25,6,1,47,4,10,1,4,12,41,29,62,0.12518546232157562,0.5555555555555556,0.5132478520605036,0.725,0.275,0.0,0.44793446920535307,media
j6010_2.sm,10,2,26,2,1,29,5,10,6,6,27,28,1,62,0.1774841176395071,0.1111111111111111,0.7521317088750086,0.025,0.975,0.0,0.6127476066620399,alta
j6010_2.sm,10,2,27,3,2,28;42,0,4,1,0,13,21,8,62,0.031738586616635395,0.2222222222222222,0.0864118284580386,0.2,0.8,0.5,0.36954468356008696,baixa
