ponto,instancia,semente,risco.F_ancora,retrabalho.f_retrabalho,agentes.tau_sat,agentes.k_heuristico,fuzzy.mu_minimo,concluiu,divida_pendente,violacoes,taxa_omissao,atraso_relativo,retrabalho_sobre_plano,E_total
1,j6010_1.sm,13,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.06666666666666667,1.6588235294117648,0.2127186570851784,0.8463208222971845
1,j6010_1.sm,14,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.13333333333333333,1.6588235294117648,0.2743905975821804,0.8273586448878362
1,j6010_1.sm,15,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.05,1.6705882352941177,0.2149056235968687,0.8529401385618914
1,j6010_1.sm,16,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.611764705882353,0.23422864608790592,0.8419682249176783
1,j6010_1.sm,17,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.06666666666666667,1.6705882352941177,0.22052725139233298,0.8455433791590506
1,j6010_1.sm,18,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6823529411764706,0.22626158973032534,0.8365008871245535
1,j6010_1.sm,19,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6588235294117648,0.2827464612890878,0.8205773126764476
1,j6010_1.sm,20,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6588235294117648,0.22819304106297278,0.8495604763351428
1,j6010_1.sm,21,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.6235294117647059,0.1751217833329244,0.8673475172511972
1,j6010_1.sm,22,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.13333333333333333,1.776470588235294,0.30277923338633095,0.8050605918227846
1,j6010_1.sm,23,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6352941176470588,0.1861799874019515,0.8601429373113483
1,j6010_1.sm,24,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.6705882352941177,0.23557912825566046,0.8434648119077232
1,j6010_1.sm,25,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.16666666666666666,1.6705882352941177,0.19883184611013363,0.8604556677700514
1,j6010_1.sm,26,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6705882352941177,0.21408156580218296,0.8452684167001795
1,j6010_1.sm,27,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.611764705882353,0.22031346048426345,0.8489463363104675
1,j6010_1.sm,28,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.18333333333333332,1.6705882352941177,0.24414689774542325,0.8395993499859928
1,j6010_1.sm,29,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.03333333333333333,1.588235294117647,0.21741561308773616,0.8411333459560301
1,j6010_1.sm,30,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6235294117647059,0.2202398864746072,0.8483362614538973
1,j6010_1.sm,31,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.06666666666666667,1.6705882352941177,0.16824605433885817,0.8751285228808512
1,j6032_1.sm,0,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.2,1.681159420289855,0.21151595323335778,0.8569786829699235
1,j6032_1.sm,1,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.25,1.6666666666666667,0.2489439673050771,0.8340407898592669
1,j6032_1.sm,2,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6376811594202898,0.21211709846602894,0.8559903805962531
1,j6032_1.sm,3,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.681159420289855,0.2111311948081029,0.840251551539387
1,j6032_1.sm,4,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.8115942028985508,0.16306142225886916,0.8604974604745991
1,j6032_1.sm,5,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.06666666666666667,1.710144927536232,0.25414232388287145,0.8338064073641036
1,j6032_1.sm,6,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.5797101449275361,0.23583196184304442,0.8446229489006137
1,j6032_1.sm,7,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.13333333333333333,1.6231884057971016,0.20929407302653943,0.8608175191390567
1,j6032_1.sm,8,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.11666666666666667,1.681159420289855,0.1734194922622491,0.8520249845220507
1,j6032_1.sm,9,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.11666666666666667,1.710144927536232,0.16119727649834148,0.8708718498723054
1,j6032_1.sm,10,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.8115942028985508,0.18347540919416652,0.853777957418878
1,j6032_1.sm,11,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.13333333333333333,1.6666666666666667,0.2483890374374807,0.8151993032164274
1,j6032_1.sm,12,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.2,1.6376811594202898,0.27885230266127226,0.825980484078955
1,j6032_1.sm,13,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.11666666666666667,1.7246376811594204,0.19648788891935293,0.8658059892719366
1,j6032_1.sm,14,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.681159420289855,0.18793389063199492,0.8599556890058306
1,j6032_1.sm,15,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.13333333333333333,1.6666666666666667,0.20474110105061366,0.8496653899519118
1,j6032_1.sm,16,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.16666666666666666,1.855072463768116,0.24389153977010958,0.839668723340644
1,j6032_1.sm,17,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.05,1.710144927536232,0.16674976210366027,0.8647606525807849
1,j6032_1.sm,18,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6956521739130435,0.2012507504508477,0.8564589467918522
1,j6032_1.sm,19,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6666666666666667,0.23137726498520902,0.8270533591529583
1,j6032_1.sm,20,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.8115942028985508,0.22219991885439436,0.8533023514741749
1,j6032_1.sm,21,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.7971014492753623,0.26279054516572264,0.8389900936536226
1,j6032_1.sm,22,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.1,1.6521739130434783,0.20241267575732408,0.8428438134156403
1,j6032_1.sm,23,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.7536231884057971,0.18952879102696923,0.8589877664642723
1,j6032_1.sm,24,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.06666666666666667,1.710144927536232,0.21287205729549472,0.8560935263725994
1,j6032_1.sm,25,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.681159420289855,0.17666693675218625,0.8636210927815271
1,j6032_1.sm,26,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6521739130434783,0.19702506611483803,0.8563481032484063
1,j6032_1.sm,27,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6521739130434783,0.1755865924444287,0.8811818489021603
1,j6032_1.sm,28,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.15,1.608695652173913,0.17845628163469246,0.8654084546834723
1,j6032_1.sm,29,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.681159420289855,0.2195566613557001,0.8409219301530764
1,j6032_1.sm,30,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.11666666666666667,1.710144927536232,0.2501645107004018,0.828983878477498
1,j6032_1.sm,31,0.2028589515166244,0.4163711961176229,1.32032857017517,0.1077682278241456,0.5851246708370498,True,0,0,0.08333333333333333,1.6956521739130435,0.1753344157678822,0.870176940484075
159,j6010_1.sm,0,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6,0.21879430427918975,0.8432469947915515
159,j6010_1.sm,1,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.6588235294117648,0.21430624103284734,0.8389547528475622
159,j6010_1.sm,2,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.4,0.19223294518385917,0.8513577462730152
159,j6010_1.sm,3,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.7294117647058824,0.2490998996803868,0.8418983975648746
159,j6010_1.sm,4,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.6941176470588235,0.2133266165733027,0.8536726063369701
159,j6010_1.sm,5,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.6705882352941177,0.32158003971827925,0.79585245850461
159,j6010_1.sm,6,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.5294117647058822,0.2833282157058588,0.809125509330155
159,j6010_1.sm,7,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.05,1.7411764705882353,0.20405235368199814,0.84769004697557
159,j6010_1.sm,8,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.15,1.776470588235294,0.23469067419987694,0.8282136779859312
159,j6010_1.sm,9,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.6,0.25492033780720774,0.8287303475196037
159,j6010_1.sm,10,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.6235294117647059,0.301592854119745,0.8060096975813199
159,j6010_1.sm,11,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.6823529411764706,0.32200254384784294,0.8066473808613728
159,j6010_1.sm,12,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.16666666666666666,1.7176470588235293,0.2622445896011086,0.8132618721336518
159,j6010_1.sm,13,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.06666666666666667,1.5647058823529412,0.23961782658281788,0.83064739702146
159,j6010_1.sm,14,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.16666666666666666,1.6,0.23270803946662758,0.829809182694779
159,j6010_1.sm,15,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.05,1.5411764705882354,0.18106335848005842,0.8631265131078207
159,j6010_1.sm,16,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6,0.23759794674403964,0.8431373282972968
159,j6010_1.sm,17,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.7176470588235293,0.279653599806333,0.8244604108378528
159,j6010_1.sm,18,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.7529411764705882,0.19329393579262927,0.8682224518433599
159,j6010_1.sm,19,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.6941176470588235,0.3257349479055513,0.8029991024382239
159,j6010_1.sm,20,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.06666666666666667,1.6235294117647059,0.18653382477381728,0.868873519434025
159,j6010_1.sm,21,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.6588235294117648,0.2275879739602261,0.8407930030765448
159,j6010_1.sm,22,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.776470588235294,0.2912331461609612,0.8045827078540945
159,j6010_1.sm,23,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.5529411764705883,0.23449301611194623,0.8307684914525897
159,j6010_1.sm,24,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.06666666666666667,1.6235294117647059,0.21991953519763127,0.8445915634851907
159,j6010_1.sm,25,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6823529411764706,0.24755062974571554,0.8361779362416285
159,j6010_1.sm,26,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.6705882352941177,0.20160596158252558,0.8512219198852392
159,j6010_1.sm,27,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.6352941176470588,0.25350990285582975,0.8409996702771394
159,j6010_1.sm,28,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6941176470588235,0.16127965960214094,0.8695758576888553
159,j6010_1.sm,29,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.5294117647058822,0.24466063122619539,0.8224259486112803
159,j6010_1.sm,30,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.6235294117647059,0.23878392768930004,0.8391938640531943
159,j6010_1.sm,31,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.5529411764705883,0.15839041692509304,0.8829729414527511
159,j6032_1.sm,0,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.681159420289855,0.2335371116170766,0.8491003721943311
159,j6032_1.sm,1,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.681159420289855,0.20587652584526067,0.8639989032439487
159,j6032_1.sm,2,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.05,1.6956521739130435,0.18360028348725102,0.8755917071780953
159,j6032_1.sm,3,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.681159420289855,0.22470354034938347,0.8345193742049378
159,j6032_1.sm,4,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.681159420289855,0.27327979003861724,0.8131685344713725
159,j6032_1.sm,5,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6666666666666667,0.21744593843521126,0.8470372112547029
159,j6032_1.sm,6,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.5797101449275361,0.20885033368841424,0.8618081336092784
159,j6032_1.sm,7,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.7246376811594204,0.20009749145795486,0.8588696638837698
159,j6032_1.sm,8,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6956521739130435,0.2093748216794543,0.8363422924021956
159,j6032_1.sm,9,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.7246376811594204,0.21929561227634786,0.8471751591845703
159,j6032_1.sm,10,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.826086956521739,0.21576458619666442,0.8386814885902562
159,j6032_1.sm,11,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.710144927536232,0.23893291239166753,0.835556730365358
159,j6032_1.sm,12,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.681159420289855,0.26235401129041214,0.8395644477951428
159,j6032_1.sm,13,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.826086956521739,0.26276527875717554,0.8377502254424845
159,j6032_1.sm,14,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.7391304347826086,0.2331788548028738,0.8464758288601504
159,j6032_1.sm,15,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.05,1.7681159420289856,0.20615314394048595,0.8562304178587544
159,j6032_1.sm,16,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.06666666666666667,1.6666666666666667,0.2365558325744355,0.8526612479381386
159,j6032_1.sm,17,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.7536231884057971,0.2341542172328737,0.8331818352968309
159,j6032_1.sm,18,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.681159420289855,0.20953940028295776,0.8668876968697649
159,j6032_1.sm,19,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.6666666666666667,0.2590525564131764,0.8166202774995882
159,j6032_1.sm,20,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.18333333333333332,1.8115942028985508,0.2369675598190447,0.8448262945019864
159,j6032_1.sm,21,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.7391304347826086,0.24146135411592695,0.8414299794247826
159,j6032_1.sm,22,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.7246376811594204,0.25876523849906724,0.8183488180520774
159,j6032_1.sm,23,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.7246376811594204,0.27329254020181026,0.7799100340747319
159,j6032_1.sm,24,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.681159420289855,0.281810954880708,0.8056359782254412
159,j6032_1.sm,25,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.06666666666666667,1.6956521739130435,0.17839011854638692,0.8574601615738926
159,j6032_1.sm,26,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.1,1.8115942028985508,0.3104368299764118,0.805228363628575
159,j6032_1.sm,27,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.710144927536232,0.23068234191062256,0.8540196560559012
159,j6032_1.sm,28,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.11666666666666667,1.608695652173913,0.2002463162633794,0.8547111311352694
159,j6032_1.sm,29,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.08333333333333333,1.681159420289855,0.18937188206510158,0.8578739319286315
159,j6032_1.sm,30,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.15,1.710144927536232,0.2586367800711845,0.8262891201807618
159,j6032_1.sm,31,0.1862509635144082,0.4848183060494546,0.9220637020762438,0.081286055537933,0.5856432507100725,True,0,0,0.13333333333333333,1.6956521739130435,0.20670094003536527,0.8547883316195561
274,j6010_1.sm,0,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.13333333333333333,1.5411764705882354,0.2181796274305586,0.8341674697428657
274,j6010_1.sm,1,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.13333333333333333,1.411764705882353,0.20983990502902441,0.8438685012510517
274,j6010_1.sm,2,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.05,1.4352941176470588,0.199008568717211,0.8477473011215634
274,j6010_1.sm,3,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.16666666666666666,1.5647058823529412,0.19095096783665874,0.8520207973108503
274,j6010_1.sm,4,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.11666666666666667,1.7647058823529411,0.17397294687997295,0.8608510888042982
274,j6010_1.sm,5,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.08333333333333333,1.411764705882353,0.150872385959265,0.860690657235945
274,j6010_1.sm,6,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.08333333333333333,1.4941176470588236,0.15842250726790297,0.873497271948021
274,j6010_1.sm,7,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.08333333333333333,1.4705882352941178,0.18415267791930712,0.8560695568833221
274,j6010_1.sm,8,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.08333333333333333,1.588235294117647,0.19745033205405463,0.8352471171380956
274,j6010_1.sm,9,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.13333333333333333,1.3529411764705883,0.20450512676292462,0.8241299694007989
274,j6010_1.sm,10,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.13333333333333333,1.4588235294117646,0.2261923745718712,0.8251865720559096
274,j6010_1.sm,11,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.2,1.5529411764705883,0.22746123019553274,0.8425448190597427
274,j6010_1.sm,12,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.21666666666666667,1.6470588235294117,0.24497497824087008,0.8250841672693774
274,j6010_1.sm,13,0.2267709272980839,0.3406279034574692,0.9032676730242198,0.0885261113783607,0.6697233738766566,True,0,0,0.08333333333333333,1.4588235294117646,0.20520616279974804,0.8411510301334438
