concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,variante,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,312,73,0.6711469230112294,0.0,50.98984516501072,207.0,587.0,0.0,136.0,151.62220249228284,35,25,3,0,0.4166666666666667,0.4666666666666667,358.0,0.29751883208930413,0.42352570528570627,0.1424297350977953,0.17335736739843471,46,0,0,136,14,136,10,8,126,0.6872143627230507,0.3512385487549321,21,60,0,0,126,0,0.6872143627230507,nenhuma,151.62220249228287,0.0,164,0,terminal,0.25,j6010_9.sm,9,centralizada,controle,0,4.273972602739726,0.7666666666666667,0.0
True,159,73,0.6547664667273688,0.0,13.297177488111126,296.0,497.0,85.0,48.0,129.04925688098876,51,9,18,0,0.15,0.45,358.0,0.26496140802555856,0.3604727845837675,0.037142953877405384,0.17001433795122256,43,0,85,48,17,133,6,9,0,0.6872143627230507,0.3512385487549321,21,60,127,42,0,85,0.6872143627230507,nenhuma,129.04925688098876,0.0,143,0,terminal,0.9266415603586952,j6010_9.sm,9,adaptativa,controle,0,2.1780821917808217,0.7166666666666667,0.0
True,208,73,0.6442745262617562,8.881784197001252e-16,53.04233259951463,225.0,638.0,0.0,216.0,136.26109832688468,40,20,5,0,0.3333333333333333,0.4166666666666667,358.0,0.2756864717618682,0.38061759309185667,0.1481629402221079,0.13760118271545488,48,0,0,216,12,216,34,3,182,0.5820371027673271,0.4175993861121362,35,60,0,0,182,0,0.5820371027673271,nenhuma,136.26109832688468,0.0,146,0,terminal,0.25,j6010_9.sm,10,centralizada,controle,0,2.8493150684931505,0.8,0.0
True,182,73,0.6087272439999082,0.0,5.0,323.0,493.0,146.0,54.0,116.88653762320241,55,5,19,0,0.08333333333333333,0.4,358.0,0.24613571529784187,0.32649870844469947,0.013966480446927373,0.1443245839920154,46,0,146,54,14,200,22,3,0,0.5820371027673271,0.4175993861121362,35,60,178,32,0,146,0.5820371027673271,nenhuma,116.88653762320239,0.0,128,0,terminal,0.995,j6010_9.sm,10,adaptativa,controle,0,2.493150684931507,0.7666666666666667,0.0
True,233,73,0.739871099690132,1.7763568394002505e-15,28.657536734218983,254.0,582.0,0.0,103.0,101.62350812695543,41,19,5,0,0.31666666666666665,0.4,358.0,0.22110163281484152,0.2838645478406576,0.08004898529111448,0.12918951325130512,43,0,0,103,17,103,0,13,103,0.7131697048371954,0.48671389683598903,15,60,0,0,103,0,0.7131697048371954,nenhuma,101.62350812695543,0.0,112,0,terminal,0.25,j6010_9.sm,11,centralizada,controle,0,3.191780821917808,0.7166666666666667,0.0
True,147,73,0.7203184825685542,0.0,8.713617818826425,329.0,482.0,38.0,32.0,117.14845539053219,56,4,22,0,0.06666666666666667,0.43333333333333335,358.0,0.24655127057973067,0.32723032231992233,0.024339714577727444,0.17507094942356455,39,0,38,32,21,70,1,12,0,0.7131697048371954,0.48671389683598903,15,60,69,31,0,38,0.7131697048371954,nenhuma,117.14845539053219,0.0,127,0,terminal,0.901228577793249,j6010_9.sm,11,adaptativa,controle,0,2.0136986301369864,0.65,0.0
True,174,69,0.7093455254698652,2.220446049250313e-16,41.15373362122891,239.0,614.0,0.0,143.0,108.58662591589761,41,19,3,0,0.31666666666666665,0.36666666666666664,358.0,0.2327255430923354,0.30331459753044027,0.11495456318779025,0.1254485948197265,46,0,0,143,14,143,13,10,130,0.6268507180531939,0.4857196752206667,20,60,0,0,130,0,0.6268507180531939,nenhuma,108.58662591589763,0.0,121,0,terminal,0.25,j6011_8.sm,0,centralizada,controle,0,2.5217391304347827,0.7666666666666667,0.0
True,138,69,0.6749475718184349,0.0,15.373596117630296,309.0,472.0,93.0,53.0,81.31357590982029,52,8,14,0,0.13333333333333333,0.36666666666666664,358.0,0.18509233579094278,0.22713289360284997,0.042943005915168427,0.11627627249196439,42,0,93,53,18,146,8,10,0,0.6268507180531939,0.4857196752206667,20,60,138,45,0,93,0.6268507180531939,nenhuma,81.31357590982026,0.0,90,0,terminal,0.9833333333333334,j6011_8.sm,0,adaptativa,controle,0,2.0,0.7,0.0
True,202,69,0.71474106751026,1.0658141036401503e-14,61.26102757136477,184.0,653.0,0.0,120.0,140.61757380847052,31,29,1,0,0.48333333333333334,0.5,358.0,0.2820148771220099,0.3927865190180741,0.17112018874682897,0.15391294764865085,44,0,0,120,16,120,19,7,101,0.6586427040007742,0.39362113220747674,15,60,0,0,101,0,0.6586427040007742,nenhuma,140.61757380847052,0.0,154,0,terminal,0.25,j6011_8.sm,1,centralizada,controle,0,2.927536231884058,0.7333333333333333,0.0
True,133,69,0.7216619574610806,0.0,12.08365945865754,304.0,490.0,44.0,44.0,100.98826442770576,53,7,18,0,0.11666666666666667,0.4166666666666667,358.0,0.22002363078634268,0.28209012409973677,0.033753238711333906,0.14873344609692932,31,0,44,44,29,88,9,22,0,0.6586427040007742,0.39362113220747674,15,60,79,35,0,44,0.6586427040007742,nenhuma,100.98826442770576,0.0,115,0,terminal,0.9583333333333334,j6011_8.sm,1,adaptativa,controle,0,1.9275362318840579,0.5166666666666667,0.0
True,236,69,0.7454617223664338,0.0,38.21512708802408,275.0,621.0,0.0,129.0,83.04076033396345,45,15,5,0,0.25,0.3333333333333333,358.0,0.18828364133755707,0.23195743110045655,0.1067461650503466,0.09968391018546639,49,0,0,129,11,129,0,16,129,0.7659648859265082,0.2570239140832174,6,60,0,0,129,0,0.7659648859265082,nenhuma,83.04076033396345,0.0,91,0,terminal,0.25,j6011_8.sm,2,centralizada,controle,0,3.420289855072464,0.8166666666666667,0.0
True,140,69,0.7479710852117891,0.0,10.066830340236319,331.0,519.0,46.0,37.0,91.87708998542954,56,4,17,0,0.06666666666666667,0.35,358.0,0.20422709231182504,0.2566399161604177,0.028119637821889157,0.13241118825145073,42,0,46,37,18,83,0,16,0,0.7659648859265082,0.2570239140832174,6,60,83,37,0,46,0.7659648859265082,nenhuma,91.87708998542955,0.0,101,0,terminal,0.8383333333333333,j6011_8.sm,2,adaptativa,controle,0,2.028985507246377,0.7,0.0
True,295,69,0.669337793274923,0.0,43.198341696325,217.0,631.0,0.0,176.0,135.72280205881603,35,25,3,0,0.4166666666666667,0.4666666666666667,358.0,0.27489676695679066,0.3791139722313297,0.12066575892828213,0.14396893950417924,49,0,0,176,11,176,0,21,176,0.794910294566222,0.24332019624229823,3,60,0,0,176,0,0.794910294566222,nenhuma,135.722802058816,0.0,151,0,terminal,0.25,j6011_8.sm,3,centralizada,controle,0,4.27536231884058,0.8166666666666667,0.0
True,149,69,0.651376854302533,8.881784197001252e-16,11.577977807383064,314.0,502.0,121.0,59.0,88.67521924388991,52,8,12,0,0.13333333333333333,0.3333333333333333,358.0,0.19852280901992955,0.2476961431393573,0.03234072013235493,0.1150617238360009,44,0,121,59,16,180,0,11,0,0.794910294566222,0.24332019624229823,3,60,180,59,0,121,0.794910294566222,nenhuma,88.67521924388991,0.0,97,0,terminal,0.8683333333333332,j6011_8.sm,3,adaptativa,controle,0,2.1594202898550723,0.7333333333333333,0.0
True,200,69,0.672216011522184,8.881784197001252e-15,52.71943038488821,201.0,669.0,0.0,182.0,144.21580642671466,32,28,0,0,0.4666666666666667,0.4666666666666667,358.0,0.2871590351821378,0.4028374481193147,0.14726097872873803,0.1449090795136345,51,0,0,182,9,182,9,2,173,0.7496468789669437,0.35303232464984247,7,60,0,0,173,0,0.7496468789669437,nenhuma,144.21580642671466,0.0,156,0,terminal,0.25,j6011_8.sm,4,centralizada,controle,0,2.898550724637681,0.85,0.0
True,145,69,0.6781257017955715,0.0,9.329300178544386,334.0,508.0,116.0,46.0,79.12364869064086,53,7,13,0,0.11666666666666667,0.3333333333333333,358.0,0.1810097644628646,0.22101577846547726,0.026059497705431246,0.10562161377355726,38,0,116,46,22,162,6,6,0,0.7496468789669437,0.35303232464984247,7,60,156,40,0,116,0.7496468789669437,nenhuma,79.12364869064088,0.0,89,0,terminal,0.9383333333333334,j6011_8.sm,4,adaptativa,controle,0,2.101449275362319,0.6333333333333333,0.0
True,180,69,0.7003987234318565,0.0,40.68662888192662,231.0,625.0,0.0,134.0,133.34885657356259,38,22,6,0,0.36666666666666664,0.4666666666666667,358.0,0.2713934403012052,0.37248283959095696,0.11364980134616375,0.14943579026435352,52,0,0,134,8,134,6,6,128,0.6863255838987572,0.3910769205246226,11,60,0,0,128,0,0.6863255838987572,nenhuma,133.34885657356259,0.0,144,0,terminal,0.25,j6011_8.sm,5,centralizada,controle,0,2.608695652173913,0.8666666666666667,0.0
True,153,69,0.6374397438578031,0.0,12.567092292187825,317.0,463.0,104.0,69.0,90.3431633520544,53,7,16,0,0.11666666666666667,0.38333333333333336,358.0,0.20150449641430992,0.2523552048940067,0.0351036097547146,0.12438082701174347,45,0,104,69,15,173,13,23,0,0.6863255838987572,0.3910769205246226,11,60,160,56,0,104,0.6863255838987572,nenhuma,90.3431633520544,0.0,99,0,terminal,0.945,j6011_8.sm,5,adaptativa,controle,0,2.217391304347826,0.75,0.0
True,213,69,0.725277438519625,2.220446049250313e-15,48.52747743970112,229.0,641.0,0.0,109.0,133.79972401782553,40,20,5,0,0.3333333333333333,0.4166666666666667,358.0,0.2720614052499466,0.37374224585984783,0.135551612960059,0.15139145259014236,40,0,0,109,20,109,0,29,109,0.7631789564580391,0.24360497938515846,6,60,0,0,109,0,0.7631789564580391,nenhuma,133.7997240178255,0.0,146,0,terminal,0.25,j6011_8.sm,6,centralizada,controle,0,3.0869565217391304,0.6666666666666666,0.0
True,149,69,0.6525437236221613,0.0,8.554594707593793,328.0,526.0,56.0,100.0,124.07625352713805,55,5,22,0,0.08333333333333333,0.45,358.0,0.2573788951837539,0.34658171376295543,0.02389551594299942,0.15392619864959312,35,0,56,100,25,156,0,58,0,0.7631789564580391,0.24360497938515846,6,60,156,100,0,56,0.7631789564580391,nenhuma,124.07625352713804,0.0,134,0,terminal,0.7575214048106149,j6011_8.sm,6,adaptativa,controle,0,2.1594202898550723,0.5833333333333334,0.0
True,230,69,0.6685986817294767,8.881784197001252e-15,56.7438646352633,232.0,611.0,0.0,175.0,127.85163730732297,39,21,4,0,0.35,0.4166666666666667,358.0,0.2631495450255138,0.3571274785120753,0.1585024151822997,0.13990415083573046,54,0,0,175,6,175,16,19,159,0.5858494645010164,0.43100241340042456,24,60,0,0,159,0,0.5858494645010164,nenhuma,127.85163730732299,0.0,139,0,terminal,0.25,j6011_8.sm,7,centralizada,controle,0,3.3333333333333335,0.9,0.0
True,147,69,0.6479838415486088,0.0,16.98451145047565,296.0,464.0,114.0,53.0,85.0672384840523,52,8,10,0,0.13333333333333333,0.3,358.0,0.19199622787527362,0.23761798459232486,0.047442769414736456,0.11879783616988764,48,0,114,53,12,167,9,8,0,0.5858494645010164,0.43100241340042456,24,60,158,44,0,114,0.5858494645010164,nenhuma,85.0672384840523,0.0,94,0,terminal,0.9833333333333334,j6011_8.sm,7,adaptativa,controle,0,2.130434782608696,0.8,0.0
True,210,69,0.6349308117092026,4.440892098500626e-15,49.90382978080707,236.0,641.0,0.0,235.0,133.55881834504052,39,21,6,0,0.35,0.45,358.0,0.27170465336111904,0.3730693249861467,0.1393961725720868,0.1322942417203409,58,0,0,235,2,235,30,26,205,0.5273323364698471,0.27249021043639565,34,60,0,0,205,0,0.5273323364698471,nenhuma,133.5588183450405,0.0,145,0,terminal,0.25,j6011_8.sm,8,centralizada,controle,0,3.0434782608695654,0.9666666666666667,0.0
True,155,69,0.6341016146738564,0.0,4.5,345.0,524.0,139.0,53.0,110.36597648393305,58,2,21,0,0.03333333333333333,0.38333333333333336,358.0,0.2356404649894954,0.30828485051377946,0.012569832402234637,0.13355580895709698,56,0,139,53,4,192,17,9,0,0.5273323364698471,0.27249021043639565,34,60,175,36,0,139,0.5273323364698471,nenhuma,110.36597648393307,0.0,120,0,terminal,0.9499999999999998,j6011_8.sm,8,adaptativa,controle,0,2.246376811594203,0.9333333333333333,0.0
True,350,69,0.6584062966789724,0.0,62.10753525745611,186.0,645.0,0.0,180.0,154.63826174416278,34,26,2,0,0.43333333333333335,0.4666666666666667,358.0,0.30165181431841026,0.4319504517993374,0.17348473535602266,0.15785241122457028,51,0,0,180,9,180,10,25,170,0.6872143627230507,0.3512385487549321,11,60,0,0,170,0,0.6872143627230507,nenhuma,154.63826174416275,0.0,167,0,terminal,0.25,j6011_8.sm,9,centralizada,controle,0,5.072463768115942,0.85,0.0
True,157,69,0.6171054152532857,0.0,11.452161149834929,306.0,496.0,109.0,67.0,131.7524671476445,52,8,19,0,0.13333333333333333,0.45,358.0,0.2690184858383274,0.3680236512504036,0.03198927695484617,0.1639216954632904,42,0,109,67,18,176,6,10,0,0.6872143627230507,0.3512385487549321,11,60,170,61,0,109,0.6872143627230507,nenhuma,131.7524671476445,0.0,144,0,terminal,0.8749999999999999,j6011_8.sm,9,adaptativa,controle,0,2.2753623188405796,0.7,0.0
True,247,69,0.6513312593759865,0.0,38.71604691304509,201.0,658.0,0.0,208.0,144.23863130782735,35,25,3,0,0.4166666666666667,0.4666666666666667,358.0,0.2871914311573973,0.4029012047704674,0.10814538243867344,0.14277679237142216,53,0,0,208,7,208,28,9,180,0.5820371027673271,0.4175993861121362,24,60,0,0,180,0,0.5820371027673271,nenhuma,144.23863130782735,0.0,155,0,terminal,0.25,j6011_8.sm,10,centralizada,controle,0,3.579710144927536,0.8833333333333333,0.0
True,166,69,0.6101431367436889,1.7763568394002505e-15,19.266585221763798,312.0,507.0,131.0,60.0,132.9525576340004,52,8,20,0,0.13333333333333333,0.4666666666666667,358.0,0.27080530606608033,0.37137585931285033,0.0538172771557648,0.1600001786053355,49,0,131,60,11,191,10,16,0,0.5820371027673271,0.4175993861121362,24,60,181,50,0,131,0.5820371027673271,nenhuma,132.95255763400039,0.0,144,0,terminal,0.965,j6011_8.sm,10,adaptativa,controle,0,2.4057971014492754,0.8166666666666667,0.0
True,223,69,0.7522551047319473,3.1086244689504383e-15,29.49290389784899,234.0,614.0,0.0,101.0,101.21247385059353,40,20,6,0,0.3333333333333333,0.43333333333333335,358.0,0.22040445243550455,0.28271640740389253,0.0823824131224832,0.12400260605318845,43,0,0,101,17,101,3,15,98,0.7131697048371954,0.48671389683598903,7,60,0,0,98,0,0.7131697048371954,nenhuma,101.21247385059354,0.0,110,0,terminal,0.25,j6011_8.sm,11,centralizada,controle,0,3.2318840579710146,0.7166666666666667,0.0
True,135,69,0.7286844583567077,0.0,10.5,312.0,487.0,58.0,41.0,82.32768891250649,53,7,16,0,0.11666666666666667,0.38333333333333336,358.0,0.18696913908783303,0.2299656114874483,0.029329608938547486,0.12318461479049142,32,0,58,41,28,99,1,11,0,0.7131697048371954,0.48671389683598903,7,60,98,40,0,58,0.7131697048371954,nenhuma,82.32768891250652,0.0,90,0,terminal,0.8666666666666666,j6011_8.sm,11,adaptativa,controle,0,1.9565217391304348,0.5333333333333333,0.0
True,236,71,0.6860863041850185,0.0,55.92500990728088,194.0,613.0,0.0,133.0,147.4735998383825,35,25,2,0,0.4166666666666667,0.45,349.0,0.29704217885178535,0.4225604579896347,0.1602435813962203,0.16505647157908027,43,0,0,133,17,133,20,10,113,0.6268507180531939,0.4857196752206667,17,60,0,0,113,0,0.6268507180531939,nenhuma,147.4735998383825,0.0,161,0,terminal,0.25,j6012_7.sm,0,centralizada,controle,0,3.323943661971831,0.7166666666666667,0.0
True,138,71,0.6422079006377098,0.0,9.921270894276649,303.0,448.0,132.0,53.0,64.59341103579983,52,8,9,0,0.13333333333333333,0.2833333333333333,349.0,0.15617611236608592,0.18508140697936915,0.02842771029878696,0.09259464039359305,22,0,132,53,38,185,17,5,0,0.6268507180531939,0.4857196752206667,17,60,168,36,0,132,0.6268507180531939,nenhuma,64.59341103579983,0.0,69,0,terminal,0.9866666666666667,j6012_7.sm,0,adaptativa,controle,0,1.943661971830986,0.36666666666666664,0.0
True,256,71,0.7294646031982488,8.881784197001252e-16,39.48694569342049,236.0,581.0,0.0,132.0,83.47456155196036,42,18,1,0,0.3,0.31666666666666665,349.0,0.1930161192658523,0.23918212479071738,0.11314311086939968,0.10480505666032455,35,0,0,132,25,132,14,9,118,0.6586427040007742,0.39362113220747674,17,60,0,0,118,0,0.6586427040007742,nenhuma,83.47456155196038,0.0,90,0,terminal,0.25,j6012_7.sm,1,centralizada,controle,0,3.6056338028169015,0.5833333333333334,0.0
True,143,71,0.6682182078258343,0.0,5.0,308.0,467.0,106.0,44.0,81.87350349142204,53,7,16,0,0.11666666666666667,0.38333333333333336,349.0,0.19001749429470777,0.23459456587800012,0.014326647564469915,0.11715067617015038,35,0,106,44,25,150,16,11,0,0.6586427040007742,0.39362113220747674,17,60,134,28,0,106,0.6586427040007742,nenhuma,81.87350349142204,0.0,90,0,terminal,0.9566666666666667,j6012_7.sm,1,adaptativa,controle,0,2.0140845070422535,0.5833333333333334,0.0
True,200,71,0.7240826572214215,0.0,59.78954900949541,221.0,590.0,0.0,120.0,104.82410069597947,40,20,2,0,0.3333333333333333,0.36666666666666664,349.0,0.23097958115318779,0.30035558938676066,0.1713167593395284,0.1286462938521876,38,0,0,120,22,120,3,45,117,0.7659648859265082,0.2570239140832174,8,60,0,0,117,0,0.7659648859265082,nenhuma,104.82410069597947,0.0,112,0,terminal,0.25,j6012_7.sm,2,centralizada,controle,0,2.816901408450704,0.6333333333333333,0.0
