concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,arquivo,semente,cenario,variante,violacoes,atraso_relativo,fracao_porta1,fracao_fuga
True,187,73,0.6347196938670167,0.0,39.96297543537604,241.0,523.0,54.0,118.0,128.98577679799607,42,18,8,27,0.3,0.4333333333333333,358.0,0.2648655935006905,0.3602954659161901,0.1116284230038436,0.1565388389338879,43,27,54,91,17,145,18,9,34,0.6863255838987572,0.3910769205246226,21,60,93,39,34,54,0.6863255838987572,nenhuma,128.98577679799607,0.0,142,0,terminal,0.6557228434785981,j6010_9.sm,5,centralizada,GF1,0,2.5616438356164384,0.7166666666666667,0.3103448275862069
True,162,73,0.6168801732218727,0.0,12.933275654134547,322.0,450.0,97.0,84.0,98.47716515140594,53,7,16,32,0.1166666666666666,0.3833333333333333,358.0,0.2157329493551834,0.2750758803111898,0.0361264683076384,0.1349969126599961,39,32,97,52,21,149,12,1,4,0.6863255838987572,0.3910769205246226,21,60,133,36,4,97,0.6863255838987572,nenhuma,98.47716515140594,0.0,106,0,terminal,0.963335608291016,j6010_9.sm,5,adaptativa,GF1,0,2.219178082191781,0.65,0.3478260869565217
True,244,73,0.7196788046968488,3.552713678800501e-15,32.36860261232898,233.0,550.0,30.0,66.0,118.22981531556592,42,18,5,12,0.3,0.3833333333333333,358.0,0.2482621026934713,0.3302508807697372,0.090415091095891,0.1547045312106103,31,12,30,54,29,84,12,3,19,0.7631789564580391,0.2436049793851584,11,60,53,23,19,30,0.7631789564580391,nenhuma,118.22981531556592,0.0,128,0,terminal,0.5852982256294089,j6010_9.sm,6,centralizada,GF1,0,3.3424657534246576,0.5166666666666667,0.1666666666666666
True,161,73,0.6361421828003998,0.0,11.516040850545672,326.0,452.0,99.0,72.0,87.5329786655926,55,5,14,7,0.0833333333333333,0.3166666666666666,358.0,0.1964680121497649,0.244505526998862,0.0321677118730326,0.1231934073348471,35,7,99,65,25,164,11,20,3,0.7631789564580391,0.2436049793851584,11,60,150,51,3,99,0.7631789564580391,nenhuma,87.5329786655926,0.0,95,0,terminal,0.9583333333333334,j6010_9.sm,6,adaptativa,GF1,0,2.2054794520547945,0.5833333333333334,0.1044776119402985
True,226,73,0.6655746904971478,0.0,37.34599380222597,230.0,559.0,34.0,139.0,107.87568635228256,41,19,3,14,0.3166666666666666,0.3666666666666666,358.0,0.2315546604222438,0.3013287328276049,0.1043184184419719,0.1284424446441643,44,14,34,125,16,159,25,10,59,0.5858494645010164,0.4310024134004245,35,60,75,41,59,34,0.5858494645010164,nenhuma,107.87568635228256,0.0,116,0,terminal,0.4298982936880975,j6010_9.sm,7,centralizada,GF1,0,3.095890410958904,0.7333333333333333,0.1891891891891892
True,157,73,0.5887140491619026,8.881784197001252e-16,8.475085300712948,327.0,423.0,136.0,77.0,82.51521227017719,54,6,13,15,0.1,0.3166666666666666,358.0,0.1873152390014828,0.2304894197490982,0.0236734226276898,0.1148412877849407,47,15,136,62,13,198,21,8,1,0.5858494645010164,0.4310024134004245,35,60,176,40,1,136,0.5858494645010164,nenhuma,82.51521227017719,0.0,89,0,terminal,1.0,j6010_9.sm,7,adaptativa,GF1,0,2.150684931506849,0.7833333333333333,0.2
True,216,73,0.5935481190227905,0.0,55.05485618703317,198.0,549.0,119.0,115.0,141.94606992246244,34,26,3,15,0.4333333333333333,0.4833333333333333,358.0,0.2839227637982575,0.3964974020180515,0.1537845144889194,0.1534641581150365,49,15,119,100,11,219,33,1,20,0.5273323364698471,0.2724902104363956,39,60,166,47,20,119,0.5273323364698471,nenhuma,141.94606992246247,0.0,154,0,terminal,0.7536302728200154,j6010_9.sm,8,centralizada,GF1,0,2.958904109589041,0.8166666666666667,0.2
True,180,73,0.544009448410139,0.0,10.333990046941697,317.0,480.0,166.0,109.0,127.33761638293994,54,6,21,20,0.1,0.45,358.0,0.2623691469289871,0.3556916658741339,0.0288658939858706,0.1443184717715521,50,20,166,89,10,255,13,17,4,0.5273323364698471,0.2724902104363956,39,60,238,72,4,166,0.5273323364698471,nenhuma,127.33761638293994,0.0,140,0,terminal,0.956372355134278,j6010_9.sm,8,adaptativa,GF1,0,2.4657534246575343,0.8333333333333334,0.25
True,290,73,0.6710306999933312,0.0,33.26317911430385,234.0,575.0,38.0,141.0,102.89075031248858,41,19,5,14,0.3166666666666666,0.4,358.0,0.2232432528592244,0.2874043304818117,0.0929139081405135,0.1200745255739622,41,14,38,127,19,165,7,23,44,0.6872143627230507,0.3512385487549321,21,60,114,76,44,38,0.6872143627230507,nenhuma,102.89075031248858,0.0,111,0,terminal,0.3635324175100689,j6010_9.sm,9,centralizada,GF1,0,3.9726027397260273,0.6833333333333333,0.1891891891891892
True,160,73,0.5844589094816482,0.0,2.5,347.0,455.0,143.0,89.0,91.49784239500384,57,3,18,22,0.05,0.35,358.0,0.2035556876257452,0.2555805653491727,0.0069832402234636,0.1175312729365003,46,22,143,67,14,210,17,13,1,0.6872143627230507,0.3512385487549321,21,60,192,49,1,143,0.6872143627230507,nenhuma,91.49784239500386,0.0,99,0,terminal,0.9536705843154332,j6010_9.sm,9,adaptativa,GF1,0,2.191780821917808,0.7666666666666667,0.2682926829268293
True,176,73,0.6099403022505973,3.552713678800501e-15,36.749468721297504,220.0,526.0,110.0,113.0,113.37947887544264,36,24,1,23,0.4,0.4166666666666667,358.0,0.2405269723364475,0.3167024549593369,0.1026521472661941,0.1314728395709176,46,23,110,90,14,200,27,4,25,0.5820371027673271,0.4175993861121362,35,60,148,38,25,110,0.5820371027673271,nenhuma,113.37947887544269,0.0,122,0,terminal,0.8282077773479112,j6010_9.sm,10,centralizada,GF1,0,2.410958904109589,0.7666666666666667,0.2771084337349397
True,178,73,0.5873241747418274,0.0,9.739491242605538,317.0,474.0,165.0,88.0,80.05004218217005,54,6,12,19,0.1,0.3,358.0,0.182741774851559,0.2236034697825979,0.0272052828005741,0.0991884492883786,49,19,165,69,11,234,22,2,1,0.5820371027673271,0.4175993861121362,35,60,211,46,1,165,0.5820371027673271,nenhuma,80.05004218217005,0.0,88,0,terminal,0.9983333333333334,j6010_9.sm,10,adaptativa,GF1,0,2.4383561643835616,0.8166666666666667,0.240506329113924
True,228,73,0.7357061300390885,0.0,16.677571737974215,282.0,558.0,24.0,102.0,74.45500970659741,45,15,4,22,0.25,0.3166666666666666,358.0,0.1721682210528952,0.2079748874485961,0.046585395916129,0.0981666793069239,38,22,24,80,22,104,0,11,31,0.7131697048371954,0.486713896835989,15,60,73,49,31,24,0.7131697048371954,nenhuma,74.4550097065974,0.0,82,0,terminal,0.4029713943654787,j6010_9.sm,11,centralizada,GF1,0,3.1232876712328768,0.6333333333333333,0.2682926829268293
True,155,73,0.6475206280389384,0.0,10.868413954710796,312.0,457.0,60.0,60.0,128.76902141952837,53,7,24,9,0.1166666666666666,0.5166666666666667,358.0,0.2645382424789663,0.359690003965163,0.0303586981975161,0.182452073570093,36,9,60,51,24,111,2,15,0,0.7131697048371954,0.486713896835989,15,60,109,49,0,60,0.7131697048371954,nenhuma,128.76902141952837,0.0,140,0,terminal,0.955,j6010_9.sm,11,adaptativa,GF1,0,2.1232876712328768,0.6,0.1304347826086956
True,205,69,0.6671821794847532,4.440892098500626e-15,47.26795459424521,248.0,531.0,55.0,119.0,90.88456695602537,42,18,1,31,0.3,0.3166666666666666,358.0,0.2024675688280653,0.253867505463758,0.1320333927213553,0.1141931515315423,37,31,55,88,23,143,10,14,40,0.6268507180531939,0.4857196752206667,20,60,93,38,40,55,0.6268507180531939,nenhuma,90.88456695602538,0.0,100,0,terminal,0.6697086468298362,j6011_8.sm,0,centralizada,GF1,0,2.971014492753623,0.6166666666666667,0.3406593406593406
True,142,69,0.6314304081748999,8.881784197001252e-16,12.521058345021135,318.0,476.0,106.0,82.0,89.84396100884756,52,8,12,27,0.1333333333333333,0.3333333333333333,358.0,0.2006144300940403,0.2509607849409149,0.0349750233101149,0.1191811112854336,37,27,106,55,23,161,11,14,2,0.6268507180531939,0.4857196752206667,20,60,148,42,2,106,0.6268507180531939,nenhuma,89.84396100884757,0.0,99,0,terminal,1.0,j6011_8.sm,0,adaptativa,GF1,0,2.057971014492753,0.6166666666666667,0.3103448275862069
True,240,69,0.6996227435376123,6.217248937900877e-15,65.85547562662332,234.0,567.0,39.0,110.0,94.43677501533024,39,21,0,21,0.35,0.35,358.0,0.2087292197061796,0.2637898743444978,0.1839538425324673,0.1165257771200521,40,21,39,89,20,128,11,19,26,0.6586427040007742,0.3936211322074767,15,60,91,52,26,39,0.6586427040007742,nenhuma,94.43677501533024,0.0,104,0,terminal,0.5507032793527924,j6011_8.sm,1,centralizada,GF1,0,3.4782608695652173,0.6666666666666666,0.2592592592592592
True,138,69,0.7110211946630826,0.0,5.627966925867246,336.0,483.0,50.0,59.0,87.30464467922019,55,5,19,8,0.0833333333333333,0.4,358.0,0.1960559938513801,0.2438677225676541,0.0157205780052157,0.1285206061272361,28,8,50,51,32,101,12,26,1,0.6586427040007742,0.3936211322074767,15,60,88,38,1,50,0.6586427040007742,nenhuma,87.30464467922022,0.0,99,0,terminal,0.9616666666666666,j6011_8.sm,1,adaptativa,GF1,0,2.0,0.4666666666666667,0.1176470588235294
True,247,69,0.6780946497110932,1.7763568394002505e-15,48.18464792629672,232.0,608.0,33.0,143.0,112.6299914901887,40,20,3,19,0.3333333333333333,0.3833333333333333,358.0,0.2393174968164703,0.3146089147770634,0.1345939886209405,0.1256147937935903,46,19,33,124,14,157,0,28,57,0.7659648859265082,0.2570239140832174,6,60,100,67,57,33,0.7659648859265082,nenhuma,112.62999149018869,0.0,121,0,terminal,0.4399130446036106,j6011_8.sm,2,centralizada,GF1,0,3.579710144927536,0.7666666666666667,0.240506329113924
True,143,69,0.7232717786500352,0.0,5.0,337.0,510.0,42.0,42.0,111.12912995430226,56,4,27,11,0.0666666666666666,0.5166666666666667,358.0,0.236883883047568,0.3104165641181627,0.0139664804469273,0.1576011048664296,46,11,42,31,14,73,0,8,0,0.7659648859265082,0.2570239140832174,6,60,73,31,0,42,0.7659648859265082,nenhuma,111.12912995430229,0.0,125,0,terminal,0.8483333333333333,j6011_8.sm,2,adaptativa,GF1,0,2.072463768115942,0.7666666666666667,0.1549295774647887
True,251,69,0.6236032439523667,6.661338147750939e-16,52.911815374701256,217.0,554.0,71.0,136.0,127.38537222605716,35,25,3,18,0.4166666666666667,0.4666666666666667,358.0,0.262441720569054,0.3558250620839585,0.1477983669684392,0.1433897677838428,47,18,71,118,13,189,0,5,45,0.794910294566222,0.2433201962422982,3,60,144,73,45,71,0.794910294566222,nenhuma,127.38537222605714,0.0,138,0,terminal,0.7024756755241749,j6011_8.sm,3,centralizada,GF1,0,3.63768115942029,0.7833333333333333,0.2307692307692307
True,146,69,0.638900867059163,0.0,5.0,339.0,493.0,103.0,102.0,73.6377069094626,57,3,17,20,0.05,0.3333333333333333,358.0,0.1706007277184158,0.2056919187415156,0.0139664804469273,0.0954304154010226,43,20,103,82,17,185,0,25,3,0.794910294566222,0.2433201962422982,3,60,182,79,3,103,0.794910294566222,nenhuma,73.6377069094626,0.0,80,0,terminal,0.8466666666666666,j6011_8.sm,3,adaptativa,GF1,0,2.1159420289855078,0.7166666666666667,0.25
True,212,69,0.5928170855643482,3.552713678800501e-15,57.07562119558,172.0,553.0,72.0,139.0,168.8341126901846,29,31,3,22,0.5166666666666667,0.5666666666666667,358.0,0.3204692115096026,0.4716036667323592,0.1594291094848603,0.18099050023298,51,22,72,117,9,189,8,8,52,0.7496468789669437,0.3530323246498424,7,60,129,57,52,72,0.7496468789669437,nenhuma,168.83411269018458,0.0,181,0,terminal,0.6999651804445929,j6011_8.sm,4,centralizada,GF1,0,3.072463768115942,0.85,0.2682926829268293
True,156,69,0.6008256862826153,0.0,13.595174952660027,297.0,500.0,136.0,85.0,111.18812280407543,50,10,15,21,0.1666666666666666,0.4166666666666667,358.0,0.2369798326086477,0.3105813486147358,0.0379753490297766,0.1336093603804686,43,21,136,64,17,200,5,9,1,0.7496468789669437,0.3530323246498424,7,60,194,58,1,136,0.7496468789669437,nenhuma,111.18812280407543,0.0,121,0,terminal,0.9619044375579534,j6011_8.sm,4,adaptativa,GF1,0,2.260869565217391,0.7166666666666667,0.2592592592592592
True,186,69,0.662565242069837,9.547918011776346e-15,60.14812287934484,208.0,596.0,40.0,135.0,128.53405665849766,36,24,2,20,0.4,0.4333333333333333,358.0,0.2641830615954533,0.3590336778170325,0.1680115164227509,0.1428895945707309,51,20,40,115,9,155,5,26,52,0.6863255838987572,0.3910769205246226,11,60,98,58,52,40,0.6863255838987572,nenhuma,128.53405665849766,0.0,139,0,terminal,0.4968846401361914,j6011_8.sm,5,centralizada,GF1,0,2.6956521739130435,0.85,0.25
True,152,69,0.6245917512021505,8.881784197001252e-16,12.884924919176942,302.0,475.0,89.0,78.0,118.496755017607,52,8,18,12,0.1333333333333333,0.4333333333333333,358.0,0.2486832360762423,0.3309965223955502,0.0359914103887624,0.1558149383751986,44,12,89,66,16,155,11,18,2,0.6863255838987572,0.3910769205246226,11,60,142,53,2,89,0.6863255838987572,nenhuma,118.496755017607,0.0,127,0,terminal,0.9616666666666666,j6011_8.sm,5,adaptativa,GF1,0,2.2028985507246377,0.7333333333333333,0.1666666666666666
True,200,69,0.7174249963478678,1.3322676295501878e-15,35.27153463878821,216.0,627.0,15.0,105.0,126.95895486192089,35,25,4,19,0.4166666666666667,0.4833333333333333,358.0,0.2617931962882694,0.3546339521282706,0.0985238397731514,0.145268784255411,42,19,15,86,18,101,0,19,40,0.7631789564580391,0.2436049793851584,6,60,61,46,40,15,0.7631789564580391,nenhuma,126.95895486192089,0.0,142,0,terminal,0.3273276704622107,j6011_8.sm,6,centralizada,GF1,0,2.898550724637681,0.7,0.240506329113924
True,150,69,0.6724940830057856,0.0,5.0,330.0,508.0,53.0,98.0,96.39698093615732,54,6,19,16,0.1,0.4166666666666667,358.0,0.2121426527472925,0.2692653098775344,0.0139664804469273,0.1276110222424947,34,16,53,82,26,135,0,49,0,0.7631789564580391,0.2436049793851584,6,60,135,82,0,53,0.7631789564580391,nenhuma,96.39698093615732,0.0,106,0,terminal,0.8413055316244731,j6011_8.sm,6,adaptativa,GF1,0,2.1739130434782608,0.5666666666666667,0.2105263157894736
True,208,69,0.6321749421736795,6.106226635438361e-15,35.007758068556974,248.0,530.0,76.0,135.0,97.37552652378204,40,20,2,16,0.3333333333333333,0.3666666666666666,358.0,0.2138356605747379,0.2719986774407319,0.097787033711053,0.1161478638666103,44,16,76,119,16,195,22,13,40,0.5858494645010164,0.4310024134004245,24,60,133,57,40,76,0.5858494645010164,nenhuma,97.37552652378204,0.0,107,0,terminal,0.6301543212730133,j6011_8.sm,7,centralizada,GF1,0,3.0144927536231885,0.7333333333333333,0.2105263157894736
True,147,69,0.642079512751415,0.0,10.0,300.0,477.0,98.0,86.0,81.8986449917668,51,9,13,20,0.15,0.3666666666666666,358.0,0.1861761701796095,0.2287671647814715,0.0279329608938547,0.1102420169209952,47,20,98,66,13,164,8,21,2,0.5858494645010164,0.4310024134004245,24,60,154,56,2,98,0.5858494645010164,nenhuma,81.8986449917668,0.0,91,0,terminal,0.9466666666666668,j6011_8.sm,7,adaptativa,GF1,0,2.130434782608696,0.7833333333333333,0.25
True,256,69,0.5674884473032101,1.6875389974302383e-14,67.76824332790645,186.0,522.0,111.0,141.0,145.84251394124752,31,29,2,34,0.4833333333333333,0.5166666666666667,358.0,0.2894605157480895,0.4073813238582333,0.1892967690723643,0.158551612619378,58,34,111,107,2,218,15,11,26,0.5273323364698471,0.2724902104363956,34,60,177,66,26,111,0.5273323364698471,nenhuma,145.8425139412475,0.0,162,0,terminal,0.7920048124550445,j6011_8.sm,8,centralizada,GF1,0,3.710144927536232,0.9666666666666668,0.3617021276595745
True,191,69,0.548834942414069,8.881784197001252e-16,17.43763034022954,313.0,507.0,132.0,118.0,166.7750019522142,54,6,25,35,0.1,0.5166666666666667,358.0,0.3178028704336047,0.4658519607603749,0.0487084646375126,0.1805363877565083,56,35,132,83,4,215,14,19,2,0.5273323364698471,0.2724902104363956,34,60,199,67,2,132,0.5273323364698471,nenhuma,166.77500195221418,0.0,182,0,terminal,0.9616666666666666,j6011_8.sm,8,adaptativa,GF1,0,2.7681159420289854,0.9333333333333332,0.3684210526315789
True,230,69,0.656083713436659,0.0,39.60627799513878,267.0,537.0,66.0,133.0,82.49311147676295,44,16,3,16,0.2666666666666666,0.3166666666666666,358.0,0.1872744642934437,0.2304276856892819,0.1106320614389351,0.1007865678037596,46,16,66,117,14,183,9,20,27,0.6872143627230507,0.3512385487549321,11,60,147,81,27,66,0.6872143627230507,nenhuma,82.49311147676296,0.0,91,0,terminal,0.6780418546980512,j6011_8.sm,9,centralizada,GF1,0,3.333333333333333,0.7666666666666667,0.2105263157894736
True,156,69,0.6273588785129944,0.0,12.597840315148485,328.0,463.0,111.0,92.0,72.01458121933614,54,6,12,16,0.1,0.3,358.0,0.1674700913981423,0.2011580480987043,0.0351894980870069,0.0975788054219129,34,16,111,76,26,187,13,27,0,0.6872143627230507,0.3512385487549321,11,60,174,63,0,111,0.6872143627230507,nenhuma,72.01458121933614,0.0,80,0,terminal,0.9424848047186584,j6011_8.sm,9,adaptativa,GF1,0,2.260869565217391,0.5666666666666667,0.2105263157894736
True,242,69,0.5921212784809329,0.0,55.08362872898603,189.0,571.0,83.0,137.0,173.3294722744657,34,26,4,31,0.4333333333333333,0.5,358.0,0.3262184413232208,0.4841605370795131,0.153864884717838,0.1797409259572365,56,31,83,106,4,189,26,15,30,0.5820371027673271,0.4175993861121362,24,60,133,50,30,83,0.5820371027673271,nenhuma,173.3294722744657,0.0,187,0,terminal,0.749310151781868,j6011_8.sm,10,centralizada,GF1,0,3.5072463768115942,0.9333333333333332,0.3406593406593406
True,166,69,0.5655413974605088,0.0,5.0,325.0,498.0,150.0,105.0,127.57214243944864,54,6,17,23,0.1,0.3833333333333333,358.0,0.2627254145975992,0.3563467665906386,0.0139664804469273,0.1448741520326041,47,23,150,82,13,232,13,10,1,0.5820371027673271,0.4175993861121362,24,60,218,68,1,150,0.5820371027673271,nenhuma,127.57214243944864,0.0,138,0,terminal,0.9366666666666666,j6011_8.sm,10,adaptativa,GF1,0,2.4057971014492754,0.7833333333333333,0.2771084337349397
True,197,69,0.6753000601762733,0.0,57.60223589139491,228.0,561.0,37.0,113.0,119.74181846446508,38,22,4,18,0.3666666666666666,0.4333333333333333,358.0,0.2506412749240447,0.3344743532526957,0.160900100255293,0.1441384264076108,40,18,37,95,20,132,7,5,48,0.7131697048371954,0.486713896835989,7,60,77,40,48,37,0.7131697048371954,nenhuma,119.74181846446508,0.0,129,0,terminal,0.5670975435105172,j6011_8.sm,11,centralizada,GF1,0,2.855072463768116,0.6666666666666666,0.2307692307692307
True,147,69,0.6824424129712323,0.0,10.5,302.0,491.0,51.0,55.0,122.47462623589546,51,9,23,14,0.15,0.5333333333333333,358.0,0.2549034216341008,0.3421078945136744,0.0293296089385474,0.1702278603995403,40,14,51,41,20,92,0,11,0,0.7131697048371954,0.486713896835989,7,60,92,41,0,51,0.7131697048371954,nenhuma,122.47462623589549,0.0,135,0,terminal,0.8838370479786836,j6011_8.sm,11,adaptativa,GF1,0,2.130434782608696,0.6666666666666666,0.1891891891891892
True,162,71,0.6351738119648649,2.664535259100376e-15,28.575165811793045,235.0,502.0,72.0,119.0,97.33485093961728,41,19,3,9,0.3166666666666666,0.3666666666666666,349.0,0.2180758476168944,0.2788964210304219,0.0818772659363697,0.1231564707337621,32,9,72,110,28,182,21,6,34,0.6268507180531939,0.4857196752206667,17,60,127,55,34,72,0.6268507180531939,nenhuma,97.33485093961724,0.0,106,0,terminal,0.7455479562165291,j6012_7.sm,0,centralizada,GF1,0,2.2816901408450705,0.5333333333333333,0.1304347826086956
True,143,71,0.6512701294519663,8.881784197001252e-16,16.47456736106469,313.0,469.0,101.0,75.0,75.13129236351779,54,6,11,17,0.1,0.2833333333333333,349.0,0.1771415920406166,0.2152759093510538,0.0472050640718186,0.1043299925447372,32,17,101,58,28,159,13,10,1,0.6268507180531939,0.4857196752206667,17,60,145,44,1,101,0.6268507180531939,nenhuma,75.13129236351779,0.0,81,0,terminal,0.94,j6012_7.sm,0,adaptativa,GF1,0,2.014084507042253,0.5333333333333333,0.2207792207792207
True,249,71,0.6657598763706946,0.0,41.4377539902752,218.0,497.0,48.0,109.0,92.51539937992725,38,22,2,14,0.3666666666666666,0.4,349.0,0.2095405947558287,0.2650871042404791,0.1187328194563759,0.1239296596651223,37,14,48,95,23,143,25,15,26,0.6586427040007742,0.3936211322074767,17,60,92,44,26,48,0.6586427040007742,nenhuma,92.51539937992725,0.0,102,0,terminal,0.7209894082088212,j6012_7.sm,1,centralizada,GF1,0,3.507042253521127,0.6166666666666667,0.1891891891891892
