concluiu,makespan,makespan_cpm,E_total,S_UR_final,S_UR_maximo,S_PV_final,TW,TL,TU,TR,n_limpas,n_com_erro,n_reportadas,n_adiamentos,taxa_omissao,taxa_falha_efetiva,E_plano,retrabalho_sobre_esforco_total,retrabalho_sobre_plano,divida_latente_sobre_plano,retrabalho_sobre_esforco_realizado,p1_omissao,p1_fuga,p2_ajuda,p2_bloqueio,p3_analitica,hiato_encontrado,hiato_sem_colega_capaz,hiato_sem_colega_livre,hiato_colega_capaz_sem_confianca,competencia_maxima_inicial,competencia_minima_inicial,tarefas_acima_da_competencia_maxima_inicial,n_tarefas,N_req,N_fail,N_blocked,N_success,competencia_maxima_final,ablacoes,retrabalho_gerado,retrabalho_pendente,ocupacao_retrabalho,extensoes_horizonte,motivo_termino,confianca_media_final,incremento_base,fator_transferencia,arquivo,semente,cenario,violacoes,atraso_relativo,fracao_porta1,dC_soma,dC_N,dC_teto_N
True,177,85,0.7634351147685857,0.0,16.878011683942027,253.0,511.0,0.0,84.0,74.34306546129403,48,12,7,0,0.2,0.31666666666666665,323.0,0.18710044775787318,0.2301642893538515,0.05225390614223538,0.11106870198178374,23,0,0,84,37,84,7,2,77,0.6863255838987572,0.3910769205246226,9,60,0,0,77,0,0.6863255838987572,nenhuma,74.34306546129402,0.0,85,0,terminal,0.25,7.5,1.5,j6010_1.sm,5,centralizada,0,2.0823529411764707,0.38333333333333336,0,0,0
True,144,85,0.7039951602478363,0.0,5.113842692835057,303.0,418.0,70.0,43.0,62.75408185028746,57,3,15,0,0.05,0.3,323.0,0.1626789833286652,0.19428508312782497,0.01583233031837479,0.10569035863253338,22,0,70,43,38,113,1,9,0,0.6863255838987572,0.3910769205246226,9,60,112,42,0,70,0.6863255838987572,nenhuma,62.75408185028746,0.0,69,0,terminal,0.8633333333333333,7.5,1.5,j6010_1.sm,5,adaptativa,0,1.6941176470588235,0.36666666666666664,5.641435434547484,70,0
True,233,85,0.7728134139958569,8.881784197001252e-16,30.6034846964953,232.0,522.0,0.0,98.0,55.454114209770275,45,15,1,0,0.25,0.26666666666666666,323.0,0.14652797295006564,0.17168456411693583,0.09474763063930433,0.08209901019649181,23,0,0,98,37,98,3,35,95,0.7631789564580391,0.24360497938515846,4,60,0,0,95,0,0.7631789564580391,nenhuma,55.45411420977027,0.0,61,0,terminal,0.25,7.5,1.5,j6010_1.sm,6,centralizada,0,2.7411764705882353,0.38333333333333336,0,0,0
True,136,85,0.7688389557457401,0.0,5.0,292.0,430.0,40.0,39.0,50.28487596328785,56,4,9,0,0.06666666666666667,0.21666666666666667,323.0,0.13470911682002706,0.1556807305364949,0.015479876160990712,0.08990923610562396,18,0,40,39,42,79,1,14,0,0.7631789564580391,0.24360497938515846,4,60,78,38,0,40,0.7631789564580391,nenhuma,50.28487596328785,0.0,54,0,terminal,0.880509219374122,7.5,1.5,j6010_1.sm,6,adaptativa,0,1.6,0.3,3.7255294566066106,40,0
True,232,85,0.6871463458652652,4.6629367034256575e-15,38.781999366110696,213.0,517.0,0.0,157.0,78.38703241444973,39,21,0,0,0.35,0.35,323.0,0.19529039576323853,0.24268431088064935,0.12006810949260277,0.10418445432652075,38,0,0,157,22,157,1,0,156,0.5858494645010164,0.43100241340042456,20,60,0,0,156,0,0.5858494645010164,nenhuma,78.38703241444975,0.0,87,0,terminal,0.25,7.5,1.5,j6010_1.sm,7,centralizada,0,2.7294117647058824,0.6333333333333333,0,0,0
True,146,85,0.6457001638284251,8.881784197001252e-16,16.48621315857648,278.0,384.0,102.0,40.0,68.70327175267084,53,7,13,0,0.11666666666666667,0.3333333333333333,323.0,0.17539621623597632,0.21270362771724718,0.05104090761169189,0.11552529642252181,30,0,102,40,30,142,17,2,0,0.5858494645010164,0.43100241340042456,20,60,125,23,0,102,0.5858494645010164,nenhuma,68.70327175267084,0.0,76,0,terminal,0.9899999999999999,7.5,1.5,j6010_1.sm,7,adaptativa,0,1.7176470588235293,0.5,7.990208063126461,102,0
True,203,85,0.6185611831849088,0.0,27.533692630665936,184.0,521.0,0.0,220.0,101.27723006707886,34,26,3,0,0.43333333333333335,0.48333333333333334,323.0,0.23870531551049012,0.31355179587330917,0.08524363043549825,0.12024215596925629,50,0,0,220,10,220,21,5,199,0.5273323364698471,0.27249021043639565,27,60,0,0,199,0,0.5273323364698471,nenhuma,101.27723006707885,0.0,114,0,terminal,0.25,7.5,1.5,j6010_1.sm,8,centralizada,0,2.388235294117647,0.8333333333333334,0,0,0
True,168,85,0.563234692534516,0.0,7.995568474637316,312.0,419.0,147.0,64.0,113.91724365296093,57,3,21,0,0.05,0.4,323.0,0.26072956677224735,0.35268496486984807,0.02475408196482141,0.15313160788366345,49,0,147,64,11,211,19,8,0,0.5273323364698471,0.27249021043639565,27,60,192,45,0,147,0.5273323364698471,nenhuma,113.9172436529609,0.0,122,0,terminal,0.9316666666666666,7.5,1.5,j6010_1.sm,8,adaptativa,0,1.9764705882352942,0.8166666666666667,11.809636899565309,147,0
True,218,85,0.6983208350688197,2.4424906541753444e-15,39.05552525875578,203.0,506.0,0.0,125.0,93.59530718445994,41,19,3,0,0.31666666666666665,0.36666666666666664,323.0,0.22466721436931078,0.2897687528930648,0.12091493888159684,0.12916907721655094,27,0,0,125,33,125,11,4,114,0.6872143627230507,0.3512385487549321,9,60,0,0,114,0,0.6872143627230507,nenhuma,93.59530718445995,0.0,102,0,terminal,0.25,7.5,1.5,j6010_1.sm,9,centralizada,0,2.5647058823529414,0.45,0,0,0
True,150,85,0.6044433738086067,0.0,5.723634573901459,299.0,396.0,114.0,57.0,88.14821926957046,55,5,16,0,0.08333333333333333,0.35,323.0,0.21439523543643477,0.2729047036209612,0.017720230878951887,0.13454698750131314,25,0,114,57,35,171,8,4,0,0.6872143627230507,0.3512385487549321,9,60,163,49,0,114,0.6872143627230507,nenhuma,88.14821926957046,0.0,98,0,terminal,0.933723297094831,7.5,1.5,j6010_1.sm,9,adaptativa,0,1.7647058823529411,0.4166666666666667,9.28977176694146,114,0
True,223,85,0.6522078425463637,1.3322676295501878e-15,34.0254498673247,185.0,540.0,0.0,168.0,119.95692534410588,34,26,4,0,0.43333333333333335,0.5,323.0,0.2708094590708086,0.37138366979599347,0.10534195005363685,0.1448830508836565,37,0,0,168,23,168,25,8,143,0.5820371027673271,0.4175993861121362,20,60,0,0,143,0,0.5820371027673271,nenhuma,119.95692534410588,0.0,131,0,terminal,0.25,7.5,1.5,j6010_1.sm,10,centralizada,0,2.623529411764706,0.6166666666666667,0,0,0
True,158,85,0.555830438380734,0.0,5.0,300.0,399.0,171.0,69.0,78.84481821899092,56,4,13,0,0.06666666666666667,0.2833333333333333,323.0,0.19620712933026635,0.24410160439316075,0.015479876160990712,0.10983546334514037,35,0,171,69,25,240,13,8,0,0.5820371027673271,0.4175993861121362,20,60,227,56,0,171,0.5820371027673271,nenhuma,78.84481821899092,0.0,85,0,terminal,0.8918898006332144,7.5,1.5,j6010_1.sm,10,adaptativa,0,1.8588235294117648,0.5833333333333334,13.371943525337274,171,0
True,235,85,0.7336796868916652,0.0,41.45426559327159,183.0,532.0,0.0,78.0,115.11207479914171,38,22,4,0,0.36666666666666664,0.43333333333333335,323.0,0.2627457251707029,0.3563841325050827,0.1283413795457325,0.15875073495504555,28,0,0,78,32,78,7,6,71,0.7131697048371954,0.48671389683598903,7,60,0,0,71,0,0.7131697048371954,nenhuma,115.11207479914171,0.0,124,0,terminal,0.25,7.5,1.5,j6010_1.sm,11,centralizada,0,2.764705882352941,0.4666666666666667,0,0,0
True,139,85,0.6826531029053163,0.0,6.6030075250370075,304.0,392.0,75.0,39.0,68.23015925904349,56,4,13,0,0.06666666666666667,0.2833333333333333,323.0,0.17439902738650206,0.21123888315493342,0.02044274775553253,0.11882022941303555,20,0,75,39,40,114,7,5,0,0.7131697048371954,0.48671389683598903,7,60,107,32,0,75,0.7131697048371954,nenhuma,68.23015925904349,0.0,74,0,terminal,0.9199999999999999,7.5,1.5,j6010_1.sm,11,adaptativa,0,1.6352941176470588,0.3333333333333333,5.857103564750198,75,0
True,257,69,0.784340235164091,0.0,25.661438765597786,266.0,541.0,0.0,66.0,82.7516865073458,49,11,2,0,0.18333333333333332,0.21666666666666667,340.0,0.19574537287128693,0.24338731325689938,0.07547481989881702,0.11997315574010489,41,0,0,66,19,66,10,0,56,0.6268507180531939,0.4857196752206667,24,60,0,0,56,0,0.6268507180531939,nenhuma,82.75168650734577,0.0,90,0,terminal,0.25,7.5,1.5,j6013_1.sm,0,centralizada,0,3.7246376811594204,0.6833333333333333,0,0,0
True,218,69,0.6756005411843542,0.0,12.434096981732171,322.0,410.0,95.0,30.0,71.86748308586907,56,4,11,0,0.06666666666666667,0.25,340.0,0.17449176261114457,0.2113749502525561,0.03657087347568286,0.11842368406431844,43,0,95,30,17,125,13,0,0,0.6268507180531939,0.4857196752206667,24,60,112,17,0,95,0.6268507180531939,nenhuma,71.86748308586907,0.0,77,0,terminal,0.9633333333333334,7.5,1.5,j6013_1.sm,0,adaptativa,0,3.1594202898550723,0.7166666666666667,7.415742744971381,95,0
True,306,69,0.6853987562664494,0.0,44.88359281592879,171.0,581.0,0.0,107.0,159.68172496381897,33,27,2,0,0.45,0.48333333333333334,340.0,0.319566870242015,0.46965213224652635,0.1320105671056729,0.1883746225278533,46,0,0,107,14,107,14,0,93,0.6586427040007742,0.39362113220747674,21,60,0,0,93,0,0.6586427040007742,nenhuma,159.68172496381897,0.0,172,0,terminal,0.25,7.5,1.5,j6013_1.sm,1,centralizada,0,4.434782608695652,0.7666666666666667,0,0,0
True,237,69,0.687162683225313,0.0,12.951794806939745,317.0,450.0,73.0,19.0,112.86676006306057,52,8,18,0,0.13333333333333333,0.43333333333333335,340.0,0.2492273004257238,0.3319610590090017,0.038093514138058074,0.172350723759734,47,0,73,19,13,92,11,0,0,0.6586427040007742,0.39362113220747674,21,60,81,8,0,73,0.6586427040007742,nenhuma,112.86676006306058,0.0,122,0,terminal,0.9616666666666666,7.5,1.5,j6013_1.sm,1,adaptativa,0,3.4347826086956523,0.7833333333333333,5.81505925809911,73,0
True,289,69,0.8051713417019047,4.440892098500626e-15,40.754908867165184,194.0,576.0,0.0,13.0,126.37568486044064,37,23,2,0,0.38333333333333336,0.4166666666666667,340.0,0.270974000066615,0.3716931907660019,0.11986737902107407,0.17665638843329529,42,0,0,13,18,13,0,0,13,0.7659648859265082,0.2570239140832174,5,60,0,0,13,0,0.7659648859265082,nenhuma,126.37568486044064,0.0,135,0,terminal,0.25,7.5,1.5,j6013_1.sm,2,centralizada,0,4.188405797101449,0.7,0,0,0
True,255,69,0.7702919168479777,0.0,2.0,334.0,492.0,25.0,10.0,111.7188924599601,58,2,18,0,0.03333333333333333,0.3333333333333333,340.0,0.24731950406493736,0.32858497782341206,0.0058823529411764705,0.17491089394535722,37,0,25,10,23,35,0,0,0,0.7659648859265082,0.2570239140832174,5,60,35,10,0,25,0.7659648859265082,nenhuma,111.7188924599601,0.0,118,0,terminal,0.8833333333333333,7.5,1.5,j6013_1.sm,2,adaptativa,0,3.6956521739130435,0.6166666666666667,2.0610999876848104,25,0
True,295,69,0.6971221061931883,0.0,30.8364854683468,234.0,573.0,0.0,124.0,124.95069545134857,45,15,5,0,0.25,0.3333333333333333,340.0,0.26873966782661396,0.36750204544514287,0.09069554549513766,0.1520172634962439,43,0,0,124,17,124,0,0,124,0.794910294566222,0.24332019624229823,1,60,0,0,124,0,0.794910294566222,nenhuma,124.95069545134854,0.0,133,0,terminal,0.25,7.5,1.5,j6013_1.sm,3,centralizada,0,4.27536231884058,0.7166666666666667,0,0,0
True,229,69,0.703274403767734,0.0,8.321379912836093,326.0,440.0,72.0,27.0,86.64483741017267,58,2,15,0,0.03333333333333333,0.2833333333333333,340.0,0.20308422794033032,0.2548377570887431,0.0244746468024591,0.138488855384526,42,0,72,27,18,99,0,0,0,0.794910294566222,0.24332019624229823,1,60,99,27,0,72,0.794910294566222,nenhuma,86.64483741017268,0.0,93,0,terminal,0.8883333333333333,7.5,1.5,j6013_1.sm,3,adaptativa,0,3.318840579710145,0.7,5.931283183669802,72,0
True,327,69,0.7367593872252084,0.0,20.78157160078248,230.0,560.0,0.0,109.0,91.08532732657585,40,20,1,0,0.3333333333333333,0.35,340.0,0.21129303539847147,0.2678980215487525,0.06112226941406612,0.11983566061845634,41,0,0,109,19,109,8,0,101,0.7496468789669437,0.35303232464984247,9,60,0,0,101,0,0.7496468789669437,nenhuma,91.08532732657584,0.0,98,0,terminal,0.25,7.5,1.5,j6013_1.sm,4,centralizada,0,4.739130434782608,0.6833333333333333,0,0,0
True,214,69,0.728003559437894,0.0,10.521101647373827,311.0,450.0,77.0,21.0,70.12884589115738,54,6,11,0,0.1,0.2833333333333333,340.0,0.17099222986565696,0.20626131144458054,0.03094441660992302,0.11345344317340911,42,0,77,21,18,98,9,0,0,0.7496468789669437,0.35303232464984247,9,60,89,12,0,77,0.7496468789669437,nenhuma,70.12884589115737,0.0,76,0,terminal,0.9583333333333334,7.5,1.5,j6013_1.sm,4,adaptativa,0,3.101449275362319,0.7,6.250910488687559,77,0
True,299,69,0.7404723830989552,4.440892098500626e-15,24.899871592881333,204.0,553.0,0.0,63.0,130.82056025592274,37,23,5,0,0.38333333333333336,0.4666666666666667,340.0,0.2778565154096349,0.3847663536938904,0.07323491644965098,0.17517000363660684,46,0,0,63,14,63,7,0,56,0.6863255838987572,0.3910769205246226,14,60,0,0,56,0,0.6863255838987572,nenhuma,130.82056025592274,0.0,138,0,terminal,0.25,7.5,1.5,j6013_1.sm,5,centralizada,0,4.333333333333333,0.7666666666666667,0,0,0
True,246,69,0.6425545729003295,0.0,14.446258304582708,317.0,442.0,93.0,29.0,123.87931584538157,55,5,23,0,0.08333333333333333,0.4666666666666667,340.0,0.26705074275541213,0.3643509289570046,0.04248899501347855,0.18008873503215875,41,0,93,29,19,122,7,0,0,0.6863255838987572,0.3910769205246226,14,60,115,22,0,93,0.6863255838987572,nenhuma,123.87931584538156,0.0,134,0,terminal,0.9416666666666665,7.5,1.5,j6013_1.sm,5,adaptativa,0,3.5652173913043477,0.6833333333333333,7.427812968623441,93,0
True,316,69,0.810310766449459,0.0,29.416513150727024,211.0,581.0,0.0,3.0,133.00886136040052,40,20,4,0,0.3333333333333333,0.4,340.0,0.2811973986657659,0.3912025334129427,0.08651915632566771,0.1855051848425404,41,0,0,3,19,3,1,0,2,0.7631789564580391,0.24360497938515846,6,60,0,0,2,0,0.7631789564580391,nenhuma,133.0088613604005,0.0,141,0,terminal,0.25,7.5,1.5,j6013_1.sm,6,centralizada,0,4.579710144927536,0.6833333333333333,0,0,0
True,236,69,0.7582666837734058,0.0,23.37093655906166,292.0,467.0,20.0,5.0,123.87830507868452,54,6,19,0,0.1,0.4166666666666667,340.0,0.26704914569710664,0.364347956113778,0.06873804870312253,0.2011408813350843,37,0,20,5,23,25,4,0,0,0.7631789564580391,0.24360497938515846,6,60,21,1,0,20,0.7631789564580391,nenhuma,123.87830507868452,0.0,133,0,terminal,0.9427360934234055,7.5,1.5,j6013_1.sm,6,adaptativa,0,3.420289855072464,0.6166666666666667,1.7003775148573783,20,0
True,269,69,0.706484461965888,0.0,41.99652369988331,232.0,550.0,0.0,129.0,99.50261344679976,39,21,2,0,0.35,0.38333333333333336,340.0,0.22639822927661432,0.292654745431764,0.12351918735259798,0.12781281877302192,53,0,0,129,7,129,17,0,112,0.5858494645010164,0.43100241340042456,29,60,0,0,112,0,0.5858494645010164,nenhuma,99.50261344679976,0.0,107,0,terminal,0.25,7.5,1.5,j6013_1.sm,7,centralizada,0,3.898550724637681,0.8833333333333333,0,0,0
True,224,69,0.6437107554311005,0.0,5.0,317.0,402.0,110.0,38.0,74.50409070884014,56,4,13,0,0.06666666666666667,0.2833333333333333,340.0,0.1797427151597739,0.21912967855541218,0.014705882352941176,0.11930120525595701,48,0,110,38,12,148,17,0,0,0.5858494645010164,0.43100241340042456,29,60,131,21,0,110,0.5858494645010164,nenhuma,74.50409070884014,0.0,81,0,terminal,0.96,7.5,1.5,j6013_1.sm,7,adaptativa,0,3.246376811594203,0.8,8.613850576081157,110,0
True,307,69,0.6661255513661027,3.552713678800501e-15,34.81097854447575,202.0,561.0,0.0,166.0,115.18357762960858,36,24,1,0,0.4,0.4166666666666667,340.0,0.25304862321578664,0.33877522832237816,0.10238523101316398,0.13676777924571,48,0,0,166,12,166,20,0,146,0.5273323364698471,0.27249021043639565,31,60,0,0,146,0,0.5273323364698471,nenhuma,115.18357762960858,0.0,125,0,terminal,0.25,7.5,1.5,j6013_1.sm,8,centralizada,0,4.449275362318841,0.8,0,0,0
True,274,69,0.5634118337481351,0.0,8.321379912836093,312.0,461.0,156.0,45.0,156.22917515446312,55,5,23,0,0.08333333333333333,0.4666666666666667,340.0,0.3148327083062641,0.45949757398371505,0.0244746468024591,0.19093571813174542,49,0,156,45,11,201,12,0,0,0.5273323364698471,0.27249021043639565,31,60,189,33,0,156,0.5273323364698471,nenhuma,156.22917515446315,0.0,166,0,terminal,0.9233333333333332,7.5,1.5,j6013_1.sm,8,adaptativa,0,3.971014492753623,0.8166666666666667,12.413341428915533,156,0
True,341,69,0.7259520617522417,0.0,26.47477859539589,209.0,558.0,0.0,81.0,129.64579549942565,40,20,4,0,0.3333333333333333,0.4,340.0,0.2760501568241639,0.38131116323360487,0.07786699586881143,0.16866780025146513,39,0,0,81,21,81,0,0,81,0.6872143627230507,0.3512385487549321,14,60,0,0,81,0,0.6872143627230507,nenhuma,129.64579549942565,0.0,139,0,terminal,0.25,7.5,1.5,j6013_1.sm,9,centralizada,0,4.942028985507246,0.65,0,0,0
True,246,69,0.6592998719652692,0.0,10.468569847355322,292.0,444.0,59.0,18.0,152.4416596752945,52,8,23,0,0.13333333333333333,0.5166666666666667,340.0,0.30956288258757647,0.44835782257439555,0.03078991131575095,0.22636208717588918,38,0,59,18,22,77,5,0,0,0.6872143627230507,0.3512385487549321,14,60,72,13,0,59,0.6872143627230507,nenhuma,152.44165967529452,0.0,163,0,terminal,0.9566666666666667,7.5,1.5,j6013_1.sm,9,adaptativa,0,3.5652173913043477,0.6333333333333333,4.778514702076041,59,0
True,389,69,0.6650818739360284,3.552713678800501e-15,28.00810819757634,194.0,563.0,0.0,146.0,137.51231985635619,34,26,1,0,0.43333333333333335,0.45,340.0,0.2879764859212894,0.4044479995775182,0.08237678881640101,0.1624457395725682,50,0,0,146,10,146,25,0,121,0.5820371027673271,0.4175993861121362,29,60,0,0,121,0,0.5820371027673271,nenhuma,137.51231985635619,0.0,149,0,terminal,0.25,7.5,1.5,j6013_1.sm,10,centralizada,0,5.63768115942029,0.8333333333333334,0,0,0
True,261,69,0.6050451583740787,1.7763568394002505e-15,11.760949797786552,304.0,453.0,154.0,41.0,100.70444582572063,54,6,14,0,0.1,0.3333333333333333,340.0,0.22850789634544516,0.29618954654623714,0.03459102881701927,0.13450493901456284,44,0,154,41,16,195,18,0,0,0.5820371027673271,0.4175993861121362,29,60,177,23,0,154,0.5820371027673271,nenhuma,100.70444582572063,0.0,107,0,terminal,0.9383333333333334,7.5,1.5,j6013_1.sm,10,adaptativa,0,3.782608695652174,0.7333333333333333,12.069752117490498,154,0
True,304,69,0.8085444934741717,0.0,32.56771849950354,265.0,567.0,0.0,31.0,103.26010946373776,47,13,5,0,0.21666666666666667,0.3,340.0,0.2329560167023901,0.3037062043051111,0.095787407351481,0.14724937019831635,32,0,0,31,28,31,2,0,29,0.7131697048371954,0.48671389683598903,13,60,0,0,29,0,0.7131697048371954,nenhuma,103.26010946373776,0.0,110,0,terminal,0.25,7.5,1.5,j6013_1.sm,11,centralizada,0,4.405797101449275,0.5333333333333333,0,0,0
True,243,69,0.7576782820053363,0.0,8.0,293.0,456.0,18.0,10.0,117.83855183642237,51,9,16,0,0.15,0.4166666666666667,340.0,0.257380142768152,0.34658397598947754,0.023529411764705882,0.19579761295924838,40,0,18,10,20,28,2,0,0,0.7131697048371954,0.48671389683598903,13,60,26,8,0,18,0.7131697048371954,nenhuma,117.83855183642237,0.0,126,0,terminal,0.920897449069852,7.5,1.5,j6013_1.sm,11,adaptativa,0,3.5217391304347827,0.6666666666666666,1.420026324738438,18,0
True,222,64,0.7009676634926425,0.0,50.65382019255457,225.0,616.0,0.0,151.0,111.78518807945787,38,22,1,0,0.36666666666666664,0.38333333333333336,365.0,0.23445608394367423,0.3062607892587887,0.13877758956864267,0.1272042241901675,50,0,0,151,10,151,17,15,134,0.6268507180531939,0.4857196752206667,27,60,0,0,134,0,0.6268507180531939,nenhuma,111.78518807945787,0.0,121,0,terminal,0.25,7.5,1.5,j6016_1.sm,0,centralizada,0,3.46875,0.8333333333333334,0,0,0
True,163,64,0.63256013450054,0.0,13.06854218971202,337.0,492.0,128.0,53.0,104.7916646430395,55,5,16,0,0.08333333333333333,0.35,365.0,0.22305986361563707,0.28710045107682053,0.0358042251772932,0.13472973471775723,50,0,128,53,10,181,20,11,0,0.6268507180531939,0.4857196752206667,27,60,161,33,0,128,0.6268507180531939,nenhuma,104.79166464303948,0.0,117,0,terminal,0.9233333333333333,7.5,1.5,j6016_1.sm,0,adaptativa,0,2.546875,0.8333333333333334,10.053984496487057,128,0
True,286,64,0.7305977170728167,0.0,56.493083103751545,264.0,644.0,0.0,134.0,103.47004151645092,44,16,3,0,0.26666666666666666,0.31666666666666665,365.0,0.22086800082565672,0.28347956579849565,0.1547755701472645,0.1173835032878084,46,0,0,134,14,134,8,11,126,0.6586427040007742,0.39362113220747674,18,60,0,0,126,0,0.6586427040007742,nenhuma,103.4700415164509,0.0,112,0,terminal,0.25,7.5,1.5,j6016_1.sm,1,centralizada,0,4.46875,0.7666666666666667,0,0,0
